,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector,sector2,quintile_overall,sec_quint,state,age_cat,nat_quint,state_quint,state_sec_quint,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,edu_cat,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,gen_cat,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,hhsize_cat,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,owns_land,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint,inc_cat,nat_inc_quint,sec_inc_quint,state_inc_quint,state_sec_inc_quint,owns_dwelling,nat_dwel_quint,sec_dwel_quint,state_dwel_quint,state_sec_dwel_quint
3163,5506.785619,2023,State,All,Education,state_quint,NA,99,3,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3164,6953.678756,2023,State,All,Education,state_quint,NA,99,4,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3165,9570.74665,2023,State,All,Education,state_quint,NA,99,5,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,3187.842951,2023,State,All,Education,state_quint,NA,99,1,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3167,4669.045322,2023,State,All,Education,state_quint,NA,99,2,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,5926.820677,2023,State,All,Education,state_quint,NA,99,3,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3169,7422.341913,2023,State,All,Education,state_quint,NA,99,4,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3170,11135.60885,2023,State,All,Education,state_quint,NA,99,5,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3171,3629.374677,2023,State,All,Education,state_quint,NA,99,1,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3172,5053.994056,2023,State,All,Education,state_quint,NA,99,2,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,6230.989009,2023,State,All,Education,state_quint,NA,99,3,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,7858.946099,2023,State,All,Education,state_quint,NA,99,4,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3175,11405.51047,2023,State,All,Education,state_quint,NA,99,5,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,4019.309496,2023,State,All,Education,state_quint,NA,99,1,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3177,5583.981449,2023,State,All,Education,state_quint,NA,99,2,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3178,7013.073871,2023,State,All,Education,state_quint,NA,99,3,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3179,8844.268306,2023,State,All,Education,state_quint,NA,99,4,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3180,13414.4477,2023,State,All,Education,state_quint,NA,99,5,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3181,4882.473194,2023,State,All,Education,state_quint,NA,99,1,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3182,7023.182533,2023,State,All,Education,state_quint,NA,99,2,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3183,8665.270993,2023,State,All,Education,state_quint,NA,99,3,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3184,10513.97294,2023,State,All,Education,state_quint,NA,99,4,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3185,15654.68187,2023,State,All,Education,state_quint,NA,99,5,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3186,5502.448574,2023,State,All,Education,state_quint,NA,99,1,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3187,6360.17546,2023,State,All,Education,state_quint,NA,99,2,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3188,9405.417039,2023,State,All,Education,state_quint,NA,99,3,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3189,11292.41223,2023,State,All,Education,state_quint,NA,99,4,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3190,16535.18618,2023,State,All,Education,state_quint,NA,99,5,NA,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3191,2270.838802,2023,State,All,Education,state_quint,NA,99,1,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3192,3169.339562,2023,State,All,Education,state_quint,NA,99,2,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3193,3897.533891,2023,State,All,Education,state_quint,NA,99,3,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3194,4919.52588,2023,State,All,Education,state_quint,NA,99,4,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3195,7199.537058,2023,State,All,Education,state_quint,NA,99,5,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3196,2321.799514,2023,State,All,Education,state_quint,NA,99,1,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3197,3162.257947,2023,State,All,Education,state_quint,NA,99,2,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3198,3857.183371,2023,State,All,Education,state_quint,NA,99,3,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3199,4792.913924,2023,State,All,Education,state_quint,NA,99,4,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3200,6877.492607,2023,State,All,Education,state_quint,NA,99,5,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3201,2560.069339,2023,State,All,Education,state_quint,NA,99,1,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3202,3415.407741,2023,State,All,Education,state_quint,NA,99,2,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3203,4055.138781,2023,State,All,Education,state_quint,NA,99,3,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3204,5244.334497,2023,State,All,Education,state_quint,NA,99,4,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3205,7777.678002,2023,State,All,Education,state_quint,NA,99,5,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3206,2971.438847,2023,State,All,Education,state_quint,NA,99,1,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3207,3841.150226,2023,State,All,Education,state_quint,NA,99,2,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3208,4696.235071,2023,State,All,Education,state_quint,NA,99,3,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3209,5894.481212,2023,State,All,Education,state_quint,NA,99,4,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3210,8300.502696,2023,State,All,Education,state_quint,NA,99,5,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3211,3503.118,2023,State,All,Education,state_quint,NA,99,1,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3212,4662.833641,2023,State,All,Education,state_quint,NA,99,2,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3213,5776.520992,2023,State,All,Education,state_quint,NA,99,3,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3214,7460.479946,2023,State,All,Education,state_quint,NA,99,4,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3215,10069.09981,2023,State,All,Education,state_quint,NA,99,5,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3216,3829.564187,2023,State,All,Education,state_quint,NA,99,1,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3217,5569.201833,2023,State,All,Education,state_quint,NA,99,2,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3218,6390.539052,2023,State,All,Education,state_quint,NA,99,3,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3219,8313.435968,2023,State,All,Education,state_quint,NA,99,4,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3220,12389.30247,2023,State,All,Education,state_quint,NA,99,5,NA,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3221,2044.263848,2023,State,All,Education,state_quint,NA,99,1,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3222,2755.19644,2023,State,All,Education,state_quint,NA,99,2,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3223,3232.971422,2023,State,All,Education,state_quint,NA,99,3,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3224,3894.190769,2023,State,All,Education,state_quint,NA,99,4,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3225,5103.046644,2023,State,All,Education,state_quint,NA,99,5,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3226,2209.487252,2023,State,All,Education,state_quint,NA,99,1,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3227,3054.891159,2023,State,All,Education,state_quint,NA,99,2,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3228,3577.317751,2023,State,All,Education,state_quint,NA,99,3,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3229,4143.260823,2023,State,All,Education,state_quint,NA,99,4,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3230,5517.181071,2023,State,All,Education,state_quint,NA,99,5,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3231,2608.396232,2023,State,All,Education,state_quint,NA,99,1,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3232,3299.910661,2023,State,All,Education,state_quint,NA,99,2,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3233,3883.74452,2023,State,All,Education,state_quint,NA,99,3,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3234,4621.535219,2023,State,All,Education,state_quint,NA,99,4,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3235,6211.906837,2023,State,All,Education,state_quint,NA,99,5,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3236,2950.693812,2023,State,All,Education,state_quint,NA,99,1,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3237,3788.302318,2023,State,All,Education,state_quint,NA,99,2,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3238,4518.150121,2023,State,All,Education,state_quint,NA,99,3,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3239,5441.548151,2023,State,All,Education,state_quint,NA,99,4,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3240,7272.665649,2023,State,All,Education,state_quint,NA,99,5,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3241,3426.640919,2023,State,All,Education,state_quint,NA,99,1,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3242,4389.842204,2023,State,All,Education,state_quint,NA,99,2,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3243,5229.097041,2023,State,All,Education,state_quint,NA,99,3,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3244,6439.433618,2023,State,All,Education,state_quint,NA,99,4,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3245,8756.521513,2023,State,All,Education,state_quint,NA,99,5,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3246,3838.446237,2023,State,All,Education,state_quint,NA,99,1,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3247,4611.245534,2023,State,All,Education,state_quint,NA,99,2,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3248,5365.357701,2023,State,All,Education,state_quint,NA,99,3,NA,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
