,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector,sector2,quintile_overall,sec_quint,state,age_cat,nat_quint,state_quint,state_sec_quint,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,edu_cat,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,gen_cat,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,hhsize_cat,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,owns_land,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint,inc_cat,nat_inc_quint,sec_inc_quint,state_inc_quint,state_sec_inc_quint,owns_dwelling,nat_dwel_quint,sec_dwel_quint,state_dwel_quint,state_sec_dwel_quint
17571,4144.294287,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17572,4812.755463,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17573,6788.853052,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17574,3015.772115,2022,State,urban/rural,Education,state_sec_quint,1,1,1,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17575,3484.477786,2022,State,urban/rural,Education,state_sec_quint,1,1,2,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17576,4136.076538,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17577,5087.635137,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17578,7445.056534,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Dadra and Nagar Haveli and Daman and Diu,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17579,1619.93485,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17580,2153.455521,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17581,2599.721547,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17582,3164.450904,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17583,4236.625396,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17584,1882.811429,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17585,2393.710136,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17586,2900.318396,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17587,3551.654419,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17588,4790.418708,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17589,1982.037769,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17590,2573.560335,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17591,3038.130962,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17592,3680.955426,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17593,4863.454206,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17594,2063.218711,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17595,2643.661347,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17596,3230.155841,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17597,3959.998771,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17598,5294.711607,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17599,2359.43484,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17600,3224.195987,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17601,4083.869068,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17602,5048.69215,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17603,7808.55712,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17604,2801.855311,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17605,3831.37216,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17606,4908.207396,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17607,7150.870623,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17608,10159.69655,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17609,1745.618639,2022,State,urban/rural,Education,state_sec_quint,1,1,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17610,2313.467742,2022,State,urban/rural,Education,state_sec_quint,1,1,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17611,2841.628114,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17612,3482.646271,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17613,5109.534956,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17614,1851.13558,2022,State,urban/rural,Education,state_sec_quint,1,1,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17615,2486.345923,2022,State,urban/rural,Education,state_sec_quint,1,1,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17616,3119.233247,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17617,3925.482795,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17618,5600.569031,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17619,1988.867517,2022,State,urban/rural,Education,state_sec_quint,1,1,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17620,2654.13936,2022,State,urban/rural,Education,state_sec_quint,1,1,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17621,3222.498478,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17622,3979.854661,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17623,5216.271022,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17624,2293.283922,2022,State,urban/rural,Education,state_sec_quint,1,1,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17625,3148.417346,2022,State,urban/rural,Education,state_sec_quint,1,1,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17626,3752.384332,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17627,4631.3536,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17628,6483.471734,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17629,2763.319362,2022,State,urban/rural,Education,state_sec_quint,1,1,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17630,3909.073258,2022,State,urban/rural,Education,state_sec_quint,1,1,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17631,4881.838887,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17632,6081.449062,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17633,9095.540053,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17634,3098.95173,2022,State,urban/rural,Education,state_sec_quint,1,1,1,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17635,4537.837656,2022,State,urban/rural,Education,state_sec_quint,1,1,2,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17636,5400.704423,2022,State,urban/rural,Education,state_sec_quint,1,1,3,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17637,7064.650642,2022,State,urban/rural,Education,state_sec_quint,1,1,4,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17638,10970.75754,2022,State,urban/rural,Education,state_sec_quint,1,1,5,NA,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17639,2420.918522,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17640,3103.376084,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17641,3692.102221,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17642,4494.266825,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17643,6045.102687,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17644,2512.042962,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17645,3340.836215,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17646,4038.801198,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17647,4885.208525,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17648,6416.409005,2022,State,urban/rural,Education,state_sec_quint,0,0,5,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17649,2572.931884,2022,State,urban/rural,Education,state_sec_quint,0,0,1,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17650,3490.368813,2022,State,urban/rural,Education,state_sec_quint,0,0,2,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17651,4294.736277,2022,State,urban/rural,Education,state_sec_quint,0,0,3,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17652,5281.06448,2022,State,urban/rural,Education,state_sec_quint,0,0,4,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
