,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,check,year,round,level,area,dem,SourceSheet,sector,state,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
2353,1,0.095078968,0.274326146,0.320865363,0.176035926,0.133693621,1,2015,4,State,All,Age,state,99,Haryana,46 to 64,NA,NA,NA,NA,NA
2354,1,0.128123388,0.349277556,0.277442187,0.195471317,0.049685523,1,2015,4,State,All,Age,state,99,Haryana,65+,NA,NA,NA,NA,NA
2355,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Age,state,99,Haryana,NA,NA,NA,NA,NA,NA
2548,1,0.120641269,0.28843233,0.366483927,0.21164827,0.012794177,1,2015,4,State,urban/rural,Age,statesector,0,Haryana,15 to 29,NA,NA,NA,NA,NA
2549,1,0.151451066,0.37023893,0.339060158,0.112493753,0.026756085,1,2015,4,State,urban/rural,Age,statesector,0,Haryana,30 to 45,NA,NA,NA,NA,NA
2550,1,0.111915462,0.309527189,0.322207779,0.153485283,0.102864303,1,2015,4,State,urban/rural,Age,statesector,0,Haryana,46 to 64,NA,NA,NA,NA,NA
2551,1,0.144996628,0.343910664,0.298829466,0.155218616,0.057044622,1,2015,4,State,urban/rural,Age,statesector,0,Haryana,65+,NA,NA,NA,NA,NA
2552,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Age,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
2553,1,0.121133618,0.335316211,0.187092289,0.320580065,0.035877809,1,2015,4,State,urban/rural,Age,statesector,1,Haryana,15 to 29,NA,NA,NA,NA,NA
2554,1,0.107945636,0.293361247,0.282714933,0.203452602,0.112525582,1,2015,4,State,urban/rural,Age,statesector,1,Haryana,30 to 45,NA,NA,NA,NA,NA
2555,1,0.034434773,0.1475337,0.316030085,0.2572622,0.244739249,1,2015,4,State,urban/rural,Age,statesector,1,Haryana,46 to 64,NA,NA,NA,NA,NA
2556,1,0.014202344,0.38551265,0.133044422,0.467240572,0,1,2015,4,State,urban/rural,Age,statesector,1,Haryana,65+,NA,NA,NA,NA,NA
2824,1,0.153955311,0.327643126,0.314984381,0.150659114,0.052758068,1,2015,4,State,All,Education,state,99,Haryana,NA,No education / Preschool,NA,NA,NA,NA
2825,1,0.117348105,0.343734682,0.344463587,0.157574102,0.036879525,1,2015,4,State,All,Education,state,99,Haryana,NA,Primary,NA,NA,NA,NA
2826,1,0.070886478,0.298868626,0.282781541,0.227559701,0.119903661,1,2015,4,State,All,Education,state,99,Haryana,NA,Secondary,NA,NA,NA,NA
2827,1,0,0.046516318,0.36196664,0.186790198,0.404726833,1,2015,4,State,All,Education,state,99,Haryana,NA,Higher,NA,NA,NA,NA
2828,1,0,0,1,0,0,1,2015,4,State,All,Education,state,99,Haryana,NA,NA,NA,NA,NA,NA
3030,1,0.164836988,0.345356971,0.315171123,0.129573166,0.045061745,1,2015,4,State,urban/rural,Education,statesector,0,Haryana,NA,No education / Preschool,NA,NA,NA,NA
3031,1,0.132299125,0.346812487,0.389502317,0.123914912,0.007471158,1,2015,4,State,urban/rural,Education,statesector,0,Haryana,NA,Primary,NA,NA,NA,NA
3032,1,0.081951603,0.324678749,0.312972635,0.187110156,0.093286857,1,2015,4,State,urban/rural,Education,statesector,0,Haryana,NA,Secondary,NA,NA,NA,NA
3033,1,0,0.064830594,0.382109553,0.121876881,0.431182951,1,2015,4,State,urban/rural,Education,statesector,0,Haryana,NA,Higher,NA,NA,NA,NA
3034,1,0,0,1,0,0,1,2015,4,State,urban/rural,Education,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
3035,1,0.120396443,0.27301392,0.314408541,0.215687737,0.076493375,1,2015,4,State,urban/rural,Education,statesector,1,Haryana,NA,No education / Preschool,NA,NA,NA,NA
3036,1,0.078535199,0.335744709,0.227542877,0.244953483,0.113223739,1,2015,4,State,urban/rural,Education,statesector,1,Haryana,NA,Primary,NA,NA,NA,NA
3037,1,0.03237889,0.209047258,0.177713916,0.368327558,0.212532386,1,2015,4,State,urban/rural,Education,statesector,1,Haryana,NA,Secondary,NA,NA,NA,NA
3038,1,0,0.024082713,0.337293088,0.266304135,0.372320086,1,2015,4,State,urban/rural,Education,statesector,1,Haryana,NA,Higher,NA,NA,NA,NA
3280,1,0.120214321,0.322866887,0.316426516,0.169234887,0.07125739,1,2015,4,State,All,Gender,state,99,Haryana,NA,NA,1,NA,NA,NA
3281,1,0.148748264,0.293102801,0.294207692,0.204683408,0.059257831,1,2015,4,State,All,Gender,state,99,Haryana,NA,NA,2,NA,NA,NA
3282,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Gender,state,99,Haryana,NA,NA,NA,NA,NA,NA
3390,1,0.131651819,0.339619726,0.335872203,0.140427709,0.052428544,1,2015,4,State,urban/rural,Gender,statesector,0,Haryana,NA,NA,1,NA,NA,NA
3391,1,0.162957639,0.315337241,0.295841545,0.171584547,0.054279022,1,2015,4,State,urban/rural,Gender,statesector,0,Haryana,NA,NA,2,NA,NA,NA
3392,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Gender,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
3393,1,0.086946771,0.274138927,0.259866029,0.253024578,0.12602371,1,2015,4,State,urban/rural,Gender,statesector,1,Haryana,NA,NA,1,NA,NA,NA
3394,1,0.084319793,0.192286849,0.28679949,0.354761004,0.081832863,1,2015,4,State,urban/rural,Gender,statesector,1,Haryana,NA,NA,2,NA,NA,NA
3567,1,0.348367453,0.527148843,0.124483712,0,0,1,2015,4,State,All,HH Size,state,99,Haryana,NA,NA,NA,1,NA,NA
3568,1,0.175508291,0.401580751,0.265706211,0.133417875,0.023786873,1,2015,4,State,All,HH Size,state,99,Haryana,NA,NA,NA,2 to 3,NA,NA
3569,1,0.118750624,0.318260729,0.33005929,0.176585674,0.056343675,1,2015,4,State,All,HH Size,state,99,Haryana,NA,NA,NA,4 to 6,NA,NA
3570,1,0.112392515,0.303633451,0.311095119,0.177275047,0.095603861,1,2015,4,State,All,HH Size,state,99,Haryana,NA,NA,NA,7+,NA,NA
3571,1,NA,NA,NA,NA,NA,0,2015,4,State,All,HH Size,state,99,Haryana,NA,NA,NA,NA,NA,NA
3765,1,0.425269783,0.486761242,0.08796899,0,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,1,NA,NA
3766,1,0.226970688,0.419627309,0.272407472,0.064962067,0.016032455,1,2015,4,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,2 to 3,NA,NA
3767,1,0.128530681,0.348378658,0.359173357,0.137858421,0.026058886,1,2015,4,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,4 to 6,NA,NA
3768,1,0.120274805,0.311808318,0.320996761,0.162857026,0.08406312,1,2015,4,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,7+,NA,NA
3769,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
3770,1,0.025699142,0.696607947,0.277692944,0,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,1,NA,NA
3771,1,0.076008238,0.366688579,0.252749622,0.265773892,0.038779669,1,2015,4,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,2 to 3,NA,NA
3772,1,0.094606675,0.243908942,0.258185714,0.272191256,0.131107435,1,2015,4,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,4 to 6,NA,NA
3773,1,0.079163775,0.269171417,0.269353598,0.238055974,0.144255221,1,2015,4,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,7+,NA,NA
4007,1,0.165316179,0.356619895,0.286817819,0.15274474,0.038501386,1,2015,4,State,All,Owns House,state,99,Haryana,NA,NA,NA,NA,0,NA
4008,1,0.107360199,0.307926685,0.32450214,0.178710058,0.081500903,1,2015,4,State,All,Owns House,state,99,Haryana,NA,NA,NA,NA,1,NA
4009,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Owns House,state,99,Haryana,NA,NA,NA,NA,NA,NA
4118,1,0.191305414,0.394753724,0.275108695,0.11290428,0.025927871,1,2015,4,State,urban/rural,Owns House,statesector,0,Haryana,NA,NA,NA,NA,0,NA
4119,1,0.118801415,0.322046787,0.348090142,0.151237741,0.059823919,1,2015,4,State,urban/rural,Owns House,statesector,0,Haryana,NA,NA,NA,NA,1,NA
4120,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Owns House,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
4121,1,0.123499602,0.295262694,0.305657715,0.216847867,0.058732111,1,2015,4,State,urban/rural,Owns House,statesector,1,Haryana,NA,NA,NA,NA,0,NA
4122,1,0.062525913,0.252594799,0.232068643,0.286364913,0.166445762,1,2015,4,State,urban/rural,Owns House,statesector,1,Haryana,NA,NA,NA,NA,1,NA
4266,1,0.130694166,0.35065335,0.3222453,0.146988541,0.049418654,1,2015,4,State,All,Agri Land,state,99,Haryana,NA,NA,NA,NA,NA,0
4267,1,0.094962418,0.220866561,0.289751977,0.254760951,0.139658108,1,2015,4,State,All,Agri Land,state,99,Haryana,NA,NA,NA,NA,NA,1
4268,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Agri Land,state,99,Haryana,NA,NA,NA,NA,NA,NA
4377,1,0.149178341,0.383758366,0.339244097,0.106428765,0.021390429,1,2015,4,State,urban/rural,Agri Land,statesector,0,Haryana,NA,NA,NA,NA,NA,0
4378,1,0.094633438,0.214597508,0.314550757,0.240568846,0.135649443,1,2015,4,State,urban/rural,Agri Land,statesector,0,Haryana,NA,NA,NA,NA,NA,1
4379,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Agri Land,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
4380,1,0.08550971,0.269728303,0.280691832,0.246136695,0.117933474,1,2015,4,State,urban/rural,Agri Land,statesector,1,Haryana,NA,NA,NA,NA,NA,0
4381,1,0.097455271,0.268370301,0.10183879,0.362301797,0.170033842,1,2015,4,State,urban/rural,Agri Land,statesector,1,Haryana,NA,NA,NA,NA,NA,1
16,1,0.324375212,0.436114162,0.166595444,0.05705221,0.01586297,1,2019,5,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
64,1,0.312060803,0.443977386,0.173025638,0.056924962,0.01401121,1,2019,5,State,urban/rural,All Households,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
65,1,0.528807402,0.305576146,0.059847634,0.059164688,0.046604142,1,2019,5,State,urban/rural,All Households,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA
179,1,0.405330807,0.378568202,0.076679975,0.139421031,0,1,2019,5,State,All,Age,state,99,Himachal Pradesh,15 to 29,NA,NA,NA,NA,NA
180,1,0.379616737,0.429335058,0.165048987,0.017524667,0.008474541,1,2019,5,State,All,Age,state,99,Himachal Pradesh,30 to 45,NA,NA,NA,NA,NA
181,1,0.267252684,0.503757417,0.160375074,0.051542215,0.017072638,1,2019,5,State,All,Age,state,99,Himachal Pradesh,46 to 64,NA,NA,NA,NA,NA
182,1,0.299117386,0.370665014,0.214688689,0.084873348,0.030655565,1,2019,5,State,All,Age,state,99,Himachal Pradesh,65+,NA,NA,NA,NA,NA
183,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Age,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
382,1,0.447719067,0.319994211,0.089670189,0.14261654,0,1,2019,5,State,urban/rural,Age,statesector,0,Himachal Pradesh,15 to 29,NA,NA,NA,NA,NA
383,1,0.346989274,0.450141221,0.180132523,0.013487977,0.009249015,1,2019,5,State,urban/rural,Age,statesector,0,Himachal Pradesh,30 to 45,NA,NA,NA,NA,NA
384,1,0.253056347,0.517386556,0.166360676,0.053465903,0.009730507,1,2019,5,State,urban/rural,Age,statesector,0,Himachal Pradesh,46 to 64,NA,NA,NA,NA,NA
385,1,0.30347392,0.376063615,0.20325093,0.086109497,0.031102052,1,2019,5,State,urban/rural,Age,statesector,0,Himachal Pradesh,65+,NA,NA,NA,NA,NA
386,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Age,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
387,1,0.155116841,0.724324942,0,0.120558202,0,1,2019,5,State,urban/rural,Age,statesector,1,Himachal Pradesh,15 to 29,NA,NA,NA,NA,NA
388,1,0.736637354,0.201667219,0,0.061695434,0,1,2019,5,State,urban/rural,Age,statesector,1,Himachal Pradesh,30 to 45,NA,NA,NA,NA,NA
389,1,0.647620797,0.138585627,0,0,0.213793591,1,2019,5,State,urban/rural,Age,statesector,1,Himachal Pradesh,46 to 64,NA,NA,NA,NA,NA
390,1,0,0,1,0,0,1,2019,5,State,urban/rural,Age,statesector,1,Himachal Pradesh,65+,NA,NA,NA,NA,NA
653,1,0.432992101,0.399049282,0.113784887,0.045882348,0.008291391,1,2019,5,State,All,Education,state,99,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
654,1,0.292298466,0.451018095,0.151544943,0.078047395,0.027091119,1,2019,5,State,All,Education,state,99,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
655,1,0.215732023,0.476666898,0.236743927,0.054494854,0.016362285,1,2019,5,State,All,Education,state,99,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
656,1,0,0.025215428,0.974784553,0,0,1,2019,5,State,All,Education,state,99,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
657,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
857,1,0.40431571,0.423468262,0.118581571,0.051578324,0.002056157,1,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
858,1,0.299949825,0.449517488,0.155511886,0.067220531,0.027800273,1,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
859,1,0.218988255,0.468767822,0.2403173,0.055317391,0.016609253,1,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
860,1,0,0.025215428,0.974784553,0,0,1,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
861,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
862,1,0.663986862,0.202348992,0.075146534,0,0.058517598,1,2019,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
863,1,0,0.508344233,0,0.491655737,0,1,2019,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
864,1,0,1,0,0,0,1,2019,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
1096,1,0.309666067,0.437458247,0.18857716,0.04822835,0.016070178,1,2019,5,State,All,Gender,state,99,Himachal Pradesh,NA,NA,1,NA,NA,NA
1097,1,0.392460287,0.429892749,0.064847358,0.097895749,0.014903853,1,2019,5,State,All,Gender,state,99,Himachal Pradesh,NA,NA,2,NA,NA,NA
1098,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Gender,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
1209,1,0.297056466,0.442765713,0.19614622,0.046941686,0.017089918,1,2019,5,State,urban/rural,Gender,statesector,0,Himachal Pradesh,NA,NA,1,NA,NA,NA
1210,1,0.380345583,0.449491769,0.067803785,0.102358863,0,1,2019,5,State,urban/rural,Gender,statesector,0,Himachal Pradesh,NA,NA,2,NA,NA,NA
1211,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
1212,1,0.508381963,0.353817284,0.069295749,0.068504989,0,1,2019,5,State,urban/rural,Gender,statesector,1,Himachal Pradesh,NA,NA,1,NA,NA,NA
1213,1,0.658189118,0,0,0,0.341810882,1,2019,5,State,urban/rural,Gender,statesector,1,Himachal Pradesh,NA,NA,2,NA,NA,NA
1381,1,0.701444983,0.290658742,0.007896269,0,0,1,2019,5,State,All,HH Size,state,99,Himachal Pradesh,NA,NA,NA,1,NA,NA
1382,1,0.442154288,0.466769487,0.068211518,0.018859215,0.004005491,1,2019,5,State,All,HH Size,state,99,Himachal Pradesh,NA,NA,NA,2 to 3,NA,NA
1383,1,0.250158519,0.439975113,0.238850281,0.06044966,0.010566408,1,2019,5,State,All,HH Size,state,99,Himachal Pradesh,NA,NA,NA,4 to 6,NA,NA
1384,1,0.300625652,0.437163144,0.137190416,0.088490777,0.036529999,1,2019,5,State,All,HH Size,state,99,Himachal Pradesh,NA,NA,NA,7+,NA,NA
1564,1,0.703810692,0.287998736,0.008190549,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,1,NA,NA
1565,1,0.450815171,0.450608015,0.073829085,0.020412369,0.004335364,1,2019,5,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,2 to 3,NA,NA
1566,1,0.217370689,0.460427612,0.258697569,0.05796979,0.005534345,1,2019,5,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,4 to 6,NA,NA
1567,1,0.304411978,0.442669123,0.126323521,0.089605302,0.036990087,1,2019,5,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,7+,NA,NA
1568,1,0.63796705,0.36203292,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,1,NA,NA
1569,1,0.336989075,0.663010895,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,2 to 3,NA,NA
1570,1,0.64474088,0.193841323,0,0.090293445,0.07112433,1,2019,5,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,4 to 6,NA,NA
1571,1,0,0,1,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,7+,NA,NA
1778,1,0.271963626,0.507213056,0.154926121,0.041338675,0.024558531,1,2019,5,State,All,Owns House,state,99,Himachal Pradesh,NA,NA,NA,NA,0,NA
1779,1,0.349746227,0.401697129,0.172244251,0.064658701,0.011653688,1,2019,5,State,All,Owns House,state,99,Himachal Pradesh,NA,NA,NA,NA,1,NA
1872,1,0.255672067,0.512505651,0.170604646,0.034173749,0.027043855,1,2019,5,State,urban/rural,Owns House,statesector,0,Himachal Pradesh,NA,NA,NA,NA,0,NA
1873,1,0.337876797,0.412603647,0.174134016,0.067340963,0.00804458,1,2019,5,State,urban/rural,Owns House,statesector,0,Himachal Pradesh,NA,NA,NA,NA,1,NA
1874,1,0.432947159,0.45491448,0,0.112138346,0,1,2019,5,State,urban/rural,Owns House,statesector,1,Himachal Pradesh,NA,NA,NA,NA,0,NA
1875,1,0.635870814,0.138784602,0.126689672,0,0.098654911,1,2019,5,State,urban/rural,Owns House,statesector,1,Himachal Pradesh,NA,NA,NA,NA,1,NA
1997,1,0.435570776,0.367964208,0.145875394,0.042655643,0.007933952,1,2019,5,State,All,Agri Land,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,0
1998,1,0.26867795,0.4702501,0.176974013,0.064263374,0.019834572,1,2019,5,State,All,Agri Land,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,1
2089,1,0.428176403,0.366453201,0.167873427,0.037496943,0,1,2019,5,State,urban/rural,Agri Land,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,0
2090,1,0.260508299,0.478396237,0.175313085,0.065550528,0.020231845,1,2019,5,State,urban/rural,Agri Land,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,1
2091,1,0.484605104,0.377984136,0,0.076864474,0.060546294,1,2019,5,State,urban/rural,Agri Land,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,0
2092,1,0.676561475,0.063539438,0.25989905,0,0,1,2019,5,State,urban/rural,Agri Land,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,1
2196,1,0.11675974,0.418425143,0.341717511,0.106028423,0.017069183,1,2015,4,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
2243,1,0.11789076,0.42090714,0.345308155,0.098398507,0.017495437,1,2015,4,State,urban/rural,All Households,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
2244,1,0.071468428,0.31903401,0.197931051,0.411566526,0,1,2015,4,State,urban/rural,All Households,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA
2356,1,0.117907405,0.586701274,0.177599251,0.090586334,0.02720573,1,2015,4,State,All,Age,state,99,Himachal Pradesh,15 to 29,NA,NA,NA,NA,NA
2357,1,0.157365739,0.380245447,0.391528755,0.070860058,0,1,2015,4,State,All,Age,state,99,Himachal Pradesh,30 to 45,NA,NA,NA,NA,NA
2358,1,0.095216967,0.394250482,0.363429666,0.120646879,0.026456008,1,2015,4,State,All,Age,state,99,Himachal Pradesh,46 to 64,NA,NA,NA,NA,NA
2359,1,0.106958501,0.476659715,0.273311913,0.124409929,0.018659957,1,2015,4,State,All,Age,state,99,Himachal Pradesh,65+,NA,NA,NA,NA,NA
2360,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Age,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
2557,1,0.083746135,0.629542053,0.190567493,0.06695205,0.029192284,1,2015,4,State,urban/rural,Age,statesector,0,Himachal Pradesh,15 to 29,NA,NA,NA,NA,NA
2558,1,0.164196551,0.371980637,0.405803531,0.058019258,0,1,2015,4,State,urban/rural,Age,statesector,0,Himachal Pradesh,30 to 45,NA,NA,NA,NA,NA
2559,1,0.097310886,0.401129007,0.361753881,0.112768427,0.027037803,1,2015,4,State,urban/rural,Age,statesector,0,Himachal Pradesh,46 to 64,NA,NA,NA,NA,NA
2560,1,0.107066743,0.476130098,0.273588508,0.124535829,0.01867884,1,2015,4,State,urban/rural,Age,statesector,0,Himachal Pradesh,65+,NA,NA,NA,NA,NA
2561,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Age,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
2562,1,0.585743785,0,0,0.414256215,0,1,2015,4,State,urban/rural,Age,statesector,1,Himachal Pradesh,15 to 29,NA,NA,NA,NA,NA
2563,1,0,0.570646644,0.062671959,0.366681427,0,1,2015,4,State,urban/rural,Age,statesector,1,Himachal Pradesh,30 to 45,NA,NA,NA,NA,NA
2564,1,0,0.081462502,0.439632863,0.478904635,0,1,2015,4,State,urban/rural,Age,statesector,1,Himachal Pradesh,46 to 64,NA,NA,NA,NA,NA
2565,1,0,1,0,0,0,1,2015,4,State,urban/rural,Age,statesector,1,Himachal Pradesh,65+,NA,NA,NA,NA,NA
2829,1,0.177265942,0.460938781,0.268676221,0.086934246,0.006184801,1,2015,4,State,All,Education,state,99,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2830,1,0.091371596,0.446590751,0.336399138,0.11016655,0.015471964,1,2015,4,State,All,Education,state,99,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
2831,1,0.05296085,0.318933666,0.461724639,0.131202787,0.035178035,1,2015,4,State,All,Education,state,99,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
2832,1,0,0.341775596,0.36597234,0.292252064,0,1,2015,4,State,All,Education,state,99,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
2833,1,0,1,0,0,0,1,2015,4,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
3039,1,0.180848077,0.457143039,0.27236253,0.083336569,0.006309781,1,2015,4,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
3040,1,0.09213344,0.441976458,0.339204013,0.111085109,0.015600968,1,2015,4,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
3041,1,0.049298417,0.334417671,0.469540715,0.109857313,0.036885902,1,2015,4,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
3042,1,0,0.341775596,0.36597234,0.292252064,0,1,2015,4,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
3043,1,0,1,0,0,0,1,2015,4,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
3044,1,0,0.64877522,0.086255819,0.264968991,0,1,2015,4,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
3045,1,0,1,0,0,0,1,2015,4,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
3046,1,0.128398299,0,0.300732493,0.570869207,0,1,2015,4,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
3283,1,0.126095012,0.399378449,0.351100147,0.103406236,0.020020172,1,2015,4,State,All,Gender,state,99,Himachal Pradesh,NA,NA,1,NA,NA,NA
3284,1,0.090983771,0.471015692,0.3158108,0.113268629,0.008921097,1,2015,4,State,All,Gender,state,99,Himachal Pradesh,NA,NA,2,NA,NA,NA
3285,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Gender,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
3395,1,0.127215892,0.402458996,0.354257494,0.095482267,0.020585347,1,2015,4,State,urban/rural,Gender,statesector,0,Himachal Pradesh,NA,NA,1,NA,NA,NA
3396,1,0.092446983,0.471243232,0.320889711,0.106355503,0.009064566,1,2015,4,State,urban/rural,Gender,statesector,0,Himachal Pradesh,NA,NA,2,NA,NA,NA
3397,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Gender,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
3398,1,0.086390063,0.290256411,0.239256352,0.384097189,0,1,2015,4,State,urban/rural,Gender,statesector,1,Himachal Pradesh,NA,NA,1,NA,NA,NA
