,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,check,year,round,level,area,dem,SourceSheet,sector,state,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
3591,1,0.409093827,0.562739611,0.028166577,0,0,1,2015,4,State,All,HH Size,state,99,Kerala,NA,NA,NA,1,NA,NA
3592,1,0.205701813,0.489304155,0.209362313,0,0.095631719,1,2015,4,State,All,HH Size,state,99,Kerala,NA,NA,NA,2 to 3,NA,NA
3593,1,0.202284738,0.36775589,0.247904316,0.12454468,0.05751038,1,2015,4,State,All,HH Size,state,99,Kerala,NA,NA,NA,4 to 6,NA,NA
3594,1,0.171734855,0.147900164,0.347674161,0,0.332690835,1,2015,4,State,All,HH Size,state,99,Kerala,NA,NA,NA,7+,NA,NA
3595,1,NA,NA,NA,NA,NA,0,2015,4,State,All,HH Size,state,99,Kerala,NA,NA,NA,NA,NA,NA
3809,1,0.447161943,0.513990879,0.038847204,0,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,1,NA,NA
3810,1,0.245811313,0.484175295,0.138316214,0,0.131697178,1,2015,4,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,2 to 3,NA,NA
3811,1,0.273950905,0.426624209,0.217482299,0.032661084,0.049281519,1,2015,4,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,4 to 6,NA,NA
3812,1,0.264430344,0.227730677,0.363977253,0,0.143861711,1,2015,4,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,7+,NA,NA
3813,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,NA,NA,NA
3814,1,0.308701962,0.691298068,0,0,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,1,NA,NA
3815,1,0.099346846,0.502903938,0.397749245,0,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,2 to 3,NA,NA
3816,1,0,0.201594248,0.333773464,0.383895129,0.080737151,1,2015,4,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,4 to 6,NA,NA
3817,1,0,0,0.317469746,0,0.682530284,1,2015,4,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,7+,NA,NA
4021,1,0.299622625,0.402726978,0.217745617,0.079904795,0,1,2015,4,State,All,Owns House,state,99,Kerala,NA,NA,NA,NA,0,NA
4022,1,0.183854297,0.320374608,0.265889615,0.050022677,0.179858804,1,2015,4,State,All,Owns House,state,99,Kerala,NA,NA,NA,NA,1,NA
4023,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Owns House,state,99,Kerala,NA,NA,NA,NA,NA,NA
4142,1,0.387897283,0.421612114,0.190490603,0,0,1,2015,4,State,urban/rural,Owns House,statesector,0,Kerala,NA,NA,NA,NA,0,NA
4143,1,0.249915034,0.380519301,0.24079068,0.019245392,0.1095296,1,2015,4,State,urban/rural,Owns House,statesector,0,Kerala,NA,NA,NA,NA,1,NA
4144,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Owns House,statesector,0,Kerala,NA,NA,NA,NA,NA,NA
4145,1,0.092544347,0.358425468,0.281681508,0.267348677,0,1,2015,4,State,urban/rural,Owns House,statesector,1,Kerala,NA,NA,NA,NA,0,NA
4146,1,0.021655899,0.172701836,0.327514797,0.125589892,0.352537572,1,2015,4,State,urban/rural,Owns House,statesector,1,Kerala,NA,NA,NA,NA,1,NA
4280,1,0.214712709,0.344222784,0.275105029,0.062172599,0.103786878,1,2015,4,State,All,Agri Land,state,99,Kerala,NA,NA,NA,NA,NA,0
4281,1,0.141145438,0.27231577,0.078177191,0,0.508361578,1,2015,4,State,All,Agri Land,state,99,Kerala,NA,NA,NA,NA,NA,1
4282,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Agri Land,state,99,Kerala,NA,NA,NA,NA,NA,NA
4401,1,0.293691963,0.418923587,0.249743909,0.01742479,0.02021574,1,2015,4,State,urban/rural,Agri Land,statesector,0,Kerala,NA,NA,NA,NA,NA,0
4402,1,0.161517829,0.167284608,0.089460984,0,0.581736565,1,2015,4,State,urban/rural,Agri Land,statesector,0,Kerala,NA,NA,NA,NA,NA,1
4403,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Agri Land,statesector,0,Kerala,NA,NA,NA,NA,NA,NA
4404,1,0.038162429,0.177236527,0.331797242,0.162201896,0.290601879,1,2015,4,State,urban/rural,Agri Land,statesector,1,Kerala,NA,NA,NA,NA,NA,0
4405,1,0,1,0,0,0,1,2015,4,State,urban/rural,Agri Land,statesector,1,Kerala,NA,NA,NA,NA,NA,1
21,1,0.406487167,0.359148741,0.168600291,0.060390748,0.005373049,1,2019,5,State,All,All Households,state,99,Ladakh,NA,NA,NA,NA,NA,NA
74,1,0.415479034,0.365151376,0.163522556,0.055847015,0,1,2019,5,State,urban/rural,All Households,statesector,0,Ladakh,NA,NA,NA,NA,NA,NA
75,1,0.228129879,0.240084097,0.269318908,0.150517523,0.111949578,1,2019,5,State,urban/rural,All Households,statesector,1,Ladakh,NA,NA,NA,NA,NA,NA
202,1,0,1,0,0,0,1,2019,5,State,All,Age,state,99,Ladakh,15 to 29,NA,NA,NA,NA,NA
203,1,0.434932768,0.332106054,0.146794051,0.086167119,0,1,2019,5,State,All,Age,state,99,Ladakh,30 to 45,NA,NA,NA,NA,NA
204,1,0.350913018,0.414948046,0.146412954,0.066609383,0.021116605,1,2019,5,State,All,Age,state,99,Ladakh,46 to 64,NA,NA,NA,NA,NA
205,1,0.445836723,0.293104231,0.261059046,0,0,1,2019,5,State,All,Age,state,99,Ladakh,65+,NA,NA,NA,NA,NA
426,1,0,1,0,0,0,1,2019,5,State,urban/rural,Age,statesector,0,Ladakh,15 to 29,NA,NA,NA,NA,NA
427,1,0.433756292,0.34861511,0.127178088,0.09045051,0,1,2019,5,State,urban/rural,Age,statesector,0,Ladakh,30 to 45,NA,NA,NA,NA,NA
428,1,0.38766107,0.408373356,0.161745504,0.042220075,0,1,2019,5,State,urban/rural,Age,statesector,0,Ladakh,46 to 64,NA,NA,NA,NA,NA
429,1,0.445836723,0.293104231,0.261059046,0,0,1,2019,5,State,urban/rural,Age,statesector,0,Ladakh,65+,NA,NA,NA,NA,NA
430,1,0.458599716,0,0.541400254,0,0,1,2019,5,State,urban/rural,Age,statesector,1,Ladakh,30 to 45,NA,NA,NA,NA,NA
431,1,0,0.477730632,0,0.299506843,0.222762525,1,2019,5,State,urban/rural,Age,statesector,1,Ladakh,46 to 64,NA,NA,NA,NA,NA
675,1,0.431782186,0.346624255,0.141340584,0.070924491,0.009328491,1,2019,5,State,All,Education,state,99,Ladakh,NA,No education / Preschool,NA,NA,NA,NA
676,1,0.306084901,0.383987486,0.202991351,0.106936261,0,1,2019,5,State,All,Education,state,99,Ladakh,NA,Primary,NA,NA,NA,NA
677,1,0.368127316,0.411675811,0.220196888,0,0,1,2019,5,State,All,Education,state,99,Ladakh,NA,Secondary,NA,NA,NA,NA
678,1,0.500075519,0.164007306,0.127946675,0.2079705,0,1,2019,5,State,All,Education,state,99,Ladakh,NA,Higher,NA,NA,NA,NA
899,1,0.461462587,0.349070162,0.127071902,0.062395371,0,1,2019,5,State,urban/rural,Education,statesector,0,Ladakh,NA,No education / Preschool,NA,NA,NA,NA
900,1,0.199730203,0.442840338,0.234103352,0.123326123,0,1,2019,5,State,urban/rural,Education,statesector,0,Ladakh,NA,Primary,NA,NA,NA,NA
901,1,0.368127316,0.411675811,0.220196888,0,0,1,2019,5,State,urban/rural,Education,statesector,0,Ladakh,NA,Secondary,NA,NA,NA,NA
902,1,0.500075519,0.164007306,0.127946675,0.2079705,0,1,2019,5,State,urban/rural,Education,statesector,0,Ladakh,NA,Higher,NA,NA,NA,NA
903,1,0,0.3110421,0.348917395,0.195003703,0.145036802,1,2019,5,State,urban/rural,Education,statesector,1,Ladakh,NA,No education / Preschool,NA,NA,NA,NA
904,1,1,0,0,0,0,1,2019,5,State,urban/rural,Education,statesector,1,Ladakh,NA,Primary,NA,NA,NA,NA
1109,1,0.420946896,0.359144986,0.150553063,0.063688599,0.005666463,1,2019,5,State,All,Gender,state,99,Ladakh,NA,NA,1,NA,NA,NA
1110,1,0.141697928,0.359218001,0.499084055,0,0,1,2019,5,State,All,Gender,state,99,Ladakh,NA,NA,2,NA,NA,NA
1233,1,0.431226909,0.365492672,0.144221097,0.059059329,0,1,2019,5,State,urban/rural,Gender,statesector,0,Ladakh,NA,NA,1,NA,NA,NA
1234,1,0.141697928,0.359218001,0.499084055,0,0,1,2019,5,State,urban/rural,Gender,statesector,0,Ladakh,NA,NA,2,NA,NA,NA
1235,1,0.228129879,0.240084097,0.269318908,0.150517523,0.111949578,1,2019,5,State,urban/rural,Gender,statesector,1,Ladakh,NA,NA,1,NA,NA,NA
1401,1,1,0,0,0,0,1,2019,5,State,All,HH Size,state,99,Ladakh,NA,NA,NA,1,NA,NA
1402,1,0.522793353,0.289546847,0.187659815,0,0,1,2019,5,State,All,HH Size,state,99,Ladakh,NA,NA,NA,2 to 3,NA,NA
1403,1,0.35612601,0.387954772,0.171820953,0.07722725,0.006871015,1,2019,5,State,All,HH Size,state,99,Ladakh,NA,NA,NA,4 to 6,NA,NA
1404,1,0.625117481,0.236447081,0.138435423,0,0,1,2019,5,State,All,HH Size,state,99,Ladakh,NA,NA,NA,7+,NA,NA
1604,1,1,0,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,1,NA,NA
1605,1,0.540448129,0.265554786,0.1939971,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,2 to 3,NA,NA
1606,1,0.363083839,0.399957061,0.164804816,0.072154291,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,4 to 6,NA,NA
1607,1,0.625117481,0.236447081,0.138435423,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,7+,NA,NA
1608,1,0,1,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Ladakh,NA,NA,NA,2 to 3,NA,NA
1609,1,0.242552817,0.192040339,0.286345929,0.160033613,0.119027302,1,2019,5,State,urban/rural,HH Size,statesector,1,Ladakh,NA,NA,NA,4 to 6,NA,NA
1788,1,0.293862909,0.537968934,0.123700619,0.044467546,0,1,2019,5,State,All,Owns House,state,99,Ladakh,NA,NA,NA,NA,0,NA
1789,1,0.465367228,0.265661418,0.192073867,0.068715416,0.008182082,1,2019,5,State,All,Owns House,state,99,Ladakh,NA,NA,NA,NA,1,NA
1892,1,0.313587993,0.547133625,0.091825977,0.047452364,0,1,2019,5,State,urban/rural,Owns House,statesector,0,Ladakh,NA,NA,NA,NA,0,NA
1893,1,0.467487961,0.272260964,0.200119123,0.060131952,0,1,2019,5,State,urban/rural,Owns House,statesector,0,Ladakh,NA,NA,NA,NA,1,NA
1894,1,0,0.401433647,0.598566353,0,0,1,2019,5,State,urban/rural,Owns House,statesector,1,Ladakh,NA,NA,NA,NA,0,NA
1895,1,0.414736301,0.108102866,0,0.273638368,0.203522459,1,2019,5,State,urban/rural,Owns House,statesector,1,Ladakh,NA,NA,NA,NA,1,NA
2007,1,0.341260314,0.390931904,0.218836516,0.048971266,0,1,2019,5,State,All,Agri Land,state,99,Ladakh,NA,NA,NA,NA,NA,0
2008,1,0.435376197,0.345071971,0.146350622,0.065448448,0.007752776,1,2019,5,State,All,Agri Land,state,99,Ladakh,NA,NA,NA,NA,NA,1
2109,1,0.356151491,0.407990515,0.209311843,0.02654613,0,1,2019,5,State,urban/rural,Agri Land,statesector,0,Ladakh,NA,NA,NA,NA,NA,0
2110,1,0.442002237,0.345999569,0.143051818,0.068946384,0,1,2019,5,State,urban/rural,Agri Land,statesector,0,Ladakh,NA,NA,NA,NA,NA,1
2111,1,0,0,0.437112898,0.562887132,0,1,2019,5,State,urban/rural,Agri Land,statesector,1,Ladakh,NA,NA,NA,NA,NA,0
2112,1,0.311398745,0.327716321,0.20807305,0,0.152811885,1,2019,5,State,urban/rural,Agri Land,statesector,1,Ladakh,NA,NA,NA,NA,NA,1
22,1,0,0.141423941,0.315260828,0.543315232,0,1,2019,5,State,All,All Households,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA
76,1,0,0.28810966,0.71189034,0,0,1,2019,5,State,urban/rural,All Households,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,NA
77,1,0,0.077695288,0.14294228,0.77936244,0,1,2019,5,State,urban/rural,All Households,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,NA
206,1,0,0,1,0,0,1,2019,5,State,All,Age,state,99,Lakshadweep,15 to 29,NA,NA,NA,NA,NA
207,1,0,1,0,0,0,1,2019,5,State,All,Age,state,99,Lakshadweep,30 to 45,NA,NA,NA,NA,NA
208,1,0,0.121085986,0.304494411,0.574419618,0,1,2019,5,State,All,Age,state,99,Lakshadweep,46 to 64,NA,NA,NA,NA,NA
209,1,0,0,0,1,0,1,2019,5,State,All,Age,state,99,Lakshadweep,65+,NA,NA,NA,NA,NA
432,1,0,0,1,0,0,1,2019,5,State,urban/rural,Age,statesector,0,Lakshadweep,15 to 29,NA,NA,NA,NA,NA
433,1,0,0.421456784,0.578543246,0,0,1,2019,5,State,urban/rural,Age,statesector,0,Lakshadweep,46 to 64,NA,NA,NA,NA,NA
434,1,0,1,0,0,0,1,2019,5,State,urban/rural,Age,statesector,1,Lakshadweep,30 to 45,NA,NA,NA,NA,NA
435,1,0,0,0.194019392,0.805980623,0,1,2019,5,State,urban/rural,Age,statesector,1,Lakshadweep,46 to 64,NA,NA,NA,NA,NA
436,1,0,0,0,1,0,1,2019,5,State,urban/rural,Age,statesector,1,Lakshadweep,65+,NA,NA,NA,NA,NA
679,1,0,0,0,1,0,1,2019,5,State,All,Education,state,99,Lakshadweep,NA,No education / Preschool,NA,NA,NA,NA
680,1,0,0.35213986,0.64786011,0,0,1,2019,5,State,All,Education,state,99,Lakshadweep,NA,Primary,NA,NA,NA,NA
681,1,0,0.121731527,0.300786495,0.577481985,0,1,2019,5,State,All,Education,state,99,Lakshadweep,NA,Secondary,NA,NA,NA,NA
905,1,0,0.28810966,0.71189034,0,0,1,2019,5,State,urban/rural,Education,statesector,0,Lakshadweep,NA,Secondary,NA,NA,NA,NA
906,1,0,0,0,1,0,1,2019,5,State,urban/rural,Education,statesector,1,Lakshadweep,NA,No education / Preschool,NA,NA,NA,NA
907,1,0,0.35213986,0.64786011,0,0,1,2019,5,State,urban/rural,Education,statesector,1,Lakshadweep,NA,Primary,NA,NA,NA,NA
908,1,0,0,0,1,0,1,2019,5,State,urban/rural,Education,statesector,1,Lakshadweep,NA,Secondary,NA,NA,NA,NA
1111,1,0,0.106874466,0.386123955,0.507001579,0,1,2019,5,State,All,Gender,state,99,Lakshadweep,NA,NA,1,NA,NA,NA
1112,1,0,0.295130074,0,0.704869926,0,1,2019,5,State,All,Gender,state,99,Lakshadweep,NA,NA,2,NA,NA,NA
1236,1,0,0.28810966,0.71189034,0,0,1,2019,5,State,urban/rural,Gender,statesector,0,Lakshadweep,NA,NA,1,NA,NA,NA
1237,1,0,0,0.194019392,0.805980623,0,1,2019,5,State,urban/rural,Gender,statesector,1,Lakshadweep,NA,NA,1,NA,NA,NA
1238,1,0,0.295130074,0,0.704869926,0,1,2019,5,State,urban/rural,Gender,statesector,1,Lakshadweep,NA,NA,2,NA,NA,NA
1405,1,0,1,0,0,0,1,2019,5,State,All,HH Size,state,99,Lakshadweep,NA,NA,NA,2 to 3,NA,NA
1406,1,0,0.164059699,0.592727005,0.243213281,0,1,2019,5,State,All,HH Size,state,99,Lakshadweep,NA,NA,NA,4 to 6,NA,NA
1407,1,0,0,0,1,0,1,2019,5,State,All,HH Size,state,99,Lakshadweep,NA,NA,NA,7+,NA,NA
1610,1,0,0.28810966,0.71189034,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Lakshadweep,NA,NA,NA,4 to 6,NA,NA
1611,1,0,1,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,2 to 3,NA,NA
1612,1,0,0,0.43513,0.56487,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,4 to 6,NA,NA
1613,1,0,0,0,1,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,7+,NA,NA
1790,1,0,0,0,1,0,1,2019,5,State,All,Owns House,state,99,Lakshadweep,NA,NA,NA,NA,0,NA
1791,1,0,0.309675187,0.690324783,0,0,1,2019,5,State,All,Owns House,state,99,Lakshadweep,NA,NA,NA,NA,1,NA
1896,1,0,0.28810966,0.71189034,0,0,1,2019,5,State,urban/rural,Owns House,statesector,0,Lakshadweep,NA,NA,NA,NA,1,NA
1897,1,0,0,0,1,0,1,2019,5,State,urban/rural,Owns House,statesector,1,Lakshadweep,NA,NA,NA,NA,0,NA
1898,1,0,0.35213986,0.64786011,0,0,1,2019,5,State,urban/rural,Owns House,statesector,1,Lakshadweep,NA,NA,NA,NA,1,NA
2009,1,0,0.141423941,0.315260828,0.543315232,0,1,2019,5,State,All,Agri Land,state,99,Lakshadweep,NA,NA,NA,NA,NA,0
2113,1,0,0.28810966,0.71189034,0,0,1,2019,5,State,urban/rural,Agri Land,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,0
2114,1,0,0.077695288,0.14294228,0.77936244,0,1,2019,5,State,urban/rural,Agri Land,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,0
2201,1,0.073433682,0,0.101272359,0.334668428,0.49062553,1,2015,4,State,All,All Households,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA
2253,1,0,0,0,1,0,1,2015,4,State,urban/rural,All Households,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,NA
2254,1,0.094694227,0,0.130592778,0.14204134,0.632671654,1,2015,4,State,urban/rural,All Households,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,NA
2380,1,0,0,1,0,0,1,2015,4,State,All,Age,state,99,Lakshadweep,30 to 45,NA,NA,NA,NA,NA
2381,1,0.104012772,0,0,0.34752208,0.548465133,1,2015,4,State,All,Age,state,99,Lakshadweep,46 to 64,NA,NA,NA,NA,NA
2382,1,0,0,0,0.463444591,0.536555409,1,2015,4,State,All,Age,state,99,Lakshadweep,65+,NA,NA,NA,NA,NA
2601,1,0,0,0,1,0,1,2015,4,State,urban/rural,Age,statesector,0,Lakshadweep,46 to 64,NA,NA,NA,NA,NA
2602,1,0,0,0,1,0,1,2015,4,State,urban/rural,Age,statesector,0,Lakshadweep,65+,NA,NA,NA,NA,NA
2603,1,0,0,1,0,0,1,2015,4,State,urban/rural,Age,statesector,1,Lakshadweep,30 to 45,NA,NA,NA,NA,NA
2604,1,0.128649533,0,0,0.192974299,0.678376198,1,2015,4,State,urban/rural,Age,statesector,1,Lakshadweep,46 to 64,NA,NA,NA,NA,NA
2605,1,0,0,0,0,1,1,2015,4,State,urban/rural,Age,statesector,1,Lakshadweep,65+,NA,NA,NA,NA,NA
2853,1,0,0,0,0.463444591,0.536555409,1,2015,4,State,All,Education,state,99,Lakshadweep,NA,Primary,NA,NA,NA,NA
2854,1,0.090964466,0,0.125449061,0.303925753,0.47966072,1,2015,4,State,All,Education,state,99,Lakshadweep,NA,Secondary,NA,NA,NA,NA
3084,1,0,0,0,1,0,1,2015,4,State,urban/rural,Education,statesector,0,Lakshadweep,NA,Primary,NA,NA,NA,NA
3085,1,0,0,0,1,0,1,2015,4,State,urban/rural,Education,statesector,0,Lakshadweep,NA,Secondary,NA,NA,NA,NA
3086,1,0,0,0,0,1,1,2015,4,State,urban/rural,Education,statesector,1,Lakshadweep,NA,Primary,NA,NA,NA,NA
3087,1,0.109263875,0,0.150685772,0.163895816,0.57615453,1,2015,4,State,urban/rural,Education,statesector,1,Lakshadweep,NA,Secondary,NA,NA,NA,NA
3297,1,0.082523711,0,0.113808423,0.252309978,0.551357865,1,2015,4,State,All,Gender,state,99,Lakshadweep,NA,NA,1,NA,NA,NA
3298,1,0,0,0,1,0,1,2015,4,State,All,Gender,state,99,Lakshadweep,NA,NA,2,NA,NA,NA
3419,1,0,0,0,1,0,1,2015,4,State,urban/rural,Gender,statesector,0,Lakshadweep,NA,NA,1,NA,NA,NA
3420,1,0.110371552,0,0.15221338,0,0.737415075,1,2015,4,State,urban/rural,Gender,statesector,1,Lakshadweep,NA,NA,1,NA,NA,NA
3421,1,0,0,0,1,0,1,2015,4,State,urban/rural,Gender,statesector,1,Lakshadweep,NA,NA,2,NA,NA,NA
3596,1,0.45120737,0,0,0.54879266,0,1,2015,4,State,All,HH Size,state,99,Lakshadweep,NA,NA,NA,4 to 6,NA,NA
3597,1,0,0,0.120958231,0.293045819,0.585995972,1,2015,4,State,All,HH Size,state,99,Lakshadweep,NA,NA,NA,7+,NA,NA
3818,1,0,0,0,1,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Lakshadweep,NA,NA,NA,4 to 6,NA,NA
3819,1,0,0,0,1,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Lakshadweep,NA,NA,NA,7+,NA,NA
3820,1,1,0,0,0,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,4 to 6,NA,NA
3821,1,0,0,0.144252673,0.156898752,0.698848546,1,2015,4,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,7+,NA,NA
4024,1,0.073433682,0,0.101272359,0.334668428,0.49062553,1,2015,4,State,All,Owns House,state,99,Lakshadweep,NA,NA,NA,NA,1,NA
4147,1,0,0,0,1,0,1,2015,4,State,urban/rural,Owns House,statesector,0,Lakshadweep,NA,NA,NA,NA,1,NA
4148,1,0.094694227,0,0.130592778,0.14204134,0.632671654,1,2015,4,State,urban/rural,Owns House,statesector,1,Lakshadweep,NA,NA,NA,NA,1,NA
4283,1,0.073433682,0,0.101272359,0.334668428,0.49062553,1,2015,4,State,All,Agri Land,state,99,Lakshadweep,NA,NA,NA,NA,NA,0
4406,1,0,0,0,1,0,1,2015,4,State,urban/rural,Agri Land,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,0
4407,1,0.094694227,0,0.130592778,0.14204134,0.632671654,1,2015,4,State,urban/rural,Agri Land,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,0
23,1,0.707098305,0.209361941,0.056685615,0.020029157,0.006825,1,2019,5,State,All,All Households,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
78,1,0.732401013,0.202848569,0.04864645,0.014224845,0.001879118,1,2019,5,State,urban/rural,All Households,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
79,1,0.422388941,0.282651216,0.147143245,0.085339956,0.062476642,1,2019,5,State,urban/rural,All Households,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
210,1,0.712048829,0.223100215,0.052073833,0.012232667,0.000544436,1,2019,5,State,All,Age,state,99,Madhya Pradesh,15 to 29,NA,NA,NA,NA,NA
211,1,0.726561189,0.202871785,0.050292343,0.015840109,0.00443458,1,2019,5,State,All,Age,state,99,Madhya Pradesh,30 to 45,NA,NA,NA,NA,NA
212,1,0.678648353,0.226617306,0.064757831,0.019945538,0.010030981,1,2019,5,State,All,Age,state,99,Madhya Pradesh,46 to 64,NA,NA,NA,NA,NA
213,1,0.725532413,0.166826993,0.057030946,0.039874345,0.010735292,1,2019,5,State,All,Age,state,99,Madhya Pradesh,65+,NA,NA,NA,NA,NA
214,1,1,0,0,0,0,1,2019,5,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
437,1,0.728337467,0.217306986,0.045998003,0.008357568,0,1,2019,5,State,urban/rural,Age,statesector,0,Madhya Pradesh,15 to 29,NA,NA,NA,NA,NA
438,1,0.752015948,0.195235878,0.04111293,0.008909145,0.002726078,1,2019,5,State,urban/rural,Age,statesector,0,Madhya Pradesh,30 to 45,NA,NA,NA,NA,NA
439,1,0.707494497,0.218555629,0.056811709,0.015392018,0.001746118,1,2019,5,State,urban/rural,Age,statesector,0,Madhya Pradesh,46 to 64,NA,NA,NA,NA,NA
440,1,0.749725699,0.166676447,0.049981218,0.032051183,0.001565445,1,2019,5,State,urban/rural,Age,statesector,0,Madhya Pradesh,65+,NA,NA,NA,NA,NA
441,1,1,0,0,0,0,1,2019,5,State,urban/rural,Age,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
442,1,0.530465364,0.287682503,0.119806528,0.055431861,0.006613755,1,2019,5,State,urban/rural,Age,statesector,1,Madhya Pradesh,15 to 29,NA,NA,NA,NA,NA
443,1,0.45260933,0.285051703,0.149083853,0.090433143,0.02282197,1,2019,5,State,urban/rural,Age,statesector,1,Madhya Pradesh,30 to 45,NA,NA,NA,NA,NA
444,1,0.326673955,0.324983984,0.161714569,0.075506523,0.111120947,1,2019,5,State,urban/rural,Age,statesector,1,Madhya Pradesh,46 to 64,NA,NA,NA,NA,NA
445,1,0.4733558,0.168396264,0.130513176,0.121418372,0.106316388,1,2019,5,State,urban/rural,Age,statesector,1,Madhya Pradesh,65+,NA,NA,NA,NA,NA
446,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Age,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
682,1,0.789228439,0.16183123,0.036274187,0.01004147,0.002624703,1,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
683,1,0.688077807,0.210604057,0.065436073,0.027544625,0.008337444,1,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,Primary,NA,NA,NA,NA
684,1,0.580426097,0.303676575,0.080141701,0.027768495,0.007987125,1,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA
685,1,0.368358314,0.269346118,0.18392764,0.088961251,0.089406677,1,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,Higher,NA,NA,NA,NA
686,1,0.760088861,0,0.239911124,0,0,1,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
909,1,0.806110442,0.15566729,0.029144293,0.007921901,0.00115604,1,2019,5,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
910,1,0.72443831,0.20177263,0.054887298,0.016893884,0.002007863,1,2019,5,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,Primary,NA,NA,NA,NA
911,1,0.604105413,0.298961967,0.074269988,0.02090653,0.001756119,1,2019,5,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA
912,1,0.445432484,0.279117405,0.176900327,0.073058546,0.025491226,1,2019,5,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,Higher,NA,NA,NA,NA
913,1,0.760088861,0,0.239911124,0,0,1,2019,5,State,urban/rural,Education,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
914,1,0.572058618,0.241123646,0.127992734,0.03730749,0.02151751,1,2019,5,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
915,1,0.350568324,0.292580098,0.163353026,0.126408041,0.067090534,1,2019,5,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,Primary,NA,NA,NA,NA
916,1,0.296765953,0.360154122,0.150480404,0.109969661,0.082629874,1,2019,5,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA
917,1,0.030334277,0.226492107,0.214747295,0.158705741,0.369720578,1,2019,5,State,urban/rural,Education,statesector,1,Madhya Pradesh,NA,Higher,NA,NA,NA,NA
