,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,year,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
9012,1,0.318164527,0.187649369,0.069463477,0.782757699,0.170161724,0.944779575,0.484524846,0.932081044,0.987392187,0.305629402,2015,4,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,1
9013,0,0,0,0,0.537661374,0,0.716267765,0,0.452675581,0.857886016,0.040333632,2015,4,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
9014,1,1,0.115820497,0,0.531300366,0.158803314,0.468699604,0.316057235,0.468699604,1,0.219060838,2015,4,State,All,Agri Land,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
9279,0,0.020540224,0.009128095,0.00512585,0.179638386,0.060118373,0.648621798,0.261161149,0.643835545,0.766645014,0.179053277,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,0
9280,1,0.412131608,0.176715583,0.080109984,0.729779541,0.190557554,0.944158673,0.456170678,0.937863469,0.982079864,0.454167992,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,0
9281,0,0.012683465,0.007140546,0.005351516,0.210209414,0.051223297,0.601926923,0.26805383,0.630550802,0.831196308,0.093330689,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,1
9282,1,0.319388062,0.187156171,0.067991048,0.781600773,0.17250827,0.947826922,0.489384413,0.935406685,0.990317643,0.309208989,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,1
9283,0,0,0,0,0.580198467,0,0.704247832,0,0.419801563,0.925757647,0.033097118,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
9284,1,1,0.247110292,0,0,0.338816822,1,0.67432797,1,1,0.467380047,2015,4,State,urban/rural,Agri Land,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
9285,0,0.029048959,0.015067616,0.008149885,0.294982553,0.005664772,0.250045776,0.075548388,0.213027477,0.157582477,0.032330453,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,0
9286,1,0.473694205,0.255279452,0.133604318,0.773603141,0.084466189,0.754943252,0.320204198,0.656240463,0.701707125,0.246092558,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,0
9287,0,0.010984053,0.004755554,0.007336777,0.297910482,0.005762142,0.20545505,0.066758171,0.231737792,0.216611519,0.023859251,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,1
9288,1,0.269923478,0.207094848,0.127516881,0.828371584,0.077644572,0.824630737,0.292926967,0.800961077,0.872052073,0.164497137,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,1
9289,0,0,0,0,0,0,0.868197978,0,0.868197978,0,0.131802022,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
9290,1,1,0,0,1,0,0,0,0,1,0,2015,4,State,urban/rural,Agri Land,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
47,0,0.027213646,0.010275117,0.003629839,0.28112933,0.012076515,0.243480921,0.073478132,0.193758652,0.151347175,0.065535806,2019,5,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
48,1,0.381889254,0.157025427,0.086701304,0.753092468,0.13227348,0.689634442,0.317444503,0.713936865,0.703568816,0.454891533,2019,5,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
159,0,0.034260925,0.008082903,0.004192987,0.30720827,0.017317202,0.247004151,0.127029225,0.300186157,0.262916058,0.084684275,2019,5,State,urban/rural,All Households,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
160,1,0.372912288,0.138847828,0.06550318,0.74077338,0.133103624,0.691256464,0.366801172,0.7862674,0.776010215,0.478250086,2019,5,State,urban/rural,All Households,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
161,0,0.019047609,0.012815345,0.002977291,0.250910372,0.006003869,0.239398375,0.011425795,0.070435777,0.02206669,0.043347511,2019,5,State,urban/rural,All Households,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
162,1,0.428267628,0.25093767,0.196218684,0.816737413,0.127984628,0.681254625,0.062449556,0.340250194,0.329309464,0.334212512,2019,5,State,urban/rural,All Households,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
440,0,0.025535163,0.00536395,0.00596033,0.356220782,0.012484807,0.294395626,0.044976,0.159541726,0.106866807,0.112436764,2019,5,State,All,Age,state,99,Maharashtra,15 to 29,NA,NA,NA,NA,NA
441,1,0.418885648,0.068162218,0.07493113,0.856737614,0.130584762,0.774772346,0.250013679,0.755090058,0.787343264,0.494119346,2019,5,State,All,Age,state,99,Maharashtra,15 to 29,NA,NA,NA,NA,NA
442,0,0.015839171,0.01642401,0.00510769,0.26419124,0.017705817,0.314500749,0.076378211,0.201381087,0.146384567,0.075558804,2019,5,State,All,Age,state,99,Maharashtra,30 to 45,NA,NA,NA,NA,NA
443,1,0.323606759,0.173384979,0.100663632,0.834237516,0.143941373,0.740585446,0.31309551,0.690572619,0.683668196,0.448188037,2019,5,State,All,Age,state,99,Maharashtra,30 to 45,NA,NA,NA,NA,NA
444,0,0.023253614,0.007014915,0.002732372,0.295095623,0.009731123,0.210734576,0.069652662,0.187504724,0.14617081,0.053713311,2019,5,State,All,Age,state,99,Maharashtra,46 to 64,NA,NA,NA,NA,NA
445,1,0.349882573,0.158887714,0.080521248,0.768356085,0.121752761,0.655951321,0.321711063,0.724789739,0.705855429,0.392507523,2019,5,State,All,Age,state,99,Maharashtra,46 to 64,NA,NA,NA,NA,NA
446,0,0.053578481,0.00826522,0.002711567,0.264984637,0.007982506,0.189336747,0.082225785,0.201268464,0.178488702,0.065118574,2019,5,State,All,Age,state,99,Maharashtra,65+,NA,NA,NA,NA,NA
447,1,0.521258354,0.152144521,0.075530335,0.556192517,0.128804386,0.627091706,0.339879423,0.724962473,0.70855993,0.550108075,2019,5,State,All,Age,state,99,Maharashtra,65+,NA,NA,NA,NA,NA
448,0,0.066628806,0,0,0,0,0.295319676,0.096131042,0.135888532,0.043158233,0.101527467,2019,5,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
449,1,1,0.608787894,0,0,0,0,0,1,1,1,2019,5,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
940,0,0.026626976,0.001939475,0.003513315,0.38861388,0.017290303,0.302511096,0.077516668,0.252247363,0.188748226,0.092452481,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,15 to 29,NA,NA,NA,NA,NA
941,1,0.36631012,0.077101804,0.05647989,0.902133465,0.130342841,0.769286275,0.248459876,0.828920007,0.818929791,0.520580471,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,15 to 29,NA,NA,NA,NA,NA
942,0,0.016186828,0.010572194,0.005101468,0.288802564,0.026420124,0.305514216,0.133707821,0.314602554,0.254149199,0.090258703,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,30 to 45,NA,NA,NA,NA,NA
943,1,0.315095693,0.170697182,0.063101016,0.822157562,0.139473483,0.755741358,0.377498835,0.781215727,0.782910049,0.471570522,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,30 to 45,NA,NA,NA,NA,NA
944,0,0.030084668,0.006561181,0.003817253,0.325536817,0.013619745,0.22079888,0.123291217,0.297953695,0.260542035,0.075330615,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,46 to 64,NA,NA,NA,NA,NA
945,1,0.33204776,0.112672746,0.071466506,0.761050284,0.128130481,0.645843565,0.37277469,0.793382049,0.781128228,0.417369038,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,46 to 64,NA,NA,NA,NA,NA
946,0,0.069197662,0.008372837,0.003703595,0.286612809,0.011081721,0.201645359,0.132820264,0.292114854,0.292986423,0.092521071,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,65+,NA,NA,NA,NA,NA
947,1,0.524813235,0.145611852,0.063379049,0.53478688,0.131547749,0.634319961,0.378358841,0.770147622,0.743974507,0.564540148,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,65+,NA,NA,NA,NA,NA
948,0,0.050705381,0,0,0,0,0.266511798,0.10287042,0.124820635,0.046183892,0.108645171,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
949,1,1,0.608787894,0,0,0,0,0,1,1,1,2019,5,State,urban/rural,Age,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
950,0,0.024350958,0.009078202,0.008614411,0.321086586,0.00727267,0.28559342,0.009681751,0.05899135,0.018056607,0.13411212,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,15 to 29,NA,NA,NA,NA,NA
951,1,0.819761157,0,0.215617329,0.510605633,0.132429406,0.81660229,0.261861056,0.19215484,0.546503246,0.292360008,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,15 to 29,NA,NA,NA,NA,NA
952,0,0.015444924,0.023060072,0.005114745,0.236281544,0.007823636,0.324691623,0.011365413,0.072985917,0.024177568,0.05888886,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,30 to 45,NA,NA,NA,NA,NA
953,1,0.356288254,0.183705807,0.244899869,0.880623162,0.161097571,0.682388306,0.065793902,0.342513114,0.302590549,0.358401895,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,30 to 45,NA,NA,NA,NA,NA
954,0,0.015854999,0.007506349,0.001557354,0.262125194,0.005519414,0.199834093,0.011557519,0.067879044,0.022297014,0.030299917,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,46 to 64,NA,NA,NA,NA,NA
955,1,0.448397368,0.414166987,0.130537257,0.808711171,0.086523883,0.711783886,0.039649174,0.345903784,0.290068328,0.255178928,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,46 to 64,NA,NA,NA,NA,NA
956,0,0.031777136,0.008115006,0.001326888,0.234795868,0.003656603,0.172156319,0.011605688,0.074464522,0.018672066,0.026870003,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,65+,NA,NA,NA,NA,NA
957,1,0.493196368,0.203713328,0.171452373,0.725168407,0.107148357,0.570031703,0.036123466,0.36827153,0.428997844,0.436181605,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,65+,NA,NA,NA,NA,NA
958,0,0.293761969,0,0,0,0,0.706238031,0,0.293761969,0,0,2019,5,State,urban/rural,Age,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
1450,0,0.089030832,0.015437946,0.00418746,0.317551464,0.020461697,0.326618373,0.103502698,0.288649499,0.270319879,0.128835201,2019,5,State,All,Education,state,99,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
1451,1,0.54659611,0.170293018,0.042659979,0.645312488,0.130112141,0.739560544,0.301641345,0.746417701,0.741591036,0.534330308,2019,5,State,All,Education,state,99,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
1452,0,0.0708808,0.010650952,0.003684893,0.311595112,0.014435364,0.286362112,0.080761738,0.241761625,0.205323264,0.075429626,2019,5,State,All,Education,state,99,Maharashtra,NA,Primary,NA,NA,NA,NA
1453,1,0.486536771,0.134000421,0.065236673,0.721393406,0.130783781,0.697347224,0.318024337,0.712266386,0.709085464,0.431030452,2019,5,State,All,Education,state,99,Maharashtra,NA,Primary,NA,NA,NA,NA
1454,0,0,0.010264612,0.003724936,0.28300637,0.011181601,0.245762661,0.074341357,0.183173954,0.129849762,0.056986161,2019,5,State,All,Education,state,99,Maharashtra,NA,Secondary,NA,NA,NA,NA
1455,1,0,0.161967233,0.185051888,0.967083633,0.135502666,0.600067139,0.340120912,0.655067325,0.632102489,0.345681548,2019,5,State,All,Education,state,99,Maharashtra,NA,Secondary,NA,NA,NA,NA
1456,0,0,0.003785471,0.002669707,0.193206966,0.003422586,0.090796836,0.029631414,0.068241403,0.031645074,0.016842453,2019,5,State,All,Education,state,99,Maharashtra,NA,Higher,NA,NA,NA,NA
1457,1,0,0.119517304,0.132064015,0.934594154,0.164275467,0.586830139,0.395113975,0.776641369,0.674402475,0.383189291,2019,5,State,All,Education,state,99,Maharashtra,NA,Higher,NA,NA,NA,NA
1458,0,0.014385585,0.089469917,0,0.55434972,0,0.26815629,0.040263928,0.105422683,0.009318138,0.02192043,2019,5,State,All,Education,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
1459,1,1,0,0,0,0.240920767,0.665667415,0,0.575253308,1,1,2019,5,State,All,Education,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
1955,0,0.091541566,0.012652549,0.003738224,0.31447944,0.0250993,0.316642344,0.148972586,0.377149135,0.377207905,0.145341083,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
1956,1,0.522766709,0.164689511,0.043866985,0.644227803,0.134460419,0.73386097,0.338219762,0.800089896,0.792003632,0.548386276,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
1957,0,0.075662091,0.006537689,0.002755577,0.313856393,0.018712116,0.256439686,0.123406842,0.326377839,0.304921448,0.086637639,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Primary,NA,NA,NA,NA
1958,1,0.475595415,0.109884955,0.065838106,0.689257979,0.150175348,0.676415741,0.372251451,0.789567411,0.775459111,0.456299603,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Primary,NA,NA,NA,NA
1959,0,0,0.007665171,0.005248286,0.309107393,0.015616873,0.234729424,0.127826214,0.285060018,0.230011031,0.070768356,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Secondary,NA,NA,NA,NA
1960,1,0,0.126083255,0.103846349,0.966504276,0.113170929,0.634149015,0.407132119,0.756747007,0.74718833,0.3805089,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Secondary,NA,NA,NA,NA
1961,0,0,0.004650908,0.002822776,0.262007236,0.006600978,0.138297141,0.084053501,0.149597526,0.094876684,0.027910164,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Higher,NA,NA,NA,NA
1962,1,0,0.10790962,0.089729831,0.957485676,0.09650179,0.611021459,0.485332936,0.796614587,0.765742004,0.341898859,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,Higher,NA,NA,NA,NA
1963,0,0.027441056,0,0,0.308263749,0,0.45249629,0.055672057,0.271630287,0.024994088,0.058797274,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
1964,1,1,0,0,0,0.240920767,0.665667415,0,0.575253308,1,1,2019,5,State,urban/rural,Education,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
1965,0,0.083952852,0.021071421,0.005096043,0.323764592,0.01108213,0.346794903,0.011539694,0.109658748,0.054138478,0.095451973,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
1966,1,0.690446079,0.204119354,0.03537371,0.651860476,0.103863187,0.773966968,0.080830276,0.422417462,0.437268168,0.449479282,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
1967,0,0.063015267,0.017417528,0.005213676,0.307875156,0.007399839,0.335586339,0.010607886,0.102562651,0.041478045,0.056991749,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Primary,NA,NA,NA,NA
1968,1,0.540764809,0.253522485,0.062255822,0.88066417,0.03467444,0.80108875,0.049261697,0.329144001,0.380121648,0.305790424,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Primary,NA,NA,NA,NA
1969,0,0,0.013179802,0.002016547,0.253734887,0.006207583,0.258136094,0.014359771,0.068911932,0.017522033,0.041529864,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Secondary,NA,NA,NA,NA
1970,1,0,0.317984134,0.538118601,0.969602644,0.232596934,0.451885253,0.048768621,0.212982923,0.131730467,0.194258615,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Secondary,NA,NA,NA,NA
1971,0,0,0.003389298,0.002599636,0.161712036,0.001967603,0.069052465,0.004718428,0.030998733,0.002699324,0.01177595,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Higher,NA,NA,NA,NA
1972,1,0,0.158481523,0.274169683,0.857752621,0.391775429,0.505625546,0.092270568,0.709596157,0.367797494,0.521791339,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,Higher,NA,NA,NA,NA
1973,0,0.006625117,0.142652869,0,0.700628757,0,0.158580422,0.031104987,0.006625117,0,0,2019,5,State,urban/rural,Education,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
2379,0,0.023404274,0.010813151,0.003749544,0.283240557,0.011782316,0.242031336,0.075127728,0.193209156,0.15493241,0.061318871,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,1,NA,NA,NA
2380,1,0.354372859,0.160556465,0.09413816,0.782988667,0.130093932,0.692290783,0.317503542,0.710032105,0.706519306,0.432008713,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,1,NA,NA,NA
2381,0,0.059151776,0.005775495,0.002631962,0.264051646,0.014579437,0.255545825,0.059552353,0.198518425,0.121458985,0.100909375,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,2,NA,NA,NA
2382,1,0.564437687,0.133685172,0.037275709,0.554845393,0.146931872,0.672703266,0.3173998,0.739623725,0.683596373,0.606665969,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,2,NA,NA,NA
2383,0,0.066628806,0,0,0,0,0.295319676,0.096131042,0.135888532,0.043158233,0.101527467,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
2384,1,1,0,0,0,0,0,0,1,1,1,2019,5,State,All,Gender,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
2664,0,0.029653283,0.008143432,0.004189683,0.308820069,0.016646683,0.246125162,0.127976745,0.297934115,0.266034335,0.078720205,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,1,NA,NA,NA
2665,1,0.346199006,0.145928368,0.071493842,0.769432724,0.132003546,0.691687346,0.365899026,0.781694651,0.778053999,0.453404695,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,1,NA,NA,NA
2666,0,0.080159031,0.007518374,0.004246435,0.292624563,0.024092674,0.255679995,0.11769215,0.323514789,0.232858047,0.144081146,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,2,NA,NA,NA
2667,1,0.551146448,0.091569558,0.025433816,0.549644411,0.14065291,0.68927896,0.373331606,0.816637158,0.762015522,0.644102216,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,2,NA,NA,NA
2668,0,0.050705381,0,0,0,0,0.266511798,0.10287042,0.124820635,0.046183892,0.108645171,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
2669,1,1,0,0,0,0,0,0,1,1,1,2019,5,State,urban/rural,Gender,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
2670,0,0.015895233,0.014021188,0.003220658,0.252503276,0.005937112,0.23711203,0.011622345,0.067367695,0.021428164,0.040408775,2019,5,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,1,NA,NA,NA
2671,1,0.396820366,0.23652114,0.211731583,0.853385329,0.120177224,0.695424557,0.066182606,0.33788389,0.335035145,0.320897847,2019,5,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,1,NA,NA,NA
2672,0,0.041261494,0.004291217,0.001257039,0.239718303,0.006477735,0.255431563,0.010039104,0.092068493,0.026588863,0.064143248,2019,5,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,2,NA,NA,NA
2673,1,0.630733728,0.343755394,0.096342385,0.580787539,0.178250909,0.590024531,0.038415149,0.355485141,0.292446047,0.419935882,2019,5,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,2,NA,NA,NA
2674,0,0.293761969,0,0,0,0,0.706238031,0,0.293761969,0,0,2019,5,State,urban/rural,Gender,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
3015,0,0.445718795,0,0,0.003400136,0.021149773,0.316121131,0.032008819,0.168774143,0.078977123,0.342697144,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,1,NA,NA
3016,1,0.995761871,0,0,0.036734082,0.280155361,0.727675915,0.200922951,0.792497575,0.71422863,0.967751861,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,1,NA,NA
3017,0,0.087151669,0.001967527,0.004157626,0.10322611,0.012925278,0.235732302,0.063503765,0.183065489,0.115069397,0.111490406,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,2 to 3,NA,NA
3018,1,0.77191478,0.043750897,0.041133195,0.334171623,0.156442538,0.70252794,0.333328485,0.734296262,0.736967266,0.704121053,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,2 to 3,NA,NA
3019,0,0.009849083,0.010835317,0.003344519,0.265420675,0.012686123,0.257641673,0.073930867,0.195178047,0.142501324,0.057126407,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,4 to 6,NA,NA
3020,1,0.329171628,0.137057155,0.077401742,0.847103477,0.126238868,0.739544809,0.323406488,0.736484647,0.70777458,0.449040264,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,4 to 6,NA,NA
3021,0,0.001981439,0.016500358,0.00413501,0.49368912,0.00920447,0.207610354,0.083001271,0.200428292,0.211029723,0.034832545,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,7+,NA,NA
3022,1,0.164452031,0.273330957,0.138540789,0.934766173,0.108974166,0.598295867,0.314049184,0.656476021,0.676552653,0.256234258,2019,5,State,All,HH Size,state,99,Maharashtra,NA,NA,NA,7+,NA,NA
3447,0,0.614817023,0,0,0.00520358,0.03333997,0.291490734,0.060662631,0.283135444,0.142990217,0.489476472,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,1,NA,NA
3448,1,0.997464955,0,0,0.030571532,0.265378118,0.702387571,0.223342121,0.803295016,0.73368299,0.967705548,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,1,NA,NA
3449,0,0.13000159,0.00032486,0.003544808,0.117949523,0.023183642,0.263765544,0.116087608,0.321964949,0.222674996,0.165584415,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,2 to 3,NA,NA
3450,1,0.779848456,0.031692982,0.02684697,0.313677758,0.165841043,0.685872138,0.358521968,0.811003983,0.795427144,0.738409936,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,2 to 3,NA,NA
3451,0,0.010279444,0.008495883,0.003910266,0.284443885,0.018231375,0.260820121,0.128397971,0.301604688,0.248523206,0.074780062,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,4 to 6,NA,NA
3452,1,0.31106016,0.11918506,0.066569075,0.839443505,0.136429772,0.732392311,0.373792112,0.801840544,0.779886067,0.463801175,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,4 to 6,NA,NA
3453,0,0.00255286,0.012943306,0.005525329,0.511569738,0.010204391,0.19885394,0.134067416,0.281674534,0.332306027,0.035452332,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,7+,NA,NA
3454,1,0.147118464,0.253685981,0.095695555,0.930014431,0.089929685,0.62544781,0.380163848,0.743754387,0.764065146,0.280226022,2019,5,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,7+,NA,NA
3455,0,0.298618197,0,0,0.001831298,0.010545376,0.337547421,0.007082525,0.069289871,0.023291362,0.215012088,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,1,NA,NA
3456,1,0.983674586,0,0,0.080471329,0.385033369,0.907153785,0.041808128,0.715865254,0.57615608,0.968080521,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,1,NA,NA
3457,0,0.046566267,0.003523384,0.004738058,0.089280792,0.003209043,0.209180549,0.013698841,0.051506534,0.01315049,0.060255129,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,2 to 3,NA,NA
3458,1,0.727357864,0.111470409,0.121367298,0.449268907,0.103658788,0.796070218,0.191837177,0.303491682,0.40864566,0.511548102,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,2 to 3,NA,NA
3459,0,0.009355824,0.013516656,0.002696089,0.243617192,0.006330436,0.253998667,0.011503447,0.07319726,0.020984441,0.03689269,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,4 to 6,NA,NA
3460,1,0.427455068,0.234041691,0.136186168,0.888670862,0.070937037,0.778358579,0.04998444,0.381825298,0.316455275,0.368938804,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,4 to 6,NA,NA
3461,0,0.00115297,0.021657513,0.002119269,0.467765093,0.007754745,0.220305771,0.008963567,0.08263427,0.035198525,0.033933952,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,7+,NA,NA
3462,1,0.241403669,0.360543966,0.328750372,0.95586127,0.193521351,0.477755874,0.020535896,0.269007564,0.288044631,0.149723828,2019,5,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,7+,NA,NA
3793,0,0.025464026,0.014519751,0.00386777,0.257907808,0.020088827,0.360260248,0.051898144,0.141763583,0.092045777,0.09445782,2019,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,0,NA
3794,1,0.41210413,0.177619815,0.086443804,0.761859298,0.169755533,0.761918008,0.230253622,0.669155657,0.629219532,0.528582156,2019,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,0,NA
3795,0,0.027648229,0.009220802,0.00357074,0.286897272,0.010086355,0.214474365,0.078838341,0.206673592,0.166076913,0.05835193,2019,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,1,NA
3796,1,0.374235511,0.151808634,0.086766526,0.750871718,0.122778863,0.671324253,0.339530885,0.725280404,0.722402275,0.436224878,2019,5,State,All,Owns House,state,99,Maharashtra,NA,NA,NA,NA,1,NA
4014,0,0.033645712,0.009941763,0.003997614,0.291363031,0.03714601,0.375500143,0.112124883,0.262539357,0.192459852,0.108119741,2019,5,State,urban/rural,Owns House,statesector,0,Maharashtra,NA,NA,NA,NA,0,NA
4015,1,0.406361759,0.151206076,0.052354679,0.746608794,0.200159982,0.758377552,0.31209144,0.772637546,0.73366344,0.542516291,2019,5,State,urban/rural,Owns House,statesector,0,Maharashtra,NA,NA,NA,NA,0,NA
4016,0,0.0343595,0.007785065,0.004224291,0.3097471,0.014140101,0.226415679,0.1294173,0.306218177,0.274205029,0.080929294,2019,5,State,urban/rural,Owns House,statesector,0,Maharashtra,NA,NA,NA,NA,1,NA
4017,1,0.366403192,0.136442974,0.068061814,0.739637852,0.120054781,0.678195,0.377447397,0.788919687,0.784250677,0.465744197,2019,5,State,urban/rural,Owns House,statesector,0,Maharashtra,NA,NA,NA,NA,1,NA
4018,0,0.020605883,0.017238081,0.003790671,0.238042668,0.009960572,0.351211101,0.016136564,0.070049047,0.032421667,0.08634562,2019,5,State,urban/rural,Owns House,statesector,1,Maharashtra,NA,NA,NA,NA,0,NA
