,m_poor_1_20_old,m_poor_1_33,m_poor_1_50,m_poor_1_20,Year,level,area,dem,SourceSheet,sector,StateName,multidimensionally_poor_1_33,multidimensionally_poor_1_50,head_age_cat,edu_group,head_gender,hhsize_cat
1741,0.131401181,0.049030591,0.006417818,0.08237059,2019,State,urban/rural,HH Size,statesector,1,Delhi,NA,NA,NA,NA,NA,7+
1742,0.23420839,0.106088459,0,0.128119931,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,1
1743,0.108216248,0.030792886,0,0.077423362,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,2 to 3
1744,0.089333408,0.019367767,0,0.069965641,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,4 to 6
1745,0.151807398,0.054791886,0.024699327,0.097015512,2019,State,urban/rural,HH Size,statesector,0,Goa,NA,NA,NA,NA,NA,7+
1746,0.082629271,0.020184496,0,0.062444775,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,1
1747,0.036213525,0.004163632,0,0.032049893,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,2 to 3
1748,0.061265647,0.004836272,0,0.056429375,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,4 to 6
1749,0.098576672,0,0,0.098576672,2019,State,urban/rural,HH Size,statesector,1,Goa,NA,NA,NA,NA,NA,7+
1750,0.713151872,0.435914189,0.022830855,0.277237683,2019,State,urban/rural,HH Size,statesector,0,Gujarat,NA,NA,NA,NA,NA,1
1751,0.389635086,0.192501351,0.025735868,0.197133735,2019,State,urban/rural,HH Size,statesector,0,Gujarat,NA,NA,NA,NA,NA,2 to 3
1752,0.415307134,0.183130905,0.040996362,0.232176229,2019,State,urban/rural,HH Size,statesector,0,Gujarat,NA,NA,NA,NA,NA,4 to 6
1753,0.59332782,0.273662537,0.066369921,0.319665283,2019,State,urban/rural,HH Size,statesector,0,Gujarat,NA,NA,NA,NA,NA,7+
1754,0.26132971,0.044114713,0,0.217214997,2019,State,urban/rural,HH Size,statesector,1,Gujarat,NA,NA,NA,NA,NA,1
1755,0.079355314,0.023599468,0.002333231,0.055755846,2019,State,urban/rural,HH Size,statesector,1,Gujarat,NA,NA,NA,NA,NA,2 to 3
1756,0.095108546,0.033536524,0.006447028,0.061572022,2019,State,urban/rural,HH Size,statesector,1,Gujarat,NA,NA,NA,NA,NA,4 to 6
1757,0.16784668,0.082523488,0.013292269,0.085323192,2019,State,urban/rural,HH Size,statesector,1,Gujarat,NA,NA,NA,NA,NA,7+
1758,0.63334626,0.24676694,0.008110035,0.38657932,2019,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,NA,NA,1
1759,0.220159769,0.08390937,0.010601216,0.136250399,2019,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,NA,NA,2 to 3
1760,0.258047551,0.0733542,0.016581364,0.184693351,2019,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,NA,NA,4 to 6
1761,0.406961888,0.107347369,0.0281932,0.299614519,2019,State,urban/rural,HH Size,statesector,0,Haryana,NA,NA,NA,NA,NA,7+
1762,0.242247298,0.025006125,0,0.217241173,2019,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,NA,NA,1
1763,0.087277301,0.027426589,0.00452193,0.059850712,2019,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,NA,NA,2 to 3
1764,0.13015303,0.039994486,0.009291097,0.090158544,2019,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,NA,NA,4 to 6
1765,0.194497019,0.055265177,0.007393613,0.139231842,2019,State,urban/rural,HH Size,statesector,1,Haryana,NA,NA,NA,NA,NA,7+
1766,0.413259506,0.149166539,0.002925131,0.264092967,2019,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,1
1767,0.172588959,0.046208389,0.001946567,0.12638057,2019,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,2 to 3
1768,0.223863393,0.047171529,0.007461329,0.176691864,2019,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,4 to 6
1769,0.419153541,0.095744982,0.00578473,0.323408559,2019,State,urban/rural,HH Size,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,7+
1770,0.046091747,0.017948898,0.005725403,0.028142849,2019,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,1
1771,0.04126494,0.02020897,0.007022099,0.02105597,2019,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,2 to 3
1772,0.0991586,0.028035237,0.013911936,0.071123363,2019,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,4 to 6
1773,0.057491347,0.011904513,0,0.045586834,2019,State,urban/rural,HH Size,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,7+
1774,0.575379372,0.325562775,0,0.249816597,2019,State,urban/rural,HH Size,statesector,0,Jammu and Kashmir,NA,NA,NA,NA,NA,1
1775,0.24353312,0.09738002,0.01298719,0.1461531,2019,State,urban/rural,HH Size,statesector,0,Jammu and Kashmir,NA,NA,NA,NA,NA,2 to 3
1776,0.193006128,0.069066644,0.011895745,0.123939484,2019,State,urban/rural,HH Size,statesector,0,Jammu and Kashmir,NA,NA,NA,NA,NA,4 to 6
1777,0.276141763,0.106842808,0.018049745,0.169298955,2019,State,urban/rural,HH Size,statesector,0,Jammu and Kashmir,NA,NA,NA,NA,NA,7+
1778,0.385237098,0.041598558,0,0.34363854,2019,State,urban/rural,HH Size,statesector,1,Jammu and Kashmir,NA,NA,NA,NA,NA,1
1779,0.051100519,0.013729664,0.003117051,0.037370855,2019,State,urban/rural,HH Size,statesector,1,Jammu and Kashmir,NA,NA,NA,NA,NA,2 to 3
1780,0.048907429,0.014188985,0.001041331,0.034718444,2019,State,urban/rural,HH Size,statesector,1,Jammu and Kashmir,NA,NA,NA,NA,NA,4 to 6
1781,0.142402977,0.02652495,0,0.115878027,2019,State,urban/rural,HH Size,statesector,1,Jammu and Kashmir,NA,NA,NA,NA,NA,7+
1782,0.77442944,0.550563693,0.032650497,0.223865747,2019,State,urban/rural,HH Size,statesector,0,Jharkhand,NA,NA,NA,NA,NA,1
1783,0.591874421,0.37326622,0.085725002,0.218608201,2019,State,urban/rural,HH Size,statesector,0,Jharkhand,NA,NA,NA,NA,NA,2 to 3
1784,0.583781242,0.354566187,0.118353382,0.229215055,2019,State,urban/rural,HH Size,statesector,0,Jharkhand,NA,NA,NA,NA,NA,4 to 6
1785,0.719693184,0.408502817,0.123456769,0.311190367,2019,State,urban/rural,HH Size,statesector,0,Jharkhand,NA,NA,NA,NA,NA,7+
1786,0.289856285,0.144288301,0,0.145567984,2019,State,urban/rural,HH Size,statesector,1,Jharkhand,NA,NA,NA,NA,NA,1
1787,0.197493166,0.076775692,0.013545569,0.120717474,2019,State,urban/rural,HH Size,statesector,1,Jharkhand,NA,NA,NA,NA,NA,2 to 3
1788,0.222553223,0.077177845,0.01896313,0.145375378,2019,State,urban/rural,HH Size,statesector,1,Jharkhand,NA,NA,NA,NA,NA,4 to 6
1789,0.304718554,0.115578718,0.022344112,0.189139836,2019,State,urban/rural,HH Size,statesector,1,Jharkhand,NA,NA,NA,NA,NA,7+
1790,0.693663597,0.389719874,0.006306972,0.303943723,2019,State,urban/rural,HH Size,statesector,0,Karnataka,NA,NA,NA,NA,NA,1
1791,0.270231664,0.096751355,0.008602997,0.173480309,2019,State,urban/rural,HH Size,statesector,0,Karnataka,NA,NA,NA,NA,NA,2 to 3
1792,0.288268447,0.092688136,0.018534416,0.195580311,2019,State,urban/rural,HH Size,statesector,0,Karnataka,NA,NA,NA,NA,NA,4 to 6
1793,0.481937259,0.174033716,0.026579129,0.307903543,2019,State,urban/rural,HH Size,statesector,0,Karnataka,NA,NA,NA,NA,NA,7+
1794,0.311119616,0.097628973,0,0.213490643,2019,State,urban/rural,HH Size,statesector,1,Karnataka,NA,NA,NA,NA,NA,1
1795,0.093445741,0.022204123,0.003659719,0.071241618,2019,State,urban/rural,HH Size,statesector,1,Karnataka,NA,NA,NA,NA,NA,2 to 3
1796,0.125624806,0.027845914,0.004093918,0.097778892,2019,State,urban/rural,HH Size,statesector,1,Karnataka,NA,NA,NA,NA,NA,4 to 6
1797,0.268035501,0.055853896,0.00214081,0.212181605,2019,State,urban/rural,HH Size,statesector,1,Karnataka,NA,NA,NA,NA,NA,7+
1798,0.348071754,0.069181316,0,0.278890438,2019,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,NA,NA,1
1799,0.085658871,0.014156619,0.001651842,0.071502252,2019,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,NA,NA,2 to 3
1800,0.0962101,0.008386935,0.000185746,0.087823165,2019,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,NA,NA,4 to 6
1801,0.248829052,0.022391161,0,0.226437891,2019,State,urban/rural,HH Size,statesector,0,Kerala,NA,NA,NA,NA,NA,7+
1802,0.198624656,0.04224797,0,0.156376686,2019,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,NA,NA,1
1803,0.039651811,0.003037337,0,0.036614474,2019,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,NA,NA,2 to 3
1804,0.064701617,0.003627282,0,0.061074335,2019,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,NA,NA,4 to 6
1805,0.17814514,0.003336152,0,0.174808988,2019,State,urban/rural,HH Size,statesector,1,Kerala,NA,NA,NA,NA,NA,7+
1806,0.507671118,0.507671118,0,0,2019,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,NA,NA,1
1807,0.210185602,0.083077855,0.005025622,0.127107747,2019,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,NA,NA,2 to 3
1808,0.210375845,0.073441871,0.010655925,0.136933974,2019,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,NA,NA,4 to 6
1809,0.280136049,0.092395782,0,0.187740267,2019,State,urban/rural,HH Size,statesector,0,Ladakh,NA,NA,NA,NA,NA,7+
1810,0.0752941,0.009066815,0,0.066227285,2019,State,urban/rural,HH Size,statesector,1,Ladakh,NA,NA,NA,NA,NA,2 to 3
1811,0.12586689,0.020800669,0.005045261,0.105066221,2019,State,urban/rural,HH Size,statesector,1,Ladakh,NA,NA,NA,NA,NA,4 to 6
1812,0.126109585,0,0,0.126109585,2019,State,urban/rural,HH Size,statesector,1,Ladakh,NA,NA,NA,NA,NA,7+
1813,0.139628589,0,0,0.139628589,2019,State,urban/rural,HH Size,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,1
1814,0.153983667,0,0,0.153983667,2019,State,urban/rural,HH Size,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,2 to 3
1815,0.233588949,0.022159422,0,0.211429527,2019,State,urban/rural,HH Size,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,4 to 6
1816,0.435194075,0,0,0.435194075,2019,State,urban/rural,HH Size,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,7+
1817,0.044677485,0,0,0.044677485,2019,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,1
1818,0.06272918,0.003764391,0,0.058964789,2019,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,2 to 3
1819,0.073451899,0.005278427,0,0.068173472,2019,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,4 to 6
1820,0.202767208,0.013916859,0,0.188850349,2019,State,urban/rural,HH Size,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,7+
1821,0.839294732,0.62794292,0.035381921,0.211351812,2019,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,1
1822,0.565392375,0.340052426,0.036634166,0.225339949,2019,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,2 to 3
1823,0.514164329,0.269692838,0.069192231,0.244471491,2019,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,4 to 6
1824,0.607430398,0.315667331,0.086484253,0.291763067,2019,State,urban/rural,HH Size,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,7+
1825,0.357555389,0.115779169,0.002163235,0.24177622,2019,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,1
1826,0.177962765,0.074973851,0.008486125,0.102988914,2019,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,2 to 3
1827,0.184246764,0.06886895,0.013344541,0.115377814,2019,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,4 to 6
1828,0.266124666,0.09391658,0.018310122,0.172208086,2019,State,urban/rural,HH Size,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,7+
1829,0.716911912,0.409437388,0.015082058,0.307474524,2019,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,NA,NA,1
1830,0.322819293,0.137738883,0.017026816,0.18508041,2019,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,NA,NA,2 to 3
1831,0.307906359,0.113463737,0.021970822,0.194442622,2019,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,NA,NA,4 to 6
1832,0.4573735,0.162645236,0.026694547,0.294728264,2019,State,urban/rural,HH Size,statesector,0,Maharashtra,NA,NA,NA,NA,NA,7+
1833,0.280492187,0.078322202,0.00396504,0.202169985,2019,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,NA,NA,1
1834,0.090617865,0.026233189,0.001012883,0.064384676,2019,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,NA,NA,2 to 3
1835,0.126288161,0.026320305,0.002328167,0.099967856,2019,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,NA,NA,4 to 6
1836,0.218381807,0.059650134,0.009052296,0.158731673,2019,State,urban/rural,HH Size,statesector,1,Maharashtra,NA,NA,NA,NA,NA,7+
1837,0.701594055,0.4443928,0.007185112,0.257201255,2019,State,urban/rural,HH Size,statesector,0,Manipur,NA,NA,NA,NA,NA,1
1838,0.303889066,0.123464473,0.016416406,0.180424593,2019,State,urban/rural,HH Size,statesector,0,Manipur,NA,NA,NA,NA,NA,2 to 3
1839,0.297750235,0.119004838,0.019526435,0.178745397,2019,State,urban/rural,HH Size,statesector,0,Manipur,NA,NA,NA,NA,NA,4 to 6
1840,0.419561982,0.144936144,0.021790447,0.274625838,2019,State,urban/rural,HH Size,statesector,0,Manipur,NA,NA,NA,NA,NA,7+
1841,0.357930988,0.164320797,0,0.193610191,2019,State,urban/rural,HH Size,statesector,1,Manipur,NA,NA,NA,NA,NA,1
1842,0.133666009,0.043077081,0.004120396,0.090588928,2019,State,urban/rural,HH Size,statesector,1,Manipur,NA,NA,NA,NA,NA,2 to 3
1843,0.176636755,0.040511813,0.004223119,0.136124942,2019,State,urban/rural,HH Size,statesector,1,Manipur,NA,NA,NA,NA,NA,4 to 6
1844,0.205105096,0.051433124,0.007123693,0.153671972,2019,State,urban/rural,HH Size,statesector,1,Manipur,NA,NA,NA,NA,NA,7+
1845,0.690584183,0.466711164,0.01908554,0.223873019,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,1
1846,0.446300745,0.24486962,0.060628608,0.201431125,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,2 to 3
1847,0.475949526,0.280403346,0.103447169,0.19554618,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,4 to 6
1848,0.675484538,0.401448667,0.177073702,0.274035871,2019,State,urban/rural,HH Size,statesector,0,Meghalaya,NA,NA,NA,NA,NA,7+
1849,0.089472309,0.019266404,0,0.070205905,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,1
1850,0.152935311,0.056375042,0.010682547,0.096560269,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,2 to 3
1851,0.166003034,0.055878919,0.014429445,0.110124115,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,4 to 6
1852,0.299554199,0.164814353,0.069194637,0.134739846,2019,State,urban/rural,HH Size,statesector,1,Meghalaya,NA,NA,NA,NA,NA,7+
1853,0.423006833,0.164015099,0.012496735,0.258991734,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,1
1854,0.228633299,0.100154839,0.019425595,0.12847846,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,2 to 3
1855,0.242295787,0.110462338,0.039031204,0.131833449,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,4 to 6
1856,0.350856006,0.142252326,0.055763189,0.20860368,2019,State,urban/rural,HH Size,statesector,0,Mizoram,NA,NA,NA,NA,NA,7+
1857,0.184244975,0.016057368,0,0.168187607,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,1
1858,0.048198406,0.006275142,0.00029192,0.041923264,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,2 to 3
1859,0.042664394,0.00726585,0.001062906,0.035398544,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,4 to 6
1860,0.065956883,0.011500089,0,0.054456794,2019,State,urban/rural,HH Size,statesector,1,Mizoram,NA,NA,NA,NA,NA,7+
1861,0.589450955,0.463406533,0.000442161,0.126044422,2019,State,urban/rural,HH Size,statesector,0,Nagaland,NA,NA,NA,NA,NA,1
1862,0.348007828,0.188930452,0.012628254,0.159077376,2019,State,urban/rural,HH Size,statesector,0,Nagaland,NA,NA,NA,NA,NA,2 to 3
1863,0.37289533,0.201982424,0.044239003,0.170912906,2019,State,urban/rural,HH Size,statesector,0,Nagaland,NA,NA,NA,NA,NA,4 to 6
1864,0.581915975,0.358770937,0.09422233,0.223145038,2019,State,urban/rural,HH Size,statesector,0,Nagaland,NA,NA,NA,NA,NA,7+
1865,0.276674539,0.124846034,0,0.151828505,2019,State,urban/rural,HH Size,statesector,1,Nagaland,NA,NA,NA,NA,NA,1
1866,0.161880478,0.049889814,0.002766914,0.111990664,2019,State,urban/rural,HH Size,statesector,1,Nagaland,NA,NA,NA,NA,NA,2 to 3
1867,0.170130223,0.062523633,0.008409893,0.10760659,2019,State,urban/rural,HH Size,statesector,1,Nagaland,NA,NA,NA,NA,NA,4 to 6
1868,0.334480941,0.108919941,0.031433146,0.225561,2019,State,urban/rural,HH Size,statesector,1,Nagaland,NA,NA,NA,NA,NA,7+
1869,0.758703828,0.525702953,0.028169177,0.233000875,2019,State,urban/rural,HH Size,statesector,0,Odisha,NA,NA,NA,NA,NA,1
1870,0.421674371,0.232910171,0.040910855,0.1887642,2019,State,urban/rural,HH Size,statesector,0,Odisha,NA,NA,NA,NA,NA,2 to 3
1871,0.425412059,0.225020066,0.061226152,0.200391993,2019,State,urban/rural,HH Size,statesector,0,Odisha,NA,NA,NA,NA,NA,4 to 6
1872,0.529067278,0.254467666,0.077714801,0.274599612,2019,State,urban/rural,HH Size,statesector,0,Odisha,NA,NA,NA,NA,NA,7+
1873,0.361617655,0.181158826,0.01353448,0.180458829,2019,State,urban/rural,HH Size,statesector,1,Odisha,NA,NA,NA,NA,NA,1
1874,0.158840925,0.07151591,0.014076748,0.087325015,2019,State,urban/rural,HH Size,statesector,1,Odisha,NA,NA,NA,NA,NA,2 to 3
1875,0.187616974,0.075061366,0.017465306,0.112555608,2019,State,urban/rural,HH Size,statesector,1,Odisha,NA,NA,NA,NA,NA,4 to 6
1876,0.193189323,0.042853236,0.012380728,0.150336087,2019,State,urban/rural,HH Size,statesector,1,Odisha,NA,NA,NA,NA,NA,7+
1877,0.477725387,0.238907441,0.042360108,0.238817946,2019,State,urban/rural,HH Size,statesector,0,Puducherry,NA,NA,NA,NA,NA,1
1878,0.09023568,0.026578082,0.001143792,0.063657598,2019,State,urban/rural,HH Size,statesector,0,Puducherry,NA,NA,NA,NA,NA,2 to 3
1879,0.087693408,0.002545128,0,0.08514828,2019,State,urban/rural,HH Size,statesector,0,Puducherry,NA,NA,NA,NA,NA,4 to 6
1880,0.14703396,0.037595227,0,0.109438733,2019,State,urban/rural,HH Size,statesector,0,Puducherry,NA,NA,NA,NA,NA,7+
1881,0.368795812,0.099991143,0,0.268804669,2019,State,urban/rural,HH Size,statesector,1,Puducherry,NA,NA,NA,NA,NA,1
1882,0.044000432,0.006204173,0,0.037796259,2019,State,urban/rural,HH Size,statesector,1,Puducherry,NA,NA,NA,NA,NA,2 to 3
1883,0.068380482,0.004819811,0.000151279,0.063560671,2019,State,urban/rural,HH Size,statesector,1,Puducherry,NA,NA,NA,NA,NA,4 to 6
1884,0.153187886,0.086913019,0,0.066274867,2019,State,urban/rural,HH Size,statesector,1,Puducherry,NA,NA,NA,NA,NA,7+
1885,0.504255772,0.211091146,0.004282945,0.293164626,2019,State,urban/rural,HH Size,statesector,0,Punjab,NA,NA,NA,NA,NA,1
1886,0.158665195,0.043271512,0.003080846,0.115393683,2019,State,urban/rural,HH Size,statesector,0,Punjab,NA,NA,NA,NA,NA,2 to 3
1887,0.183277428,0.045624148,0.007383474,0.13765328,2019,State,urban/rural,HH Size,statesector,0,Punjab,NA,NA,NA,NA,NA,4 to 6
1888,0.268574476,0.056252688,0.009097784,0.212321788,2019,State,urban/rural,HH Size,statesector,0,Punjab,NA,NA,NA,NA,NA,7+
1889,0.22190702,0.045427632,0,0.176479388,2019,State,urban/rural,HH Size,statesector,1,Punjab,NA,NA,NA,NA,NA,1
1890,0.093035094,0.022652429,0.001852134,0.070382665,2019,State,urban/rural,HH Size,statesector,1,Punjab,NA,NA,NA,NA,NA,2 to 3
1891,0.106093995,0.038221773,0.006201775,0.067872222,2019,State,urban/rural,HH Size,statesector,1,Punjab,NA,NA,NA,NA,NA,4 to 6
1892,0.150672004,0.080002025,0.013582889,0.070669979,2019,State,urban/rural,HH Size,statesector,1,Punjab,NA,NA,NA,NA,NA,7+
1893,0.776202261,0.460519463,0.014649933,0.315682798,2019,State,urban/rural,HH Size,statesector,0,Rajasthan,NA,NA,NA,NA,NA,1
1894,0.444090933,0.215709969,0.028874369,0.228380964,2019,State,urban/rural,HH Size,statesector,0,Rajasthan,NA,NA,NA,NA,NA,2 to 3
1895,0.410336643,0.188004166,0.044543467,0.222332477,2019,State,urban/rural,HH Size,statesector,0,Rajasthan,NA,NA,NA,NA,NA,4 to 6
1896,0.535582423,0.220278665,0.05106695,0.315303758,2019,State,urban/rural,HH Size,statesector,0,Rajasthan,NA,NA,NA,NA,NA,7+
1897,0.233102679,0.077787966,0,0.155314713,2019,State,urban/rural,HH Size,statesector,1,Rajasthan,NA,NA,NA,NA,NA,1
1898,0.128209829,0.028076585,0.001571813,0.100133244,2019,State,urban/rural,HH Size,statesector,1,Rajasthan,NA,NA,NA,NA,NA,2 to 3
1899,0.143252522,0.034199003,0.007944395,0.109053519,2019,State,urban/rural,HH Size,statesector,1,Rajasthan,NA,NA,NA,NA,NA,4 to 6
1900,0.248208046,0.061610028,0.010313246,0.186598018,2019,State,urban/rural,HH Size,statesector,1,Rajasthan,NA,NA,NA,NA,NA,7+
1901,0.330177963,0.084435523,0,0.24574244,2019,State,urban/rural,HH Size,statesector,0,Sikkim,NA,NA,NA,NA,NA,1
1902,0.207085133,0.058008824,0.006395062,0.149076309,2019,State,urban/rural,HH Size,statesector,0,Sikkim,NA,NA,NA,NA,NA,2 to 3
1903,0.15569897,0.046925403,0.009605995,0.108773567,2019,State,urban/rural,HH Size,statesector,0,Sikkim,NA,NA,NA,NA,NA,4 to 6
1904,0.180598915,0.079014905,0,0.10158401,2019,State,urban/rural,HH Size,statesector,0,Sikkim,NA,NA,NA,NA,NA,7+
1905,0.093886629,0,0,0.093886629,2019,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,1
1906,0.040438082,0.006854957,0.000396766,0.033583125,2019,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,2 to 3
1907,0.056451477,0.002763445,0,0.053688032,2019,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,4 to 6
1908,0,0,0,0,2019,State,urban/rural,HH Size,statesector,1,Sikkim,NA,NA,NA,NA,NA,7+
1909,0.680556118,0.269917428,0.003826763,0.41063869,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,1
1910,0.237331405,0.069878712,0.003038632,0.167452693,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
1911,0.193183303,0.03309365,0.003355705,0.160089653,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
1912,0.298963815,0.040497229,0.006312039,0.258466586,2019,State,urban/rural,HH Size,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,7+
1913,0.346480936,0.085782707,0.000851431,0.260698229,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,1
1914,0.080624059,0.018155724,0.000797591,0.062468335,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,2 to 3
1915,0.077281006,0.018358994,0.000747903,0.058922012,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,4 to 6
1916,0.112981401,0.037985522,0,0.074995879,2019,State,urban/rural,HH Size,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,7+
1917,0.735624135,0.281085402,0.00847048,0.454538733,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,1
1918,0.313959539,0.088094316,0.007789214,0.225865223,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,2 to 3
1919,0.258209199,0.07749559,0.011660289,0.180713609,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,4 to 6
1920,0.362224251,0.097336344,0.013623575,0.264887907,2019,State,urban/rural,HH Size,statesector,0,Telangana,NA,NA,NA,NA,NA,7+
1921,0.361363024,0.082821108,0,0.278541916,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,1
1922,0.104208067,0.023343481,0.000884507,0.080864586,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,2 to 3
1923,0.112472445,0.025639748,0.004344981,0.086832697,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,4 to 6
1924,0.158117369,0.047883887,0.004859364,0.110233482,2019,State,urban/rural,HH Size,statesector,1,Telangana,NA,NA,NA,NA,NA,7+
1925,0.773988307,0.609510481,0.033397034,0.164477826,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,1
1926,0.373881489,0.190890804,0.024566056,0.182990685,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,2 to 3
1927,0.415535808,0.188493639,0.041170906,0.227042169,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,4 to 6
1928,0.556118846,0.213910714,0.037720803,0.342208132,2019,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,NA,NA,7+
1929,0.366606593,0.15379712,0,0.212809473,2019,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,NA,NA,1
