State,Code,Indicator,Year,Value
Sikkim,own_nontax_total,State's Own Non-Tax Revenue,2021,9.61
Sikkim,grants_total,Grants from the Centre,2021,26.24
Sikkim,loan_rec_total,Recovery of loans and advances,2021,0.01
Sikkim,misc_cap_total,Miscellaneous capital receipts,2021,0.0
Sikkim,inc_tax_taxrev,Taxes on Income,2021,0.34
Sikkim,prop_tax_taxrev,Taxes on Property and Capital,2021,0.72
Sikkim,nontax_taxrev,Non-tax revenues,2021,55.9
Sikkim,own_nontax_taxrev,State's Own Non-Tax Revenue,2021,14.99
Sikkim,total_rev_gdp,Total revenues,2022,18.99
Sikkim,cur_rev_gdp,Current revenues,2022,18.99
Sikkim,tax_rev_gdp,Tax revenues,2022,12.56
Sikkim,own_tax_gdp,State's own tax revenues,2022,3.51
Sikkim,inc_tax_gdp,Taxes on Income,2022,0.04
Sikkim,prop_tax_gdp,Taxes on Property and Capital,2022,0.08
Sikkim,comm_tax_gdp,Taxes on Commodities and Services,2022,3.39
Sikkim,central_share_gdp,Share in central government tax,2022,9.06
Sikkim,nontax_gdp,Non-tax revenues,2022,6.42
Sikkim,own_nontax_gdp,State's Own Non-Tax Revenue,2022,2.29
Sikkim,grants_gdp,Grants from the Centre,2022,4.14
Sikkim,loan_rec_gdp,Recovery of loans and advances,2022,0.0
Sikkim,misc_cap_gdp,Miscellaneous capital receipts,2022,0.0
Sikkim,cur_rev_total,Current revenues,2022,99.99
Sikkim,tax_rev_total,Tax revenues,2022,66.16
Sikkim,own_tax_total,State's own tax revenues,2022,18.48
Sikkim,inc_tax_total,Taxes on Income,2022,0.21
Sikkim,prop_tax_total,Taxes on Property and Capital,2022,0.44
Sikkim,comm_tax_total,Taxes on Commodities and Services,2022,17.83
Sikkim,central_share_total,Share in central government tax,2022,47.69
Sikkim,nontax_total,Non-tax revenues,2022,33.83
Sikkim,own_nontax_total,State's Own Non-Tax Revenue,2022,12.04
Sikkim,grants_total,Grants from the Centre,2022,21.79
Sikkim,loan_rec_total,Recovery of loans and advances,2022,0.01
Sikkim,misc_cap_total,Miscellaneous capital receipts,2022,0.0
Sikkim,inc_tax_taxrev,Taxes on Income,2022,0.31
Sikkim,prop_tax_taxrev,Taxes on Property and Capital,2022,0.66
Sikkim,nontax_taxrev,Non-tax revenues,2022,51.13
Sikkim,own_nontax_taxrev,State's Own Non-Tax Revenue,2022,18.2
Sikkim,total_rev_gdp,Total revenues,2023,19.52
Sikkim,cur_rev_gdp,Current revenues,2023,19.52
Sikkim,tax_rev_gdp,Tax revenues,2023,12.32
Sikkim,own_tax_gdp,State's own tax revenues,2023,3.56
Sikkim,inc_tax_gdp,Taxes on Income,2023,0.04
Sikkim,prop_tax_gdp,Taxes on Property and Capital,2023,0.12
Sikkim,comm_tax_gdp,Taxes on Commodities and Services,2023,3.4
Sikkim,central_share_gdp,Share in central government tax,2023,8.76
Sikkim,nontax_gdp,Non-tax revenues,2023,7.2
Sikkim,own_nontax_gdp,State's Own Non-Tax Revenue,2023,2.02
Sikkim,grants_gdp,Grants from the Centre,2023,5.18
Sikkim,loan_rec_gdp,Recovery of loans and advances,2023,0.0
Sikkim,misc_cap_gdp,Miscellaneous capital receipts,2023,0.0
Sikkim,cur_rev_total,Current revenues,2023,100.0
Sikkim,tax_rev_total,Tax revenues,2023,63.11
Sikkim,own_tax_total,State's own tax revenues,2023,18.25
Sikkim,inc_tax_total,Taxes on Income,2023,0.21
Sikkim,prop_tax_total,Taxes on Property and Capital,2023,0.62
Sikkim,comm_tax_total,Taxes on Commodities and Services,2023,17.42
Sikkim,central_share_total,Share in central government tax,2023,44.86
Sikkim,nontax_total,Non-tax revenues,2023,36.89
Sikkim,own_nontax_total,State's Own Non-Tax Revenue,2023,10.37
Sikkim,grants_total,Grants from the Centre,2023,26.52
Sikkim,loan_rec_total,Recovery of loans and advances,2023,0.0
Sikkim,misc_cap_total,Miscellaneous capital receipts,2023,0.0
Sikkim,inc_tax_taxrev,Taxes on Income,2023,0.33
Sikkim,prop_tax_taxrev,Taxes on Property and Capital,2023,0.98
Sikkim,nontax_taxrev,Non-tax revenues,2023,58.46
Sikkim,own_nontax_taxrev,State's Own Non-Tax Revenue,2023,16.43
Tamil Nadu,total_rev_gdp,Total revenues,1990,9.96
Tamil Nadu,cur_rev_gdp,Current revenues,1990,9.72
Tamil Nadu,tax_rev_gdp,Tax revenues,1990,7.88
Tamil Nadu,own_tax_gdp,State's own tax revenues,1990,5.97
Tamil Nadu,inc_tax_gdp,Taxes on Income,1990,0.03
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1990,0.47
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1990,5.47
Tamil Nadu,central_share_gdp,Share in central government tax,1990,1.92
Tamil Nadu,nontax_gdp,Non-tax revenues,1990,1.84
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1990,0.73
Tamil Nadu,grants_gdp,Grants from the Centre,1990,1.11
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1990,0.24
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1990,0.0
Tamil Nadu,cur_rev_total,Current revenues,1990,97.55
Tamil Nadu,tax_rev_total,Tax revenues,1990,79.13
Tamil Nadu,own_tax_total,State's own tax revenues,1990,59.9
Tamil Nadu,inc_tax_total,Taxes on Income,1990,0.34
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1990,4.68
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1990,54.87
Tamil Nadu,central_share_total,Share in central government tax,1990,19.23
Tamil Nadu,nontax_total,Non-tax revenues,1990,18.42
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1990,7.31
Tamil Nadu,grants_total,Grants from the Centre,1990,11.11
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1990,2.45
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1990,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1990,0.44
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1990,5.92
Tamil Nadu,nontax_taxrev,Non-tax revenues,1990,23.28
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1990,9.24
Tamil Nadu,total_rev_gdp,Total revenues,1991,13.29
Tamil Nadu,cur_rev_gdp,Current revenues,1991,11.15
Tamil Nadu,tax_rev_gdp,Tax revenues,1991,8.11
Tamil Nadu,own_tax_gdp,State's own tax revenues,1991,6.15
Tamil Nadu,inc_tax_gdp,Taxes on Income,1991,0.04
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1991,0.54
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1991,5.57
Tamil Nadu,central_share_gdp,Share in central government tax,1991,1.96
Tamil Nadu,nontax_gdp,Non-tax revenues,1991,3.05
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1991,1.84
Tamil Nadu,grants_gdp,Grants from the Centre,1991,1.21
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1991,2.13
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1991,0.0
Tamil Nadu,cur_rev_total,Current revenues,1991,83.95
Tamil Nadu,tax_rev_total,Tax revenues,1991,61.0
Tamil Nadu,own_tax_total,State's own tax revenues,1991,46.27
Tamil Nadu,inc_tax_total,Taxes on Income,1991,0.32
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1991,4.04
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1991,41.9
Tamil Nadu,central_share_total,Share in central government tax,1991,14.74
Tamil Nadu,nontax_total,Non-tax revenues,1991,22.95
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1991,13.86
Tamil Nadu,grants_total,Grants from the Centre,1991,9.09
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1991,16.05
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1991,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1991,0.53
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1991,6.63
Tamil Nadu,nontax_taxrev,Non-tax revenues,1991,37.62
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1991,22.72
Tamil Nadu,total_rev_gdp,Total revenues,1992,11.86
Tamil Nadu,cur_rev_gdp,Current revenues,1992,10.77
Tamil Nadu,tax_rev_gdp,Tax revenues,1992,8.57
Tamil Nadu,own_tax_gdp,State's own tax revenues,1992,6.39
Tamil Nadu,inc_tax_gdp,Taxes on Income,1992,0.03
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1992,0.48
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1992,5.88
Tamil Nadu,central_share_gdp,Share in central government tax,1992,2.18
Tamil Nadu,nontax_gdp,Non-tax revenues,1992,2.2
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1992,0.94
Tamil Nadu,grants_gdp,Grants from the Centre,1992,1.26
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1992,1.08
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1992,0.0
Tamil Nadu,cur_rev_total,Current revenues,1992,90.86
Tamil Nadu,tax_rev_total,Tax revenues,1992,72.29
Tamil Nadu,own_tax_total,State's own tax revenues,1992,53.9
Tamil Nadu,inc_tax_total,Taxes on Income,1992,0.26
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1992,4.08
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1992,49.56
Tamil Nadu,central_share_total,Share in central government tax,1992,18.39
Tamil Nadu,nontax_total,Non-tax revenues,1992,18.58
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1992,7.94
Tamil Nadu,grants_total,Grants from the Centre,1992,10.64
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1992,9.14
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1992,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1992,0.36
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1992,5.65
Tamil Nadu,nontax_taxrev,Non-tax revenues,1992,25.7
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1992,10.98
Tamil Nadu,total_rev_gdp,Total revenues,1993,11.28
Tamil Nadu,cur_rev_gdp,Current revenues,1993,10.82
Tamil Nadu,tax_rev_gdp,Tax revenues,1993,8.53
Tamil Nadu,own_tax_gdp,State's own tax revenues,1993,6.44
Tamil Nadu,inc_tax_gdp,Taxes on Income,1993,0.02
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1993,0.57
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1993,5.86
Tamil Nadu,central_share_gdp,Share in central government tax,1993,2.08
Tamil Nadu,nontax_gdp,Non-tax revenues,1993,2.3
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1993,0.94
Tamil Nadu,grants_gdp,Grants from the Centre,1993,1.35
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1993,0.45
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1993,0.0
Tamil Nadu,cur_rev_total,Current revenues,1993,95.99
Tamil Nadu,tax_rev_total,Tax revenues,1993,75.62
Tamil Nadu,own_tax_total,State's own tax revenues,1993,57.14
Tamil Nadu,inc_tax_total,Taxes on Income,1993,0.15
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1993,5.03
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1993,51.96
Tamil Nadu,central_share_total,Share in central government tax,1993,18.48
Tamil Nadu,nontax_total,Non-tax revenues,1993,20.38
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1993,8.38
Tamil Nadu,grants_total,Grants from the Centre,1993,12.0
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1993,4.01
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1993,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1993,0.2
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1993,6.66
Tamil Nadu,nontax_taxrev,Non-tax revenues,1993,26.95
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1993,11.08
Tamil Nadu,total_rev_gdp,Total revenues,1994,10.9
Tamil Nadu,cur_rev_gdp,Current revenues,1994,10.37
Tamil Nadu,tax_rev_gdp,Tax revenues,1994,8.51
Tamil Nadu,own_tax_gdp,State's own tax revenues,1994,6.56
Tamil Nadu,inc_tax_gdp,Taxes on Income,1994,0.02
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1994,0.62
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1994,5.92
Tamil Nadu,central_share_gdp,Share in central government tax,1994,1.95
Tamil Nadu,nontax_gdp,Non-tax revenues,1994,1.86
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1994,0.87
Tamil Nadu,grants_gdp,Grants from the Centre,1994,0.99
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1994,0.53
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1994,0.0
Tamil Nadu,cur_rev_total,Current revenues,1994,95.12
Tamil Nadu,tax_rev_total,Tax revenues,1994,78.09
Tamil Nadu,own_tax_total,State's own tax revenues,1994,60.19
Tamil Nadu,inc_tax_total,Taxes on Income,1994,0.17
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1994,5.7
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1994,54.32
Tamil Nadu,central_share_total,Share in central government tax,1994,17.9
Tamil Nadu,nontax_total,Non-tax revenues,1994,17.03
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1994,7.97
Tamil Nadu,grants_total,Grants from the Centre,1994,9.05
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1994,4.88
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1994,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1994,0.22
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1994,7.3
Tamil Nadu,nontax_taxrev,Non-tax revenues,1994,21.8
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1994,10.21
Tamil Nadu,total_rev_gdp,Total revenues,1995,10.87
Tamil Nadu,cur_rev_gdp,Current revenues,1995,10.47
Tamil Nadu,tax_rev_gdp,Tax revenues,1995,8.85
Tamil Nadu,own_tax_gdp,State's own tax revenues,1995,7.06
Tamil Nadu,inc_tax_gdp,Taxes on Income,1995,0.02
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1995,0.64
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1995,6.4
Tamil Nadu,central_share_gdp,Share in central government tax,1995,1.78
Tamil Nadu,nontax_gdp,Non-tax revenues,1995,1.62
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1995,0.85
Tamil Nadu,grants_gdp,Grants from the Centre,1995,0.77
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1995,0.4
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1995,0.0
Tamil Nadu,cur_rev_total,Current revenues,1995,96.31
Tamil Nadu,tax_rev_total,Tax revenues,1995,81.38
Tamil Nadu,own_tax_total,State's own tax revenues,1995,64.98
Tamil Nadu,inc_tax_total,Taxes on Income,1995,0.18
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1995,5.89
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1995,58.91
Tamil Nadu,central_share_total,Share in central government tax,1995,16.41
Tamil Nadu,nontax_total,Non-tax revenues,1995,14.92
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1995,7.8
Tamil Nadu,grants_total,Grants from the Centre,1995,7.12
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1995,3.69
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1995,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1995,0.22
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1995,7.24
Tamil Nadu,nontax_taxrev,Non-tax revenues,1995,18.34
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1995,9.58
Tamil Nadu,total_rev_gdp,Total revenues,1996,10.92
Tamil Nadu,cur_rev_gdp,Current revenues,1996,10.35
Tamil Nadu,tax_rev_gdp,Tax revenues,1996,8.78
Tamil Nadu,own_tax_gdp,State's own tax revenues,1996,6.91
Tamil Nadu,inc_tax_gdp,Taxes on Income,1996,0.01
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1996,0.54
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1996,6.36
Tamil Nadu,central_share_gdp,Share in central government tax,1996,1.87
Tamil Nadu,nontax_gdp,Non-tax revenues,1996,1.57
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1996,0.77
Tamil Nadu,grants_gdp,Grants from the Centre,1996,0.8
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1996,0.57
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1996,0.0
Tamil Nadu,cur_rev_total,Current revenues,1996,94.78
Tamil Nadu,tax_rev_total,Tax revenues,1996,80.42
Tamil Nadu,own_tax_total,State's own tax revenues,1996,63.26
Tamil Nadu,inc_tax_total,Taxes on Income,1996,0.11
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1996,4.91
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1996,58.24
Tamil Nadu,central_share_total,Share in central government tax,1996,17.16
Tamil Nadu,nontax_total,Non-tax revenues,1996,14.36
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1996,7.02
Tamil Nadu,grants_total,Grants from the Centre,1996,7.34
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1996,5.22
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1996,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1996,0.14
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1996,6.1
Tamil Nadu,nontax_taxrev,Non-tax revenues,1996,17.86
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1996,8.72
Tamil Nadu,total_rev_gdp,Total revenues,1997,11.04
Tamil Nadu,cur_rev_gdp,Current revenues,1997,10.13
Tamil Nadu,tax_rev_gdp,Tax revenues,1997,8.51
Tamil Nadu,own_tax_gdp,State's own tax revenues,1997,6.48
Tamil Nadu,inc_tax_gdp,Taxes on Income,1997,0.03
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1997,0.52
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1997,5.92
Tamil Nadu,central_share_gdp,Share in central government tax,1997,2.03
Tamil Nadu,nontax_gdp,Non-tax revenues,1997,1.62
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1997,0.84
Tamil Nadu,grants_gdp,Grants from the Centre,1997,0.78
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1997,0.91
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1997,0.0
Tamil Nadu,cur_rev_total,Current revenues,1997,91.78
Tamil Nadu,tax_rev_total,Tax revenues,1997,77.1
Tamil Nadu,own_tax_total,State's own tax revenues,1997,58.67
Tamil Nadu,inc_tax_total,Taxes on Income,1997,0.27
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1997,4.75
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1997,53.66
Tamil Nadu,central_share_total,Share in central government tax,1997,18.43
Tamil Nadu,nontax_total,Non-tax revenues,1997,14.68
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1997,7.58
Tamil Nadu,grants_total,Grants from the Centre,1997,7.1
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1997,8.22
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1997,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1997,0.34
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1997,6.16
Tamil Nadu,nontax_taxrev,Non-tax revenues,1997,19.04
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1997,9.83
Tamil Nadu,total_rev_gdp,Total revenues,1998,9.53
Tamil Nadu,cur_rev_gdp,Current revenues,1998,9.32
Tamil Nadu,tax_rev_gdp,Tax revenues,1998,7.86
Tamil Nadu,own_tax_gdp,State's own tax revenues,1998,6.29
Tamil Nadu,inc_tax_gdp,Taxes on Income,1998,0.03
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1998,0.47
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1998,5.8
Tamil Nadu,central_share_gdp,Share in central government tax,1998,1.57
Tamil Nadu,nontax_gdp,Non-tax revenues,1998,1.45
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1998,0.76
Tamil Nadu,grants_gdp,Grants from the Centre,1998,0.7
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1998,0.21
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1998,0.0
Tamil Nadu,cur_rev_total,Current revenues,1998,97.79
Tamil Nadu,tax_rev_total,Tax revenues,1998,82.52
Tamil Nadu,own_tax_total,State's own tax revenues,1998,66.0
Tamil Nadu,inc_tax_total,Taxes on Income,1998,0.26
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1998,4.9
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1998,60.83
Tamil Nadu,central_share_total,Share in central government tax,1998,16.52
Tamil Nadu,nontax_total,Non-tax revenues,1998,15.27
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1998,7.93
Tamil Nadu,grants_total,Grants from the Centre,1998,7.34
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1998,2.21
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1998,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1998,0.32
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1998,5.94
Tamil Nadu,nontax_taxrev,Non-tax revenues,1998,18.5
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1998,9.61
Tamil Nadu,total_rev_gdp,Total revenues,1999,10.17
Tamil Nadu,cur_rev_gdp,Current revenues,1999,9.98
Tamil Nadu,tax_rev_gdp,Tax revenues,1999,8.31
Tamil Nadu,own_tax_gdp,State's own tax revenues,1999,6.68
Tamil Nadu,inc_tax_gdp,Taxes on Income,1999,0.01
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,1999,0.54
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,1999,6.13
Tamil Nadu,central_share_gdp,Share in central government tax,1999,1.63
Tamil Nadu,nontax_gdp,Non-tax revenues,1999,1.68
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,1999,0.83
Tamil Nadu,grants_gdp,Grants from the Centre,1999,0.85
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,1999,0.19
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,1999,0.0
Tamil Nadu,cur_rev_total,Current revenues,1999,98.11
Tamil Nadu,tax_rev_total,Tax revenues,1999,81.64
Tamil Nadu,own_tax_total,State's own tax revenues,1999,65.61
Tamil Nadu,inc_tax_total,Taxes on Income,1999,0.11
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,1999,5.27
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,1999,60.24
Tamil Nadu,central_share_total,Share in central government tax,1999,16.03
Tamil Nadu,nontax_total,Non-tax revenues,1999,16.47
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,1999,8.15
Tamil Nadu,grants_total,Grants from the Centre,1999,8.32
Tamil Nadu,loan_rec_total,Recovery of loans and advances,1999,1.89
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,1999,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,1999,0.13
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,1999,6.45
Tamil Nadu,nontax_taxrev,Non-tax revenues,1999,20.18
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,1999,9.99
Tamil Nadu,total_rev_gdp,Total revenues,2000,10.44
Tamil Nadu,cur_rev_gdp,Current revenues,2000,10.24
Tamil Nadu,tax_rev_gdp,Tax revenues,2000,8.42
Tamil Nadu,own_tax_gdp,State's own tax revenues,2000,6.86
Tamil Nadu,inc_tax_gdp,Taxes on Income,2000,0.0
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,2000,0.55
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,2000,6.32
Tamil Nadu,central_share_gdp,Share in central government tax,2000,1.56
Tamil Nadu,nontax_gdp,Non-tax revenues,2000,1.82
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,2000,0.96
Tamil Nadu,grants_gdp,Grants from the Centre,2000,0.86
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,2000,0.2
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,2000,0.0
Tamil Nadu,cur_rev_total,Current revenues,2000,98.08
Tamil Nadu,tax_rev_total,Tax revenues,2000,80.67
Tamil Nadu,own_tax_total,State's own tax revenues,2000,65.76
Tamil Nadu,inc_tax_total,Taxes on Income,2000,0.03
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,2000,5.23
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,2000,60.5
Tamil Nadu,central_share_total,Share in central government tax,2000,14.91
Tamil Nadu,nontax_total,Non-tax revenues,2000,17.41
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,2000,9.16
Tamil Nadu,grants_total,Grants from the Centre,2000,8.25
Tamil Nadu,loan_rec_total,Recovery of loans and advances,2000,1.92
Tamil Nadu,misc_cap_total,Miscellaneous capital receipts,2000,0.0
Tamil Nadu,inc_tax_taxrev,Taxes on Income,2000,0.03
Tamil Nadu,prop_tax_taxrev,Taxes on Property and Capital,2000,6.49
Tamil Nadu,nontax_taxrev,Non-tax revenues,2000,21.58
Tamil Nadu,own_nontax_taxrev,State's Own Non-Tax Revenue,2000,11.36
Tamil Nadu,total_rev_gdp,Total revenues,2001,10.55
Tamil Nadu,cur_rev_gdp,Current revenues,2001,10.37
Tamil Nadu,tax_rev_gdp,Tax revenues,2001,8.75
Tamil Nadu,own_tax_gdp,State's own tax revenues,2001,7.17
Tamil Nadu,inc_tax_gdp,Taxes on Income,2001,0.0
Tamil Nadu,prop_tax_gdp,Taxes on Property and Capital,2001,0.66
Tamil Nadu,comm_tax_gdp,Taxes on Commodities and Services,2001,6.51
Tamil Nadu,central_share_gdp,Share in central government tax,2001,1.58
Tamil Nadu,nontax_gdp,Non-tax revenues,2001,1.62
Tamil Nadu,own_nontax_gdp,State's Own Non-Tax Revenue,2001,0.86
Tamil Nadu,grants_gdp,Grants from the Centre,2001,0.76
Tamil Nadu,loan_rec_gdp,Recovery of loans and advances,2001,0.18
Tamil Nadu,misc_cap_gdp,Miscellaneous capital receipts,2001,0.0
Tamil Nadu,cur_rev_total,Current revenues,2001,98.31
Tamil Nadu,tax_rev_total,Tax revenues,2001,82.96
Tamil Nadu,own_tax_total,State's own tax revenues,2001,67.96
Tamil Nadu,inc_tax_total,Taxes on Income,2001,0.01
Tamil Nadu,prop_tax_total,Taxes on Property and Capital,2001,6.28
Tamil Nadu,comm_tax_total,Taxes on Commodities and Services,2001,61.67
Tamil Nadu,central_share_total,Share in central government tax,2001,14.99
Tamil Nadu,nontax_total,Non-tax revenues,2001,15.35
Tamil Nadu,own_nontax_total,State's Own Non-Tax Revenue,2001,8.13
Tamil Nadu,grants_total,Grants from the Centre,2001,7.22
Tamil Nadu,loan_rec_total,Recovery of loans and advances,2001,1.69
