State,Code,Indicator,Year,Value
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1990,9.25
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1990,6.66
Andhra Pradesh,cur_nd_pen_total,Pensions,1990,5.18
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1990,0.0
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1990,0.76
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1990,7.25
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1990,7.14
Andhra Pradesh,cap_dev_ss_total,Social Services,1990,0.65
Andhra Pradesh,cap_dev_es_total,Economic Services,1990,6.49
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1990,0.11
Andhra Pradesh,loans_total,Loans and Advances,1990,6.39
Andhra Pradesh,loans_dev_total,Development Purposes,1990,6.08
Andhra Pradesh,loans_ss_total,Social Services,1990,1.7
Andhra Pradesh,loans_es_total,Economic Services,1990,4.38
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1990,0.31
Andhra Pradesh,total_exp_gdp,Total,1991,24.41
Andhra Pradesh,cur_total_gdp,Total current expenditure,1991,20.94
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1991,14.84
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1991,7.62
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1991,7.23
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1991,5.94
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1991,0.24
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1991,0.44
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1991,2.26
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1991,1.66
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1991,1.33
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1991,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1991,0.16
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1991,1.36
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1991,1.32
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1991,0.22
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1991,1.1
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1991,0.04
Andhra Pradesh,loans_gdp,Loans and Advances,1991,2.11
Andhra Pradesh,loans_dev_gdp,Development Purposes,1991,2.04
Andhra Pradesh,loans_ss_gdp,Social Services,1991,0.5
Andhra Pradesh,loans_es_gdp,Economic Services,1991,1.54
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1991,0.07
Andhra Pradesh,cur_total_total,Total current expenditure,1991,85.79
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1991,60.81
Andhra Pradesh,cur_dev_ss_total,Social Services,1991,31.21
Andhra Pradesh,cur_dev_es_total,Economic Services,1991,29.6
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1991,24.32
Andhra Pradesh,cur_nd_org_total,Organs of State,1991,1.0
Andhra Pradesh,cur_nd_fis_total,Fiscal Services,1991,1.82
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1991,9.24
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1991,6.8
Andhra Pradesh,cur_nd_pen_total,Pensions,1991,5.46
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1991,0.0
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1991,0.66
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1991,5.57
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1991,5.43
Andhra Pradesh,cap_dev_ss_total,Social Services,1991,0.92
Andhra Pradesh,cap_dev_es_total,Economic Services,1991,4.51
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1991,0.15
Andhra Pradesh,loans_total,Loans and Advances,1991,8.64
Andhra Pradesh,loans_dev_total,Development Purposes,1991,8.36
Andhra Pradesh,loans_ss_total,Social Services,1991,2.06
Andhra Pradesh,loans_es_total,Economic Services,1991,6.3
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1991,0.28
Andhra Pradesh,total_exp_gdp,Total,1992,26.77
Andhra Pradesh,cur_total_gdp,Total current expenditure,1992,22.05
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1992,15.39
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1992,8.39
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1992,7.0
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1992,6.48
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1992,0.21
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1992,0.46
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1992,2.55
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1992,1.89
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1992,1.36
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1992,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1992,0.19
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1992,2.46
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1992,2.42
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1992,0.17
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1992,2.25
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1992,0.05
Andhra Pradesh,loans_gdp,Loans and Advances,1992,2.25
Andhra Pradesh,loans_dev_gdp,Development Purposes,1992,2.13
Andhra Pradesh,loans_ss_gdp,Social Services,1992,0.49
Andhra Pradesh,loans_es_gdp,Economic Services,1992,1.63
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1992,0.12
Andhra Pradesh,cur_total_total,Total current expenditure,1992,82.39
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1992,57.5
Andhra Pradesh,cur_dev_ss_total,Social Services,1992,31.36
Andhra Pradesh,cur_dev_es_total,Economic Services,1992,26.14
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1992,24.2
Andhra Pradesh,cur_nd_org_total,Organs of State,1992,0.8
Andhra Pradesh,cur_nd_fis_total,Fiscal Services,1992,1.72
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1992,9.51
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1992,7.07
Andhra Pradesh,cur_nd_pen_total,Pensions,1992,5.09
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1992,0.0
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1992,0.69
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1992,9.2
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1992,9.03
Andhra Pradesh,cap_dev_ss_total,Social Services,1992,0.62
Andhra Pradesh,cap_dev_es_total,Economic Services,1992,8.41
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1992,0.17
Andhra Pradesh,loans_total,Loans and Advances,1992,8.41
Andhra Pradesh,loans_dev_total,Development Purposes,1992,7.95
Andhra Pradesh,loans_ss_total,Social Services,1992,1.85
Andhra Pradesh,loans_es_total,Economic Services,1992,6.1
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1992,0.46
Andhra Pradesh,total_exp_gdp,Total,1993,25.75
Andhra Pradesh,cur_total_gdp,Total current expenditure,1993,20.22
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1993,13.8
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1993,7.45
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1993,6.35
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1993,6.25
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1993,0.18
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1993,0.42
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1993,2.58
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1993,1.78
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1993,1.28
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1993,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1993,0.17
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1993,3.44
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1993,3.41
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1993,0.11
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1993,3.3
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1993,0.03
Andhra Pradesh,loans_gdp,Loans and Advances,1993,2.09
Andhra Pradesh,loans_dev_gdp,Development Purposes,1993,1.98
Andhra Pradesh,loans_ss_gdp,Social Services,1993,0.48
Andhra Pradesh,loans_es_gdp,Economic Services,1993,1.51
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1993,0.1
Andhra Pradesh,cur_total_total,Total current expenditure,1993,78.52
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1993,53.58
Andhra Pradesh,cur_dev_ss_total,Social Services,1993,28.92
Andhra Pradesh,cur_dev_es_total,Economic Services,1993,24.66
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1993,24.26
Andhra Pradesh,cur_nd_org_total,Organs of State,1993,0.69
Andhra Pradesh,cur_nd_fis_total,Fiscal Services,1993,1.65
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1993,10.04
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1993,6.9
Andhra Pradesh,cur_nd_pen_total,Pensions,1993,4.99
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1993,0.0
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1993,0.68
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1993,13.38
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1993,13.25
Andhra Pradesh,cap_dev_ss_total,Social Services,1993,0.44
Andhra Pradesh,cap_dev_es_total,Economic Services,1993,12.8
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1993,0.13
Andhra Pradesh,loans_total,Loans and Advances,1993,8.1
Andhra Pradesh,loans_dev_total,Development Purposes,1993,7.7
Andhra Pradesh,loans_ss_total,Social Services,1993,1.85
Andhra Pradesh,loans_es_total,Economic Services,1993,5.85
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1993,0.41
Andhra Pradesh,total_exp_gdp,Total,1994,25.77
Andhra Pradesh,cur_total_gdp,Total current expenditure,1994,20.14
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1994,13.4
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1994,7.28
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1994,6.12
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1994,6.57
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1994,0.24
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1994,0.4
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1994,2.66
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1994,1.7
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1994,1.58
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1994,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1994,0.16
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1994,4.07
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1994,4.03
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1994,0.09
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1994,3.94
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1994,0.04
Andhra Pradesh,loans_gdp,Loans and Advances,1994,1.56
Andhra Pradesh,loans_dev_gdp,Development Purposes,1994,1.45
Andhra Pradesh,loans_ss_gdp,Social Services,1994,0.4
Andhra Pradesh,loans_es_gdp,Economic Services,1994,1.04
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1994,0.12
Andhra Pradesh,cur_total_total,Total current expenditure,1994,78.15
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1994,52.01
Andhra Pradesh,cur_dev_ss_total,Social Services,1994,28.25
Andhra Pradesh,cur_dev_es_total,Economic Services,1994,23.76
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1994,25.51
Andhra Pradesh,cur_nd_org_total,Organs of State,1994,0.92
Andhra Pradesh,cur_nd_fis_total,Fiscal Services,1994,1.54
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1994,10.32
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1994,6.59
Andhra Pradesh,cur_nd_pen_total,Pensions,1994,6.13
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1994,0.01
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1994,0.63
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1994,15.78
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1994,15.63
Andhra Pradesh,cap_dev_ss_total,Social Services,1994,0.36
Andhra Pradesh,cap_dev_es_total,Economic Services,1994,15.27
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1994,0.16
Andhra Pradesh,loans_total,Loans and Advances,1994,6.06
Andhra Pradesh,loans_dev_total,Development Purposes,1994,5.61
Andhra Pradesh,loans_ss_total,Social Services,1994,1.56
Andhra Pradesh,loans_es_total,Economic Services,1994,4.04
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1994,0.45
Andhra Pradesh,total_exp_gdp,Total,1995,25.39
Andhra Pradesh,cur_total_gdp,Total current expenditure,1995,19.39
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1995,12.7
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1995,8.54
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1995,4.16
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1995,6.55
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1995,0.24
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1995,0.36
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1995,2.79
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1995,1.52
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1995,1.63
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1995,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1995,0.14
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1995,4.43
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1995,4.4
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1995,0.08
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1995,4.31
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1995,0.03
Andhra Pradesh,loans_gdp,Loans and Advances,1995,1.57
Andhra Pradesh,loans_dev_gdp,Development Purposes,1995,1.48
Andhra Pradesh,loans_ss_gdp,Social Services,1995,0.38
Andhra Pradesh,loans_es_gdp,Economic Services,1995,1.1
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1995,0.1
Andhra Pradesh,cur_total_total,Total current expenditure,1995,76.37
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1995,50.01
Andhra Pradesh,cur_dev_ss_total,Social Services,1995,33.61
Andhra Pradesh,cur_dev_es_total,Economic Services,1995,16.39
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1995,25.8
Andhra Pradesh,cur_nd_org_total,Organs of State,1995,0.95
Andhra Pradesh,cur_nd_fis_total,Fiscal Services,1995,1.43
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1995,11.0
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1995,5.99
Andhra Pradesh,cur_nd_pen_total,Pensions,1995,6.43
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1995,0.0
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1995,0.56
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1995,17.43
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1995,17.31
Andhra Pradesh,cap_dev_ss_total,Social Services,1995,0.33
Andhra Pradesh,cap_dev_es_total,Economic Services,1995,16.99
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1995,0.11
Andhra Pradesh,loans_total,Loans and Advances,1995,6.2
Andhra Pradesh,loans_dev_total,Development Purposes,1995,5.81
Andhra Pradesh,loans_ss_total,Social Services,1995,1.49
Andhra Pradesh,loans_es_total,Economic Services,1995,4.32
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1995,0.39
Andhra Pradesh,total_exp_gdp,Total,1996,24.94
Andhra Pradesh,cur_total_gdp,Total current expenditure,1996,23.29
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1996,16.45
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1996,8.44
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1996,8.01
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1996,6.69
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1996,0.25
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1996,0.32
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1996,2.98
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1996,1.52
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1996,1.63
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1996,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1996,0.16
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1996,0.21
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1996,0.18
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1996,0.12
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1996,0.06
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1996,0.03
Andhra Pradesh,loans_gdp,Loans and Advances,1996,1.44
Andhra Pradesh,loans_dev_gdp,Development Purposes,1996,1.38
Andhra Pradesh,loans_ss_gdp,Social Services,1996,0.43
Andhra Pradesh,loans_es_gdp,Economic Services,1996,0.95
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1996,0.06
Andhra Pradesh,cur_total_total,Total current expenditure,1996,93.39
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1996,65.95
Andhra Pradesh,cur_dev_ss_total,Social Services,1996,33.84
Andhra Pradesh,cur_dev_es_total,Economic Services,1996,32.1
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1996,26.81
Andhra Pradesh,cur_nd_org_total,Organs of State,1996,0.99
Andhra Pradesh,cur_nd_fis_total,Fiscal Services,1996,1.28
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1996,11.93
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1996,6.1
Andhra Pradesh,cur_nd_pen_total,Pensions,1996,6.51
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1996,0.0
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1996,0.63
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1996,0.85
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1996,0.74
Andhra Pradesh,cap_dev_ss_total,Social Services,1996,0.48
Andhra Pradesh,cap_dev_es_total,Economic Services,1996,0.25
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1996,0.12
Andhra Pradesh,loans_total,Loans and Advances,1996,5.76
Andhra Pradesh,loans_dev_total,Development Purposes,1996,5.52
Andhra Pradesh,loans_ss_total,Social Services,1996,1.71
Andhra Pradesh,loans_es_total,Economic Services,1996,3.81
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1996,0.24
Andhra Pradesh,total_exp_gdp,Total,1997,26.24
Andhra Pradesh,cur_total_gdp,Total current expenditure,1997,22.16
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1997,14.75
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1997,8.34
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1997,6.41
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1997,7.21
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1997,0.24
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1997,0.32
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1997,3.28
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1997,1.63
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1997,1.74
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1997,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1997,0.2
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1997,1.65
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1997,1.62
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1997,0.12
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1997,1.5
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1997,0.03
Andhra Pradesh,loans_gdp,Loans and Advances,1997,2.43
Andhra Pradesh,loans_dev_gdp,Development Purposes,1997,2.37
Andhra Pradesh,loans_ss_gdp,Social Services,1997,0.34
Andhra Pradesh,loans_es_gdp,Economic Services,1997,2.03
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1997,0.06
Andhra Pradesh,cur_total_total,Total current expenditure,1997,84.42
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1997,56.21
Andhra Pradesh,cur_dev_ss_total,Social Services,1997,31.77
Andhra Pradesh,cur_dev_es_total,Economic Services,1997,24.44
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1997,27.46
Andhra Pradesh,cur_nd_org_total,Organs of State,1997,0.92
Andhra Pradesh,cur_nd_fis_total,Fiscal Services,1997,1.23
Andhra Pradesh,cur_nd_int_total,Interest Payments and Servicing of Debt,1997,12.5
Andhra Pradesh,cur_nd_adm_total,Administrative Services,1997,6.21
Andhra Pradesh,cur_nd_pen_total,Pensions,1997,6.61
Andhra Pradesh,cur_nd_mis_total,Miscellaneous General Services,1997,0.0
Andhra Pradesh,cur_comp_total,Compensation and Assignments to Local Bodies and PRIs,1997,0.74
Andhra Pradesh,cap_outlay_total,Total Capital Outlay,1997,6.3
Andhra Pradesh,cap_dev_total,Development Capital Outlay,1997,6.18
Andhra Pradesh,cap_dev_ss_total,Social Services,1997,0.44
Andhra Pradesh,cap_dev_es_total,Economic Services,1997,5.73
Andhra Pradesh,cap_nondev_total,Non-Development Capital Outlay,1997,0.13
Andhra Pradesh,loans_total,Loans and Advances,1997,9.27
Andhra Pradesh,loans_dev_total,Development Purposes,1997,9.03
Andhra Pradesh,loans_ss_total,Social Services,1997,1.3
Andhra Pradesh,loans_es_total,Economic Services,1997,7.73
Andhra Pradesh,loans_nondev_total,Non-Development Purposes,1997,0.24
Andhra Pradesh,total_exp_gdp,Total,1998,25.85
Andhra Pradesh,cur_total_gdp,Total current expenditure,1998,21.51
Andhra Pradesh,cur_dev_gdp,Current developmental expenditure,1998,14.19
Andhra Pradesh,cur_dev_ss_gdp,Social Services,1998,8.96
Andhra Pradesh,cur_dev_es_gdp,Economic Services,1998,5.23
Andhra Pradesh,cur_nondev_gdp,Current non-developmental expenditure,1998,7.13
Andhra Pradesh,cur_nd_org_gdp,Organs of State,1998,0.18
Andhra Pradesh,cur_nd_fis_gdp,Fiscal Services,1998,0.3
Andhra Pradesh,cur_nd_int_gdp,Interest Payments and Servicing of Debt,1998,3.36
Andhra Pradesh,cur_nd_adm_gdp,Administrative Services,1998,1.55
Andhra Pradesh,cur_nd_pen_gdp,Pensions,1998,1.74
Andhra Pradesh,cur_nd_mis_gdp,Miscellaneous General Services,1998,0.0
Andhra Pradesh,cur_comp_gdp,Compensation and Assignments to Local Bodies and PRIs,1998,0.19
Andhra Pradesh,cap_outlay_gdp,Total Capital Outlay,1998,1.76
Andhra Pradesh,cap_dev_gdp,Development Capital Outlay,1998,1.73
Andhra Pradesh,cap_dev_ss_gdp,Social Services,1998,0.16
Andhra Pradesh,cap_dev_es_gdp,Economic Services,1998,1.57
Andhra Pradesh,cap_nondev_gdp,Non-Development Capital Outlay,1998,0.03
Andhra Pradesh,loans_gdp,Loans and Advances,1998,2.58
Andhra Pradesh,loans_dev_gdp,Development Purposes,1998,2.51
Andhra Pradesh,loans_ss_gdp,Social Services,1998,0.33
Andhra Pradesh,loans_es_gdp,Economic Services,1998,2.18
Andhra Pradesh,loans_nondev_gdp,Non-Development Purposes,1998,0.07
Andhra Pradesh,cur_total_total,Total current expenditure,1998,83.22
Andhra Pradesh,cur_dev_total,Current developmental expenditure,1998,54.88
Andhra Pradesh,cur_dev_ss_total,Social Services,1998,34.65
Andhra Pradesh,cur_dev_es_total,Economic Services,1998,20.23
Andhra Pradesh,cur_nondev_total,Current non-developmental expenditure,1998,27.59
Andhra Pradesh,cur_nd_org_total,Organs of State,1998,0.71
