sector,state,state_sec_quint,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,books,stationary,schoolbag,clothing,footwear,year
rural,Haryana,1,0.542,0.003,0.311,0.26,0.008,0.137,0.005,0.141,0.225,0.025,0.032,0,0.022,0,0.004,0.246,0.065,0.023,0.017,0.012,2022
urban,Haryana,1,0.343,0,0.228,0.173,0,0.296,0.004,0.131,0.129,0.005,0,0,0,0,0,0.169,0.032,0.004,0,0,2022
rural,Haryana,2,0.55,0,0.319,0.198,0,0.232,0.005,0.106,0.191,0.013,0.043,0.001,0.027,0,0.005,0.179,0.025,0.008,0.028,0.012,2022
urban,Haryana,2,0.341,0,0.248,0.08,0,0.385,0.009,0.043,0.155,0.001,0.003,0,0.003,0,0,0.08,0.023,0.011,0,0,2022
rural,Haryana,3,0.503,0,0.282,0.112,0,0.248,0.016,0.045,0.141,0.02,0.011,0,0.01,0,0,0.109,0.021,0.007,0.002,0.002,2022
urban,Haryana,3,0.218,0,0.119,0.048,0,0.339,0.016,0.021,0.121,0,0.002,0,0.002,0,0,0.048,0.01,0.007,0.004,0,2022
rural,Haryana,4,0.376,0,0.231,0.087,0,0.293,0.011,0.038,0.102,0.015,0.008,0,0.006,0,0,0.079,0.013,0.008,0.009,0.003,2022
urban,Haryana,4,0.094,0,0.059,0.035,0,0.254,0.016,0.002,0.057,0.008,0,0,0,0,0,0.035,0,0,0,0,2022
rural,Haryana,5,0.238,0.002,0.135,0.04,0,0.305,0.015,0.025,0.022,0.005,0.011,0,0.01,0,0.003,0.037,0.003,0.002,0.001,0.001,2022
urban,Haryana,5,0.022,0,0.019,0.014,0,0.089,0.01,0.001,0.039,0.006,0,0,0,0,0,0.011,0.002,0.002,0,0,2022
all,Haryana,1,0.482,0.002,0.284,0.241,0.005,0.18,0.004,0.146,0.192,0.021,0.027,0,0.018,0,0.002,0.229,0.053,0.014,0.014,0.008,2022
all,Haryana,2,0.508,0,0.305,0.146,0,0.284,0.008,0.067,0.19,0.008,0.023,0.001,0.016,0,0.003,0.137,0.024,0.009,0.015,0.007,2022
all,Haryana,3,0.411,0,0.254,0.09,0,0.289,0.01,0.044,0.119,0.015,0.008,0,0.007,0,0,0.088,0.017,0.009,0.001,0.001,2022
all,Haryana,4,0.262,0,0.144,0.064,0,0.315,0.018,0.029,0.079,0.006,0.004,0,0.002,0,0,0.059,0.009,0.006,0.008,0.003,2022
all,Haryana,5,0.112,0.001,0.07,0.029,0,0.201,0.013,0.012,0.036,0.006,0.006,0,0.006,0,0.002,0.027,0.003,0.001,0,0,2022
all,Haryana,99,0.355,0.001,0.211,0.114,0.001,0.254,0.011,0.06,0.123,0.011,0.014,0,0.01,0,0.002,0.108,0.021,0.008,0.008,0.004,2022
rural,Haryana,99,0.442,0.001,0.256,0.139,0.002,0.243,0.01,0.071,0.136,0.015,0.021,0,0.015,0,0.002,0.13,0.025,0.01,0.011,0.006,2022
urban,Haryana,99,0.204,0,0.134,0.07,0,0.273,0.011,0.04,0.1,0.004,0.001,0,0.001,0,0,0.069,0.013,0.005,0.001,0,2022
1,Haryana,1,0.443,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Haryana,2,0.278,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Haryana,3,0.164,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Haryana,4,0.116,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Haryana,5,0.021,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Haryana,1,0.297,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Haryana,2,0.128,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Haryana,3,0.083,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Haryana,4,0.02,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Haryana,5,0.005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Haryana,1,0.408,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Haryana,2,0.227,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Haryana,3,0.138,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Haryana,4,0.087,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Haryana,5,0.017,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Haryana,99,0.175,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Haryana,99,0.205,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Haryana,99,0.107,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Himachal Pradesh,1,0.947,0,0.118,0.477,0.006,0.636,0.786,0.028,0.46,0.052,0.012,0,0,0,0,0.457,0.029,0.109,0.146,0,2022
urban,Himachal Pradesh,1,0.625,0,0.047,0.319,0.023,0.509,0.649,0.021,0.315,0.042,0.009,0,0,0,0,0.31,0.055,0.069,0.093,0.031,2022
rural,Himachal Pradesh,2,0.923,0.01,0.105,0.314,0,0.668,0.827,0.027,0.437,0.031,0.025,0.005,0,0.002,0,0.306,0.012,0.042,0.081,0,2022
urban,Himachal Pradesh,2,0.638,0,0.028,0.129,0.008,0.521,0.537,0.039,0.298,0.028,0,0,0,0,0,0.114,0,0.008,0.008,0,2022
rural,Himachal Pradesh,3,0.943,0,0.048,0.255,0,0.625,0.753,0.018,0.483,0.043,0.02,0.012,0,0,0,0.225,0,0.025,0.063,0,2022
urban,Himachal Pradesh,3,0.53,0,0.002,0.08,0,0.588,0.5,0.01,0.306,0.029,0.006,0.006,0,0,0,0.06,0,0.016,0.023,0,2022
rural,Himachal Pradesh,4,0.92,0,0.038,0.191,0,0.645,0.667,0.007,0.381,0.031,0.002,0,0,0.002,0,0.178,0.017,0.019,0.041,0,2022
urban,Himachal Pradesh,4,0.506,0,0.004,0.033,0,0.566,0.484,0.028,0.276,0.015,0.007,0.005,0,0,0,0.028,0,0.003,0.008,0,2022
rural,Himachal Pradesh,5,0.706,0,0.025,0.104,0,0.505,0.612,0.003,0.296,0.049,0.012,0.005,0,0,0,0.093,0,0.006,0.012,0,2022
urban,Himachal Pradesh,5,0.308,0,0,0.031,0,0.41,0.434,0.025,0.171,0.007,0,0,0,0,0,0.016,0.003,0,0.003,0,2022
all,Himachal Pradesh,1,0.916,0,0.11,0.469,0.008,0.632,0.775,0.027,0.447,0.049,0.011,0,0,0,0,0.45,0.036,0.108,0.145,0.003,2022
all,Himachal Pradesh,2,0.908,0.009,0.102,0.301,0.001,0.632,0.81,0.028,0.428,0.041,0.024,0.004,0,0.002,0,0.292,0.006,0.035,0.086,0,2022
all,Himachal Pradesh,3,0.903,0,0.047,0.232,0,0.637,0.716,0.018,0.448,0.031,0.018,0.01,0,0,0,0.204,0,0.024,0.043,0,2022
all,Himachal Pradesh,4,0.887,0,0.032,0.171,0,0.618,0.654,0.007,0.372,0.032,0.005,0.001,0,0.002,0,0.157,0.015,0.017,0.04,0,2022
all,Himachal Pradesh,5,0.633,0,0.019,0.092,0,0.509,0.582,0.007,0.29,0.044,0.009,0.005,0,0,0,0.08,0,0.005,0.007,0,2022
all,Himachal Pradesh,99,0.85,0.002,0.062,0.253,0.002,0.606,0.708,0.018,0.397,0.039,0.013,0.004,0,0.001,0,0.237,0.012,0.038,0.064,0.001,2022
rural,Himachal Pradesh,99,0.888,0.002,0.067,0.268,0.001,0.616,0.729,0.017,0.411,0.041,0.014,0.004,0,0.001,0,0.252,0.012,0.04,0.069,0,2022
urban,Himachal Pradesh,99,0.521,0,0.016,0.119,0.006,0.519,0.521,0.025,0.273,0.024,0.004,0.002,0,0,0,0.106,0.012,0.019,0.027,0.006,2022
1,Himachal Pradesh,1,0.986,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Himachal Pradesh,2,0.976,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Himachal Pradesh,3,0.967,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Himachal Pradesh,4,0.915,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Himachal Pradesh,5,0.877,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Himachal Pradesh,1,0.752,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Himachal Pradesh,2,0.697,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Himachal Pradesh,3,0.636,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Himachal Pradesh,4,0.553,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Himachal Pradesh,5,0.499,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Himachal Pradesh,1,0.974,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Himachal Pradesh,2,0.957,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Himachal Pradesh,3,0.942,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Himachal Pradesh,4,0.889,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Himachal Pradesh,5,0.784,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Himachal Pradesh,99,0.909,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Himachal Pradesh,99,0.944,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Himachal Pradesh,99,0.629,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,India,1,0.504,0.054,0.573,0.398,0.004,0.138,0.11,0.114,0.239,0.014,0.03,0,0.001,0.001,0.005,0.381,0.042,0.09,0.095,0.034,2022
urban,India,1,0.407,0.029,0.428,0.293,0.002,0.264,0.118,0.09,0.22,0.022,0.019,0,0.001,0.001,0.003,0.282,0.044,0.058,0.055,0.023,2022
rural,India,2,0.448,0.059,0.595,0.363,0.003,0.189,0.117,0.103,0.267,0.018,0.034,0,0.002,0.001,0.008,0.348,0.049,0.082,0.094,0.043,2022
urban,India,2,0.366,0.034,0.398,0.205,0.003,0.272,0.164,0.066,0.202,0.018,0.019,0.001,0.001,0.001,0.003,0.195,0.043,0.054,0.047,0.022,2022
rural,India,3,0.446,0.063,0.578,0.334,0.003,0.227,0.15,0.102,0.283,0.019,0.035,0,0.001,0.001,0.008,0.322,0.051,0.082,0.093,0.044,2022
urban,India,3,0.337,0.034,0.33,0.139,0.003,0.254,0.172,0.054,0.182,0.016,0.019,0.001,0.001,0.001,0.003,0.131,0.029,0.037,0.036,0.014,2022
rural,India,4,0.447,0.067,0.554,0.283,0.005,0.252,0.182,0.09,0.284,0.023,0.034,0.001,0.002,0.001,0.005,0.271,0.049,0.076,0.082,0.04,2022
urban,India,4,0.3,0.027,0.285,0.086,0.004,0.254,0.203,0.042,0.171,0.014,0.023,0.002,0.001,0,0.002,0.077,0.02,0.026,0.024,0.009,2022
rural,India,5,0.446,0.07,0.474,0.185,0.006,0.279,0.228,0.064,0.286,0.027,0.033,0.002,0.001,0.001,0.005,0.173,0.034,0.053,0.06,0.028,2022
urban,India,5,0.214,0.019,0.17,0.04,0.003,0.222,0.184,0.025,0.127,0.012,0.017,0.003,0.001,0.001,0.001,0.03,0.008,0.008,0.012,0.003,2022
all,India,1,0.484,0.048,0.552,0.38,0.004,0.162,0.11,0.109,0.238,0.016,0.029,0,0.001,0.001,0.005,0.365,0.043,0.084,0.089,0.034,2022
all,India,2,0.433,0.056,0.559,0.335,0.002,0.216,0.126,0.099,0.262,0.018,0.031,0,0.002,0.001,0.007,0.322,0.05,0.078,0.084,0.039,2022
all,India,3,0.426,0.056,0.524,0.292,0.004,0.24,0.162,0.091,0.261,0.02,0.031,0,0.001,0.001,0.006,0.281,0.047,0.073,0.08,0.038,2022
all,India,4,0.409,0.059,0.472,0.219,0.004,0.259,0.192,0.073,0.253,0.021,0.03,0.001,0.001,0.001,0.005,0.208,0.041,0.062,0.064,0.031,2022
all,India,5,0.35,0.045,0.337,0.11,0.005,0.259,0.213,0.045,0.216,0.02,0.025,0.002,0.001,0.001,0.003,0.099,0.021,0.03,0.036,0.015,2022
rural,India,99,0.458,0.062,0.555,0.313,0.004,0.217,0.158,0.094,0.272,0.02,0.033,0.001,0.001,0.001,0.006,0.299,0.045,0.077,0.085,0.038,2022
urban,India,99,0.325,0.028,0.322,0.152,0.003,0.253,0.168,0.055,0.18,0.016,0.02,0.001,0.001,0.001,0.003,0.143,0.029,0.037,0.035,0.014,2022
all,India,99,0.42,0.053,0.489,0.267,0.004,0.227,0.161,0.083,0.246,0.019,0.029,0.001,0.001,0.001,0.005,0.255,0.04,0.065,0.071,0.031,2022
1,India,1,0.557,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,India,2,0.526,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,India,3,0.523,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,India,4,0.542,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,India,5,0.479,0.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,India,1,0.447,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,India,2,0.408,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,India,3,0.339,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,India,4,0.286,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,India,5,0.177,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,India,1,0.534,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,India,2,0.511,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,India,3,0.498,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,India,4,0.462,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,India,5,0.346,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,India,99,0.526,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,India,99,0.331,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,India,99,0.47,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jammu & Kashmir,1,0.909,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jammu & Kashmir,2,0.96,0.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jammu & Kashmir,3,0.952,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jammu & Kashmir,4,0.978,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jammu & Kashmir,5,0.882,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jammu & Kashmir,1,0.85,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jammu & Kashmir,2,0.904,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jammu & Kashmir,3,0.903,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jammu & Kashmir,4,0.883,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jammu & Kashmir,5,0.778,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jammu & Kashmir,1,0.896,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jammu & Kashmir,2,0.959,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jammu & Kashmir,3,0.947,0.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jammu & Kashmir,4,0.945,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jammu & Kashmir,5,0.85,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jammu & Kashmir,99,0.919,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jammu & Kashmir,99,0.936,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jammu & Kashmir,99,0.864,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Jammu and Kashmir,1,0.705,0,0.584,0.468,0.003,0.197,0.004,0.086,0.655,0.067,0.058,0,0,0,0,0.453,0.067,0.024,0.146,0.008,2022
urban,Jammu and Kashmir,1,0.409,0.007,0.347,0.111,0.008,0.378,0.04,0.035,0.7,0.033,0.002,0,0,0,0,0.11,0.011,0.011,0.038,0.011,2022
rural,Jammu and Kashmir,2,0.597,0.008,0.532,0.344,0,0.281,0.016,0.108,0.787,0.051,0.013,0,0,0,0,0.333,0.025,0.014,0.095,0.003,2022
urban,Jammu and Kashmir,2,0.535,0.006,0.187,0.049,0,0.442,0.009,0.017,0.638,0.056,0.004,0,0,0,0,0.049,0.002,0,0.012,0.008,2022
rural,Jammu and Kashmir,3,0.566,0.004,0.434,0.163,0.003,0.29,0,0.059,0.778,0.031,0.009,0,0,0,0,0.156,0.004,0,0.061,0,2022
urban,Jammu and Kashmir,3,0.394,0,0.16,0.007,0,0.349,0.014,0.002,0.745,0.058,0.002,0,0,0,0,0.007,0,0,0,0,2022
rural,Jammu and Kashmir,4,0.544,0.005,0.373,0.105,0.007,0.394,0.024,0.016,0.715,0.065,0.008,0,0,0,0,0.097,0.007,0.004,0.038,0,2022
urban,Jammu and Kashmir,4,0.387,0,0.189,0.011,0,0.42,0.015,0,0.655,0.027,0,0,0,0,0,0.003,0,0,0,0,2022
rural,Jammu and Kashmir,5,0.553,0.018,0.291,0.062,0,0.615,0.018,0.021,0.757,0.154,0.035,0,0,0,0,0.046,0.01,0,0.032,0,2022
urban,Jammu and Kashmir,5,0.377,0,0.075,0.009,0,0.431,0.017,0.004,0.738,0.055,0.011,0,0.003,0,0,0,0,0,0,0,2022
all,Jammu and Kashmir,1,0.676,0,0.562,0.437,0.003,0.225,0.01,0.09,0.67,0.063,0.046,0,0,0,0,0.424,0.061,0.03,0.134,0.008,2022
all,Jammu and Kashmir,2,0.554,0.007,0.494,0.265,0.001,0.289,0.014,0.086,0.785,0.037,0.012,0,0,0,0,0.258,0.014,0.003,0.081,0.003,2022
all,Jammu and Kashmir,3,0.566,0.005,0.367,0.121,0.002,0.355,0.002,0.036,0.738,0.046,0.007,0,0,0,0,0.116,0.005,0.001,0.04,0.002,2022
all,Jammu and Kashmir,4,0.474,0.004,0.296,0.071,0.005,0.399,0.025,0.015,0.706,0.066,0.009,0,0,0,0,0.059,0.003,0.002,0.026,0,2022
all,Jammu and Kashmir,5,0.504,0.014,0.217,0.036,0,0.562,0.017,0.013,0.743,0.125,0.025,0,0.001,0,0,0.025,0.008,0,0.02,0,2022
all,Jammu and Kashmir,99,0.555,0.006,0.387,0.186,0.002,0.366,0.014,0.048,0.729,0.067,0.02,0,0,0,0,0.177,0.018,0.007,0.06,0.002,2022
rural,Jammu and Kashmir,99,0.593,0.007,0.443,0.228,0.003,0.355,0.012,0.058,0.738,0.074,0.024,0,0,0,0,0.217,0.023,0.008,0.074,0.002,2022
urban,Jammu and Kashmir,99,0.421,0.003,0.192,0.038,0.002,0.404,0.019,0.011,0.695,0.046,0.004,0,0.001,0,0,0.034,0.002,0.002,0.01,0.004,2022
rural,Jharkhand,1,0.726,0.295,0.177,0.444,0.007,0.021,0.199,0.121,0.051,0.001,0.046,0,0,0,0.003,0.42,0.129,0.263,0.154,0.064,2022
urban,Jharkhand,1,0.582,0.069,0.113,0.286,0,0.069,0.237,0.094,0.033,0.008,0.031,0,0,0,0,0.263,0.108,0.171,0.094,0.04,2022
rural,Jharkhand,2,0.732,0.244,0.212,0.521,0.003,0.026,0.255,0.153,0.049,0.006,0.083,0,0,0,0.002,0.458,0.184,0.354,0.187,0.095,2022
urban,Jharkhand,2,0.483,0.04,0.145,0.212,0.002,0.133,0.256,0.072,0.064,0.014,0.008,0,0,0,0,0.198,0.055,0.126,0.065,0.006,2022
rural,Jharkhand,3,0.724,0.198,0.262,0.51,0.013,0.088,0.216,0.122,0.074,0.012,0.071,0,0,0,0.005,0.486,0.193,0.354,0.204,0.073,2022
urban,Jharkhand,3,0.45,0.025,0.121,0.15,0.001,0.107,0.222,0.045,0.054,0.003,0.008,0,0,0,0,0.136,0.015,0.087,0.033,0.007,2022
rural,Jharkhand,4,0.716,0.188,0.235,0.447,0.021,0.101,0.182,0.122,0.098,0.016,0.07,0,0,0,0.003,0.417,0.141,0.291,0.163,0.039,2022
urban,Jharkhand,4,0.288,0.012,0.063,0.036,0.002,0.153,0.174,0.046,0.045,0.008,0.003,0,0,0,0.001,0.034,0.008,0.02,0.013,0.002,2022
rural,Jharkhand,5,0.745,0.161,0.149,0.376,0.014,0.169,0.115,0.078,0.079,0.012,0.102,0.004,0,0,0.001,0.322,0.15,0.246,0.195,0.08,2022
urban,Jharkhand,5,0.179,0.008,0.016,0.008,0,0.106,0.133,0.015,0.011,0.004,0,0,0,0,0,0.007,0,0.007,0,0,2022
all,Jharkhand,1,0.711,0.267,0.172,0.431,0.006,0.022,0.217,0.111,0.051,0.001,0.05,0,0,0,0.002,0.4,0.133,0.254,0.152,0.061,2022
all,Jharkhand,2,0.707,0.216,0.222,0.506,0.003,0.045,0.246,0.153,0.045,0.008,0.075,0,0,0,0.002,0.457,0.185,0.355,0.185,0.09,2022
all,Jharkhand,3,0.68,0.182,0.237,0.438,0.01,0.097,0.213,0.104,0.083,0.012,0.05,0,0,0,0.004,0.414,0.153,0.292,0.159,0.049,2022
all,Jharkhand,4,0.675,0.143,0.182,0.387,0.021,0.104,0.164,0.111,0.08,0.017,0.07,0,0,0,0.003,0.352,0.112,0.249,0.156,0.042,2022
all,Jharkhand,5,0.562,0.106,0.115,0.238,0.008,0.168,0.136,0.057,0.065,0.009,0.068,0.003,0,0,0.001,0.208,0.099,0.156,0.122,0.052,2022
all,Jharkhand,99,0.667,0.183,0.186,0.4,0.01,0.087,0.195,0.107,0.065,0.009,0.062,0.001,0,0,0.002,0.366,0.137,0.261,0.155,0.059,2022
rural,Jharkhand,99,0.729,0.217,0.207,0.459,0.012,0.081,0.193,0.119,0.07,0.01,0.074,0.001,0,0,0.003,0.42,0.159,0.302,0.18,0.07,2022
urban,Jharkhand,99,0.396,0.031,0.092,0.138,0.001,0.114,0.204,0.054,0.041,0.007,0.01,0,0,0,0,0.127,0.037,0.082,0.041,0.011,2022
1,Jharkhand,1,0.448,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jharkhand,2,0.366,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jharkhand,3,0.313,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jharkhand,4,0.34,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jharkhand,5,0.289,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jharkhand,1,0.202,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jharkhand,2,0.086,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jharkhand,3,0.021,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
