sector,state,state_sec_quint,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,books,stationary,schoolbag,clothing,footwear,year
all,Sikkim,1,0.61,0.003,0.353,0.222,0.003,0.294,0.288,0,0.025,0.017,0.02,0.011,0,0,0,0.213,0,0.013,0.008,0.003,2022
all,Sikkim,2,0.448,0,0.384,0.21,0,0.316,0.196,0.001,0.03,0.012,0.002,0.002,0,0,0,0.21,0.006,0,0,0,2022
all,Sikkim,3,0.425,0,0.392,0.19,0,0.339,0.186,0,0.034,0.012,0,0,0,0,0,0.19,0,0.022,0,0,2022
all,Sikkim,4,0.394,0,0.378,0.227,0,0.314,0.177,0,0.011,0.003,0,0,0,0,0,0.227,0,0.027,0,0,2022
all,Sikkim,5,0.316,0,0.231,0.148,0.001,0.321,0.089,0,0.007,0.001,0,0,0,0,0,0.148,0,0.074,0.001,0,2022
all,Sikkim,99,0.439,0.001,0.348,0.199,0.001,0.317,0.187,0,0.022,0.009,0.005,0.003,0,0,0,0.197,0.001,0.027,0.002,0.001,2022
rural,Sikkim,99,0.511,0.001,0.439,0.231,0.001,0.336,0.252,0,0.028,0.011,0.004,0.004,0,0,0,0.229,0.002,0.033,0.002,0.001,2022
urban,Sikkim,99,0.247,0,0.104,0.114,0,0.265,0.016,0.001,0.005,0.004,0.007,0,0,0,0,0.114,0,0.011,0,0,2022
1,Sikkim,1,0.883,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Sikkim,2,0.912,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Sikkim,3,0.768,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Sikkim,4,0.727,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Sikkim,5,0.647,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Sikkim,1,0.657,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Sikkim,2,0.612,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Sikkim,3,0.69,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Sikkim,4,0.602,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Sikkim,5,0.267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Sikkim,1,0.847,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Sikkim,2,0.819,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Sikkim,3,0.805,0.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Sikkim,4,0.697,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Sikkim,5,0.565,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Sikkim,99,0.746,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Sikkim,99,0.789,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Sikkim,99,0.568,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Tamil Nadu,1,0.963,0.509,0.645,0.507,0.019,0.257,0.75,0.019,0.178,0.02,0.139,0.01,0,0.001,0.026,0.49,0.308,0.372,0.208,0.138,2022
urban,Tamil Nadu,1,0.888,0.21,0.679,0.359,0.011,0.336,0.766,0.03,0.119,0.013,0.052,0.002,0,0,0.012,0.338,0.2,0.253,0.146,0.1,2022
rural,Tamil Nadu,2,0.967,0.448,0.732,0.448,0.037,0.313,0.808,0.037,0.204,0.026,0.122,0.003,0,0,0.013,0.419,0.252,0.294,0.238,0.132,2022
urban,Tamil Nadu,2,0.853,0.165,0.706,0.232,0.026,0.365,0.817,0.028,0.108,0.007,0.053,0.004,0,0.001,0.013,0.199,0.117,0.149,0.119,0.049,2022
rural,Tamil Nadu,3,0.968,0.409,0.762,0.366,0.048,0.34,0.858,0.036,0.219,0.025,0.119,0.003,0,0,0.017,0.343,0.202,0.237,0.22,0.106,2022
urban,Tamil Nadu,3,0.883,0.106,0.717,0.166,0.02,0.363,0.839,0.011,0.114,0.012,0.067,0.001,0,0,0.006,0.141,0.078,0.094,0.081,0.028,2022
rural,Tamil Nadu,4,0.942,0.345,0.765,0.268,0.049,0.338,0.854,0.031,0.193,0.022,0.116,0.004,0,0,0.008,0.237,0.129,0.148,0.177,0.07,2022
urban,Tamil Nadu,4,0.843,0.077,0.684,0.106,0.015,0.347,0.823,0.016,0.103,0.018,0.058,0.004,0,0.005,0.004,0.086,0.051,0.053,0.058,0.019,2022
rural,Tamil Nadu,5,0.893,0.265,0.77,0.159,0.048,0.325,0.881,0.02,0.173,0.026,0.087,0.003,0,0.001,0.01,0.131,0.073,0.075,0.132,0.028,2022
urban,Tamil Nadu,5,0.721,0.038,0.505,0.033,0.012,0.374,0.762,0.019,0.067,0.01,0.034,0.001,0,0.003,0.003,0.016,0.007,0.008,0.032,0.002,2022
all,Tamil Nadu,1,0.936,0.403,0.66,0.459,0.017,0.283,0.757,0.026,0.162,0.019,0.106,0.006,0,0.001,0.02,0.439,0.267,0.327,0.192,0.123,2022
all,Tamil Nadu,2,0.935,0.34,0.727,0.366,0.037,0.336,0.814,0.032,0.168,0.018,0.098,0.003,0,0.001,0.015,0.34,0.206,0.24,0.199,0.109,2022
all,Tamil Nadu,3,0.917,0.285,0.753,0.277,0.034,0.354,0.85,0.029,0.164,0.019,0.094,0.003,0,0,0.011,0.249,0.145,0.177,0.153,0.065,2022
all,Tamil Nadu,4,0.896,0.193,0.725,0.174,0.032,0.34,0.841,0.021,0.157,0.018,0.088,0.004,0,0.002,0.007,0.146,0.081,0.09,0.114,0.04,2022
all,Tamil Nadu,5,0.804,0.127,0.635,0.085,0.028,0.356,0.824,0.018,0.109,0.017,0.053,0.002,0,0.002,0.005,0.063,0.032,0.032,0.071,0.012,2022
all,Tamil Nadu,99,0.897,0.27,0.7,0.272,0.029,0.334,0.817,0.025,0.152,0.018,0.088,0.004,0,0.001,0.011,0.248,0.146,0.173,0.146,0.07,2022
rural,Tamil Nadu,99,0.947,0.395,0.735,0.35,0.04,0.315,0.83,0.029,0.193,0.024,0.117,0.005,0,0,0.015,0.324,0.193,0.225,0.195,0.095,2022
urban,Tamil Nadu,99,0.838,0.119,0.658,0.179,0.017,0.357,0.801,0.021,0.102,0.012,0.053,0.002,0,0.002,0.007,0.156,0.091,0.111,0.087,0.04,2022
1,Tamil Nadu,1,0.988,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tamil Nadu,2,0.969,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tamil Nadu,3,0.98,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tamil Nadu,4,0.962,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tamil Nadu,5,0.938,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tamil Nadu,1,0.933,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tamil Nadu,2,0.922,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tamil Nadu,3,0.911,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tamil Nadu,4,0.856,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tamil Nadu,5,0.773,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tamil Nadu,1,0.964,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tamil Nadu,2,0.958,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tamil Nadu,3,0.952,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tamil Nadu,4,0.918,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tamil Nadu,5,0.847,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tamil Nadu,99,0.928,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tamil Nadu,99,0.968,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tamil Nadu,99,0.879,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Telangana,1,0.26,0,0.729,0.385,0.008,0.528,0.051,0.096,0.272,0.012,0.053,0,0,0,0,0.374,0.015,0.019,0.068,0.013,2022
urban,Telangana,1,0.196,0,0.661,0.213,0.001,0.803,0.005,0.117,0.23,0.018,0.083,0,0,0,0,0.204,0.009,0.009,0.028,0.001,2022
rural,Telangana,2,0.238,0,0.729,0.361,0.004,0.681,0.038,0.134,0.284,0.009,0.078,0,0,0,0,0.356,0.041,0.044,0.093,0.031,2022
urban,Telangana,2,0.171,0,0.557,0.131,0.002,0.721,0.017,0.066,0.2,0.007,0.088,0,0,0.002,0,0.11,0.012,0.015,0.033,0.003,2022
rural,Telangana,3,0.233,0,0.732,0.28,0.002,0.742,0.039,0.163,0.255,0.015,0.088,0,0,0,0,0.272,0.03,0.027,0.073,0.016,2022
urban,Telangana,3,0.223,0,0.388,0.072,0.002,0.701,0.014,0.069,0.17,0.007,0.064,0,0,0,0,0.064,0.002,0.008,0.014,0.009,2022
rural,Telangana,4,0.268,0,0.688,0.211,0,0.761,0.043,0.142,0.212,0.024,0.129,0,0,0,0,0.199,0.04,0.032,0.072,0.025,2022
urban,Telangana,4,0.146,0,0.274,0.045,0.001,0.624,0.011,0.051,0.194,0.006,0.026,0,0.001,0,0,0.036,0.011,0.004,0.021,0.003,2022
rural,Telangana,5,0.264,0,0.629,0.141,0.001,0.768,0.024,0.107,0.21,0.019,0.109,0,0,0,0,0.129,0.034,0.018,0.041,0.01,2022
urban,Telangana,5,0.068,0,0.1,0.005,0,0.442,0.003,0.043,0.122,0.003,0.005,0,0,0,0,0.005,0.002,0.002,0,0,2022
all,Telangana,1,0.23,0,0.718,0.339,0.005,0.64,0.033,0.101,0.26,0.015,0.061,0,0,0,0,0.331,0.011,0.013,0.053,0.008,2022
all,Telangana,2,0.221,0,0.692,0.275,0.002,0.706,0.03,0.128,0.257,0.01,0.088,0,0,0.001,0,0.26,0.037,0.037,0.074,0.021,2022
all,Telangana,3,0.226,0,0.623,0.188,0.002,0.743,0.026,0.124,0.209,0.015,0.091,0,0,0,0,0.18,0.016,0.018,0.048,0.01,2022
all,Telangana,4,0.235,0,0.516,0.129,0.001,0.74,0.03,0.1,0.198,0.016,0.095,0,0,0,0,0.114,0.025,0.019,0.053,0.021,2022
all,Telangana,5,0.149,0,0.285,0.046,0.001,0.569,0.01,0.059,0.168,0.006,0.037,0,0.001,0,0,0.042,0.016,0.008,0.01,0.001,2022
all,Telangana,99,0.212,0,0.567,0.195,0.002,0.679,0.026,0.102,0.219,0.012,0.074,0,0,0,0,0.186,0.021,0.019,0.047,0.012,2022
rural,Telangana,99,0.253,0,0.702,0.276,0.003,0.696,0.039,0.128,0.246,0.016,0.091,0,0,0,0,0.266,0.032,0.028,0.07,0.019,2022
urban,Telangana,99,0.161,0,0.396,0.093,0.001,0.658,0.01,0.069,0.183,0.008,0.053,0,0,0,0,0.084,0.007,0.008,0.019,0.003,2022
1,Telangana,1,0.937,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Telangana,2,0.951,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Telangana,3,0.979,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Telangana,4,0.896,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Telangana,5,0.791,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Telangana,1,0.729,0.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Telangana,2,0.673,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Telangana,3,0.524,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Telangana,4,0.349,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Telangana,5,0.1,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Telangana,1,0.886,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Telangana,2,0.869,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Telangana,3,0.857,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Telangana,4,0.694,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Telangana,5,0.375,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Telangana,99,0.736,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Telangana,99,0.911,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Telangana,99,0.476,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Tripura,1,0.96,0.705,0.68,0.518,0,0.047,0.008,0.047,0.46,0.029,0,0,0,0,0,0.518,0.016,0.025,0,0,2022
urban,Tripura,1,0.941,0.385,0.608,0.381,0,0.096,0.014,0.021,0.421,0.03,0.009,0,0,0,0.009,0.381,0.011,0.01,0,0,2022
rural,Tripura,2,0.978,0.593,0.681,0.428,0,0.048,0.011,0.058,0.457,0.03,0.008,0,0,0,0.008,0.428,0.016,0.035,0,0,2022
urban,Tripura,2,0.958,0.334,0.553,0.317,0,0.101,0.013,0.028,0.367,0.026,0.004,0,0,0,0,0.317,0.002,0.016,0,0,2022
rural,Tripura,3,0.978,0.495,0.618,0.391,0,0.064,0.006,0.051,0.417,0.038,0.005,0,0,0,0.004,0.389,0.019,0.04,0,0,2022
urban,Tripura,3,0.953,0.226,0.5,0.276,0,0.112,0.005,0.028,0.334,0.009,0.002,0,0,0,0.002,0.276,0.005,0.035,0.002,0,2022
rural,Tripura,4,0.98,0.476,0.648,0.396,0,0.089,0.009,0.054,0.399,0.044,0.005,0,0,0,0.004,0.394,0.02,0.04,0.004,0,2022
urban,Tripura,4,0.942,0.261,0.346,0.212,0,0.126,0.013,0.032,0.286,0.042,0.004,0,0,0,0.004,0.212,0,0.026,0,0,2022
rural,Tripura,5,0.969,0.422,0.469,0.267,0,0.134,0.008,0.041,0.308,0.041,0.002,0,0,0,0.002,0.267,0.008,0.031,0,0,2022
urban,Tripura,5,0.883,0.199,0.186,0.145,0,0.119,0,0.066,0.136,0.009,0.005,0,0,0,0.002,0.145,0,0.012,0,0,2022
all,Tripura,1,0.961,0.682,0.678,0.507,0,0.053,0.011,0.045,0.464,0.031,0,0,0,0,0,0.507,0.015,0.024,0,0,2022
all,Tripura,2,0.975,0.528,0.655,0.401,0,0.05,0.009,0.047,0.442,0.032,0.01,0,0,0,0.01,0.4,0.018,0.037,0,0,2022
all,Tripura,3,0.973,0.471,0.615,0.383,0,0.079,0.007,0.053,0.405,0.04,0.003,0,0,0,0.001,0.383,0.012,0.035,0.001,0,2022
all,Tripura,4,0.973,0.401,0.581,0.355,0,0.095,0.011,0.051,0.376,0.03,0.004,0,0,0,0.003,0.353,0.018,0.035,0.003,0,2022
all,Tripura,5,0.945,0.343,0.38,0.216,0,0.14,0.005,0.039,0.252,0.036,0.003,0,0,0,0.003,0.216,0.003,0.026,0,0,2022
all,Tripura,99,0.965,0.485,0.582,0.372,0,0.083,0.009,0.047,0.388,0.034,0.004,0,0,0,0.003,0.372,0.013,0.031,0.001,0,2022
rural,Tripura,99,0.973,0.538,0.619,0.4,0,0.076,0.009,0.05,0.408,0.036,0.004,0,0,0,0.003,0.399,0.016,0.034,0.001,0,2022
urban,Tripura,99,0.935,0.281,0.439,0.266,0,0.111,0.009,0.035,0.309,0.023,0.005,0,0,0,0.004,0.266,0.004,0.02,0,0,2022
1,Tripura,1,0.957,0.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tripura,2,0.98,0.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tripura,3,0.972,0.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tripura,4,0.979,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tripura,5,0.953,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tripura,1,0.941,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tripura,2,0.857,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tripura,3,0.828,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tripura,4,0.849,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tripura,5,0.818,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tripura,1,0.956,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tripura,2,0.973,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tripura,3,0.961,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tripura,4,0.948,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tripura,5,0.918,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Tripura,99,0.951,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Tripura,99,0.968,0.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Tripura,99,0.86,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Uttar Pradesh,1,0.307,0,0.746,0.315,0.001,0.132,0.015,0.143,0.053,0.002,0.012,0,0,0.003,0,0.298,0.025,0.176,0.024,0.017,2022
urban,Uttar Pradesh,1,0.308,0,0.576,0.126,0.001,0.243,0.011,0.054,0.059,0.004,0.006,0.001,0.001,0.001,0,0.119,0.011,0.063,0.004,0.004,2022
rural,Uttar Pradesh,2,0.312,0.001,0.726,0.266,0.001,0.205,0.014,0.128,0.068,0.002,0.017,0,0.002,0.003,0,0.25,0.031,0.145,0.028,0.026,2022
urban,Uttar Pradesh,2,0.303,0,0.527,0.076,0,0.288,0.01,0.059,0.062,0.003,0.005,0,0,0.004,0,0.069,0.012,0.041,0.001,0,2022
rural,Uttar Pradesh,3,0.315,0.001,0.685,0.228,0.001,0.235,0.012,0.127,0.063,0.004,0.009,0,0.001,0.001,0,0.217,0.028,0.139,0.022,0.02,2022
urban,Uttar Pradesh,3,0.262,0,0.455,0.055,0,0.269,0.01,0.053,0.056,0.007,0.004,0,0,0.001,0.001,0.049,0.007,0.034,0.004,0.001,2022
rural,Uttar Pradesh,4,0.331,0,0.623,0.175,0.001,0.216,0.008,0.088,0.055,0.006,0.007,0,0.001,0.002,0,0.167,0.022,0.104,0.015,0.014,2022
urban,Uttar Pradesh,4,0.214,0,0.321,0.028,0,0.293,0.014,0.025,0.029,0.004,0.004,0.001,0.001,0.001,0,0.026,0.008,0.016,0.002,0,2022
rural,Uttar Pradesh,5,0.293,0,0.522,0.131,0,0.225,0.013,0.067,0.043,0.006,0.007,0,0.001,0.003,0,0.126,0.011,0.074,0.009,0.006,2022
urban,Uttar Pradesh,5,0.092,0,0.144,0.009,0,0.284,0.017,0.027,0.019,0.001,0.005,0,0.002,0.002,0,0.007,0.001,0.004,0.001,0,2022
all,Uttar Pradesh,1,0.311,0,0.721,0.289,0.001,0.149,0.014,0.134,0.053,0.002,0.011,0,0,0.003,0,0.274,0.024,0.162,0.022,0.016,2022
all,Uttar Pradesh,2,0.307,0.001,0.699,0.232,0,0.218,0.013,0.112,0.068,0.002,0.015,0,0.002,0.003,0,0.219,0.026,0.125,0.022,0.02,2022
all,Uttar Pradesh,3,0.317,0,0.647,0.196,0.001,0.244,0.012,0.113,0.061,0.004,0.008,0,0.001,0.001,0,0.186,0.025,0.12,0.02,0.018,2022
all,Uttar Pradesh,4,0.31,0,0.57,0.142,0.001,0.227,0.009,0.076,0.052,0.005,0.008,0,0.001,0.003,0,0.136,0.017,0.085,0.01,0.009,2022
all,Uttar Pradesh,5,0.236,0,0.408,0.089,0,0.249,0.014,0.05,0.036,0.005,0.005,0,0.001,0.002,0,0.085,0.009,0.048,0.006,0.003,2022
all,Uttar Pradesh,99,0.296,0,0.609,0.19,0.001,0.217,0.013,0.097,0.054,0.004,0.009,0,0.001,0.002,0,0.18,0.02,0.108,0.016,0.013,2022
rural,Uttar Pradesh,99,0.312,0,0.661,0.223,0.001,0.203,0.013,0.111,0.056,0.004,0.011,0,0.001,0.003,0,0.212,0.023,0.127,0.02,0.016,2022
urban,Uttar Pradesh,99,0.236,0,0.405,0.059,0,0.275,0.012,0.044,0.045,0.004,0.005,0,0.001,0.002,0,0.054,0.008,0.032,0.002,0.001,2022
1,Uttar Pradesh,1,0.414,0.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttar Pradesh,2,0.308,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttar Pradesh,3,0.263,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttar Pradesh,4,0.23,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttar Pradesh,5,0.201,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttar Pradesh,1,0.388,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttar Pradesh,2,0.31,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttar Pradesh,3,0.211,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttar Pradesh,4,0.074,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttar Pradesh,5,0.038,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttar Pradesh,1,0.406,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttar Pradesh,2,0.31,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttar Pradesh,3,0.267,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttar Pradesh,4,0.21,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttar Pradesh,5,0.137,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Uttar Pradesh,99,0.266,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Uttar Pradesh,99,0.283,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Uttar Pradesh,99,0.204,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Uttrakhand,1,0.413,0,0.445,0.382,0.013,0.412,0.006,0.043,0.396,0.016,0.085,0,0.044,0,0,0.367,0,0.065,0.152,0.085,2022
