,X,sector,sector_type,year,edu_cat,youth,sex1,dem,statename,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,X46,JQdim365,JQdim215,POV_365,POV_215
7645,6764,1,Urban,2017,NA,1,NA,Youth,Chhattisgarh,0.245437443,0.392856658,0.296434939,0.041223723,0.5472157,0.120471708,0.332312554,0.348616302,0.073689118,0.603115082,0.323195815,6442,0.7222,1.1218,0.6812,0.3739
7741,8223,0,Rural,2011,NA,NA,NA,All,Chhattisgarh,0.037870482,0.66164273,0.63658601,0.17731759,0.048609018,0.339500606,0.611890376,0.124238074,0.798564613,0.082311936,0.119123429,NA,NA,NA,NA,NA
7757,8166,99,All,2011,NA,NA,NA,All,Chhattisgarh,0.045600593,0.636679173,0.607646227,0.150082245,0.110725448,0.324791253,0.564483285,0.132842988,0.676771224,0.164452806,0.158775955,NA,NA,NA,NA,NA
7787,8224,1,Urban,2011,NA,NA,NA,All,Chhattisgarh,0.077857904,0.550073624,0.507246077,0.055595148,0.380745083,0.260849833,0.358405083,0.1637678,0.146495402,0.522085667,0.331418902,NA,NA,NA,NA,NA
7909,7860,0,Rural,2011,NA,0,NA,Youth,Chhattisgarh,0.029298753,0.758170247,0.735956788,0.185864791,0.049070973,0.306518793,0.644410253,0,0.809804857,0.075538523,0.11465665,NA,NA,NA,NA,NA
7911,7746,99,All,2011,NA,0,NA,Youth,Chhattisgarh,0.029386757,0.727762699,0.706376076,0.155772701,0.110759087,0.294223785,0.595017135,0,0.688346565,0.156561941,0.155091494,NA,NA,NA,NA,NA
7912,7862,1,Urban,2011,NA,0,NA,Youth,Chhattisgarh,0.029788719,0.615087748,0.596765101,0.044266619,0.391954809,0.238178894,0.369866282,0,0.133309573,0.526820719,0.339869678,NA,NA,NA,NA,NA
7939,7861,0,Rural,2011,NA,1,NA,Youth,Chhattisgarh,0.061791111,0.488191038,0.458025187,0.161958992,0.047268029,0.435242265,0.517489731,0.249645174,0.766110957,0.101868734,0.132020339,NA,NA,NA,NA,NA
7958,7747,99,All,2011,NA,1,NA,Youth,Chhattisgarh,0.088111177,0.479375988,0.437137604,0.140254736,0.110631034,0.410595089,0.478773862,0.258247018,0.644467771,0.186473995,0.169058219,NA,NA,NA,NA,NA
8003,7863,1,Urban,2011,NA,1,NA,Youth,Chhattisgarh,0.176610649,0.451937079,0.372120172,0.072695173,0.353394717,0.316164047,0.330441236,0.285022199,0.178414494,0.510623455,0.310962051,NA,NA,NA,NA,NA
11,835,1,Urban,2023,NA,NA,Male,Gender,Daman and Diu,0.027195921,0.886404216,0.862297595,0.01989243,0.836639285,0.007795748,0.155564964,0.059637144,0.023997966,0.254498363,0.721503675,815,2.2344,2.2808,0.0744,0.0455
29,715,99,All,2023,NA,NA,Male,Gender,Daman and Diu,0.037865832,0.87519747,0.842057347,0.022711588,0.773018539,0.03029375,0.196687683,0.129244626,0.101058848,0.213801458,0.685139716,697,2.0279,2.0948,0.1309,0.0851
57,833,0,Rural,2023,NA,NA,Male,Gender,Daman and Diu,0.055690903,0.857094586,0.809362233,0.027265519,0.663527131,0.069012873,0.267460018,0.220929474,0.233680844,0.143761963,0.622557163,813,1.6726,1.7749,0.2281,0.1533
116,1833,1,Urban,2022,NA,NA,Male,Gender,Daman and Diu,0.01634814,0.89645797,0.881802559,0.016556725,0.809389174,0.015103278,0.175507531,0.040546451,0.035963342,0.255208462,0.708828211,1786,2.2765,2.2941,0.0335,0.0214
121,1711,99,All,2022,NA,NA,Male,Gender,Daman and Diu,0.024216689,0.890575111,0.869008362,0.016996158,0.73562175,0.045269378,0.219108865,0.051450655,0.099330552,0.257973909,0.642695546,1666,2.0674,2.1402,0.0977,0.0448
138,1831,0,Rural,2022,NA,NA,Male,Gender,Daman and Diu,0.039027479,0.879708886,0.845376015,0.017807839,0.593494058,0.103390403,0.303115547,0.06985493,0.221420169,0.263302058,0.515277743,1784,1.6644,1.8438,0.2214,0.09
230,2832,1,Urban,2021,NA,NA,Male,Gender,Daman and Diu,0.027513823,0.877056062,0.852924883,0.007466909,0.911851943,0,0.08814808,0.0728845,0.056435093,0.196991429,0.746573508,2758,1.8739,1.9478,0.0876,0.0273
242,2710,99,All,2021,NA,NA,Male,Gender,Daman and Diu,0.044683129,0.881444991,0.842059314,0.007590894,0.845589817,0.019728782,0.134681389,0.097545944,0.119899072,0.206350744,0.673750162,2638,1.7668,1.8517,0.1305,0.0698
279,2830,0,Rural,2021,NA,NA,Male,Gender,Daman and Diu,0.072739705,0.888712406,0.824067712,0.007796192,0.732028902,0.053540245,0.214430839,0.1329716,0.228664517,0.222390875,0.548944592,2756,1.5832,1.687,0.204,0.1425
341,3831,1,Urban,2020,NA,NA,Male,Gender,Daman and Diu,0.030134697,0.774916649,0.751564741,0.020029286,0.835089266,0.006480086,0.158430636,0.119392373,0.040477157,0.219790876,0.739731967,3730,2.0636,2.0792,0.0564,0.0455
363,3709,99,All,2020,NA,NA,Male,Gender,Daman and Diu,0.053016506,0.767839968,0.727131784,0.012527615,0.756756604,0.012925935,0.230317444,0.166711137,0.122713998,0.225115776,0.652170241,3610,2.0114,2.0392,0.1077,0.0831
390,3829,0,Rural,2020,NA,NA,Male,Gender,Daman and Diu,0.088055439,0.757250607,0.690570533,0.001302178,0.629187286,0.023423381,0.34738934,0.226316884,0.256641567,0.233787701,0.509570718,3728,1.9263,1.974,0.1914,0.1443
