,X,sector,sector_type,year,edu_cat,youth,sex1,dem,statename,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,X46,JQdim365,JQdim215,POV_365,POV_215
1428,4916,1,Urban,2019,NA,NA,Female,Gender,Kerala,0.203675792,0.260257244,0.20724915,0.019605732,0.551891565,0.112258367,0.33585009,0.458467007,0.097579323,0.675876975,0.226543695,4727,1.2061,1.5465,0.5266,0.3353
1430,4782,99,All,2019,NA,NA,Female,Gender,Kerala,0.207983032,0.279713541,0.221537873,0.027328758,0.442931384,0.162616298,0.394452333,0.471393883,0.218909323,0.554809391,0.2262813,4595,1.0312,1.3161,0.5532,0.3709
1431,4914,0,Rural,2019,NA,NA,Female,Gender,Kerala,0.211549893,0.298172742,0.235094324,0.034655996,0.351799309,0.204734623,0.443466067,0.484091699,0.320387244,0.453550935,0.226061851,4725,0.8848,1.1235,0.5755,0.4008
1531,5967,0,Rural,2018,NA,NA,Female,Gender,Kerala,0.189724147,0.285535604,0.231362596,0.01791767,0.373865098,0.271536797,0.354598105,0.476418436,0.261585265,0.450330287,0.288084447,5720,0.9952,1.3728,0.5895,0.3488
1532,5835,99,All,2018,NA,NA,Female,Gender,Kerala,0.198406413,0.282639772,0.226562217,0.016942736,0.463745773,0.204190388,0.332063854,0.460626483,0.182697237,0.551944196,0.265358567,5590,1.1566,1.5337,0.5489,0.3226
1535,5969,1,Urban,2018,NA,NA,Female,Gender,Kerala,0.208703518,0.279280543,0.220993713,0.015811797,0.572900474,0.122402191,0.304697335,0.442034334,0.086892381,0.675348282,0.237759352,5722,1.3525,1.7292,0.4995,0.2908
1646,7020,0,Rural,2017,NA,NA,Female,Gender,Kerala,0.236506522,0.241624877,0.184479013,0.015426344,0.45609498,0.240939125,0.302965909,0.508209169,0.220173284,0.534109473,0.245717257,6692,1.2202,1.5156,0.458,0.2904
1648,6888,99,All,2017,NA,NA,Female,Gender,Kerala,0.264324576,0.246472672,0.181323886,0.012784109,0.524670064,0.1850003,0.290329635,0.490427941,0.155265301,0.611910284,0.2328244,6562,1.3314,1.6277,0.4479,0.2847
1650,7022,1,Urban,2017,NA,NA,Female,Gender,Kerala,0.298068255,0.252620727,0.177322522,0.009433184,0.615148008,0.111194655,0.273657322,0.465568841,0.069625758,0.714560688,0.215813577,6694,1.4781,1.7757,0.4346,0.277
1756,8121,1,Urban,2011,NA,NA,Female,Gender,Kerala,0.179232076,0.257175565,0.211081445,0.017624039,0.513889134,0.164424732,0.321686119,0.293846518,0.0734668,0.662843943,0.26368925,NA,NA,NA,NA,NA
1758,7987,99,All,2011,NA,NA,Female,Gender,Kerala,0.199034929,0.283462286,0.22704339,0.018696001,0.328397095,0.314487427,0.357115477,0.307619631,0.277069211,0.423377931,0.299552828,NA,NA,NA,NA,NA
1759,8119,0,Rural,2011,NA,NA,Female,Gender,Kerala,0.205516532,0.293273777,0.233001158,0.019096108,0.265675724,0.365228921,0.369095385,0.31247586,0.345914364,0.342406064,0.311679572,NA,NA,NA,NA,NA
1836,400,1,Urban,2023,tertiary,NA,NA,Education,Kerala,0.151861101,0.657617569,0.55775106,0.011067078,0.697291613,0.031246062,0.271462351,0.35575369,0.051582072,0.789088666,0.159329295,396,2.3218,2.4103,0.1306,0.0803
1853,136,99,All,2023,tertiary,NA,NA,Education,Kerala,0.185431495,0.667792916,0.543963075,0.017545635,0.652988017,0.042600159,0.304411829,0.434349447,0.103302598,0.751764953,0.144932434,136,2.2188,2.3,0.1401,0.0928
1860,396,0,Rural,2023,tertiary,NA,NA,Education,Kerala,0.224886671,0.680161893,0.527202547,0.025420891,0.596012533,0.057201803,0.346785665,0.508969843,0.169816464,0.70376581,0.126417741,392,2.0862,2.158,0.1523,0.109
1957,1394,1,Urban,2022,tertiary,NA,NA,Education,Kerala,0.186292887,0.64233011,0.5226686,0.014775247,0.695718288,0.043515041,0.260766655,0.427189976,0.049963538,0.761228442,0.188808054,1363,2.3392,2.4567,0.1397,0.077
1961,1126,99,All,2022,tertiary,NA,NA,Education,Kerala,0.199857384,0.671898186,0.537614346,0.023916187,0.664574444,0.049947876,0.285477668,0.433223724,0.088561125,0.733859718,0.177579165,1099,2.2308,2.3204,0.1433,0.0913
1966,1390,0,Rural,2022,tertiary,NA,NA,Education,Kerala,0.213691786,0.704996645,0.554344654,0.034148559,0.631704092,0.056737326,0.311558604,0.438905209,0.129298419,0.704973757,0.165727794,1359,2.1163,2.1766,0.1472,0.1064
2067,2393,1,Urban,2021,tertiary,NA,NA,Education,Kerala,0.213599294,0.650665939,0.51168412,0.017193737,0.651951432,0.046406638,0.301641941,0.456905276,0.077780522,0.798987746,0.123231709,2335,2.1816,2.3081,0.1825,0.1024
2073,2125,99,All,2021,tertiary,NA,NA,Education,Kerala,0.22915341,0.672119915,0.518101335,0.020667223,0.634298921,0.049538914,0.316162169,0.477067828,0.109375209,0.753479064,0.137145728,2071,2.178,2.2661,0.1785,0.1204
2082,2389,0,Rural,2021,tertiary,NA,NA,Education,Kerala,0.246539742,0.697839797,0.525794566,0.024831371,0.613704383,0.053193234,0.333102405,0.497961551,0.14623563,0.70038563,0.153378725,2331,2.1738,2.2172,0.1737,0.1414
2194,3392,1,Urban,2020,tertiary,NA,NA,Education,Kerala,0.258823484,0.639484286,0.473970711,0.02054964,0.689332068,0.049407139,0.261260808,0.464499921,0.07928969,0.751873493,0.168836832,3307,2.2455,2.3297,0.1834,0.1328
2200,3124,99,All,2020,tertiary,NA,NA,Education,Kerala,0.27098757,0.64732331,0.471906751,0.023823671,0.648165047,0.062146086,0.289688855,0.48343876,0.106548458,0.71113199,0.182319552,3043,2.0642,2.166,0.2065,0.1452
2203,3388,0,Rural,2020,tertiary,NA,NA,Education,Kerala,0.285056114,0.656632781,0.4694556,0.027711844,0.598805785,0.077420101,0.323774129,0.501889646,0.139231771,0.662282884,0.19848536,3303,1.8467,1.9697,0.2343,0.1601
2308,4448,1,Urban,2019,tertiary,NA,NA,Education,Kerala,0.258058012,0.624528706,0.463364065,0.011815789,0.679690659,0.038100809,0.282208562,0.510391355,0.033415623,0.795298815,0.171285555,4279,2.0551,2.1663,0.1874,0.1216
2310,4147,99,All,2019,tertiary,NA,NA,Education,Kerala,0.25930953,0.665534973,0.492955416,0.019444318,0.6049757,0.060013309,0.335011005,0.522164524,0.122296013,0.709067106,0.168636903,4015,1.8417,1.9402,0.2258,0.1618
2312,4444,0,Rural,2019,tertiary,NA,NA,Education,Kerala,0.260707557,0.71821326,0.53096962,0.029244224,0.521214783,0.08457882,0.394206405,0.534984231,0.221937403,0.612395048,0.165667579,4275,1.6024,1.6867,0.2693,0.2073
2397,5501,1,Urban,2018,tertiary,NA,NA,Education,Kerala,0.21096319,0.657586277,0.518859744,0.008608914,0.689701915,0.037168041,0.273130059,0.471598893,0.0425357,0.785916746,0.171547577,5273,2.3363,2.4449,0.1307,0.0667
2410,5203,99,All,2018,tertiary,NA,NA,Education,Kerala,0.234680802,0.648142755,0.496036112,0.010373727,0.66551739,0.057494994,0.276987642,0.483398885,0.077628076,0.750757694,0.1716142,4997,2.2706,2.3823,0.1467,0.082
2418,5497,0,Rural,2018,tertiary,NA,NA,Education,Kerala,0.266034096,0.636067569,0.46685192,0.012630362,0.63114804,0.086382218,0.282469749,0.495660007,0.127498865,0.700792253,0.171708897,5269,2.1771,2.2934,0.1694,0.1037
2529,6553,1,Urban,2017,tertiary,NA,NA,Education,Kerala,0.266881734,0.635087609,0.465594321,0.005300726,0.68852663,0.045728624,0.265744776,0.483066916,0.024478491,0.785227835,0.190293685,6246,2.2368,2.3418,0.1027,0.0464
2535,6257,99,All,2017,tertiary,NA,NA,Education,Kerala,0.281793535,0.637204409,0.457644314,0.010057514,0.691892862,0.051211797,0.256895363,0.513491571,0.053305291,0.752992809,0.193701908,5982,2.269,2.3522,0.1081,0.0639
2539,6549,0,Rural,2017,tertiary,NA,NA,Education,Kerala,0.298446447,0.639585078,0.44870317,0.015407335,0.695821285,0.057610705,0.246568024,0.543768942,0.086946413,0.715374231,0.197679341,6242,2.3066,2.3644,0.1145,0.0842
2647,7650,1,Urban,2011,tertiary,NA,NA,Education,Kerala,0.152740791,0.670829773,0.568366706,0.017865164,0.648467124,0.041506153,0.310026735,0.438378751,0.02776707,0.788694382,0.183538571,NA,NA,NA,NA,NA
2653,7321,99,All,2011,tertiary,NA,NA,Education,Kerala,0.202396289,0.679030538,0.541597307,0.022181692,0.564129889,0.098160714,0.337709397,0.445214212,0.095287099,0.739290178,0.165422738,NA,NA,NA,NA,NA
2654,7645,0,Rural,2011,tertiary,NA,NA,Education,Kerala,0.235954508,0.684687316,0.523132265,0.025159154,0.500925362,0.140619129,0.358455539,0.44881165,0.145888388,0.702265322,0.15184626,NA,NA,NA,NA,NA
2741,399,1,Urban,2023,secondary,NA,NA,Education,Kerala,0.07581532,0.385823578,0.356572241,0.014873459,0.416251123,0.164418682,0.419330209,0.170084938,0.11385718,0.599376619,0.286766201,395,1.3162,1.4995,0.2301,0.1055
2749,135,99,All,2023,secondary,NA,NA,Education,Kerala,0.082656346,0.420721829,0.385946482,0.020505466,0.358119518,0.203262642,0.438617826,0.203227088,0.203941599,0.526056945,0.270001441,135,1.3092,1.4365,0.2024,0.1065
2755,395,0,Rural,2023,secondary,NA,NA,Education,Kerala,0.087879628,0.451933056,0.412217349,0.025542451,0.313147634,0.233313188,0.453539163,0.232517779,0.273632854,0.469335258,0.257031888,391,1.3037,1.3878,0.181,0.1073
2854,1393,1,Urban,2022,secondary,NA,NA,Education,Kerala,0.081923209,0.378369838,0.347372591,0.012022121,0.409541398,0.186118692,0.40433991,0.206659168,0.104163371,0.585663199,0.310173422,1362,1.3676,1.5333,0.2319,0.1108
2856,1125,99,All,2022,secondary,NA,NA,Education,Kerala,0.084660299,0.422109336,0.38637346,0.023208341,0.324921191,0.247049212,0.428029627,0.231375948,0.189662918,0.509550452,0.300786585,1098,1.2868,1.405,0.2238,0.1302
2859,1389,0,Rural,2022,secondary,NA,NA,Education,Kerala,0.086700395,0.461908698,0.421861023,0.033386882,0.261519253,0.292701572,0.445779204,0.253770828,0.253723711,0.452522814,0.293753505,1358,1.2263,1.3089,0.2178,0.1447
2979,2388,0,Rural,2021,secondary,NA,NA,Education,Kerala,0.121210665,0.447913915,0.393621981,0.020317251,0.308786511,0.275244683,0.415968806,0.2255494,0.276772916,0.382543325,0.340683728,2330,1.332,1.4418,0.2129,0.1404
2982,2124,99,All,2021,secondary,NA,NA,Education,Kerala,0.125931144,0.422173738,0.369008929,0.01509848,0.332764417,0.259906769,0.407328814,0.216461152,0.214353219,0.44869262,0.336954147,2070,1.3158,1.4635,0.2469,0.1464
2988,2392,1,Urban,2021,secondary,NA,NA,Education,Kerala,0.131448075,0.395603836,0.343602479,0.009711487,0.361118317,0.241769657,0.397112012,0.206490412,0.140541911,0.526914179,0.33254391,2334,1.2967,1.4893,0.287,0.1534
3090,3387,0,Rural,2020,secondary,NA,NA,Education,Kerala,0.136092588,0.434633315,0.375482947,0.01860879,0.259849876,0.254953861,0.485196233,0.231839538,0.247012511,0.435519367,0.317468107,3302,1.2788,1.413,0.2593,0.1574
3093,3123,99,All,2020,secondary,NA,NA,Education,Kerala,0.137890056,0.407465816,0.351280332,0.013630108,0.307600141,0.23611033,0.45628953,0.207093254,0.188627794,0.478961259,0.332410932,3042,1.3054,1.4538,0.2652,0.1621
3094,3391,1,Urban,2020,secondary,NA,NA,Education,Kerala,0.140178725,0.377426773,0.324519575,0.008125193,0.368688911,0.212003052,0.419308037,0.180338502,0.113933958,0.53453815,0.35152787,3306,1.3393,1.5061,0.2727,0.1683
3199,4447,1,Urban,2019,secondary,NA,NA,Education,Kerala,0.146944523,0.39838621,0.339845538,0.016322814,0.415501803,0.184569687,0.39992851,0.262396038,0.079611324,0.604664326,0.315724343,4278,1.2459,1.4055,0.3131,0.2037
3203,4146,99,All,2019,secondary,NA,NA,Education,Kerala,0.169813752,0.400947392,0.332861006,0.019847069,0.375766456,0.189139664,0.43509388,0.265569091,0.162194669,0.529536724,0.308268577,4014,1.1891,1.339,0.3155,0.2075
3207,4443,0,Rural,2019,secondary,NA,NA,Education,Kerala,0.191283613,0.403382003,0.326221645,0.023197167,0.336417258,0.193665221,0.469917536,0.268423408,0.243975461,0.45513925,0.30088529,4274,1.1329,1.2732,0.3179,0.2112
3300,5496,0,Rural,2018,secondary,NA,NA,Education,Kerala,0.114973247,0.408230007,0.361294478,0.017263424,0.257635355,0.248745903,0.493618757,0.243335411,0.223751739,0.456917375,0.319330871,5268,1.1461,1.3182,0.2821,0.1588
3304,5202,99,All,2018,secondary,NA,NA,Education,Kerala,0.121625178,0.395701617,0.347574323,0.01475572,0.312122107,0.238441288,0.449436605,0.236709923,0.158705398,0.510058522,0.331236094,4996,1.2404,1.4346,0.2761,0.1444
3308,5500,1,Urban,2018,secondary,NA,NA,Education,Kerala,0.130936682,0.379402548,0.329724848,0.011493275,0.389794707,0.223751724,0.386453569,0.227914125,0.065979801,0.585812807,0.348207384,5272,1.3748,1.6006,0.2677,0.1238
3410,6548,0,Rural,2017,secondary,NA,NA,Education,Kerala,0.125320584,0.398818314,0.34883818,0.005178072,0.28032726,0.274103761,0.445568979,0.259992898,0.192921907,0.493873507,0.313204587,6241,1.2667,1.3893,0.2077,0.1122
3422,6256,99,All,2017,secondary,NA,NA,Education,Kerala,0.151307523,0.388787031,0.329960644,0.006523628,0.32787165,0.244316876,0.427811474,0.255749673,0.13986364,0.542063832,0.318072528,5981,1.3212,1.4694,0.2214,0.1152
3429,6552,1,Urban,2017,secondary,NA,NA,Education,Kerala,0.186121911,0.376113325,0.306110382,0.00822363,0.396324694,0.201430589,0.402244717,0.249969393,0.063471921,0.611446857,0.325081199,6245,1.3998,1.5847,0.2411,0.1195
3531,7649,1,Urban,2011,secondary,NA,NA,Education,Kerala,0.12042924,0.371309191,0.326592714,0.010949637,0.370496482,0.212575227,0.416928262,0.251024216,0.044637673,0.684813619,0.270548731,NA,NA,NA,NA,NA
3534,7320,99,All,2011,secondary,NA,NA,Education,Kerala,0.135626674,0.423881501,0.366391867,0.018601209,0.286208808,0.2885454,0.425245792,0.281437665,0.189315647,0.518968105,0.291716248,NA,NA,NA,NA,NA
3536,7644,0,Rural,2011,secondary,NA,NA,Education,Kerala,0.140608534,0.444512814,0.38201052,0.021603968,0.257929742,0.314033866,0.428036392,0.292841315,0.23785603,0.463325888,0.298818082,NA,NA,NA,NA,NA
3603,394,0,Rural,2023,primary and middle,NA,NA,Education,Kerala,0.030488113,0.541462123,0.524953961,0.019365467,0.213021755,0.340739578,0.446238667,0.116486952,0.370573282,0.315460503,0.313966185,390,1.1618,1.2857,0.2232,0.1178
3630,134,99,All,2023,primary and middle,NA,NA,Education,Kerala,0.043006297,0.517800152,0.49553147,0.01855983,0.249935314,0.298324764,0.451739907,0.099794365,0.280049235,0.394491076,0.325459659,134,1.1296,1.2818,0.2434,0.1235
3652,398,1,Urban,2023,primary and middle,NA,NA,Education,Kerala,0.059715413,0.489261299,0.460044861,0.01758815,0.300771892,0.239911973,0.459316134,0.082330368,0.155463085,0.503259063,0.341277868,394,1.0852,1.2764,0.2713,0.1313
3730,1388,0,Rural,2022,primary and middle,NA,NA,Education,Kerala,0.037183408,0.543625236,0.523411393,0.025406707,0.174936563,0.370262563,0.454800844,0.048546601,0.392109275,0.299319535,0.30857119,1357,1.0391,1.1765,0.2504,0.1282
3740,1124,99,All,2022,primary and middle,NA,NA,Education,Kerala,0.041754406,0.513366997,0.491931677,0.019647736,0.212611973,0.34322384,0.444164187,0.065484002,0.314140856,0.355660498,0.330198646,1097,1.0532,1.2076,0.2626,0.1358
3749,1392,1,Urban,2022,primary and middle,NA,NA,Education,Kerala,0.048147712,0.47628808,0.453355879,0.012590593,0.265914291,0.304970056,0.429115683,0.08482486,0.20383288,0.435370415,0.36079669,1361,1.0732,1.2515,0.2799,0.1465
3865,2387,0,Rural,2021,primary and middle,NA,NA,Education,Kerala,0.075651906,0.545407891,0.504146755,0.017144717,0.13749899,0.397414595,0.46508643,0.13729462,0.377032012,0.306662738,0.31630525,2329,0.9793,1.1506,0.28,0.143
3866,2123,99,All,2021,primary and middle,NA,NA,Education,Kerala,0.078037485,0.514879525,0.474699646,0.012892508,0.171728134,0.382594109,0.445677757,0.131370082,0.30176276,0.372228265,0.326008976,2069,1.0101,1.21,0.2984,0.1473
3870,2391,1,Urban,2021,primary and middle,NA,NA,Education,Kerala,0.080908515,0.482384354,0.443355352,0.008366346,0.213204846,0.364635617,0.422159523,0.125427514,0.210658655,0.45158723,0.337754101,2333,1.0474,1.282,0.3208,0.1524
3982,3386,0,Rural,2020,primary and middle,NA,NA,Education,Kerala,0.097384579,0.549900591,0.496348768,0.014204404,0.144388691,0.396304935,0.459306359,0.199055225,0.366515964,0.279147685,0.354336321,3301,1.0767,1.2434,0.2752,0.1438
3988,3122,99,All,2020,primary and middle,NA,NA,Education,Kerala,0.114067458,0.502765417,0.445416272,0.011509677,0.176851332,0.38123858,0.441910088,0.173299059,0.288460732,0.34493202,0.366607279,3041,1.0865,1.2641,0.2903,0.1555
3991,3390,1,Urban,2020,primary and middle,NA,NA,Education,Kerala,0.138596252,0.446494728,0.384612232,0.008292669,0.226819053,0.358047873,0.415133059,0.145087197,0.168205664,0.44628197,0.385512382,3305,1.1017,1.296,0.3135,0.1735
4080,4442,0,Rural,2019,primary and middle,NA,NA,Education,Kerala,0.098081514,0.512912512,0.462605268,0.022398245,0.174094722,0.365760833,0.46014446,0.237002835,0.31045267,0.368989527,0.320557803,4273,0.926,1.089,0.3547,0.2219
4085,4145,99,All,2019,primary and middle,NA,NA,Education,Kerala,0.106107377,0.482316017,0.431138724,0.018454302,0.203300104,0.335599154,0.461100727,0.204905346,0.249432951,0.413049251,0.337517798,4013,0.9241,1.1232,0.3731,0.2251
4089,4446,1,Urban,2019,primary and middle,NA,NA,Education,Kerala,0.116323657,0.448277116,0.396131873,0.014066623,0.24124366,0.296413213,0.462343127,0.170001701,0.1701563,0.470291495,0.359552205,4277,0.9216,1.1676,0.3969,0.2291
4140,5499,1,Urban,2018,primary and middle,NA,NA,Education,Kerala,0.046695825,0.469345599,0.447429121,0.013494502,0.221607566,0.364372611,0.414019823,0.201994926,0.127234787,0.46399495,0.408770263,5271,0.9452,1.1989,0.3684,0.1822
4141,5201,99,All,2018,primary and middle,NA,NA,Education,Kerala,0.047096126,0.48842895,0.465425819,0.012412039,0.193074733,0.399109721,0.407815546,0.224828601,0.227053821,0.390780449,0.38216573,4995,0.9707,1.1861,0.3301,0.1718
4142,5495,0,Rural,2018,primary and middle,NA,NA,Education,Kerala,0.047411676,0.504602075,0.480678022,0.011494651,0.170575395,0.426501393,0.402923226,0.243781224,0.305798769,0.33302322,0.361178011,5267,0.9908,1.1761,0.2998,0.1637
4252,6547,0,Rural,2017,primary and middle,NA,NA,Education,Kerala,0.052394856,0.4589279,0.434882432,0.01095195,0.189198464,0.377583712,0.433217824,0.284649879,0.304003209,0.350585282,0.345411509,6240,1.0306,1.2032,0.2794,0.1539
4261,6255,99,All,2017,primary and middle,NA,NA,Education,Kerala,0.0634652,0.449998438,0.421439201,0.009904851,0.201434255,0.364817142,0.433748603,0.273252338,0.241741046,0.400681168,0.357577771,5980,1.0155,1.2116,0.3104,0.1667
4285,6551,1,Urban,2017,primary and middle,NA,NA,Education,Kerala,0.079183891,0.437900513,0.403225839,0.008486207,0.219320953,0.346154541,0.434524506,0.246773332,0.150763586,0.473881274,0.375355154,6244,0.9935,1.2239,0.3556,0.1854
4370,7648,1,Urban,2011,primary and middle,NA,NA,Education,Kerala,0.027067317,0.491403341,0.478102356,0.015505672,0.241592512,0.399234205,0.359173268,0.128240868,0.094773427,0.505998909,0.399227679,NA,NA,NA,NA,NA
4423,7319,99,All,2011,primary and middle,NA,NA,Education,Kerala,0.056555219,0.525026381,0.495333403,0.01384229,0.138221562,0.477875322,0.383903116,0.167098939,0.271037996,0.360820383,0.368141621,NA,NA,NA,NA,NA
4426,7643,0,Rural,2011,primary and middle,NA,NA,Education,Kerala,0.065510891,0.536168158,0.50104332,0.01329109,0.105535567,0.502741694,0.391722709,0.17954962,0.326773018,0.314914823,0.35831216,NA,NA,NA,NA,NA
4575,397,1,Urban,2023,below primary,NA,NA,Education,Kerala,0.039800711,0.330710858,0.317548335,0.015737232,0.177921966,0.36807549,0.454002529,0.348692954,0.378927976,0.428745985,0.192326054,393,0.687,0.9201,0.4599,0.2609
4579,133,99,All,2023,below primary,NA,NA,Education,Kerala,0.043606799,0.357882679,0.342276543,0.019823845,0.154129371,0.398347557,0.447523057,0.660164416,0.531030297,0.334414959,0.134554744,133,0.7941,0.9802,0.4307,0.2706
4580,393,0,Rural,2023,below primary,NA,NA,Education,Kerala,0.045780752,0.375504732,0.358313829,0.022474183,0.140454441,0.415746629,0.443798959,1,0.618452072,0.28019762,0.101350322,389,0.8557,1.0148,0.414,0.2762
4687,1391,1,Urban,2022,below primary,NA,NA,Education,Kerala,0.05250017,0.291265905,0.275974393,0.015636969,0.210483983,0.322182238,0.467333794,0.393208832,0.328936905,0.373171598,0.297891498,1360,0.8256,1.0003,0.4083,0.2885
4691,1123,99,All,2022,below primary,NA,NA,Education,Kerala,0.062761925,0.320843548,0.300706804,0.018711414,0.128315553,0.443111926,0.428572536,0.538174748,0.539462924,0.255111456,0.205425635,1096,0.8174,1.0052,0.4009,0.2317
4694,1387,0,Rural,2022,below primary,NA,NA,Education,Kerala,0.067531839,0.336738378,0.313997805,0.020363601,0.089505926,0.50022918,0.410264879,0.589691699,0.638898134,0.199349508,0.161752343,1356,0.8136,1.0075,0.3975,0.2048
4799,2386,0,Rural,2021,below primary,NA,NA,Education,Kerala,0.076848738,0.328959137,0.303679049,0.020404605,0.115190201,0.466623098,0.418186694,0.684118867,0.669036448,0.196509674,0.134453848,2328,0.8022,1.0108,0.4208,0.2468
4802,2122,99,All,2021,below primary,NA,NA,Education,Kerala,0.083093002,0.336996019,0.308993995,0.020638907,0.135020971,0.456745535,0.408233494,0.454729468,0.516279519,0.289937168,0.193783343,2068,0.7671,1.0417,0.4701,0.2604
4803,2390,1,Urban,2021,below primary,NA,NA,Education,Kerala,0.090832591,0.347519517,0.315953434,0.020945704,0.159978732,0.444314212,0.395707041,0.300612926,0.324029297,0.407519042,0.268451661,2332,0.7228,1.0805,0.5321,0.2776
4915,3389,1,Urban,2020,below primary,NA,NA,Education,Kerala,0.094859637,0.288521528,0.261152506,0.006597004,0.229155317,0.380824476,0.390020192,0.449755698,0.292981744,0.41638574,0.290632516,3304,0.7913,1.1788,0.4929,0.2508
4917,3121,99,All,2020,below primary,NA,NA,Education,Kerala,0.110952266,0.322802484,0.286986798,0.009848077,0.154645786,0.425836563,0.419517666,0.574112058,0.479623944,0.255803525,0.264572501,3040,0.8102,1.1502,0.45,0.2283
4918,3385,0,Rural,2020,below primary,NA,NA,Education,Kerala,0.119149379,0.343597442,0.302658021,0.011820192,0.115437217,0.449522913,0.435039878,0.637260973,0.577315629,0.17175214,0.250932276,3300,0.8201,1.1351,0.4274,0.2164
5019,4445,1,Urban,2019,below primary,NA,NA,Education,Kerala,0.095867313,0.294957131,0.26668039,0.005732218,0.23352851,0.390694767,0.375776708,0.645757914,0.233362138,0.460699826,0.305938035,4276,0.7678,1.0345,0.4673,0.2959
5024,4144,99,All,2019,below primary,NA,NA,Education,Kerala,0.100958742,0.310561001,0.27920714,0.00710904,0.154961213,0.433044553,0.411994249,0.753042519,0.379235357,0.349275976,0.271488667,4012,0.7714,0.9861,0.4353,0.2714
5027,4441,0,Rural,2019,below primary,NA,NA,Education,Kerala,0.10439916,0.322074294,0.288450003,0.008124928,0.101365447,0.46193403,0.436700523,0.873586476,0.478744745,0.273266673,0.247988567,4272,0.7739,0.953,0.4132,0.2545
5080,5498,1,Urban,2018,below primary,NA,NA,Education,Kerala,0.035687633,0.289928436,0.279581577,0.007847954,0.190150321,0.397810936,0.412038743,0.437017977,0.309745163,0.41455707,0.275697738,5270,0.7432,1.1016,0.477,0.2384
5117,5200,99,All,2018,below primary,NA,NA,Education,Kerala,0.06157022,0.337878466,0.317075223,0.009771976,0.112076834,0.510988414,0.376934767,0.864009798,0.450528711,0.269744545,0.279726744,4994,0.6533,0.9613,0.5055,0.2637
5132,5494,0,Rural,2018,below primary,NA,NA,Education,Kerala,0.073137812,0.36484611,0.338162065,0.010854069,0.075773917,0.56361407,0.360612005,1,0.515990794,0.202409029,0.281600147,5266,0.6115,0.8961,0.5188,0.2755
5245,6550,1,Urban,2017,below primary,NA,NA,Education,Kerala,0.078002051,0.250384867,0.230854347,0.007018819,0.253942132,0.33490485,0.411153018,0.421665788,0.163199052,0.485081762,0.351719171,6243,0.8322,1.1053,0.4488,0.2218
5249,6254,99,All,2017,below primary,NA,NA,Education,Kerala,0.100588866,0.28711915,0.258238167,0.010671491,0.192492217,0.476466656,0.331041098,0.521131933,0.344263524,0.349580348,0.306156129,5979,0.8403,1.1281,0.4295,0.2087
5250,6546,0,Rural,2017,below primary,NA,NA,Education,Kerala,0.110891007,0.307710141,0.273587853,0.012718957,0.163427338,0.543423295,0.293149382,0.536635995,0.429904312,0.285490185,0.284605503,6239,0.8442,1.1389,0.4204,0.2026
5328,7647,1,Urban,2011,below primary,NA,NA,Education,Kerala,0.024054019,0.343101352,0.334848374,0.010525966,0.15378882,0.505818307,0.340392888,0.006392598,0.180315107,0.479569912,0.340114981,NA,NA,NA,NA,NA
5343,7318,99,All,2011,below primary,NA,NA,Education,Kerala,0.031933714,0.375527501,0.363535523,0.01113047,0.089210086,0.522500217,0.38828969,0.017659379,0.39437595,0.246136904,0.359487146,NA,NA,NA,NA,NA
5346,7642,0,Rural,2011,below primary,NA,NA,Education,Kerala,0.033655461,0.383445919,0.370540857,0.011278088,0.074959159,0.526181519,0.398859322,0.021803366,0.441613883,0.194624007,0.363762081,NA,NA,NA,NA,NA
5456,980,1,Urban,2023,NA,NA,NA,All,Kerala,0.097443797,0.492606878,0.44460538,0.014753762,0.462925851,0.15494144,0.382132739,0.232500538,0.122010171,0.624108791,0.253881037,955,1.5589,1.714,0.2226,0.1148
5460,914,99,All,2023,NA,NA,NA,All,Kerala,0.099271975,0.508893549,0.458374679,0.019029438,0.38852185,0.206714541,0.404763609,0.281625837,0.228224993,0.528381526,0.243393481,890,1.4694,1.597,0.2172,0.1216
5462,979,0,Rural,2023,NA,NA,NA,All,Kerala,0.100836374,0.523710191,0.470901161,0.022919195,0.324630141,0.251172841,0.424197048,0.326643258,0.319457144,0.446157575,0.234385297,954,1.3925,1.4966,0.2125,0.1274
5568,637,0,Rural,2023,NA,0,NA,Youth,Kerala,0.042332273,0.564160466,0.540278256,0.028616201,0.278934032,0.254755765,0.466310203,NA,0.360178918,0.412608802,0.227212265,623,1.3355,1.4468,0.2298,0.1372
5578,507,99,All,2023,NA,0,NA,Youth,Kerala,0.050393302,0.546448886,0.518911541,0.023390545,0.338942826,0.212605566,0.448451608,NA,0.260828227,0.500386715,0.238785073,495,1.3985,1.5293,0.2335,0.1325
5584,639,1,Urban,2023,NA,0,NA,Youth,Kerala,0.059901539,0.526935995,0.495371729,0.017633418,0.411069632,0.161943674,0.426986694,NA,0.141450882,0.605858445,0.252690673,625,1.4743,1.6285,0.238,0.1268
5676,640,1,Urban,2023,NA,1,NA,Youth,Kerala,0.262707084,0.382818997,0.282249719,0.005544348,0.753990769,0.115638427,0.130370811,0.232500538,0.012890954,0.726546586,0.260562479,626,2.0339,2.1943,0.1362,0.0476
