,sector,sector_type,year,state,sex1_female,sex1_male,youth,working_age,working_age_female,working_age_male,age_cohort_1,age_cohort_2,age_cohort_3,age_cohort_4,age_cohort_female_1,age_cohort_female_2,age_cohort_female_3,age_cohort_female_4,age_cohort_male_1,age_cohort_male_2,age_cohort_male_3,age_cohort_male_4
44,1,Urban,2023,Punjab,0.487902075,0.512097925,0.260680467,0.7805565,0.774203241,0.786609471,0.333967477,0.320720255,0.250962794,0.094349474,0.327692986,0.321012586,0.254876941,0.096417464,0.339851201,0.320446134,0.247292399,0.092410266
113,99,All,2022,Punjab,0.490375429,0.509624571,0.26604259,0.790098667,0.78850317,0.791633904,0.336720705,0.291512817,0.264900982,0.106865503,0.316880643,0.299077243,0.273900658,0.110141441,0.355735868,0.284262896,0.256275475,0.103725761
150,0,Rural,2022,Punjab,0.49311316,0.50688684,0.26633653,0.785460949,0.786875486,0.784084857,0.339083105,0.287708431,0.263566434,0.109642051,0.323166549,0.293486863,0.271443605,0.111902967,0.354622245,0.282067001,0.255876034,0.107434742
151,1,Urban,2022,Punjab,0.48542285,0.51457715,0.265510827,0.798488379,0.79149425,0.805086195,0.332516819,0.298282772,0.26727581,0.101924606,0.305396557,0.309290648,0.278389603,0.106923208,0.357668608,0.288073868,0.256968707,0.09728881
221,99,All,2021,Punjab,0.474410176,0.525589824,0.274528265,0.796559274,0.802313566,0.791365325,0.344642609,0.288013369,0.264509916,0.102834113,0.316890687,0.297483593,0.280707717,0.104918011,0.370038718,0.279347032,0.249687135,0.100927122
258,0,Rural,2021,Punjab,0.476736814,0.523263186,0.285890192,0.796555877,0.809554279,0.784713149,0.358907908,0.270552009,0.265663087,0.104877003,0.331793517,0.281290531,0.281435907,0.105480053,0.384393394,0.260458559,0.250837833,0.104310185
259,1,Urban,2021,Punjab,0.469933301,0.530066699,0.252666205,0.79656589,0.788179636,0.804000795,0.317194343,0.321611255,0.262291044,0.098903336,0.287011325,0.329949826,0.279247701,0.103791133,0.343426734,0.314364135,0.247553855,0.094655305
329,99,All,2020,Punjab,0.489278555,0.510721445,0.261615664,0.777797818,0.788847685,0.767211854,0.336354345,0.303140581,0.264329761,0.096175313,0.321914643,0.308662027,0.277670592,0.091752738,0.350577891,0.297701746,0.251188666,0.100531697
366,0,Rural,2020,Punjab,0.495184213,0.504815787,0.260056257,0.771115839,0.785429835,0.757074952,0.337246686,0.306367546,0.257330149,0.099055618,0.329714298,0.308046341,0.274140537,0.088098809,0.344912082,0.304659098,0.240222916,0.110205911
367,1,Urban,2020,Punjab,0.479638219,0.520361781,0.264161229,0.788705349,0.794607699,0.783264875,0.334930182,0.297990412,0.275500983,0.091578424,0.308921754,0.309687704,0.283551008,0.097839534,0.359250367,0.287052423,0.267973512,0.085723728
437,99,All,2019,Punjab,0.477390528,0.522609472,0.277926177,0.789993644,0.792818248,0.787413418,0.351808131,0.286997408,0.265389413,0.095805041,0.327597767,0.295548409,0.280018598,0.096835203,0.374075472,0.279132664,0.25193432,0.094857559
474,0,Rural,2019,Punjab,0.478691727,0.521308273,0.287457705,0.801047683,0.800188422,0.801836729,0.358852178,0.268324435,0.275626093,0.097197294,0.328314334,0.280333459,0.296017855,0.095334366,0.386835933,0.257319808,0.256939828,0.098904423
475,1,Urban,2019,Punjab,0.475235552,0.524764448,0.262140751,0.771686673,0.780523479,0.763683915,0.339698404,0.31909883,0.247791186,0.093411565,0.326372296,0.321569055,0.252656698,0.099401943,0.35203287,0.316812426,0.243287727,0.087866955
545,99,All,2018,Punjab,0.475528985,0.524471015,0.277913809,0.782115757,0.786493361,0.778146625,0.355335921,0.292119682,0.261658847,0.090885565,0.331699222,0.303983778,0.277612031,0.086704984,0.376996785,0.281247318,0.247039199,0.09471669
582,0,Rural,2018,Punjab,0.482029498,0.517970502,0.281327903,0.78997767,0.793568373,0.786636174,0.356121331,0.283414781,0.263321131,0.097142771,0.330947816,0.296941608,0.28279689,0.089313708,0.379754543,0.270715624,0.245037049,0.104492791
583,1,Urban,2018,Punjab,0.465182573,0.534817427,0.272479862,0.769602418,0.774824739,0.765060067,0.354052752,0.306341469,0.258943021,0.080662742,0.332968503,0.315879196,0.268853903,0.082298413,0.372625858,0.297939718,0.25021252,0.079221889
653,99,All,2017,Punjab,0.479735076,0.520264924,0.284453154,0.788054883,0.787677705,0.788402677,0.360956013,0.276281357,0.266655624,0.096107006,0.336763233,0.289685279,0.28227073,0.091280766,0.38324362,0.263932973,0.252270222,0.100553177
690,0,Rural,2017,Punjab,0.483740062,0.516259938,0.289583027,0.797432721,0.793611586,0.801013172,0.363144159,0.261623859,0.272949219,0.102282763,0.338611782,0.281760961,0.28728655,0.09234073,0.385918826,0.242929578,0.259639144,0.11151246
691,1,Urban,2017,Punjab,0.473270267,0.526729733,0.276172549,0.772917271,0.777887464,0.768451512,0.357311904,0.300691843,0.256174326,0.085821927,0.333651632,0.303023964,0.273827821,0.089496575,0.378831834,0.298570693,0.240117773,0.082479693
11,99,All,2023,Rajasthan,0.499828488,0.500171512,0.287073106,0.732989132,0.744703412,0.721282899,0.39164716,0.281664938,0.236939192,0.08974871,0.384197503,0.283216983,0.242059544,0.090525977,0.399333447,0.280063599,0.231656209,0.088946752
52,0,Rural,2023,Rajasthan,0.507178307,0.492821693,0.286082536,0.716023088,0.730276108,0.701354802,0.399543732,0.267198145,0.236963362,0.096294738,0.398271263,0.269533515,0.235091761,0.097103469,0.400907308,0.264695644,0.238968924,0.095428132
53,1,Urban,2023,Rajasthan,0.479721218,0.520278782,0.28978309,0.779403925,0.78643173,0.772923887,0.3718009,0.31802389,0.236878455,0.073296733,0.346398264,0.319967955,0.260773629,0.072860159,0.395632654,0.316200078,0.214460954,0.073706314
118,99,All,2022,Rajasthan,0.488038987,0.511961013,0.298146218,0.735686481,0.744382322,0.727396965,0.405262619,0.262222588,0.239103675,0.09341111,0.39412424,0.269100428,0.240964144,0.095811203,0.416128486,0.255513042,0.237288743,0.091069736
160,0,Rural,2022,Rajasthan,0.493236154,0.506763846,0.296381712,0.722813308,0.732129097,0.71374619,0.410039097,0.256992847,0.234713033,0.098255016,0.40231809,0.262871593,0.234529927,0.100280374,0.417747527,0.251123667,0.23489584,0.096232958
161,1,Urban,2022,Rajasthan,0.471502751,0.528497249,0.303760469,0.776645839,0.785166204,0.76904434,0.391118407,0.277709007,0.252105355,0.079067223,0.368693799,0.288432181,0.26093331,0.081940733,0.411544085,0.267941713,0.244064331,0.076449849
226,99,All,2021,Rajasthan,0.493602365,0.506397635,0.300068021,0.739381611,0.745503068,0.733414769,0.405836493,0.267052948,0.237456962,0.089653611,0.393215209,0.274878412,0.235010833,0.096895561,0.418341637,0.259299457,0.239880592,0.082478292
268,0,Rural,2021,Rajasthan,0.498896927,0.501103073,0.303190947,0.727824807,0.731896043,0.723771453,0.416571349,0.255004615,0.235954002,0.092470042,0.404830456,0.262642682,0.232734069,0.099792778,0.428391784,0.247314781,0.239195749,0.085097708
269,1,Urban,2021,Rajasthan,0.478367716,0.521632284,0.291082114,0.772635221,0.786336184,0.760070622,0.376739383,0.299710244,0.241530776,0.08201959,0.360772282,0.309054375,0.241370112,0.088803254,0.391888171,0.290845007,0.2416832,0.0755836
334,99,All,2020,Rajasthan,0.484294683,0.515705317,0.301154077,0.726530075,0.739373565,0.714468896,0.414510131,0.263355345,0.23736912,0.08476539,0.407697618,0.266791791,0.240811482,0.084699087,0.421130717,0.260015726,0.234023735,0.084829822
376,0,Rural,2020,Rajasthan,0.485722214,0.514277786,0.300289929,0.715245426,0.728394449,0.70282656,0.419841796,0.256132364,0.236597627,0.087428212,0.414582729,0.257472992,0.241291165,0.086653113,0.424989551,0.254820108,0.232003435,0.088186912
377,1,Urban,2020,Rajasthan,0.479281127,0.520718873,0.304189116,0.766162813,0.778451443,0.754852116,0.39702937,0.287037224,0.239898577,0.076034829,0.384767413,0.297827303,0.239213943,0.078191362,0.408668369,0.276795328,0.240548432,0.073987857
442,99,All,2019,Rajasthan,0.486471593,0.513528407,0.285594046,0.712449491,0.725473881,0.700111389,0.400862157,0.270634651,0.237559482,0.090943702,0.394690394,0.266869247,0.244946912,0.093493454,0.406920552,0.274330914,0.230307758,0.088440791
484,0,Rural,2019,Rajasthan,0.491080761,0.508919239,0.282126486,0.703031898,0.716881573,0.689667702,0.401299685,0.262041688,0.240034536,0.096624099,0.393672615,0.25875932,0.248173103,0.09939494,0.408949822,0.26533398,0.231871337,0.093844876
485,1,Urban,2019,Rajasthan,0.472973019,0.527026981,0.295749247,0.740030169,0.751600921,0.729646206,0.399644852,0.294542164,0.230673358,0.075139634,0.397642165,0.290390372,0.235590011,0.076377437,0.401496172,0.298380226,0.226128221,0.073995367
550,99,All,2018,Rajasthan,0.48743704,0.51256296,0.288089991,0.714049339,0.728209317,0.700583458,0.403459519,0.282054096,0.221056744,0.09342964,0.397106439,0.287661016,0.222984433,0.092248105,0.409739405,0.276511788,0.219151258,0.094597556
592,0,Rural,2018,Rajasthan,0.488204509,0.511795491,0.283920646,0.700009704,0.715698957,0.685043633,0.405595303,0.27905789,0.217537463,0.097809359,0.397411406,0.287390351,0.220523566,0.094674654,0.413751274,0.270753801,0.214561537,0.100933388
593,1,Urban,2018,Rajasthan,0.48508963,0.51491037,0.300842464,0.756991327,0.76671958,0.747826457,0.397418648,0.290528625,0.231010646,0.081042059,0.396230042,0.288438767,0.230055571,0.085275605,0.398566723,0.292547196,0.231933147,0.076952927
658,99,All,2017,Rajasthan,0.48347789,0.51652211,0.277194768,0.70553714,0.713292122,0.698278308,0.392884731,0.29284066,0.223641232,0.090633363,0.378165394,0.301400214,0.230954632,0.089479759,0.40695864,0.284656465,0.216648519,0.091736384
700,0,Rural,2017,Rajasthan,0.486246347,0.513753653,0.270578623,0.696080208,0.705563962,0.687104285,0.388717562,0.290028602,0.225507855,0.095745973,0.377459258,0.298207104,0.233066484,0.091267169,0.399659365,0.282080024,0.218161732,0.100098871
701,1,Urban,2017,Rajasthan,0.474310428,0.525689572,0.299103469,0.736852765,0.739527225,0.734439731,0.405920267,0.301637322,0.217802137,0.074640281,0.380452454,0.311742127,0.224114746,0.083690681,0.429058135,0.292456955,0.212067038,0.066417873
14,99,All,2023,Sikkim,0.460217059,0.539782941,0.272581071,0.809561968,0.834685028,0.788142145,0.33670193,0.340227306,0.256020814,0.067049958,0.332626641,0.343227416,0.257920027,0.066225909,0.340381682,0.337518364,0.254305959,0.067794025
58,0,Rural,2023,Sikkim,0.468066812,0.531933188,0.249837726,0.810393095,0.840935528,0.783517778,0.308292001,0.334861398,0.279705465,0.077141128,0.318488181,0.332092345,0.276690394,0.072729111,0.298662573,0.337476522,0.282552987,0.081307925
59,1,Urban,2023,Sikkim,0.434142053,0.565857947,0.348129123,0.806801081,0.812299907,0.802582204,0.431493133,0.358130962,0.17699571,0.03338021,0.385046303,0.384511679,0.188327283,0.042114738,0.467559934,0.337645859,0.168196544,0.026597694
121,99,All,2022,Sikkim,0.47938624,0.52061376,0.235569909,0.822760463,0.818540931,0.826645792,0.286316514,0.376660526,0.273636043,0.063386925,0.285238326,0.374981135,0.27353695,0.066243596,0.287299603,0.378191739,0.273726374,0.060782269
166,0,Rural,2022,Sikkim,0.488677591,0.511322409,0.218986422,0.829106867,0.825391769,0.832657516,0.264123261,0.366983682,0.295630425,0.073262654,0.264048278,0.364759117,0.296943307,0.074249297,0.26419431,0.369091153,0.294386625,0.072327942
167,1,Urban,2022,Sikkim,0.444290578,0.555709422,0.298209608,0.798788428,0.790078521,0.805752039,0.373327374,0.414599568,0.187404886,0.024668146,0.377209306,0.419347674,0.171946496,0.031496525,0.37028417,0.410877287,0.199523494,0.01931504
229,99,All,2021,Sikkim,0.483483493,0.516516507,0.264488131,0.816009998,0.821560681,0.810814261,0.324123651,0.349489987,0.247813731,0.078572631,0.336502492,0.338417679,0.253917009,0.071162842,0.312382877,0.35999158,0.242025077,0.085600466
274,0,Rural,2021,Sikkim,0.487646669,0.512353331,0.253890753,0.821542978,0.82121712,0.821853161,0.309041321,0.340206295,0.262284428,0.088467963,0.330090851,0.320678443,0.274135828,0.075094901,0.289022386,0.358778089,0.251013249,0.101186298
275,1,Urban,2021,Sikkim,0.46779713,0.53220287,0.304417878,0.795162201,0.82291013,0.770772219,0.382837445,0.385630488,0.191480905,0.040051155,0.361634105,0.407949895,0.17466557,0.055750422,0.402735531,0.364685059,0.207261086,0.025318328
337,99,All,2020,Sikkim,0.477669001,0.522330999,0.28653124,0.848249972,0.862798333,0.834945619,0.337791026,0.318447948,0.281804085,0.061956946,0.343370259,0.333237082,0.26778391,0.055608768,0.332518667,0.304472178,0.295053184,0.067955986
382,0,Rural,2020,Sikkim,0.479485095,0.520514905,0.286137521,0.860440254,0.882799923,0.839843094,0.332547814,0.291274905,0.302584082,0.073593214,0.336959153,0.309489757,0.28897059,0.064580515,0.328276336,0.273637623,0.315765917,0.082320131
383,1,Urban,2020,Sikkim,0.472966462,0.527033538,0.287550718,0.81668514,0.810293376,0.822421193,0.352094948,0.392577976,0.225114718,0.030212343,0.361705571,0.40115267,0.207191527,0.029950229,0.343597442,0.384996444,0.240962014,0.030444099
445,99,All,2019,Sikkim,0.456956238,0.543043762,0.28008613,0.811884701,0.824908495,0.800925553,0.344982624,0.339063168,0.240456089,0.075498119,0.345856696,0.360475868,0.22583507,0.067832366,0.344225109,0.32050544,0.253127664,0.082141787
490,0,Rural,2019,Sikkim,0.456597656,0.543402344,0.256707549,0.809708536,0.820124507,0.800956488,0.317036957,0.329108983,0.265301406,0.088552624,0.310834974,0.362209141,0.248141587,0.078814298,0.322372973,0.300630748,0.280065119,0.096931145
491,1,Urban,2019,Sikkim,0.458018064,0.541981936,0.349314272,0.818328738,0.839030862,0.800833821,0.426863015,0.368228763,0.167659625,0.037248597,0.446911067,0.355474561,0.161470145,0.036144249,0.409112722,0.379521191,0.173139706,0.03822637
553,99,All,2018,Sikkim,0.474724591,0.525275409,0.294779688,0.809537768,0.786251068,0.830583453,0.364133328,0.355637401,0.221473649,0.058755625,0.35947299,0.369913101,0.223705202,0.046908721,0.368120372,0.343424171,0.219564497,0.068890944
598,0,Rural,2018,Sikkim,0.483257413,0.516742587,0.284645289,0.805463135,0.780828178,0.828501761,0.353393316,0.357881784,0.224458218,0.064266682,0.34759745,0.374218762,0.231922552,0.046261244,0.358501732,0.343482584,0.217879266,0.080136426
599,1,Urban,2018,Sikkim,0.450848341,0.549151659,0.323137403,0.820939243,0.802516043,0.836064577,0.39361915,0.349475592,0.213279739,0.0436255,0.394128859,0.357348025,0.199724883,0.048798233,0.393217474,0.343271792,0.223961607,0.039549142
661,99,All,2017,Sikkim,0.485103905,0.514896095,0.279295057,0.800244451,0.777894199,0.82130152,0.349012196,0.389128,0.200946078,0.060913723,0.342989326,0.398098797,0.202780247,0.056131635,0.354386687,0.381122947,0.199309379,0.065180995
706,0,Rural,2017,Sikkim,0.493916571,0.506083429,0.251149267,0.7874102,0.761922777,0.812284827,0.318956077,0.395528585,0.213906482,0.071608834,0.312626511,0.404241949,0.218124345,0.065007202,0.324750483,0.387551963,0.210045248,0.07765229
707,1,Urban,2017,Sikkim,0.461314708,0.538685292,0.35527274,0.83488971,0.824055016,0.844168246,0.42553255,0.372832596,0.167949975,0.033684857,0.424127519,0.381682575,0.161776349,0.032413557,0.426707119,0.365434319,0.173110932,0.034747623
35,99,All,2023,Tamil Nadu,0.510999024,0.489000976,0.220648646,0.802850306,0.815255523,0.789887011,0.274831593,0.295050293,0.308434874,0.121683218,0.266033143,0.290708661,0.31947583,0.123782367,0.284321159,0.299732953,0.2965267,0.119419187
100,0,Rural,2023,Tamil Nadu,0.506861508,0.493138492,0.217735678,0.802416503,0.820539773,0.78378886,0.271349967,0.289489806,0.312316746,0.126843512,0.255919099,0.287231922,0.328162909,0.128686056,0.287953883,0.291919321,0.295265913,0.12486089
101,1,Urban,2023,Tamil Nadu,0.515898943,0.484101057,0.224098355,0.803364098,0.809107304,0.797243595,0.278949946,0.301627636,0.30384317,0.115579285,0.277967274,0.29481107,0.30922544,0.117996216,0.280012697,0.309000045,0.298022002,0.112965263
142,99,All,2022,Tamil Nadu,0.501847208,0.498152792,0.232624978,0.804730117,0.818296373,0.79106319,0.289072067,0.291820079,0.302258402,0.116849467,0.270272911,0.304512531,0.301635206,0.123579338,0.308662593,0.278593272,0.302907854,0.109836295
208,0,Rural,2022,Tamil Nadu,0.501280129,0.498719871,0.224584699,0.793407559,0.816133738,0.770564735,0.283063471,0.304276019,0.297777116,0.1148834,0.264172971,0.321417838,0.288600981,0.125808224,0.30317384,0.286027282,0.307545781,0.103253126
209,1,Urban,2022,Tamil Nadu,0.50260675,0.49739325,0.243393496,0.819894612,0.821185291,0.818590403,0.296859503,0.275676519,0.308066398,0.119397603,0.278371036,0.282069623,0.318939,0.120620348,0.315600961,0.269195914,0.297044992,0.118158124
250,99,All,2021,Tamil Nadu,0.506516695,0.493483305,0.229736969,0.799034595,0.809360683,0.788435817,0.287518173,0.295985967,0.295773566,0.120722279,0.279299706,0.299711049,0.299679369,0.121309862,0.296177536,0.292061031,0.291658223,0.12010318
316,0,Rural,2021,Tamil Nadu,0.513732672,0.486267328,0.222001195,0.782915533,0.793935001,0.771273673,0.283557028,0.299176484,0.290278345,0.126988113,0.280890554,0.305152535,0.290226698,0.123730198,0.286456883,0.292677402,0.290334553,0.130531177
317,1,Urban,2021,Tamil Nadu,0.497181326,0.502818674,0.239744768,0.819887936,0.829981327,0.809907734,0.292411625,0.29204452,0.302562177,0.112981677,0.277265489,0.292752951,0.311766624,0.11821492,0.307759136,0.291326672,0.293235332,0.107678853
358,99,All,2020,Tamil Nadu,0.509624183,0.490375817,0.241443083,0.808528721,0.824291945,0.792146742,0.298620313,0.282347441,0.315220535,0.103811719,0.290779442,0.293151081,0.309791952,0.106277525,0.307099611,0.270664126,0.321091145,0.101145133
424,0,Rural,2020,Tamil Nadu,0.509940207,0.490059793,0.246793136,0.803194284,0.829635918,0.775679886,0.307264566,0.27545622,0.311555743,0.105723485,0.301116854,0.293794096,0.30028531,0.104803741,0.314106643,0.255047113,0.324099153,0.106747106
425,1,Urban,2020,Tamil Nadu,0.509250462,0.490749538,0.235115767,0.814837575,0.817963183,0.811594188,0.288543105,0.290380985,0.319492847,0.101583049,0.278362453,0.292378694,0.32121107,0.108047791,0.299190462,0.288291693,0.317695886,0.094821952
466,99,All,2019,Tamil Nadu,0.511588871,0.488411129,0.243427098,0.797918439,0.805075467,0.790421724,0.305077672,0.28745535,0.299956024,0.107510954,0.301530927,0.291721642,0.29772833,0.109019108,0.308861583,0.28290379,0.302332669,0.105901949
532,0,Rural,2019,Tamil Nadu,0.509573042,0.490426958,0.239980906,0.786067605,0.797558844,0.774127781,0.305292964,0.290685713,0.296124339,0.107896976,0.300692677,0.304439783,0.285503119,0.109364443,0.31021753,0.275962144,0.307494253,0.106326073
533,1,Urban,2019,Tamil Nadu,0.513881266,0.486118734,0.247346133,0.811395347,0.813551843,0.809115648,0.304840475,0.283896446,0.304177433,0.107085668,0.302457631,0.277661592,0.311243445,0.108637333,0.307373196,0.290523469,0.29666692,0.1054364
574,99,All,2018,Tamil Nadu,0.517456472,0.482543528,0.247698441,0.800453246,0.807896316,0.792471588,0.309447736,0.285601109,0.288992941,0.115958229,0.302636743,0.292287439,0.288717151,0.116358645,0.316893667,0.278291434,0.289294422,0.115520477
640,0,Rural,2018,Tamil Nadu,0.52807653,0.47192347,0.236248314,0.79318738,0.800112069,0.785438657,0.297846794,0.280012369,0.295117855,0.127022997,0.300085843,0.284695029,0.294403881,0.120815255,0.295294523,0.274674624,0.295931727,0.134099141
641,1,Urban,2018,Tamil Nadu,0.505345583,0.494654417,0.260755867,0.808739007,0.817172587,0.800123155,0.322422743,0.291851819,0.28214255,0.103582896,0.30561316,0.301146179,0.282081962,0.111158721,0.339961588,0.282154232,0.28220576,0.095678411
682,99,All,2017,Tamil Nadu,0.506640732,0.493359268,0.244650424,0.79528749,0.806480408,0.783793271,0.307625115,0.290305406,0.291839242,0.1102302,0.300759107,0.298517853,0.286827564,0.113895446,0.314880073,0.281627774,0.297134817,0.106357343
748,0,Rural,2017,Tamil Nadu,0.506525099,0.493474901,0.242254287,0.791050017,0.80116874,0.780663669,0.306243956,0.280381918,0.306092948,0.107281171,0.294216514,0.291046619,0.306999266,0.107737608,0.318913758,0.269147635,0.30513826,0.106800362
749,1,Urban,2017,Tamil Nadu,0.506774783,0.493225217,0.247427613,0.800198913,0.812633812,0.787422359,0.309207648,0.301675588,0.275507629,0.11360915,0.308231533,0.307050914,0.263789117,0.120928414,0.310242683,0.295975745,0.287933558,0.105848029
38,99,All,2023,Telangana,0.506121099,0.493878901,0.247150436,0.771712363,0.781621635,0.76155746,0.320262372,0.312262982,0.273405999,0.094068654,0.309015572,0.310599059,0.281434059,0.098951273,0.3320916,0.314013034,0.264962196,0.08893317
106,0,Rural,2023,Telangana,0.516548574,0.483451426,0.233838096,0.780573547,0.788957655,0.771615505,0.29957214,0.300075561,0.292342693,0.108009584,0.285896182,0.295369208,0.303783387,0.114951238,0.314512789,0.305217147,0.279844046,0.100425996
107,1,Urban,2023,Telangana,0.490275919,0.509724081,0.267379373,0.758247256,0.769876778,0.747061431,0.352628201,0.331327796,0.243783221,0.072260767,0.346946985,0.33558628,0.244766161,0.072700568,0.358259559,0.327106684,0.242808908,0.071824826
145,99,All,2022,Telangana,0.497842044,0.502157956,0.265376925,0.780620515,0.778923094,0.782303393,0.339956373,0.316214293,0.255150944,0.088678397,0.320581347,0.322556436,0.265149862,0.091712341,0.359081835,0.309953868,0.245280772,0.085683517
214,0,Rural,2022,Telangana,0.50258857,0.49741143,0.255031765,0.779446244,0.776654541,0.782267094,0.327196062,0.303768694,0.269074619,0.099960625,0.302968979,0.315395564,0.273807943,0.107827522,0.351499707,0.292105108,0.264326334,0.092068873
215,1,Urban,2022,Telangana,0.489806294,0.510193706,0.282890946,0.782608509,0.782863855,0.782363355,0.361471862,0.337199211,0.231673822,0.069655091,0.350934058,0.33489728,0.250228792,0.063939869,0.371595025,0.339410603,0.213848919,0.075145438
253,99,All,2021,Telangana,0.488441974,0.511558026,0.260094434,0.779093802,0.797737956,0.7612921,0.333842278,0.317586809,0.258072466,0.090498447,0.326573849,0.321349949,0.263267666,0.088808544,0.341114491,0.313821703,0.252874553,0.092189237
322,0,Rural,2021,Telangana,0.486886978,0.513113022,0.251478881,0.780048311,0.806032777,0.755391955,0.322388858,0.302594304,0.269082069,0.105934761,0.3156223,0.308877021,0.272812396,0.102688283,0.329239994,0.296233058,0.265305132,0.109221831
323,1,Urban,2021,Telangana,0.491334319,0.508665681,0.276119739,0.777318358,0.782449007,0.77236259,0.355220884,0.345571429,0.23752223,0.061685447,0.347368151,0.345033079,0.245144516,0.062454268,0.362905115,0.346098244,0.230063498,0.060933124
361,99,All,2020,Telangana,0.492590874,0.507409126,0.280117631,0.794847071,0.801774323,0.788122118,0.352417022,0.308259606,0.27255255,0.066770837,0.331776202,0.325781614,0.272584796,0.069857374,0.372802138,0.290954649,0.272520691,0.063722536
430,0,Rural,2020,Telangana,0.494577378,0.505422622,0.272544712,0.801420271,0.809534609,0.793480098,0.340077162,0.292919815,0.293652922,0.073350094,0.310386956,0.319522828,0.293758065,0.076332174,0.369718105,0.266360968,0.293547958,0.070372961
431,1,Urban,2020,Telangana,0.489689857,0.510310143,0.291176796,0.785247862,0.790328503,0.7803725,0.37080878,0.331122547,0.241103798,0.056964882,0.364090621,0.335237235,0.240596727,0.060075402,0.377337694,0.327123731,0.241596594,0.053941965
469,99,All,2019,Telangana,0.496031374,0.503968626,0.274992645,0.80331856,0.815613866,0.79121685,0.3423208,0.28640452,0.288466871,0.082807809,0.32998839,0.298242331,0.291279495,0.080489784,0.354833245,0.274393857,0.285613239,0.085159674
538,0,Rural,2019,Telangana,0.509601712,0.490398288,0.263882816,0.812597454,0.826383114,0.798272014,0.324739903,0.276802808,0.309111297,0.089345999,0.319036663,0.290653586,0.306804806,0.083504952,0.330875158,0.261902779,0.311592549,0.095629528
539,1,Urban,2019,Telangana,0.476031691,0.523968309,0.291366071,0.789643466,0.798623145,0.78148526,0.368984371,0.30096665,0.257157117,0.072891854,0.347867697,0.310631365,0.265933573,0.075567372,0.388589859,0.291993618,0.24900873,0.070407808
577,99,All,2018,Telangana,0.501054704,0.498945296,0.282657504,0.791906476,0.801022708,0.782751679,0.356932938,0.296250343,0.263590246,0.083226457,0.355011493,0.29824847,0.271802992,0.074937031,0.35890758,0.294196934,0.255150259,0.091745228
646,0,Rural,2018,Telangana,0.506800294,0.493199706,0.26785621,0.793961883,0.80967766,0.777812779,0.337366581,0.290021747,0.274561197,0.09805046,0.336640775,0.284680575,0.29440704,0.084271617,0.338142961,0.295735091,0.253332615,0.112789318
647,1,Urban,2018,Telangana,0.493101329,0.506898671,0.303146303,0.789061248,0.788709283,0.789403617,0.384186,0.304925859,0.248309344,0.062578805,0.381842583,0.318064868,0.238789007,0.061303541,0.386463642,0.292155713,0.257562399,0.063818261
685,99,All,2017,Telangana,0.48969391,0.51030609,0.287239522,0.78656733,0.798880219,0.774751782,0.365181088,0.300819308,0.251866043,0.082133569,0.362358421,0.304417729,0.254117846,0.079105988,0.367974102,0.297258675,0.249637872,0.085129336
754,0,Rural,2017,Telangana,0.489906609,0.510093391,0.280996412,0.791443944,0.801651359,0.78164053,0.355042726,0.285999119,0.263094962,0.095863178,0.339158446,0.300877392,0.267952293,0.092011869,0.370688975,0.271343827,0.258310437,0.099656761
755,1,Urban,2017,Telangana,0.489385098,0.510614902,0.296303838,0.779486954,0.794852436,0.764760256,0.380126745,0.322666764,0.235312685,0.061893798,0.396366745,0.309607446,0.233838245,0.060187552,0.363949537,0.335675597,0.236781418,0.063593455
19,99,All,2023,Tripura,0.504942954,0.495057046,0.228889614,0.793193281,0.781498551,0.805121541,0.288567275,0.311342835,0.293613434,0.106476471,0.267935574,0.346329451,0.279557556,0.106177449,0.308993518,0.27670458,0.30752936,0.106772512
68,0,Rural,2023,Tripura,0.503547728,0.496452272,0.232311159,0.786015809,0.771925986,0.800306976,0.295555323,0.313215256,0.289597034,0.101632372,0.270858377,0.35152033,0.274411589,0.103209704,0.31971696,0.275740504,0.304453313,0.10008923
69,1,Urban,2023,Tripura,0.51146394,0.48853606,0.21289821,0.826738954,0.825545609,0.827988267,0.257515639,0.303022683,0.311460406,0.128001288,0.255360097,0.323995501,0.301698178,0.118946247,0.259765714,0.281130344,0.321650624,0.137453318
126,99,All,2022,Tripura,0.499398261,0.500601739,0.23679556,0.808837295,0.808440864,0.809232771,0.292760462,0.292886287,0.307420284,0.106932983,0.276639521,0.319334954,0.2959373,0.10808824,0.308826894,0.266526997,0.318864465,0.105781637
176,0,Rural,2022,Tripura,0.496250987,0.503749013,0.238107651,0.800857425,0.801179528,0.80054009,0.297315925,0.291146696,0.305203259,0.106334127,0.279375851,0.317391157,0.297694951,0.105538063,0.315003067,0.26527223,0.312605709,0.107118972
177,1,Urban,2022,Tripura,0.514472425,0.485527575,0.230511233,0.847057581,0.841987789,0.852429628,0.272131711,0.300763667,0.317459822,0.109644815,0.264610499,0.327879906,0.28821069,0.119298905,0.280003667,0.272382826,0.348073006,0.099540494
234,99,All,2021,Tripura,0.487080038,0.512919962,0.241844416,0.79495579,0.802626848,0.787671149,0.304223746,0.299484342,0.294175416,0.102116503,0.299780846,0.308366656,0.297341049,0.094511442,0.30852294,0.290889353,0.291112185,0.109475553
284,0,Rural,2021,Tripura,0.483929634,0.516070366,0.249241605,0.789092004,0.795929253,0.782680571,0.315858722,0.294035017,0.293323129,0.096783102,0.311617792,0.300407648,0.299507678,0.08846686,0.319902867,0.287958115,0.287425607,0.104713418
