statename,sector,Year,quint_label,group,dem,real_wage_23,sex_cat,youth_cat,cws_type,emp_type,sex_label,youth_lab,cws_label,emp_label
Kerala,Rural,2018,Total,Youth,Youth,13025.1,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2018,1,Youth,Youth,2518.01,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2018,1,Youth,Youth,3988.85,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2018,2,Youth,Youth,8129.24,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2018,2,Youth,Youth,8993.27,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2018,3,Youth,Youth,10959.87,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2018,3,Youth,Youth,13080.85,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2018,4,Youth,Youth,15630.12,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2018,4,Youth,Youth,18562.69,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2018,5,Youth,Youth,19997.16,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2018,5,Youth,Youth,28614.35,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2019,Total,Youth,Youth,11952.57,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2019,Total,Youth,Youth,12191.02,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2019,1,Youth,Youth,2382.72,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2019,1,Youth,Youth,3529.46,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2019,2,Youth,Youth,9740.22,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2019,2,Youth,Youth,8270.6,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2019,3,Youth,Youth,12073.88,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2019,3,Youth,Youth,12191.02,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2019,4,Youth,Youth,15219.09,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2019,4,Youth,Youth,17669.36,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2019,5,Youth,Youth,21943.84,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2019,5,Youth,Youth,29271.86,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2020,Total,Youth,Youth,11326.51,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2020,Total,Youth,Youth,13454.36,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Kerala,Rural,2020,1,Youth,Youth,2405.53,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2020,1,Youth,Youth,3957.15,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2020,2,Youth,Youth,9034.07,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2020,2,Youth,Youth,9039.48,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2020,3,Youth,Youth,11381.23,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2020,3,Youth,Youth,13551.1,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2020,4,Youth,Youth,15476.81,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2020,4,Youth,Youth,18041.47,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2020,5,Youth,Youth,21778.55,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2020,5,Youth,Youth,27215.13,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Kerala,Rural,2021,Total,Youth,Youth,13542.98,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2021,Total,Youth,Youth,14107.28,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2021,1,Youth,Youth,4514.33,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2021,1,Youth,Youth,4370.39,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2021,2,Youth,Youth,10054.88,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2021,2,Youth,Youth,9471.42,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2021,3,Youth,Youth,13599.99,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2021,3,Youth,Youth,14203.78,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2021,4,Youth,Youth,16868.13,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2021,4,Youth,Youth,19389.6,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2021,5,Youth,Youth,20954.05,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2021,5,Youth,Youth,31601.06,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2022,Total,Youth,Youth,12433.64,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2022,Total,Youth,Youth,14594.16,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2022,1,Youth,Youth,4193.79,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2022,1,Youth,Youth,5180.68,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2022,2,Youth,Youth,9963.8,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2022,2,Youth,Youth,9577.97,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2022,3,Youth,Youth,12440.48,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2022,3,Youth,Youth,14594.16,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2022,4,Youth,Youth,16950.94,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2022,4,Youth,Youth,19155.94,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2022,5,Youth,Youth,22795,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2022,5,Youth,Youth,31101.19,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2023,Total,Youth,Youth,11960.22,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2023,Total,Youth,Youth,14051.18,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Kerala,Rural,2023,1,Youth,Youth,5880.6,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2023,1,Youth,Youth,4435.82,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2023,2,Youth,Youth,10410.15,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2023,2,Youth,Youth,8890.25,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2023,3,Youth,Youth,12244.7,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2023,3,Youth,Youth,14051.18,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2023,4,Youth,Youth,17441.99,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2023,4,Youth,Youth,19047.32,NA,2,NA,NA,NA,NonYouth,NA,NA
Kerala,Rural,2023,5,Youth,Youth,21811.73,NA,1,NA,NA,NA,Youth,NA,NA
Kerala,Rural,2023,5,Youth,Youth,28774.54,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Kerala,Rural,2017,Total,CWSType,CWS Type,9257.79,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2017,Total,CWSType,CWS Type,13491.28,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2017,Total,CWSType,CWS Type,15565.58,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2017,1,CWSType,CWS Type,3772.11,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2017,1,CWSType,CWS Type,4625.58,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2017,1,CWSType,CWS Type,6745.64,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2017,2,CWSType,CWS Type,6797.27,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2017,2,CWSType,CWS Type,9251.17,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2017,2,CWSType,CWS Type,11853.66,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2017,3,CWSType,CWS Type,9264.83,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2017,3,CWSType,CWS Type,13594.54,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2017,3,CWSType,CWS Type,15804.88,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2017,4,CWSType,CWS Type,13097.51,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2017,4,CWSType,CWS Type,17962.3,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2017,4,CWSType,CWS Type,20136.03,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2017,5,CWSType,CWS Type,20956.02,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2017,5,CWSType,CWS Type,26341.47,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2017,5,CWSType,CWS Type,35363.29,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2018,Total,CWSType,CWS Type,9538.12,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2018,Total,CWSType,CWS Type,13259.07,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2018,Total,CWSType,CWS Type,15448.62,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2018,1,CWSType,CWS Type,3052.2,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2018,1,CWSType,CWS Type,4357.63,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2018,1,CWSType,CWS Type,6364.35,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2018,2,CWSType,CWS Type,6257.41,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2018,2,CWSType,CWS Type,8809.73,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2018,2,CWSType,CWS Type,12230.58,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2018,3,CWSType,CWS Type,9538.12,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2018,3,CWSType,CWS Type,13296.17,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2018,3,CWSType,CWS Type,15630.12,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2018,4,CWSType,CWS Type,13489.35,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2018,4,CWSType,CWS Type,17655.57,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2018,4,CWSType,CWS Type,19800.21,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2018,5,CWSType,CWS Type,22511.73,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2018,5,CWSType,CWS Type,25180.12,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2018,5,CWSType,CWS Type,36894.23,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2019,Total,CWSType,CWS Type,7628.12,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2019,Total,CWSType,CWS Type,13453.75,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2019,Total,CWSType,CWS Type,14610.33,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2019,1,CWSType,CWS Type,1304.49,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2019,1,CWSType,CWS Type,4639.55,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2019,1,CWSType,CWS Type,5882.43,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2019,2,CWSType,CWS Type,4266.86,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2019,2,CWSType,CWS Type,8481.29,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2019,2,CWSType,CWS Type,10866.49,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2019,3,CWSType,CWS Type,7761.78,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2019,3,CWSType,CWS Type,13613.63,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2019,3,CWSType,CWS Type,14610.33,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2019,4,CWSType,CWS Type,12116.13,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2019,4,CWSType,CWS Type,17603.35,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2019,4,CWSType,CWS Type,20000.28,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2019,5,CWSType,CWS Type,19501.56,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2019,5,CWSType,CWS Type,25018.57,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2019,5,CWSType,CWS Type,34837.93,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2020,Total,CWSType,CWS Type,9255.9,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2020,Total,CWSType,CWS Type,14415.39,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2020,Total,CWSType,CWS Type,15263.28,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Kerala,Rural,2020,1,CWSType,CWS Type,1698.98,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2020,1,CWSType,CWS Type,4650.79,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2020,1,CWSType,CWS Type,5784.94,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2020,2,CWSType,CWS Type,5690.62,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2020,2,CWSType,CWS Type,9622.12,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2020,2,CWSType,CWS Type,10824.88,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2020,3,CWSType,CWS Type,9255.9,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2020,3,CWSType,CWS Type,14415.39,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2020,3,CWSType,CWS Type,15505.55,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2020,4,CWSType,CWS Type,13559.22,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2020,4,CWSType,CWS Type,19370.32,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2020,4,CWSType,CWS Type,20635.75,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2020,5,CWSType,CWS Type,20326.65,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2020,5,CWSType,CWS Type,23900.59,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2020,5,CWSType,CWS Type,34709.61,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Kerala,Rural,2021,Total,CWSType,CWS Type,8475.47,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2021,Total,CWSType,CWS Type,16499.61,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2021,Total,CWSType,CWS Type,16959.2,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2021,1,CWSType,CWS Type,2234.42,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2021,1,CWSType,CWS Type,6895.36,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2021,1,CWSType,CWS Type,7820.46,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2021,2,CWSType,CWS Type,5609.86,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2021,2,CWSType,CWS Type,12385.71,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2021,2,CWSType,CWS Type,12289.3,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2021,3,CWSType,CWS Type,8475.47,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2021,3,CWSType,CWS Type,16552.1,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2021,3,CWSType,CWS Type,16959.2,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2021,4,CWSType,CWS Type,12113.71,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2021,4,CWSType,CWS Type,19277.86,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2021,4,CWSType,CWS Type,22666.65,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2021,5,CWSType,CWS Type,19542.15,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2021,5,CWSType,CWS Type,26056.2,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2021,5,CWSType,CWS Type,45224.52,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2022,Total,CWSType,CWS Type,8382.91,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2022,Total,CWSType,CWS Type,15900.44,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2022,Total,CWSType,CWS Type,16865.61,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2022,1,CWSType,CWS Type,2762.04,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2022,1,CWSType,CWS Type,6353.03,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2022,1,CWSType,CWS Type,8289.09,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2022,2,CWSType,CWS Type,5765.03,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2022,2,CWSType,CWS Type,11584.6,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2022,2,CWSType,CWS Type,12713.2,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2022,3,CWSType,CWS Type,8390.57,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2022,3,CWSType,CWS Type,15900.44,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2022,3,CWSType,CWS Type,17027.5,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2022,4,CWSType,CWS Type,12440.48,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2022,4,CWSType,CWS Type,20015.64,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2022,4,CWSType,CWS Type,22313.73,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2022,5,CWSType,CWS Type,20722.73,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2022,5,CWSType,CWS Type,27105.45,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2022,5,CWSType,CWS Type,39394.84,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2023,Total,CWSType,CWS Type,8489.58,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2023,Total,CWSType,CWS Type,16079.67,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2023,Total,CWSType,CWS Type,15209.4,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Kerala,Rural,2023,1,CWSType,CWS Type,2450.25,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2023,1,CWSType,CWS Type,5880.6,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2023,1,CWSType,CWS Type,7026.6,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2023,2,CWSType,CWS Type,5684.58,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2023,2,CWSType,CWS Type,11816.5,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2023,2,CWSType,CWS Type,11761.2,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2023,3,CWSType,CWS Type,8489.58,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2023,3,CWSType,CWS Type,16190.22,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2023,3,CWSType,CWS Type,15209.4,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2023,4,CWSType,CWS Type,12652.86,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2023,4,CWSType,CWS Type,19731.11,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2023,4,CWSType,CWS Type,20582.1,NA,NA,3,NA,NA,NA,Services,NA
Kerala,Rural,2023,5,CWSType,CWS Type,21101.33,NA,NA,1,NA,NA,NA,Agriculture,NA
Kerala,Rural,2023,5,CWSType,CWS Type,26910.5,NA,NA,2,NA,NA,NA,Industry,NA
Kerala,Rural,2023,5,CWSType,CWS Type,31853.24,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Kerala,Rural,2017,Total,EmpType,Emp Type,15882.57,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2017,Total,EmpType,Emp Type,13235.48,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2017,Total,EmpType,Emp Type,10493.84,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2017,1,EmpType,Emp Type,7952.46,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2017,1,EmpType,Emp Type,3375.24,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2017,1,EmpType,Emp Type,4625.58,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2017,2,EmpType,Emp Type,12212.09,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2017,2,EmpType,Emp Type,9443.9,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2017,2,EmpType,Emp Type,7930.15,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2017,3,EmpType,Emp Type,15882.57,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2017,3,EmpType,Emp Type,13235.48,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2017,3,EmpType,Emp Type,10724.74,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2017,4,EmpType,Emp Type,22235.6,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2017,4,EmpType,Emp Type,19646.27,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2017,4,EmpType,Emp Type,13956.67,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2017,5,EmpType,Emp Type,39762.28,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2017,5,EmpType,Emp Type,27001.89,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2017,5,EmpType,Emp Type,20136.03,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2018,Total,EmpType,Emp Type,15448.62,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2018,Total,EmpType,Emp Type,12926.83,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2018,Total,EmpType,Emp Type,11445.74,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2018,1,EmpType,Emp Type,7425.08,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2018,1,EmpType,Emp Type,3093.78,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2018,1,EmpType,Emp Type,4251.28,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2018,2,EmpType,Emp Type,11562.77,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2018,2,EmpType,Emp Type,7630.49,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2018,2,EmpType,Emp Type,7630.49,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2018,3,EmpType,Emp Type,15448.62,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2018,3,EmpType,Emp Type,13025.1,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2018,3,EmpType,Emp Type,11507.86,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2018,4,EmpType,Emp Type,20010.43,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2018,4,EmpType,Emp Type,19076.24,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2018,4,EmpType,Emp Type,16069.14,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2018,5,EmpType,Emp Type,44966.34,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2018,5,EmpType,Emp Type,30576.44,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2018,5,EmpType,Emp Type,20933.2,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2019,Total,EmpType,Emp Type,14629.23,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2019,Total,EmpType,Emp Type,10362.37,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2019,Total,EmpType,Emp Type,11944.43,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2019,1,EmpType,Emp Type,7225.81,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2019,1,EmpType,Emp Type,1240.77,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2019,1,EmpType,Emp Type,4206.88,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2019,2,EmpType,Emp Type,11612.64,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2019,2,EmpType,Emp Type,5882.43,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2019,2,EmpType,Emp Type,8208.68,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2019,3,EmpType,Emp Type,14629.23,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2019,3,EmpType,Emp Type,10362.37,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2019,3,EmpType,Emp Type,12070.87,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2019,4,EmpType,Emp Type,21093.12,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2019,4,EmpType,Emp Type,17418.96,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2019,4,EmpType,Emp Type,15523.55,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2019,5,EmpType,Emp Type,42353.53,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2019,5,EmpType,Emp Type,26562.53,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2019,5,EmpType,Emp Type,21444.49,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2020,Total,EmpType,Emp Type,16817.95,NA,NA,NA,1,NA,NA,NA,Salaried
Kerala,Rural,2020,Total,EmpType,Emp Type,10163.32,NA,NA,NA,2,NA,NA,NA,Self-employed
Kerala,Rural,2020,Total,EmpType,Emp Type,13682.26,NA,NA,NA,3,NA,NA,NA,Casual
Kerala,Rural,2020,1,EmpType,Emp Type,6783.68,NA,NA,NA,1,NA,NA,NA,Salaried
