,real_wage_23,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type,quintile_overall,nat_quint
211,37216.14,2017,State,All,All,5,state_quint,2017,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA,5,NA
212,NA,2017,State,All,All,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
317,7991.8,2017,State,urban/rural,All,Total,state_sec_quint,2017,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
318,17066.18,2017,State,urban/rural,All,Total,state_sec_quint,2017,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
637,3415.4,2017,State,urban/rural,All,1,state_sec_quint,2017,0,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
638,5981.17,2017,State,urban/rural,All,2,state_sec_quint,2017,0,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
639,7997.45,2017,State,urban/rural,All,3,state_sec_quint,2017,0,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
640,11903.57,2017,State,urban/rural,All,4,state_sec_quint,2017,0,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
641,19923.17,2017,State,urban/rural,All,5,state_sec_quint,2017,0,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
642,NA,2017,State,urban/rural,All,Total,state_sec_quint,2017,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
643,7051.29,2017,State,urban/rural,All,1,state_sec_quint,2017,1,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
644,12239.06,2017,State,urban/rural,All,2,state_sec_quint,2017,1,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
645,17066.18,2017,State,urban/rural,All,3,state_sec_quint,2017,1,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
646,28378.19,2017,State,urban/rural,All,4,state_sec_quint,2017,1,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
647,56410.3,2017,State,urban/rural,All,5,state_sec_quint,2017,1,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
648,NA,2017,State,urban/rural,All,Total,state_sec_quint,2017,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
803,11137.75,2018,State,All,All,Total,state_quint,2018,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
963,4360.5,2018,State,All,All,1,state_quint,2018,99,NA,Maharashtra,1,NA,Total,NA,NA,NA,NA,1,NA
964,7952.46,2018,State,All,All,2,state_quint,2018,99,NA,Maharashtra,2,NA,Total,NA,NA,NA,NA,2,NA
965,11240.43,2018,State,All,All,3,state_quint,2018,99,NA,Maharashtra,3,NA,Total,NA,NA,NA,NA,3,NA
966,16471.14,2018,State,All,All,4,state_quint,2018,99,NA,Maharashtra,4,NA,Total,NA,NA,NA,NA,4,NA
967,35767.07,2018,State,All,All,5,state_quint,2018,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA,5,NA
968,NA,2018,State,All,All,Total,state_quint,2018,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1073,8532.49,2018,State,urban/rural,All,Total,state_sec_quint,2018,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1074,16606.65,2018,State,urban/rural,All,Total,state_sec_quint,2018,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1393,3940.21,2018,State,urban/rural,All,1,state_sec_quint,2018,0,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
1394,6521.56,2018,State,urban/rural,All,2,state_sec_quint,2018,0,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
1395,8568.69,2018,State,urban/rural,All,3,state_sec_quint,2018,0,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
1396,11763.24,2018,State,urban/rural,All,4,state_sec_quint,2018,0,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
1397,19701.03,2018,State,urban/rural,All,5,state_sec_quint,2018,0,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
1398,NA,2018,State,urban/rural,All,Total,state_sec_quint,2018,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1399,7657.2,2018,State,urban/rural,All,1,state_sec_quint,2018,1,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
1400,12529.96,2018,State,urban/rural,All,2,state_sec_quint,2018,1,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
1401,16706.62,2018,State,urban/rural,All,3,state_sec_quint,2018,1,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
1402,27513.13,2018,State,urban/rural,All,4,state_sec_quint,2018,1,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
1403,54700.9,2018,State,urban/rural,All,5,state_sec_quint,2018,1,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
1404,NA,2018,State,urban/rural,All,Total,state_sec_quint,2018,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1559,11203.82,2019,State,All,All,Total,state_quint,2019,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1719,4001.37,2019,State,All,All,1,state_quint,2019,99,NA,Maharashtra,1,NA,Total,NA,NA,NA,NA,1,NA
1720,7548.99,2019,State,All,All,2,state_quint,2019,99,NA,Maharashtra,2,NA,Total,NA,NA,NA,NA,2,NA
1721,11218.64,2019,State,All,All,3,state_quint,2019,99,NA,Maharashtra,3,NA,Total,NA,NA,NA,NA,3,NA
1722,16005.46,2019,State,All,All,4,state_quint,2019,99,NA,Maharashtra,4,NA,Total,NA,NA,NA,NA,4,NA
1723,38621.56,2019,State,All,All,5,state_quint,2019,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA,5,NA
1724,NA,2019,State,All,All,Total,state_quint,2019,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1829,8192.11,2019,State,urban/rural,All,Total,state_sec_quint,2019,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
1830,19340.68,2019,State,urban/rural,All,Total,state_sec_quint,2019,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2149,3734.61,2019,State,urban/rural,All,1,state_sec_quint,2019,0,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
2150,5781.39,2019,State,urban/rural,All,2,state_sec_quint,2019,0,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
2151,8259.12,2019,State,urban/rural,All,3,state_sec_quint,2019,0,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
2152,11468.96,2019,State,urban/rural,All,4,state_sec_quint,2019,0,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
2153,19114.93,2019,State,urban/rural,All,5,state_sec_quint,2019,0,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
2154,NA,2019,State,urban/rural,All,Total,state_sec_quint,2019,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2155,6584.55,2019,State,urban/rural,All,1,state_sec_quint,2019,1,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
2156,12966.07,2019,State,urban/rural,All,2,state_sec_quint,2019,1,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
2157,19449.1,2019,State,urban/rural,All,3,state_sec_quint,2019,1,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
2158,31140.38,2019,State,urban/rural,All,4,state_sec_quint,2019,1,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
2159,59515.09,2019,State,urban/rural,All,5,state_sec_quint,2019,1,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
2160,NA,2019,State,urban/rural,All,Total,state_sec_quint,2019,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2315,10776.74,2020,State,All,All,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2475,4185.19,2020,State,All,All,1,state_quint,2020,99,NA,Maharashtra,1,NA,Total,NA,NA,NA,NA,1,NA
2476,7319.35,2020,State,All,All,2,state_quint,2020,99,NA,Maharashtra,2,NA,Total,NA,NA,NA,NA,2,NA
2477,10776.74,2020,State,All,All,3,state_quint,2020,99,NA,Maharashtra,3,NA,Total,NA,NA,NA,NA,3,NA
2478,16763.82,2020,State,All,All,4,state_quint,2020,99,NA,Maharashtra,4,NA,Total,NA,NA,NA,NA,4,NA
2479,35468.2,2020,State,All,All,5,state_quint,2020,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA,5,NA
2480,NA,2020,State,All,All,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2585,8884.66,2020,State,urban/rural,All,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2586,17302.91,2020,State,urban/rural,All,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2905,3851.28,2020,State,urban/rural,All,1,state_sec_quint,2020,0,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
2906,6228.73,2020,State,urban/rural,All,2,state_sec_quint,2020,0,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
2907,8884.66,2020,State,urban/rural,All,3,state_sec_quint,2020,0,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
2908,11981.77,2020,State,urban/rural,All,4,state_sec_quint,2020,0,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
2909,19530.9,2020,State,urban/rural,All,5,state_sec_quint,2020,0,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
2910,NA,2020,State,urban/rural,All,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
2911,6122.63,2020,State,urban/rural,All,1,state_sec_quint,2020,1,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
2912,11020.73,2020,State,urban/rural,All,2,state_sec_quint,2020,1,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
2913,17302.91,2020,State,urban/rural,All,3,state_sec_quint,2020,1,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
2914,24377.58,2020,State,urban/rural,All,4,state_sec_quint,2020,1,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
2915,48723.06,2020,State,urban/rural,All,5,state_sec_quint,2020,1,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
2916,NA,2020,State,urban/rural,All,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3071,11326.51,2021,State,All,All,Total,state_quint,2021,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3221,4370.39,2021,State,All,All,1,state_quint,2021,99,NA,Maharashtra,1,NA,Total,NA,NA,NA,NA,1,NA
3222,7928.56,2021,State,All,All,2,state_quint,2021,99,NA,Maharashtra,2,NA,Total,NA,NA,NA,NA,2,NA
3223,11333.33,2021,State,All,All,3,state_quint,2021,99,NA,Maharashtra,3,NA,Total,NA,NA,NA,NA,3,NA
3224,16800.16,2021,State,All,All,4,state_quint,2021,99,NA,Maharashtra,4,NA,Total,NA,NA,NA,NA,4,NA
3225,33918.39,2021,State,All,All,5,state_quint,2021,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA,5,NA
3226,NA,2021,State,All,All,Total,state_quint,2021,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3316,9061.21,2021,State,urban/rural,All,Total,state_sec_quint,2021,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3317,16800.16,2021,State,urban/rural,All,Total,state_sec_quint,2021,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3616,3634.11,2021,State,urban/rural,All,1,state_sec_quint,2021,0,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
3617,6703.26,2021,State,urban/rural,All,2,state_sec_quint,2021,0,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
3618,9061.21,2021,State,urban/rural,All,3,state_sec_quint,2021,0,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
3619,13028.1,2021,State,urban/rural,All,4,state_sec_quint,2021,0,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
3620,18554.94,2021,State,urban/rural,All,5,state_sec_quint,2021,0,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
3621,NA,2021,State,urban/rural,All,Total,state_sec_quint,2021,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3622,6703.83,2021,State,urban/rural,All,1,state_sec_quint,2021,1,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
3623,11970.25,2021,State,urban/rural,All,2,state_sec_quint,2021,1,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
3624,16800.16,2021,State,urban/rural,All,3,state_sec_quint,2021,1,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
3625,27338.33,2021,State,urban/rural,All,4,state_sec_quint,2021,1,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
3626,50278.75,2021,State,urban/rural,All,5,state_sec_quint,2021,1,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
3627,NA,2021,State,urban/rural,All,Total,state_sec_quint,2021,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3752,12578.86,2022,State,All,All,Total,state_quint,2022,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
3907,4266.51,2022,State,All,All,1,state_quint,2022,99,NA,Maharashtra,1,NA,Total,NA,NA,NA,NA,1,NA
3908,8409.29,2022,State,All,All,2,state_quint,2022,99,NA,Maharashtra,2,NA,Total,NA,NA,NA,NA,2,NA
3909,12578.86,2022,State,All,All,3,state_quint,2022,99,NA,Maharashtra,3,NA,Total,NA,NA,NA,NA,3,NA
3910,17302.24,2022,State,All,All,4,state_quint,2022,99,NA,Maharashtra,4,NA,Total,NA,NA,NA,NA,4,NA
3911,37247.67,2022,State,All,All,5,state_quint,2022,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA,5,NA
3912,NA,2022,State,All,All,Total,state_quint,2022,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4017,9486.91,2022,State,urban/rural,All,Total,state_sec_quint,2022,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4018,16500.52,2022,State,urban/rural,All,Total,state_sec_quint,2022,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4327,3603.98,2022,State,urban/rural,All,1,state_sec_quint,2022,0,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
4328,6734.89,2022,State,urban/rural,All,2,state_sec_quint,2022,0,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
4329,9529.54,2022,State,urban/rural,All,3,state_sec_quint,2022,0,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
4330,12799.54,2022,State,urban/rural,All,4,state_sec_quint,2022,0,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
4331,21332.56,2022,State,urban/rural,All,5,state_sec_quint,2022,0,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
4332,NA,2022,State,urban/rural,All,Total,state_sec_quint,2022,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4333,7119.8,2022,State,urban/rural,All,1,state_sec_quint,2022,1,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
4334,12515.84,2022,State,urban/rural,All,2,state_sec_quint,2022,1,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
4335,16500.52,2022,State,urban/rural,All,3,state_sec_quint,2022,1,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
4336,27034.74,2022,State,urban/rural,All,4,state_sec_quint,2022,1,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
4337,52149.33,2022,State,urban/rural,All,5,state_sec_quint,2022,1,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
4338,NA,2022,State,urban/rural,All,Total,state_sec_quint,2022,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4493,12341.91,2023,State,All,All,Total,state_quint,2023,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4653,4913.27,2023,State,All,All,1,state_quint,2023,99,NA,Maharashtra,1,NA,Total,NA,NA,NA,NA,1,NA
4654,8538.5,2023,State,All,All,2,state_quint,2023,99,NA,Maharashtra,2,NA,Total,NA,NA,NA,NA,2,NA
4655,12341.91,2023,State,All,All,3,state_quint,2023,99,NA,Maharashtra,3,NA,Total,NA,NA,NA,NA,3,NA
4656,18710.47,2023,State,All,All,4,state_quint,2023,99,NA,Maharashtra,4,NA,Total,NA,NA,NA,NA,4,NA
4657,41139.7,2023,State,All,All,5,state_quint,2023,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA,5,NA
4658,NA,2023,State,All,All,Total,state_quint,2023,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4762,9961.58,2023,State,urban/rural,All,Total,state_sec_quint,2023,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
4763,18562.78,2023,State,urban/rural,All,Total,state_sec_quint,2023,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
5076,4211.38,2023,State,urban/rural,All,1,state_sec_quint,2023,0,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
5077,6874.4,2023,State,urban/rural,All,2,state_sec_quint,2023,0,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
5078,9961.58,2023,State,urban/rural,All,3,state_sec_quint,2023,0,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
5079,13983.17,2023,State,urban/rural,All,4,state_sec_quint,2023,0,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
5080,24943.52,2023,State,urban/rural,All,5,state_sec_quint,2023,0,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
5081,NA,2023,State,urban/rural,All,Total,state_sec_quint,2023,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
5082,6409.16,2023,State,urban/rural,All,1,state_sec_quint,2023,1,NA,Maharashtra,NA,1,Total,NA,NA,NA,NA,1,NA
5083,12390.12,2023,State,urban/rural,All,2,state_sec_quint,2023,1,NA,Maharashtra,NA,2,Total,NA,NA,NA,NA,2,NA
5084,18564.46,2023,State,urban/rural,All,3,state_sec_quint,2023,1,NA,Maharashtra,NA,3,Total,NA,NA,NA,NA,3,NA
5085,30786.32,2023,State,urban/rural,All,4,state_sec_quint,2023,1,NA,Maharashtra,NA,4,Total,NA,NA,NA,NA,4,NA
5086,55186.66,2023,State,urban/rural,All,5,state_sec_quint,2023,1,NA,Maharashtra,NA,5,Total,NA,NA,NA,NA,5,NA
5087,NA,2023,State,urban/rural,All,Total,state_sec_quint,2023,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA,NA,NA
5288,13060.65,2017,State,All,Sex,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
5289,5951.79,2017,State,All,Sex,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
5608,5786.12,2017,State,All,Sex,1,state_quint,2017,99,NA,Maharashtra,1,NA,Gender,1,NA,NA,NA,1,NA
5609,2447.43,2017,State,All,Sex,1,state_quint,2017,99,NA,Maharashtra,1,NA,Gender,2,NA,NA,NA,1,NA
5610,9258.33,2017,State,All,Sex,2,state_quint,2017,99,NA,Maharashtra,2,NA,Gender,1,NA,NA,NA,2,NA
5611,3995.9,2017,State,All,Sex,2,state_quint,2017,99,NA,Maharashtra,2,NA,Gender,2,NA,NA,NA,2,NA
5612,13060.65,2017,State,All,Sex,3,state_quint,2017,99,NA,Maharashtra,3,NA,Gender,1,NA,NA,NA,3,NA
5613,5951.79,2017,State,All,Sex,3,state_quint,2017,99,NA,Maharashtra,3,NA,Gender,2,NA,NA,NA,3,NA
5614,19742.3,2017,State,All,Sex,4,state_quint,2017,99,NA,Maharashtra,4,NA,Gender,1,NA,NA,NA,4,NA
5615,8533.09,2017,State,All,Sex,4,state_quint,2017,99,NA,Maharashtra,4,NA,Gender,2,NA,NA,NA,4,NA
5616,42179.13,2017,State,All,Sex,5,state_quint,2017,99,NA,Maharashtra,5,NA,Gender,1,NA,NA,NA,5,NA
5617,28119.42,2017,State,All,Sex,5,state_quint,2017,99,NA,Maharashtra,5,NA,Gender,2,NA,NA,NA,5,NA
5618,NA,2017,State,All,Sex,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
5619,NA,2017,State,All,Sex,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
5828,9905.74,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
5829,4251.28,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
5830,17414.19,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
5831,11282.06,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
6464,5108.7,2017,State,urban/rural,Sex,1,state_sec_quint,2017,0,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
6465,2246.85,2017,State,urban/rural,Sex,1,state_sec_quint,2017,0,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
6466,7896.92,2017,State,urban/rural,Sex,2,state_sec_quint,2017,0,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
6467,3425.06,2017,State,urban/rural,Sex,2,state_sec_quint,2017,0,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
6468,9919.64,2017,State,urban/rural,Sex,3,state_sec_quint,2017,0,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
6469,4266.24,2017,State,urban/rural,Sex,3,state_sec_quint,2017,0,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
6470,13244.78,2017,State,urban/rural,Sex,4,state_sec_quint,2017,0,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
6471,5976.95,2017,State,urban/rural,Sex,4,state_sec_quint,2017,0,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
6472,21356.74,2017,State,urban/rural,Sex,5,state_sec_quint,2017,0,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
6473,7991.8,2017,State,urban/rural,Sex,5,state_sec_quint,2017,0,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
6474,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
6475,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
6476,8566.01,2017,State,urban/rural,Sex,1,state_sec_quint,2017,1,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
6477,3599.72,2017,State,urban/rural,Sex,1,state_sec_quint,2017,1,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
6478,14059.71,2017,State,urban/rural,Sex,2,state_sec_quint,2017,1,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
6479,7110.91,2017,State,urban/rural,Sex,2,state_sec_quint,2017,1,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
6480,17414.19,2017,State,urban/rural,Sex,3,state_sec_quint,2017,1,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
6481,11377.45,2017,State,urban/rural,Sex,3,state_sec_quint,2017,1,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
6482,28465.51,2017,State,urban/rural,Sex,4,state_sec_quint,2017,1,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
6483,21089.57,2017,State,urban/rural,Sex,4,state_sec_quint,2017,1,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
6484,56931.02,2017,State,urban/rural,Sex,5,state_sec_quint,2017,1,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
6485,45544.81,2017,State,urban/rural,Sex,5,state_sec_quint,2017,1,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
6486,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
6487,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
6793,13097.51,2018,State,All,Sex,Total,state_quint,2018,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
6794,5989.61,2018,State,All,Sex,Total,state_quint,2018,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
7113,5910.31,2018,State,All,Sex,1,state_quint,2018,99,NA,Maharashtra,1,NA,Gender,1,NA,NA,NA,1,NA
7114,2794.96,2018,State,All,Sex,1,state_quint,2018,99,NA,Maharashtra,1,NA,Gender,2,NA,NA,NA,1,NA
7115,9608.17,2018,State,All,Sex,2,state_quint,2018,99,NA,Maharashtra,2,NA,Gender,1,NA,NA,NA,2,NA
7116,4151.66,2018,State,All,Sex,2,state_quint,2018,99,NA,Maharashtra,2,NA,Gender,2,NA,NA,NA,2,NA
7117,13097.51,2018,State,All,Sex,3,state_quint,2018,99,NA,Maharashtra,3,NA,Gender,1,NA,NA,NA,3,NA
7118,5989.61,2018,State,All,Sex,3,state_quint,2018,99,NA,Maharashtra,3,NA,Gender,2,NA,NA,NA,3,NA
7119,19605.4,2018,State,All,Sex,4,state_quint,2018,99,NA,Maharashtra,4,NA,Gender,1,NA,NA,NA,4,NA
7120,9356.83,2018,State,All,Sex,4,state_quint,2018,99,NA,Maharashtra,4,NA,Gender,2,NA,NA,NA,4,NA
7121,40281.38,2018,State,All,Sex,5,state_quint,2018,99,NA,Maharashtra,5,NA,Gender,1,NA,NA,NA,5,NA
7122,27350.45,2018,State,All,Sex,5,state_quint,2018,99,NA,Maharashtra,5,NA,Gender,2,NA,NA,NA,5,NA
7123,NA,2018,State,All,Sex,Total,state_quint,2018,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
7124,NA,2018,State,All,Sex,Total,state_quint,2018,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
7333,9954.57,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
