,real_wage_23,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type,quintile_overall,nat_quint
7334,4778.19,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
7335,20140.69,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
7336,11005.25,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
7967,5257.27,2018,State,urban/rural,Sex,1,state_sec_quint,2018,0,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
7968,2577.9,2018,State,urban/rural,Sex,1,state_sec_quint,2018,0,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
7969,7880.41,2018,State,urban/rural,Sex,2,state_sec_quint,2018,0,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
7970,3929.25,2018,State,urban/rural,Sex,2,state_sec_quint,2018,0,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
7971,9954.57,2018,State,urban/rural,Sex,3,state_sec_quint,2018,0,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
7972,4929.36,2018,State,urban/rural,Sex,3,state_sec_quint,2018,0,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
7973,13134.02,2018,State,urban/rural,Sex,4,state_sec_quint,2018,0,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
7974,6304.33,2018,State,urban/rural,Sex,4,state_sec_quint,2018,0,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
7975,19881.14,2018,State,urban/rural,Sex,5,state_sec_quint,2018,0,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
7976,9330.36,2018,State,urban/rural,Sex,5,state_sec_quint,2018,0,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
7977,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
7978,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
7979,9629.6,2018,State,urban/rural,Sex,1,state_sec_quint,2018,1,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
7980,4108.64,2018,State,urban/rural,Sex,1,state_sec_quint,2018,1,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
7981,13715.78,2018,State,urban/rural,Sex,2,state_sec_quint,2018,1,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
7982,6914.27,2018,State,urban/rural,Sex,2,state_sec_quint,2018,1,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
7983,20140.69,2018,State,urban/rural,Sex,3,state_sec_quint,2018,1,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
7984,11005.25,2018,State,urban/rural,Sex,3,state_sec_quint,2018,1,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
7985,27677.76,2018,State,urban/rural,Sex,4,state_sec_quint,2018,1,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
7986,20588.92,2018,State,urban/rural,Sex,4,state_sec_quint,2018,1,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
7987,54863.1,2018,State,urban/rural,Sex,5,state_sec_quint,2018,1,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
7988,47863.29,2018,State,urban/rural,Sex,5,state_sec_quint,2018,1,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
7989,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
7990,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
8297,12743.29,2019,State,All,Sex,Total,state_quint,2019,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
8298,6280.58,2019,State,All,Sex,Total,state_quint,2019,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
8617,5506.08,2019,State,All,Sex,1,state_quint,2019,99,NA,Maharashtra,1,NA,Gender,1,NA,NA,NA,1,NA
8618,2753.04,2019,State,All,Sex,1,state_quint,2019,99,NA,Maharashtra,1,NA,Gender,2,NA,NA,NA,1,NA
8619,9218.37,2019,State,All,Sex,2,state_quint,2019,99,NA,Maharashtra,2,NA,Gender,1,NA,NA,NA,2,NA
8620,4493.4,2019,State,All,Sex,2,state_quint,2019,99,NA,Maharashtra,2,NA,Gender,2,NA,NA,NA,2,NA
8621,12743.29,2019,State,All,Sex,3,state_quint,2019,99,NA,Maharashtra,3,NA,Gender,1,NA,NA,NA,3,NA
8622,6423.76,2019,State,All,Sex,3,state_quint,2019,99,NA,Maharashtra,3,NA,Gender,2,NA,NA,NA,3,NA
8623,19271.29,2019,State,All,Sex,4,state_quint,2019,99,NA,Maharashtra,4,NA,Gender,1,NA,NA,NA,4,NA
8624,10278.02,2019,State,All,Sex,4,state_quint,2019,99,NA,Maharashtra,4,NA,Gender,2,NA,NA,NA,4,NA
8625,39507.29,2019,State,All,Sex,5,state_quint,2019,99,NA,Maharashtra,5,NA,Gender,1,NA,NA,NA,5,NA
8626,26451.15,2019,State,All,Sex,5,state_quint,2019,99,NA,Maharashtra,5,NA,Gender,2,NA,NA,NA,5,NA
8627,NA,2019,State,All,Sex,Total,state_quint,2019,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
8628,NA,2019,State,All,Sex,Total,state_quint,2019,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
8837,9958.95,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
8838,5242.95,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
8839,19462.74,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
8840,13029.99,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
9473,4859.41,2019,State,urban/rural,Sex,1,state_sec_quint,2019,0,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
9474,2674.64,2019,State,urban/rural,Sex,1,state_sec_quint,2019,0,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
9475,7559.09,2019,State,urban/rural,Sex,2,state_sec_quint,2019,0,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
9476,3854.26,2019,State,urban/rural,Sex,2,state_sec_quint,2019,0,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
9477,9985.33,2019,State,urban/rural,Sex,3,state_sec_quint,2019,0,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
9478,5335.15,2019,State,urban/rural,Sex,3,state_sec_quint,2019,0,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
9479,12743.29,2019,State,urban/rural,Sex,4,state_sec_quint,2019,0,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
9480,7008.81,2019,State,urban/rural,Sex,4,state_sec_quint,2019,0,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
9481,21388.81,2019,State,urban/rural,Sex,5,state_sec_quint,2019,0,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
9482,10299.08,2019,State,urban/rural,Sex,5,state_sec_quint,2019,0,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
9483,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
9484,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
9485,8934.85,2019,State,urban/rural,Sex,1,state_sec_quint,2019,1,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
9486,3950.73,2019,State,urban/rural,Sex,1,state_sec_quint,2019,1,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
9487,13225.58,2019,State,urban/rural,Sex,2,state_sec_quint,2019,1,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
9488,7785.1,2019,State,urban/rural,Sex,2,state_sec_quint,2019,1,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
9489,19462.74,2019,State,urban/rural,Sex,3,state_sec_quint,2019,1,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
9490,13029.99,2019,State,urban/rural,Sex,3,state_sec_quint,2019,1,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
9491,32415.17,2019,State,urban/rural,Sex,4,state_sec_quint,2019,1,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
9492,25787.57,2019,State,urban/rural,Sex,4,state_sec_quint,2019,1,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
9493,64830.34,2019,State,urban/rural,Sex,5,state_sec_quint,2019,1,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
9494,46289.52,2019,State,urban/rural,Sex,5,state_sec_quint,2019,1,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
9495,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
9496,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
9799,12188.79,2020,State,All,Sex,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
9800,5990.88,2020,State,All,Sex,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
10119,5979.58,2020,State,All,Sex,1,state_quint,2020,99,NA,Maharashtra,1,NA,Gender,1,NA,NA,NA,1,NA
10120,2966.21,2020,State,All,Sex,1,state_quint,2020,99,NA,Maharashtra,1,NA,Gender,2,NA,NA,NA,1,NA
10121,9183.94,2020,State,All,Sex,2,state_quint,2020,99,NA,Maharashtra,2,NA,Gender,1,NA,NA,NA,2,NA
10122,4193.62,2020,State,All,Sex,2,state_quint,2020,99,NA,Maharashtra,2,NA,Gender,2,NA,NA,NA,2,NA
10123,12198.91,2020,State,All,Sex,3,state_quint,2020,99,NA,Maharashtra,3,NA,Gender,1,NA,NA,NA,3,NA
10124,6090.38,2020,State,All,Sex,3,state_quint,2020,99,NA,Maharashtra,3,NA,Gender,2,NA,NA,NA,3,NA
10125,17995.53,2020,State,All,Sex,4,state_quint,2020,99,NA,Maharashtra,4,NA,Gender,1,NA,NA,NA,4,NA
10126,8419.35,2020,State,All,Sex,4,state_quint,2020,99,NA,Maharashtra,4,NA,Gender,2,NA,NA,NA,4,NA
10127,36566.36,2020,State,All,Sex,5,state_quint,2020,99,NA,Maharashtra,5,NA,Gender,1,NA,NA,NA,5,NA
10128,22041.46,2020,State,All,Sex,5,state_quint,2020,99,NA,Maharashtra,5,NA,Gender,2,NA,NA,NA,5,NA
10129,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
10130,NA,2020,State,All,Sex,Total,state_quint,2020,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
10339,10464.27,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
10340,5330.79,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
10341,18271.15,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
10342,9796.2,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
10975,5131.78,2020,State,urban/rural,Sex,1,state_sec_quint,2020,0,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
10976,2873.8,2020,State,urban/rural,Sex,1,state_sec_quint,2020,0,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
10977,7783.2,2020,State,urban/rural,Sex,2,state_sec_quint,2020,0,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
10978,3890.86,2020,State,urban/rural,Sex,2,state_sec_quint,2020,0,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
10979,10661.59,2020,State,urban/rural,Sex,3,state_sec_quint,2020,0,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
10980,5330.79,2020,State,urban/rural,Sex,3,state_sec_quint,2020,0,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
10981,14215.45,2020,State,urban/rural,Sex,4,state_sec_quint,2020,0,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
10982,7134.63,2020,State,urban/rural,Sex,4,state_sec_quint,2020,0,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
10983,23225.29,2020,State,urban/rural,Sex,5,state_sec_quint,2020,0,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
10984,8997.77,2020,State,urban/rural,Sex,5,state_sec_quint,2020,0,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
10985,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
10986,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
10987,8358.03,2020,State,urban/rural,Sex,1,state_sec_quint,2020,1,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
10988,3045.19,2020,State,urban/rural,Sex,1,state_sec_quint,2020,1,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
10989,12245.25,2020,State,urban/rural,Sex,2,state_sec_quint,2020,1,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
10990,6094.39,2020,State,urban/rural,Sex,2,state_sec_quint,2020,1,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
10991,18283.18,2020,State,urban/rural,Sex,3,state_sec_quint,2020,1,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
10992,9796.2,2020,State,urban/rural,Sex,3,state_sec_quint,2020,1,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
10993,26797.68,2020,State,urban/rural,Sex,4,state_sec_quint,2020,1,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
10994,18283.18,2020,State,urban/rural,Sex,4,state_sec_quint,2020,1,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
10995,48981.02,2020,State,urban/rural,Sex,5,state_sec_quint,2020,1,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
10996,39184.81,2020,State,urban/rural,Sex,5,state_sec_quint,2020,1,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
10997,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
10998,NA,2020,State,urban/rural,Sex,Total,state_sec_quint,2020,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
11306,13456.42,2021,State,All,Sex,Total,state_quint,2021,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
11307,6703.83,2021,State,All,Sex,Total,state_quint,2021,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
11606,6145.18,2021,State,All,Sex,1,state_quint,2021,99,NA,Maharashtra,1,NA,Gender,1,NA,NA,NA,1,NA
11607,2261.23,2021,State,All,Sex,1,state_quint,2021,99,NA,Maharashtra,1,NA,Gender,2,NA,NA,NA,1,NA
11608,9850.52,2021,State,All,Sex,2,state_quint,2021,99,NA,Maharashtra,2,NA,Gender,1,NA,NA,NA,2,NA
11609,4560.09,2021,State,All,Sex,2,state_quint,2021,99,NA,Maharashtra,2,NA,Gender,2,NA,NA,NA,2,NA
11610,13456.42,2021,State,All,Sex,3,state_quint,2021,99,NA,Maharashtra,3,NA,Gender,1,NA,NA,NA,3,NA
11611,6703.83,2021,State,All,Sex,3,state_quint,2021,99,NA,Maharashtra,3,NA,Gender,2,NA,NA,NA,3,NA
11612,17941.9,2021,State,All,Sex,4,state_quint,2021,99,NA,Maharashtra,4,NA,Gender,1,NA,NA,NA,4,NA
11613,10199.99,2021,State,All,Sex,4,state_quint,2021,99,NA,Maharashtra,4,NA,Gender,2,NA,NA,NA,4,NA
11614,37915.12,2021,State,All,Sex,5,state_quint,2021,99,NA,Maharashtra,5,NA,Gender,1,NA,NA,NA,5,NA
11615,27082.23,2021,State,All,Sex,5,state_quint,2021,99,NA,Maharashtra,5,NA,Gender,2,NA,NA,NA,5,NA
11616,NA,2021,State,All,Sex,Total,state_quint,2021,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
11617,NA,2021,State,All,Sex,Total,state_quint,2021,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
11796,10199.99,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
11797,5171.52,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
11798,17920.18,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
11799,11173.05,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
12392,5296.67,2021,State,urban/rural,Sex,1,state_sec_quint,2021,0,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
12393,2180.47,2021,State,urban/rural,Sex,1,state_sec_quint,2021,0,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
12394,8205.48,2021,State,urban/rural,Sex,2,state_sec_quint,2021,0,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
12395,3869.42,2021,State,urban/rural,Sex,2,state_sec_quint,2021,0,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
12396,10199.99,2021,State,urban/rural,Sex,3,state_sec_quint,2021,0,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
12397,5171.52,2021,State,urban/rural,Sex,3,state_sec_quint,2021,0,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
12398,13591.82,2021,State,urban/rural,Sex,4,state_sec_quint,2021,0,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
12399,6912.22,2021,State,urban/rural,Sex,4,state_sec_quint,2021,0,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
12400,21851.96,2021,State,urban/rural,Sex,5,state_sec_quint,2021,0,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
12401,13494.5,2021,State,urban/rural,Sex,5,state_sec_quint,2021,0,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
12402,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
12403,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
12404,8960.09,2021,State,urban/rural,Sex,1,state_sec_quint,2021,1,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
12405,3351.92,2021,State,urban/rural,Sex,1,state_sec_quint,2021,1,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
12406,13440.13,2021,State,urban/rural,Sex,2,state_sec_quint,2021,1,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
12407,6720.07,2021,State,urban/rural,Sex,2,state_sec_quint,2021,1,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
12408,17920.18,2021,State,urban/rural,Sex,3,state_sec_quint,2021,1,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
12409,11173.05,2021,State,urban/rural,Sex,3,state_sec_quint,2021,1,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
12410,28000.27,2021,State,urban/rural,Sex,4,state_sec_quint,2021,1,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
12411,20111.5,2021,State,urban/rural,Sex,4,state_sec_quint,2021,1,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
12412,50461.58,2021,State,urban/rural,Sex,5,state_sec_quint,2021,1,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
12413,43179.89,2021,State,urban/rural,Sex,5,state_sec_quint,2021,1,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
12414,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
12415,NA,2021,State,urban/rural,Sex,Total,state_sec_quint,2021,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
12662,13780.38,2022,State,All,Sex,Total,state_quint,2022,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
12663,6360.18,2022,State,All,Sex,Total,state_quint,2022,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
12972,6507.35,2022,State,All,Sex,1,state_quint,2022,99,NA,Maharashtra,1,NA,Gender,1,NA,NA,NA,1,NA
12973,2710.54,2022,State,All,Sex,1,state_quint,2022,99,NA,Maharashtra,1,NA,Gender,2,NA,NA,NA,1,NA
12974,10536.78,2022,State,All,Sex,2,state_quint,2022,99,NA,Maharashtra,2,NA,Gender,1,NA,NA,NA,2,NA
12975,4492.45,2022,State,All,Sex,2,state_quint,2022,99,NA,Maharashtra,2,NA,Gender,2,NA,NA,NA,2,NA
12976,13827.04,2022,State,All,Sex,3,state_quint,2022,99,NA,Maharashtra,3,NA,Gender,1,NA,NA,NA,3,NA
12977,6360.18,2022,State,All,Sex,3,state_quint,2022,99,NA,Maharashtra,3,NA,Gender,2,NA,NA,NA,3,NA
12978,19500.86,2022,State,All,Sex,4,state_quint,2022,99,NA,Maharashtra,4,NA,Gender,1,NA,NA,NA,4,NA
12979,9572.57,2022,State,All,Sex,4,state_quint,2022,99,NA,Maharashtra,4,NA,Gender,2,NA,NA,NA,4,NA
12980,38501.21,2022,State,All,Sex,5,state_quint,2022,99,NA,Maharashtra,5,NA,Gender,1,NA,NA,NA,5,NA
12981,30909.94,2022,State,All,Sex,5,state_quint,2022,99,NA,Maharashtra,5,NA,Gender,2,NA,NA,NA,5,NA
12982,NA,2022,State,All,Sex,Total,state_quint,2022,99,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
12983,NA,2022,State,All,Sex,Total,state_quint,2022,99,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
13192,11287.62,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
13193,5390.94,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
13194,18689.48,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
13195,10902.19,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,1,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
13809,5418.06,2022,State,urban/rural,Sex,1,state_sec_quint,2022,0,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
13810,2648.58,2022,State,urban/rural,Sex,1,state_sec_quint,2022,0,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
13811,8508.95,2022,State,urban/rural,Sex,2,state_sec_quint,2022,0,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
13812,3687.29,2022,State,urban/rural,Sex,2,state_sec_quint,2022,0,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
13813,11293.94,2022,State,urban/rural,Sex,3,state_sec_quint,2022,0,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
13814,5405.97,2022,State,urban/rural,Sex,3,state_sec_quint,2022,0,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
13815,15723.57,2022,State,urban/rural,Sex,4,state_sec_quint,2022,0,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
13816,6841.41,2022,State,urban/rural,Sex,4,state_sec_quint,2022,0,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
13817,26352.52,2022,State,urban/rural,Sex,5,state_sec_quint,2022,0,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
13818,10642.19,2022,State,urban/rural,Sex,5,state_sec_quint,2022,0,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
13819,NA,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
13820,NA,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,0,NA,Maharashtra,NA,NA,Gender,2,NA,NA,NA,NA,NA
13821,9483.1,2022,State,urban/rural,Sex,1,state_sec_quint,2022,1,NA,Maharashtra,NA,1,Gender,1,NA,NA,NA,1,NA
13822,3352.46,2022,State,urban/rural,Sex,1,state_sec_quint,2022,1,NA,Maharashtra,NA,1,Gender,2,NA,NA,NA,1,NA
13823,13697.81,2022,State,urban/rural,Sex,2,state_sec_quint,2022,1,NA,Maharashtra,NA,2,Gender,1,NA,NA,NA,2,NA
13824,6488.34,2022,State,urban/rural,Sex,2,state_sec_quint,2022,1,NA,Maharashtra,NA,2,Gender,2,NA,NA,NA,2,NA
13825,18700.59,2022,State,urban/rural,Sex,3,state_sec_quint,2022,1,NA,Maharashtra,NA,3,Gender,1,NA,NA,NA,3,NA
13826,10922.42,2022,State,urban/rural,Sex,3,state_sec_quint,2022,1,NA,Maharashtra,NA,3,Gender,2,NA,NA,NA,3,NA
13827,27306.05,2022,State,urban/rural,Sex,4,state_sec_quint,2022,1,NA,Maharashtra,NA,4,Gender,1,NA,NA,NA,4,NA
13828,21157.9,2022,State,urban/rural,Sex,4,state_sec_quint,2022,1,NA,Maharashtra,NA,4,Gender,2,NA,NA,NA,4,NA
13829,52894.74,2022,State,urban/rural,Sex,5,state_sec_quint,2022,1,NA,Maharashtra,NA,5,Gender,1,NA,NA,NA,5,NA
13830,48805.16,2022,State,urban/rural,Sex,5,state_sec_quint,2022,1,NA,Maharashtra,NA,5,Gender,2,NA,NA,NA,5,NA
13831,NA,2022,State,urban/rural,Sex,Total,state_sec_quint,2022,1,NA,Maharashtra,NA,NA,Gender,1,NA,NA,NA,NA,NA
