,poor_420,inc_selfemp,inc_salaried,inc_casual,year,level,area,dem,SourceSheet,sector2,state,age_cat1,age_cat2,age_cat3,age_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,owns_dwelling
1015,1,0.515109003,0.152080119,0.309076041,2022,State,urban/rural,Gender,sector_state,1,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,0,0.33571896,0.50848937,0.141007289,2022,State,urban/rural,Gender,sector_state,1,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,1,0.294182152,0.279077083,0.405528545,2022,State,urban/rural,Gender,sector_state,1,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,0,0.151194572,0.465484798,0.093502767,2022,State,urban/rural,Gender,sector_state,1,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,1,0.211339012,0.363138765,0.393585831,2022,State,urban/rural,Gender,sector_state,1,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,0,0.290909559,0.502516866,0,2022,State,urban/rural,Gender,sector_state,1,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,0,0.244275406,0.58127898,0.08664085,2022,State,urban/rural,Gender,sector_state,1,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,0,0.271299303,0.587952614,0.104331322,2022,State,urban/rural,Gender,sector_state,1,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,1,0,0.391836554,0.608163416,2022,State,urban/rural,Gender,sector_state,1,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,0,0.03845207,0.704026222,0.22054565,2022,State,urban/rural,Gender,sector_state,1,Goa,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,0,0.48122713,0.288273394,0.142984197,2022,State,urban/rural,Gender,sector_state,1,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,1,0.156960651,0.168172121,0.674867213,2022,State,urban/rural,Gender,sector_state,1,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,0,0.367237806,0.335558861,0.184075534,2022,State,urban/rural,Gender,sector_state,1,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,0,0.331798136,0.35739851,0.212165177,2022,State,urban/rural,Gender,sector_state,1,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,1,1,0,0,2022,State,urban/rural,Gender,sector_state,1,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,0,0.06138026,0.142761976,0.264696956,2022,State,urban/rural,Gender,sector_state,1,Lakshadweep,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,0,0.267205745,0.284247249,0.140762165,2022,State,urban/rural,Gender,sector_state,1,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,1,0.225122362,0.235079929,0.380733103,2022,State,urban/rural,Gender,sector_state,1,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,0,0.277475357,0.309338629,0.268724054,2022,State,urban/rural,Gender,sector_state,1,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,1,0.160397977,0.150457948,0.58032769,2022,State,urban/rural,Gender,sector_state,1,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,0,0.217961922,0.401774049,0.22583966,2022,State,urban/rural,Gender,sector_state,1,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,1,0.167387798,0.158343241,0.514310956,2022,State,urban/rural,Gender,sector_state,1,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,0,0.033898566,0.517035007,0.143945515,2022,State,urban/rural,Gender,sector_state,1,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,1,0,0,0,2022,State,urban/rural,Gender,sector_state,1,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,0,0.270879596,0.354729801,0.112933718,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,1,0.156959981,0.436658204,0.206973746,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,0,0.294368684,0.457787424,0.180621669,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,1,0.260469496,0.391052425,0.293944865,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,0,0.242387608,0.520283103,0.204178125,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,1,0.201338083,0.329960585,0.454068631,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,0,0.088532999,0.585543275,0.112622514,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,1,0.189912945,0.313003749,0.440686524,2022,State,urban/rural,Gender,sector_state,1,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,0,0.325904965,0.259300828,0.091240816,2022,State,urban/rural,Gender,sector_state,1,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,1,0.664120853,0.24990499,0.085974172,2022,State,urban/rural,Gender,sector_state,1,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,0,0.251617581,0.419061363,0.220154241,2022,State,urban/rural,Gender,sector_state,1,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,1,0.455826283,0.262464732,0.204492584,2022,State,urban/rural,Gender,sector_state,1,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,0,0.206020474,0.480588883,0.25409317,2022,State,urban/rural,Gender,sector_state,1,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1,1,0,0,2022,State,urban/rural,Gender,sector_state,1,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,0,0.296401978,0.20550409,0.403078824,2022,State,urban/rural,Gender,sector_state,1,Puducherry,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,1,0,0,1,2022,State,urban/rural,Gender,sector_state,1,Puducherry,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,0,0.328514487,0.504371703,0.020538168,2022,State,urban/rural,Gender,sector_state,1,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,1,0,0,0,2022,State,urban/rural,Gender,sector_state,1,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,0,0.172246993,0.724173546,0.047262784,2022,State,urban/rural,Gender,sector_state,1,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,0,0.228944257,0.677065849,0.072153047,2022,State,urban/rural,Gender,sector_state,1,A & N Island,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,0,0.176824242,0.624230385,0.061521221,2022,State,urban/rural,Gender,sector_state,1,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,1,0,0,1,2022,State,urban/rural,Gender,sector_state,1,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,0,0.295398504,0.360356539,0.067733258,2022,State,urban/rural,Gender,sector_state,1,Telangana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,1,0.577981889,0.070782021,0.171891496,2022,State,urban/rural,Gender,sector_state,1,Telangana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,0,0.405660301,0.461753368,0.066757716,2022,State,urban/rural,Gender,sector_state,1,Telangana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,1,0.551721692,0.299661517,0.120116033,2022,State,urban/rural,Gender,sector_state,1,Telangana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,0,0.350191921,0.544872642,0.085286885,2022,State,urban/rural,Gender,sector_state,1,Telangana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,1,0.379426569,0.532946885,0.087626569,2022,State,urban/rural,Gender,sector_state,1,Telangana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,0,0.126402512,0.523606479,0.084227651,2022,State,urban/rural,Gender,sector_state,1,Telangana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,1,0.291154027,0.370489508,0.338356465,2022,State,urban/rural,Gender,sector_state,1,Telangana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,0,0.474158466,0.422908425,0,2022,State,urban/rural,Gender,sector_state,1,Ladakh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,1,0.242038995,0.570356309,0,2022,State,urban/rural,Gender,sector_state,1,Ladakh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,0,0.459581345,0.410854876,0.037624698,2022,State,urban/rural,Gender,sector_state,1,Ladakh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,1,0.701533794,0.072045133,0,2022,State,urban/rural,Gender,sector_state,1,Ladakh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,0,0.343031883,0.566200197,0.064179443,2022,State,urban/rural,Gender,sector_state,1,Ladakh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,1,0.476714373,0.399433881,0,2022,State,urban/rural,Gender,sector_state,1,Ladakh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,0,0.473800957,0.420300663,0.012250165,2022,State,urban/rural,Gender,sector_state,1,Ladakh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,1,1,0,0,2022,State,urban/rural,Gender,sector_state,1,Ladakh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,0,0.311874807,0.583213627,0.017903641,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1078,1,0.554402828,0.232246906,0.090556011,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1079,0,0.391379774,0.477633208,0.044176344,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1080,1,0.566176593,0.262336224,0.129216641,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1081,0,0.498858482,0.284835756,0.145807236,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1082,1,0.526751578,0.177462295,0.260534137,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1083,0,0.48388055,0.210483104,0.257051528,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1084,1,0.481335372,0.126275226,0.36630857,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1085,0,0.476337612,0.183230534,0.297404081,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1086,1,0.446729004,0.129704133,0.394101709,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1087,0,0.44706139,0.148594454,0.34955886,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1088,1,0.413465619,0.115485951,0.432874471,2022,National,All,Education,allindia,99,India,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1089,0,0.424447477,0.490200758,0.036439877,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1090,1,0.593936861,0.177475184,0.08996743,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1091,0,0.512689531,0.350458682,0.079963624,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1092,1,0.615226269,0.199688956,0.147351846,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1093,0,0.565776289,0.194942608,0.187023863,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1094,1,0.556880355,0.129126787,0.282762825,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1095,0,0.52035135,0.145343855,0.294062406,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1096,1,0.505336046,0.08922109,0.381044328,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1097,0,0.502983689,0.132380098,0.326057136,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1098,1,0.460663378,0.098562621,0.41128251,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1099,0,0.462698072,0.113559991,0.371262729,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1100,1,0.422946692,0.097391739,0.441052347,2022,National,urban/rural,Education,sect_allindia,0,India,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1101,0,0.261306167,0.624995768,0.009577003,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1102,1,0.483113796,0.331012875,0.091617346,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1103,0,0.31616509,0.556484103,0.021987466,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1104,1,0.445622414,0.416310489,0.084644005,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1105,0,0.397380471,0.421154827,0.083303988,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1106,1,0.426865995,0.337708354,0.1868397,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1107,0,0.390358597,0.377519518,0.162144586,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1108,1,0.377473772,0.286624938,0.302540481,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1109,0,0.396411031,0.33575958,0.211457521,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1110,1,0.388315678,0.2602503,0.322079331,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1111,0,0.374301046,0.311616361,0.248566762,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1112,1,0.353789508,0.229374886,0.381400973,2022,National,urban/rural,Education,sect_allindia,1,India,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1113,0,0.169326007,0.720625103,0.006604896,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1114,1,0,0,1,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1115,0,0.344667464,0.543780088,0.005607876,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1116,1,0.334128082,0.615069985,0,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1117,0,0.425626367,0.370255232,0.097429231,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1118,1,0.258714348,0.086492181,0.527657688,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1119,0,0.452078015,0.271207839,0.212228552,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1120,1,0.211869374,0.249611482,0.493484497,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1121,0,0.525656641,0.179035187,0.213609844,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1122,1,0.439966142,0.104042806,0.45372811,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1123,0,0.463366121,0.213015512,0.269792825,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1124,1,0.303129822,0.176242799,0.500410676,2022,State,All,Education,state,99,Jammu & Kashmir,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1125,0,0.24734655,0.471973717,0,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1126,0,0.399891198,0.425455868,0.025297234,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1127,1,0.502671659,0.497328341,0,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1128,0,0.507755399,0.252075821,0.099585317,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1129,1,0.497478247,0.180229217,0.292274475,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1130,0,0.508335829,0.220457405,0.156148672,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1131,1,0.424555391,0.148376569,0.41977042,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1132,0,0.517338812,0.207489699,0.222860232,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1133,1,0.396259755,0.211932287,0.306101263,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1134,0,0.500098765,0.183678135,0.226245373,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1135,1,0.410561174,0.119244479,0.377845317,2022,State,All,Education,state,99,Himachal Pradesh,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1136,0,0.315554649,0.502671242,0.001766318,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1137,1,0,0.614833593,0.385166377,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1138,0,0.441144615,0.320368886,0.032196458,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1139,1,0.710887611,0.166415185,0.010383343,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1140,0,0.48327136,0.257005185,0.175389767,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1141,1,0.302251518,0.298586518,0.374288321,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1142,0,0.434582949,0.259469181,0.252618313,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1143,1,0.374219954,0.346570075,0.266985387,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1144,0,0.436881185,0.20504351,0.303903282,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1145,1,0.237595677,0.232072935,0.504707277,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1146,0,0.368783116,0.194564655,0.390493214,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1147,1,0.211513549,0.226093873,0.549252391,2022,State,All,Education,state,99,Punjab,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1148,0,0.27908963,0.598050773,0.000799599,2022,State,All,Education,state,99,Chandigarh,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1149,0,0.253697842,0.551422298,0.00061243,2022,State,All,Education,state,99,Chandigarh,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1150,0,0.380953312,0.413556069,0.04400605,2022,State,All,Education,state,99,Chandigarh,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1151,0,0.210599035,0.621877253,0.165327668,2022,State,All,Education,state,99,Chandigarh,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1152,0,0.435939401,0.360185325,0.188024774,2022,State,All,Education,state,99,Chandigarh,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1153,0,0.267822981,0.326006323,0.389947146,2022,State,All,Education,state,99,Chandigarh,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1154,0,0.348974019,0.521525025,0.016024671,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1155,1,0.972803771,0.027196223,0,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
1156,0,0.374015123,0.527612329,0.015812837,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1157,1,0.746434748,0,0,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA
1158,0,0.472986639,0.340141088,0.080961376,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1159,1,0.37251693,0.157166138,0.393349469,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
1160,0,0.5121153,0.218735218,0.18247284,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1161,1,0.459658891,0.151248857,0.37165463,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
1162,0,0.446885914,0.220581338,0.287782967,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
1163,1,0.405718386,0.057936821,0.491136223,2022,State,All,Education,state,99,Uttrakhand,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
