State,Variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Sikkim,ln_REXP_CAP_I_pot,,,,533.9533081,537.2197876,540.5043335,542.0321045,543.1047974,545.6382446,552.9570923,565.6495972,580.2672119,594.0050049,607.0986938,619.7634277,629.6808472,637.5669556,644.5438232,649.5916138,651.0987549,650.6174316,652.1186523,654.5656128,655.3482666,653.6692505,650.7683716,650.8803101,653.7145996,655.3894043,658.3533936,668.0559692,682.2419434,700.5465698,,
Telangana,ln_REXP_CAP_I_pot,,,,,,,,,,,,,,,-1144.548218,-1164.412964,-1185.356934,-1206.359741,-1220.951172,-1213.849976,-1158.629517,-1018.854126,-756.9142456,-356.3903809,136.036377,546.5006104,820.7791748,965.9890747,1020.420288,1024.362671,1009.789124,994.1994019,981.1680908,971.163147,
Tamil Nadu,ln_REXP_CAP_I_pot,659.3372803,678.6756592,698.3203735,717.5020142,733.2574463,745.0940552,754.916687,761.3503418,763.906311,768.3140259,780.8753052,798.347168,819.4057007,843.6016235,865.8866577,884.6757202,901.5661621,915.9160767,927.5755615,937.2078247,946.3024902,953.4616699,957.6983643,960.6895142,963.0402832,965.6115723,968.8549194,973.2262573,979.5255737,987.2398682,995.8707886,1003.987,1011.522278,1019.147095,
Tripura,ln_REXP_CAP_I_pot,531.6001587,540.5610352,549.8430176,561.7181396,574.1755981,584.9766235,592.8493652,597.9127197,603.5360718,612.375061,624.1796265,636.6092529,646.4755249,655.9265137,666.7720947,677.828064,688.6542358,699.6134644,709.2591553,716.4555054,722.2529297,729.9730225,739.4726563,749.6893311,757.4816284,756.3687134,744.3984985,722.9724731,699.9191284,682.6603394,678.569397,688.6907349,706.9191895,,
Uttarakhand,ln_REXP_CAP_I_pot,,,,-1225.689697,-1223.006836,-1208.420532,-1158.552856,-1040.885498,-821.7385254,-485.0972595,-67.6754837,287.2216492,537.1136475,691.3226929,774.9069214,810.7996826,817.9854126,811.4862061,799.9078369,790.0054321,785.5914307,788.9845581,798.234436,809.1239624,819.4872437,827.5239258,834.2600098,839.4916382,843.2379761,847.0198364,853.7045898,864.4752197,878.8768311,894.732666,
Uttar Pradesh,ln_REXP_CAP_I_pot,811.9075317,803.8490601,798.9672852,795.0661621,794.4080811,798.0773315,806.5078735,818.243042,832.6075439,848.8362427,866.2477417,884.3236694,903.7712402,924.572998,943.161438,962.807251,982.0140991,997.4331665,1007.406799,1011.629761,1012.667175,1015.545593,1023.193115,1035.718384,1049.481079,1058.982422,1061.861084,1059.884766,1059.5,1061.793091,1069.153076,1083.744385,1103.936035,1125.557739,
West Bengal,ln_REXP_CAP_I_pot,663.3771362,680.9047852,700.9017334,724.7220459,747.866333,763.5418091,768.02948,763.1328125,758.3065796,756.6915894,756.1556396,754.600647,754.0675049,759.979126,773.0967407,787.0430298,799.829834,809.3584595,813.7235718,813.3092651,813.87146,822.0562744,839.0604248,861.3410034,884.4701538,904.6223755,920.053833,930.8178711,934.5050049,932.3049316,930.6741333,934.7669067,944.5030518,957.7548218,
Andhra Pradesh,REXP_CAP_IV_cyc,-12.6588974,10.90660381,12.11465549,10.30043316,-15.70545387,-14.31598759,-25.9666748,14.76064205,25.18537521,16.90316772,-14.29385662,11.10043621,-13.58387947,11.00981617,21.93365669,-53.50708389,-49.24936676,44.43193436,37.60430145,-53.65370941,5.884809017,44.25926208,30.0268364,48.07729721,-32.94705963,-70.21989441,-88.01200867,54.23884201,-6.913342476,88.5447998,-22.15816307,5.200180054,-1.38460958,-17.91306305,
Arunachal Pradesh,REXP_CAP_IV_cyc,-10.01734829,5.304946899,22.91190338,6.564934254,-21.54176903,14.7993288,-11.35536194,-22.45236397,0.432476282,-15.40407658,22.28582764,17.34960747,-2.67813468,-2.02035594,35.44458008,-57.56116486,-29.36325455,-89.77065277,85.84902954,273.3458557,-149.1340027,-67.61791992,-80.95727539,88.67959595,-45.31256485,46.9508667,-29.55023003,-59.62659073,71.72631073,56.47186279,-45.7421608,10.56206703,-18.57397079,,
Assam,REXP_CAP_IV_cyc,-11.33308887,28.4794426,-17.19606018,2.053475857,-8.731583595,19.57774353,4.762984276,-2.235084772,-41.79269409,4.648437023,47.9708786,-52.82159042,-18.16402054,-29.60697174,168.2615204,-40.45327377,-46.39687347,26.95695877,-12.78609562,-5.176330566,-59.24045563,-70.06591797,52.84641647,75.28690338,36.08293152,-47.3521347,25.78035736,-23.8965416,20.09692001,32.69670105,-73.57542419,-51.51213074,73.34700012,-6.512406349,
Bihar,REXP_CAP_IV_cyc,21.28373909,-13.65247059,18.72076607,25.94495773,-53.24651337,-47.09592438,-4.730460644,42.87173843,-29.46126556,39.69930267,19.20563126,-34.090065,-6.531329155,19.69961357,25.80258751,80.7506485,-70.96751404,-78.69012451,-20.2382431,7.704792976,8.6583004,53.99617004,70.00524902,1.736672878,-42.68569183,38.01993942,-119.3397751,-53.93462372,100.1199951,-10.08279037,9.344748497,5.892974377,-4.711039066,,
Chhattisgarh,REXP_CAP_IV_cyc,,,,62.96163559,63.40340042,53.77130508,13.84693813,-85.19150543,-274.3813477,-571.1293335,408.4026794,324.7713623,80.68286133,141.4819031,-108.5860977,-48.54823685,11.99867249,-42.7161026,-53.58871078,8.011595726,-43.72732544,30.45000648,84.35904694,81.84273529,-144.8841553,-46.06870651,24.42314148,71.11650085,46.49473572,-84.74907684,-99.40756989,58.39291763,40.03221893,-3.465476036,
NCT Delhi,REXP_CAP_IV_cyc,184.8135071,-248.8036041,-711.9908447,587.1322632,336.3528442,83.12968445,-16.06873322,-64.44930267,-70.3890152,-54.31019592,-22.32162857,-17.16934204,12.01010609,18.11455154,-2.678985834,-17.75904655,-9.87850666,-7.24187994,-2.0707798,22.14420891,32.03508759,-25.81959534,-4.985151768,48.64330292,-55.47471237,4.351973057,3.577452898,-9.480682373,-8.456447601,14.03818226,25.52264214,-33.85334015,-1.157808185,12.49379444,
Goa,REXP_CAP_IV_cyc,-4.523188591,5.846098423,13.98862553,10.55826664,-14.04582405,6.647810459,-16.34827805,-64.98758698,21.49756241,16.93407822,61.85609818,-37.8723526,30.35520744,6.666570663,-29.15130043,-43.44211578,-46.43784714,37.47903061,31.51415062,66.83203888,16.25574303,1.22013247,-46.52277374,-13.3091116,-36.95051193,-43.82926941,-34.04922485,176.3898468,-63.0717392,88.69761658,-120.2791443,-41.43569183,63.5170784,,
Gujarat,REXP_CAP_IV_cyc,9.168429375,-18.84548378,9.459480286,-10.29827881,30.35824966,-12.75357056,-9.485037804,-22.20254135,24.92451668,9.01040554,45.04334259,-91.95574188,-60.70595551,124.0999603,8.779543877,15.18017387,-35.39967728,-10.92172241,-26.13459396,-11.03346634,24.87350464,4.352179527,38.97125626,4.25255394,-48.12108231,13.92755508,-32.69678879,-23.27272224,56.48367691,15.05329609,-0.358396679,-28.66888237,8.915819168,,
Himachal Pradesh,REXP_CAP_IV_cyc,-21.37193489,102.9589844,175.5657501,331.2160645,-1267.390015,317.9345703,215.1032562,175.1486053,55.42263412,4.276770592,-23.44661713,-26.51080894,-6.811440945,-16.68684006,15.2302494,-34.92823029,11.78150845,-80.04585266,48.87949371,-33.52443695,23.34128571,51.23544312,7.439683914,-8.713574409,-37.95957947,-54.83898926,132.6647034,-45.7387352,-30.03575516,-3.093147278,2.814212084,73.15500641,10.02933598,-63.10163498,
Haryana,REXP_CAP_IV_cyc,-0.570152581,-0.851775825,-4.260070324,-2.679038286,2.976953268,8.630692482,11.60835361,25.03714752,-37.01770401,-13.88205051,-22.00261879,-26.34859085,5.511515141,173.1715546,-53.41056442,-50.79142761,-40.26032257,-5.987476826,-11.73613834,56.11685562,22.23845482,-9.009735107,-51.58696747,-43.84870148,-69.35595703,179.0395966,71.11713409,-30.31966972,-63.6485939,6.160076618,-34.5298996,-48.63999939,26.38633156,32.74278641,
Jharkhand,REXP_CAP_IV_cyc,,,,32.46604538,49.03384781,60.4070816,53.54576874,5.744790554,-114.2682877,-338.6850891,-681.4142456,687.0134888,322.4011536,68.25674438,-13.25769711,-7.495518684,-3.806583643,-19.80582619,-58.6033783,6.262402058,-11.24299717,-68.08501434,22.37726974,-103.5941238,-10.00633049,178.8933258,-4.370015621,30.60390091,17.62760544,-196.3244629,87.34196472,-29.8447094,38.82892227,,
Jammu and Kashmir,REXP_CAP_IV_cyc,5.045387745,9.288896561,20.27885437,-22.09719467,-29.32541275,-14.27007103,-9.834187508,15.10276318,16.01644897,29.42661095,-13.64293385,12.28487301,-4.849550247,-0.890644312,-3.214169741,-6.820200443,7.912054539,-10.48512936,-27.6092968,15.23223495,0.107648619,-23.39774895,1.220163107,28.94647789,9.016434669,50.42916489,75.94005585,13.60828495,-128.3756714,-188.6325836,97.13579559,53.22445297,45.10914612,-21.8809433,
Karnataka,REXP_CAP_IV_cyc,-32.69006729,13.18900204,33.1148262,20.29955864,-31.42340851,21.66139793,15.2746067,-48.37004471,-13.33742142,-15.0236702,14.99526691,2.920830011,13.67081642,57.8717804,9.195055008,-58.0210495,-44.95295334,15.34313774,-7.355996132,3.376436472,45.27358246,48.81431198,5.649543285,-34.29811096,-57.85005951,-65.49467468,8.231044769,70.19944,32.77404404,13.64891434,-28.28255653,15.4714222,-29.33075523,5.455756187,
Kerala,REXP_CAP_IV_cyc,4.752663136,5.646776199,-30.16405487,4.349921703,4.847994804,8.034124374,-10.84773254,39.98068237,6.483274937,-4.934023857,-9.40322113,-57.42319107,-20.6634655,131.9588318,-60.90705872,-33.57372665,-31.90060997,39.55635071,26.83530426,4.453056335,-16.99638367,-0.30007571,9.587563515,32.08733749,-35.21919632,-24.5665226,-4.201516151,9.587362289,34.99328232,-41.81925201,17.71789742,12.38769436,-10.34009647,,
Maharashtra,REXP_CAP_IV_cyc,14.65241337,-25.03195381,-30.12455177,-25.87907791,2.530392885,19.06666374,43.19062042,120.7825851,200.7688599,511.5501404,-1433.840942,104.2490616,289.6870117,154.7012939,86.71101379,75.29708862,0.538567007,-50.82660675,-27.01714325,-6.4231534,-23.12384033,-32.38170242,14.30216408,20.24597168,-23.39076805,-36.95773697,125.8458023,-60.45232391,-18.10514259,1.128176689,8.142609596,0.164583266,,,
Meghalaya,REXP_CAP_IV_cyc,-22.71319962,63.90068054,12.47777271,-78.64659882,5.996434212,37.33332062,-18.52523422,-39.94771194,-29.8327961,40.20281982,47.28242874,-29.93014717,36.2820816,52.81820679,21.43823051,-67.37773132,-116.8262787,21.0069313,65.17818451,-12.55467987,16.39539719,28.00296783,-49.04284668,-12.92710781,5.838030338,104.3345947,-53.65570068,-84.93895721,49.3501091,-25.53647232,34.17709351,40.82913971,-27.19671059,-13.19224548,
Manipur,REXP_CAP_IV_cyc,-8.086131096,39.95210266,-28.51409721,-12.3708744,-42.46099854,6.603240013,97.54518127,82.583992,-145.9632874,42.24473572,-77.63990784,59.47639084,-80.1720047,-111.6626053,59.85689163,130.7754974,127.9172058,-23.51103592,-158.2612305,89.81775665,92.83425903,-231.5126648,182.6226044,-228.4553986,-3.244003057,162.3034058,3.399470329,302.2809753,29.30957031,-860.3562012,394.9378052,107.749321,,,
Madhya Pradesh,REXP_CAP_IV_cyc,-6.18806839,-11.09628773,30.62120247,-24.90236092,19.59042168,-0.634075046,-9.551608086,29.29860115,-16.71361732,-3.062453032,-25.86579514,34.59899139,-2.134086609,-109.9330063,143.9755707,-14.42383099,-23.61829758,-32.45388794,-21.5295372,13.20553112,-26.26447296,92.07221985,-25.35777664,-31.45487595,75.92263031,-30.37573624,48.0504303,-31.58511162,-39.20753479,-40.10038757,-27.09633064,49.59488297,35.79928589,-19.18064308,
Mizoram,REXP_CAP_IV_cyc,,,,,,,,,,-2.034698248,-28.78813362,3.115677357,11.21605492,43.15253448,75.18920898,120.0913239,-335.8987427,-23.1619606,47.5450058,49.50447083,42.99604034,40.56528473,35.95696259,54.34384537,-184.9009094,-84.31932831,25.24912071,56.82049942,50.56061554,157.6690979,-109.2158508,-45.65611267,,,
Nagaland,REXP_CAP_IV_cyc,,,,5.836636543,-5.392540455,-10.29999447,-7.758355618,-10.19669247,-0.397951514,-23.21050644,74.30017853,76.72018433,-52.62774658,89.31613922,-122.7465515,-34.52934265,-128.3756256,81.0931778,-15.23771858,48.21192169,60.87513351,38.96046448,53.86582184,21.1162281,-87.78961182,-68.02362823,-83.69731903,-136.5794525,126.9638977,135.3173828,71.36303711,9.557254791,-106.6343994,,
Odisha,REXP_CAP_IV_cyc,-9.359553337,30.09123421,-9.23925972,-11.17853928,-0.969627619,24.9966774,-42.11507034,-30.83156776,12.25971889,19.43069458,34.12171936,-19.11878014,-27.04017258,136.763382,-38.79106522,-125.4835968,22.32526398,63.88399124,-5.785766602,-69.69190979,16.91896439,71.78633881,-43.67457581,22.939888,-16.44870377,-35.87773895,-39.41364288,76.02909851,3.956798077,-5.814748764,8.312436104,-0.281073242,-9.726269722,-2.974532604,
Punjab,REXP_CAP_IV_cyc,4.706701756,-4.564150333,4.023864269,-17.61584473,18.72161674,5.669175148,60.45017624,-54.75661469,-56.97394562,-54.81274033,-1.444431186,106.9710541,-0.841855884,104.6745148,-57.79459763,-124.5353088,163.8388214,-62.59542084,-0.819608629,-67.36742401,-7.785329342,42.75806808,-1.743439198,-85.74377441,-112.007309,123.2552261,278.5604248,-113.8547974,-33.21508026,-63.58797073,-29.06839561,24.25836372,18.73378372,-5.493763447,
Puducherry,REXP_CAP_IV_cyc,-1.089169264,-1.478386402,-1.693336487,-1.323210597,0.313734025,4.110953808,10.91170788,20.90150261,32.51996994,40.86250305,35.82130432,0.750562906,-86.72692871,-249.1084747,-495.0150757,508.015625,244.8903503,76.0463562,6.96769762,-46.51382828,-41.96524429,-19.05360031,-29.22929382,-9.935091019,26.61852074,37.88542175,-96.3584671,-103.8798599,176.8081818,-145.766571,250.947464,-148.0598602,2.824519634,,
Rajasthan,REXP_CAP_IV_cyc,-8.768885612,-13.9150629,21.35874939,13.98660946,-5.207451344,20.76337624,-30.3915062,-3.586158991,18.58422661,-10.63667202,17.23752785,-55.02978897,-37.62842941,77.15409851,36.49040985,6.593227386,-16.92325592,-20.44752312,-7.982049465,16.32047844,-75.26437378,26.58526802,61.58784103,-85.45080566,-142.2458038,217.2454529,110.5493698,-85.81317139,-63.89235306,54.06383133,-43.68864059,31.45567894,-26.42768478,3.323485136,
Sikkim,REXP_CAP_IV_cyc,,,,-18.1468792,-1.933248878,-16.94066048,-3.355159044,34.22071838,0.004900092,46.53796005,-17.32103348,2.872989178,-27.47417068,115.4589539,406.7600708,-669.1036987,361.7290039,-750.2359009,108.3893356,397.7113342,48.60469055,156.5546112,-125.027504,-84.00974274,-2.17942214,5.06675148,-9.611222267,51.47782135,257.6222534,297.2463684,-950.3148193,168.4187469,216.9769135,,
Telangana,REXP_CAP_IV_cyc,,,,,,,,,,,,,,,-6.382962227,11.99261379,31.38946342,50.91004181,64.63449097,58.49734879,8.091628075,-120.3492279,-361.8864441,-732.3253784,672.4163818,411.3817444,103.5858078,9.371646881,-32.78953552,-62.16679001,-49.48346329,-82.96611023,14.61690807,11.46180058,
Tamil Nadu,REXP_CAP_IV_cyc,8.893654823,-21.56818581,10.16399384,-28.79441833,27.89448166,6.924849987,42.81435013,-24.67290497,-18.92832947,13.6162262,-22.49455833,-10.95923138,-2.415121078,14.71175098,1.777348876,-22.79345131,33.3993721,-8.864056587,19.8842926,-14.90881729,-29.86220551,47.0731926,23.37117767,-58.78060913,-6.642106056,-81.80432129,143.2801056,3.927206755,11.35419655,-25.71084785,-25.61274147,-42.06420135,-0.719016671,38.50892639,
Tripura,REXP_CAP_IV_cyc,5.691729546,34.2856102,-59.76787949,-23.30912781,48.64923859,-30.16486168,58.4629364,-14.64768314,-16.94989586,-45.66179657,-15.69312668,43.7546196,57.56639862,48.15930557,-24.36700249,16.48771477,-94.62414551,-190.5315094,173.4023285,132.2280884,-191.2935944,39.32444,41.68341064,6.22922802,15.35446548,51.65218353,55.62187958,19.88790512,-139.4806213,-35.06336212,-114.4533081,87.68649292,59.8799324,,
Uttarakhand,REXP_CAP_IV_cyc,,,,30.4546833,45.88459778,56.44176483,49.91189575,5.050025463,-107.3747177,-317.4012146,-637.8883667,615.3726196,304.0384827,119.2419968,30.80806923,-42.99714279,-73.14285278,20.30916405,-10.04905224,-131.1078339,-66.87184906,56.54032516,50.10744858,48.08385849,-4.516786098,-50.76934814,29.54555702,-40.68570709,50.95667267,16.52027512,-116.9424133,87.6063385,-46.99806595,29.87155914,
Uttar Pradesh,REXP_CAP_IV_cyc,-14.89993763,14.75954533,7.830972195,-22.86412239,40.74961853,-41.78596497,5.018007755,7.940546036,12.61213398,25.95355797,-9.311717033,-50.20752335,-2.055906057,44.72063065,-18.66721535,-8.83476162,16.37910271,-2.653528214,0.934325993,7.60272646,2.253978729,-12.03908539,-32.27642822,-24.78774071,-30.97310448,102.1930313,66.92275238,-77.20936584,74.52513123,-22.26965714,-81.03902435,-74.66455078,78.44799805,17.69556236,
West Bengal,REXP_CAP_IV_cyc,6.101429462,-12.25545979,11.8455658,-8.829600334,22.03068733,-43.05060577,4.74048996,9.123561859,13.38167953,-13.30980968,16.7253437,0.064380616,-29.89285469,52.81599426,-17.48512459,-13.93990612,11.46451569,5.98470068,-13.82039547,-2.617192268,-55.52814102,-40.42497635,58.65472412,44.2011795,85.25163269,232.8011475,375.025238,-1384.053711,324.5810547,238.4304657,186.8895721,40.35829544,-52.31039047,-52.95353317,
Andhra Pradesh,ln_REXP_CAP_IV_pot,758.3590698,765.8450928,771.3056641,774.4605103,776.9674683,782.1326904,790.7493286,801.3200073,808.192627,808.0769043,801.7120972,792.5419922,781.7235107,772.1894531,764.6992798,761.7739868,769.4440308,785.1785889,798.5671387,806.3081055,811.1166992,807.1234741,789.4005737,760.1016846,726.1846313,702.2997437,697.8258057,710.9063721,725.6030884,734.6558838,729.6984253,716.5316772,697.4111938,675.4246826,
Arunachal Pradesh,ln_REXP_CAP_IV_pot,228.6435547,211.5933685,192.9404144,171.9306793,151.47612,135.539032,124.6350403,121.6476593,127.6435547,140.0970154,156.5515137,172.0858765,185.3446655,197.7483826,210.2890167,223.6352997,244.127121,268.8945618,290.3695679,286.6208191,249.4528046,214.405365,193.1569214,186.5669861,182.5419312,183.1768799,183.3169098,185.3192596,186.8131104,175.8874359,152.1073608,124.073555,93.06790924,,
Assam,ln_REXP_CAP_IV_pot,677.3636475,660.4122925,641.647583,623.8130493,606.9006348,591.2310181,575.7277222,562.4467773,554.2061768,553.4663696,556.0010376,558.3275146,564.6385498,570.675415,569.2730103,548.5293579,523.4641113,502.6245728,487.1344299,482.430481,491.9038086,518.1172485,554.1552124,581.8914795,591.6553345,585.8218994,572.5396729,552.3806152,530.041748,506.3965759,485.5340576,476.7746582,477.6668396,477.5170593,
Bihar,ln_REXP_CAP_IV_pot,737.2408447,700.649292,667.4631348,638.9033813,619.1863403,616.6795654,631.2310791,655.1536255,680.0031128,704.1948853,721.4303589,731.7630615,738.3192139,738.770874,729.744751,711.0198364,686.5033569,673.022583,676.0501099,688.4681396,699.9205322,701.2842407,684.821228,651.4330444,613.2220459,582.5684204,565.022644,572.2184448,596.6950684,622.3623047,649.149231,675.37146,700.8399048,,
Chhattisgarh,ln_REXP_CAP_IV_pot,,,,-1214.254272,-1214.696045,-1205.063965,-1165.139526,-1066.101074,-876.9112549,-580.163269,-202.351593,138.6488342,390.3074036,552.0569458,636.239502,677.8342285,694.4466553,695.9143677,693.994812,693.6110229,691.1116333,684.1271362,663.2918091,624.1118774,575.5908813,539.8273315,515.7382202,494.8696289,472.6752625,455.9874268,459.0776672,482.6576843,511.5338745,539.8555908,
NCT Delhi,ln_REXP_CAP_IV_pot,-1336.106079,-902.4890137,-439.3017273,43.2172699,420.9110718,663.5638428,794.7763062,851.4498291,867.914917,868.1899414,865.0313721,862.5057373,861.1082153,858.5870361,854.6118774,851.7506714,852.1429443,855.0866699,858.2991943,858.3391724,851.434082,837.3543091,820.9959717,803.1239014,783.7055054,770.4909058,762.3544922,758.8668213,760.1707764,764.8925781,770.3052368,775.9278564,785.3632813,796.7976685,
Goa,ln_REXP_CAP_IV_pot,341.5950012,320.4186096,298.5185242,276.1063843,255.6320343,241.2346649,234.8061066,239.3018341,255.061615,272.0271912,283.5799255,285.8106384,284.7071228,280.1975403,277.06695560000003,281.1670837,293.6853943,308.8586426,313.4934998,300.3933411,267.403717,223.0633698,178.5119781,145.0843658,126.6717834,125.0359802,136.0266571,148.4807892,145.7875214,139.5583496,131.3132782,136.7639771,152.3774109,,
Gujarat,ln_REXP_CAP_IV_pot,734.8386841,728.9086914,724.4456787,719.9012451,715.2406006,708.781311,703.697998,701.124939,700.678833,698.4237671,694.4118652,690.1369629,694.2997437,700.8880615,694.1767578,678.2966309,658.7832642,643.6011353,635.0505371,633.6845703,635.8746948,636.2268677,633.3270264,626.4573364,621.135437,623.5592651,632.227478,647.8671265,665.9737549,678.3193359,685.7130737,691.3728638,698.4591675,,
Himachal Pradesh,ln_REXP_CAP_IV_pot,543.5186157,421.7160034,296.4938965,180.906189,116.0973663,196.2064209,312.5899963,407.4742126,457.5017395,467.3390808,450.5202637,421.2636414,390.0361328,363.0628967,345.4792786,339.7507019,350.77948,377.8793335,422.2490845,472.2802124,524.1848755,568.8114014,600.7426758,622.7592163,638.8319702,651.5375977,657.3793335,644.0861816,620.6134644,588.5982056,544.8718872,485.7709656,408.0822144,320.2971802,
Haryana,ln_REXP_CAP_IV_pot,685.1624146,686.0922241,686.9308472,687.4506836,686.7427368,683.4691162,676.7684326,667.1600952,657.0209961,652.7338257,654.7584229,661.3336182,667.1777954,662.7935181,639.5652466,616.5847778,604.3983154,605.4254761,615.644104,630.0740967,641.857666,653.1156006,669.5267944,695.3287354,726.5049438,752.0230713,749.7539673,726.2145996,699.3009644,682.0575562,677.345459,689.0111084,715.3762207,746.9802246,
Jharkhand,ln_REXP_CAP_IV_pot,,,,-1183.758667,-1200.326416,-1211.699707,-1204.838379,-1157.037354,-1037.024292,-812.6075439,-469.8783569,-49.11771393,300.367157,539.1912231,679.5535278,744.5744019,755.2526855,731.3881836,692.1714478,653.6242065,622.3916016,606.1208496,610.6601563,630.9641724,665.5679932,696.4315186,703.9136963,696.996521,683.9625244,677.9911499,695.0820313,719.8230591,750.7766724,,
Jammu and Kashmir,ln_REXP_CAP_IV_pot,462.1045837,448.0654297,434.8335876,424.7024536,423.2101746,432.359314,449.4603271,469.5404968,486.0536194,494.8699646,494.4223938,487.8520203,476.117157,462.1416321,448.0733337,435.9176941,427.1658936,422.217804,422.7392578,428.7185364,435.7263489,441.7705383,444.8763123,439.3250732,419.5935364,384.7898865,335.4648438,280.2378845,239.8787994,237.3348083,275.0129395,325.1390686,375.4807739,422.3215027,
Karnataka,ln_REXP_CAP_IV_pot,702.8195801,709.6411743,711.2324219,704.4730225,691.5412598,677.8632813,663.8374023,653.3278809,652.6428223,660.3512573,672.8880615,684.2843628,690.9706421,689.8446655,679.991394,669.7554932,668.9526367,678.1152954,690.583374,702.1516113,707.4380493,701.6005859,687.0412598,673.9721069,673.5092773,691.281189,723.6601563,756.5393677,777.1291504,783.871521,780.4524536,772.7417603,762.0839844,752.2991333,
Kerala,ln_REXP_CAP_IV_pot,630.0934448,636.9016113,644.4702148,654.4631348,663.7180176,669.7686157,670.9241333,666.77948,655.1936646,640.4228516,627.760376,621.7102661,625.2717896,632.2567749,633.1707764,639.6327515,653.5165405,671.3241577,684.4535522,690.6317749,691.8793945,690.9294434,687.7957153,682.4438477,676.3734741,676.2183228,682.9769287,693.7172241,704.8348999,714.2597046,725.5201416,735.4537964,743.7330322,,
Maharashtra,ln_REXP_CAP_IV_pot,779.7872925,777.7462158,778.0494995,779.036438,774.2263794,752.9980469,705.1349487,623.4713135,507.7518921,377.0466003,282.5484009,357.2982483,504.9225464,645.7276001,746.3695679,798.2568359,806.6715088,788.9433594,762.4882202,736.5896606,716.2085571,705.2780762,704.0314941,707.5211792,713.0876465,721.3109741,729.0284424,727.1644287,726.7783813,729.2574463,733.09198,736.9528809,,,
Meghalaya,ln_REXP_CAP_IV_pot,417.2728577,402.6357727,384.3645325,369.0492249,365.2762146,369.0485229,377.3285522,393.052063,416.1907349,440.3246765,454.2606812,453.2380676,440.0612793,412.7459412,375.112854,339.4337158,321.4102783,325.9639893,339.3239441,351.0804749,361.2523193,367.8495178,371.5053711,377.3336487,382.6012878,382.5068665,373.1830139,367.4559631,369.5669861,370.1671143,367.8034668,356.9372559,337.4980469,315.9480591,
Manipur,ln_REXP_CAP_IV_pot,269.519165,250.9104462,231.0079346,214.910202,203.1535339,194.2949066,180.0975189,153.381073,122.5725479,109.3123016,111.8866119,135.3408813,172.298172,224.8977051,282.4512329,316.40448,307.7802734,258.5254822,191.0537872,124.017067,50.74541855,-21.06023407,-68.84547424,-107.0979156,-121.0855484,-132.6292419,-164.0688782,-211.7758179,-271.5774841,-290.9364014,-212.625473,-117.0746613,,,
Madhya Pradesh,ln_REXP_CAP_IV_pot,645.7914429,654.5245361,662.2674561,666.2548218,668.6205444,667.5140381,664.2193604,659.9190063,654.2672729,651.6062012,653.6036987,661.4376221,672.1473389,688.3079834,712.1533813,728.3279419,744.512207,766.0789185,794.6219482,826.5424194,854.7967529,874.4544067,876.3823242,866.1791382,845.3861694,810.5119629,770.2127686,728.2845459,696.2115479,680.4242554,681.079895,691.9197998,702.3497925,709.7109375,
Mizoram,ln_REXP_CAP_IV_pot,,,,,,,,,,430.7680664,417.1128845,403.1321106,383.894165,354.9658813,313.7086487,264.3883362,223.3010101,225.9574127,254.1244659,285.8631287,306.8416748,310.6489563,297.7532654,275.1133728,255.4410858,260.14328,281.0426636,296.4708557,288.7993469,249.4908752,178.0979156,99.39998627,,,
Nagaland,ln_REXP_CAP_IV_pot,,,,363.4799805,357.2103577,351.8745728,347.5437317,342.6408386,334.3476563,318.2144165,289.7276917,240.6603699,174.6734009,107.7029037,47.26462173,15.16483307,13.57038689,39.12343597,67.92602539,89.05512238,89.14964294,62.56242371,13.38631439,-48.05215836,-102.8079376,-128.5573578,-117.0231247,-70.81168365,-5.921072483,39.79795456,48.80887604,25.22594833,-15.41848373,,
Odisha,ln_REXP_CAP_IV_pot,583.3329468,583.6759644,582.5214844,583.1865234,587.5098877,595.5418091,607.1773682,626.3110962,650.0991821,670.7645874,682.4921265,682.5751953,673.7669067,655.7612915,623.9259033,595.510498,581.5582275,573.0349121,564.4783325,560.6478271,565.3768921,571.3483887,573.9521484,580.0639648,589.5715332,606.032959,630.3746338,657.7824707,677.1362305,689.4802246,696.4919434,698.9185181,698.8370361,698.2796631,
Punjab,ln_REXP_CAP_IV_pot,765.2694702,741.0737305,717.6310425,694.9642334,673.7399292,651.8062134,630.0066528,610.0918579,603.4844971,612.8461304,631.7225342,644.8893433,636.8912964,609.3883057,563.9056396,518.7164917,482.8469849,445.3974915,421.6826477,417.0018311,436.5232544,474.6363525,524.4849243,586.0539551,659.0497437,729.4592285,765.3485107,754.5042725,729.28302,703.8244019,686.9537964,677.3222656,668.9301758,659.6590576,
Puducherry,ln_REXP_CAP_IV_pot,-1150.203491,-1149.814209,-1149.599243,-1149.96936,-1151.606323,-1155.403564,-1162.204346,-1172.194092,-1183.812622,-1192.155151,-1187.113892,-1152.043213,-1064.565674,-902.1841431,-656.2775269,-358.0822754,-118.0370865,34.70174026,110.1603928,130.5324707,119.1264267,91.80845642,57.73036575,22.99534607,-10.97007465,-44.32899475,-72.9855423,-86.78218842,-90.97873688,-107.4558029,-129.804657,-174.9392548,-219.6219177,,
