year,sector2,sector,state,state_sec_quint,type,level,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,other_items2,books,stationary,schoolbag,clothing,footwear
2023,urban,1,Himachal Pradesh,2,quintile,State,0.655,0.000,0.026,0.086,0.000,0.595,0.473,0.000,0.502,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.000,0.000,0.010,0.000
2023,All,99,Himachal Pradesh,3,quintile,State,0.946,0.000,0.055,0.289,0.000,0.736,0.725,0.012,0.627,0.233,0.004,0.000,0.000,0.000,0.000,0.004,0.283,0.000,0.067,0.074,0.000
2023,rural,0,Himachal Pradesh,3,quintile,State,0.962,0.000,0.068,0.302,0.000,0.737,0.764,0.013,0.628,0.215,0.004,0.000,0.000,0.000,0.000,0.004,0.299,0.000,0.080,0.083,0.000
2023,urban,1,Himachal Pradesh,3,quintile,State,0.668,0.000,0.000,0.054,0.000,0.706,0.504,0.022,0.481,0.067,0.003,0.000,0.003,0.000,0.000,0.000,0.036,0.010,0.015,0.024,0.000
2023,All,99,Himachal Pradesh,4,quintile,State,0.912,0.000,0.036,0.149,0.000,0.789,0.663,0.002,0.638,0.182,0.006,0.000,0.000,0.000,0.000,0.006,0.147,0.001,0.027,0.037,0.000
2023,rural,0,Himachal Pradesh,4,quintile,State,0.949,0.000,0.038,0.175,0.000,0.807,0.667,0.000,0.663,0.232,0.007,0.000,0.000,0.000,0.000,0.007,0.171,0.000,0.031,0.045,0.000
2023,urban,1,Himachal Pradesh,4,quintile,State,0.440,0.000,0.000,0.000,0.000,0.604,0.531,0.000,0.410,0.080,0.004,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2023,All,99,Himachal Pradesh,5,quintile,State,0.692,0.000,0.010,0.053,0.000,0.713,0.648,0.010,0.485,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.005,0.019,0.000
2023,rural,0,Himachal Pradesh,5,quintile,State,0.799,0.000,0.014,0.074,0.000,0.766,0.676,0.010,0.527,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.000,0.006,0.021,0.000
2023,urban,1,Himachal Pradesh,5,quintile,State,0.236,0.000,0.002,0.013,0.002,0.421,0.572,0.016,0.323,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.002,0.002
2023,All,99,Himachal Pradesh,99,All,State,0.886,0.000,0.064,0.260,0.000,0.635,0.728,0.015,0.585,0.180,0.014,0.000,0.000,0.000,0.000,0.014,0.257,0.003,0.032,0.078,0.000
2023,rural,0,Himachal Pradesh,99,All,State,0.926,0.000,0.070,0.278,0.000,0.643,0.751,0.016,0.602,0.190,0.015,0.000,0.000,0.000,0.000,0.015,0.275,0.003,0.033,0.083,0.000
2023,urban,1,Himachal Pradesh,99,All,State,0.537,0.000,0.011,0.100,0.000,0.557,0.520,0.012,0.435,0.085,0.006,0.001,0.001,0.000,0.000,0.003,0.095,0.002,0.020,0.031,0.000
2023,All,99,India,1,quintile,National,0.270,0.017,0.765,0.429,0.006,0.229,0.165,0.123,0.385,0.014,0.043,0.000,0.001,0.005,0.006,0.033,0.418,0.087,0.098,0.151,0.065
2023,rural,0,India,1,quintile,National,0.290,0.019,0.775,0.453,0.006,0.196,0.165,0.127,0.394,0.015,0.046,0.000,0.001,0.004,0.006,0.037,0.443,0.089,0.106,0.163,0.072
2023,urban,1,India,1,quintile,National,0.213,0.009,0.657,0.285,0.004,0.347,0.169,0.087,0.317,0.019,0.025,0.000,0.001,0.006,0.004,0.015,0.275,0.072,0.059,0.086,0.035
2023,All,99,India,2,quintile,National,0.240,0.020,0.749,0.362,0.006,0.321,0.190,0.105,0.375,0.018,0.037,0.000,0.001,0.005,0.007,0.026,0.351,0.076,0.083,0.126,0.055
2023,rural,0,India,2,quintile,National,0.243,0.021,0.779,0.399,0.006,0.297,0.183,0.117,0.390,0.015,0.040,0.000,0.001,0.005,0.008,0.028,0.388,0.080,0.093,0.142,0.060
2023,urban,1,India,2,quintile,National,0.248,0.014,0.511,0.200,0.007,0.329,0.210,0.051,0.277,0.016,0.025,0.001,0.001,0.003,0.004,0.018,0.191,0.052,0.047,0.071,0.030
2023,All,99,India,3,quintile,National,0.251,0.024,0.680,0.300,0.008,0.352,0.231,0.087,0.362,0.019,0.040,0.000,0.001,0.007,0.007,0.027,0.288,0.064,0.071,0.112,0.049
2023,rural,0,India,3,quintile,National,0.243,0.025,0.758,0.354,0.008,0.344,0.218,0.104,0.388,0.020,0.041,0.000,0.001,0.006,0.008,0.028,0.342,0.073,0.080,0.130,0.056
2023,urban,1,India,3,quintile,National,0.260,0.013,0.411,0.138,0.007,0.312,0.252,0.041,0.246,0.017,0.027,0.000,0.000,0.003,0.002,0.022,0.130,0.038,0.041,0.055,0.025
2023,All,99,India,4,quintile,National,0.287,0.024,0.583,0.211,0.008,0.354,0.280,0.066,0.331,0.023,0.042,0.000,0.001,0.006,0.005,0.031,0.200,0.048,0.055,0.087,0.039
2023,rural,0,India,4,quintile,National,0.278,0.029,0.706,0.290,0.009,0.370,0.268,0.088,0.384,0.023,0.050,0.000,0.002,0.008,0.007,0.035,0.277,0.061,0.072,0.114,0.051
2023,urban,1,India,4,quintile,National,0.244,0.011,0.318,0.077,0.007,0.302,0.256,0.033,0.207,0.017,0.023,0.001,0.001,0.002,0.001,0.018,0.067,0.021,0.021,0.034,0.010
2023,All,99,India,5,quintile,National,0.262,0.018,0.362,0.093,0.010,0.307,0.293,0.039,0.252,0.026,0.027,0.001,0.001,0.004,0.002,0.020,0.081,0.020,0.020,0.047,0.016
2023,rural,0,India,5,quintile,National,0.325,0.030,0.575,0.178,0.012,0.375,0.332,0.062,0.365,0.035,0.044,0.000,0.001,0.007,0.005,0.032,0.164,0.037,0.041,0.085,0.036
2023,urban,1,India,5,quintile,National,0.184,0.006,0.173,0.032,0.006,0.222,0.257,0.024,0.149,0.015,0.013,0.001,0.001,0.001,0.001,0.009,0.023,0.006,0.006,0.018,0.002
2023,All,99,India,99,All,National,0.262,0.020,0.628,0.279,0.008,0.312,0.232,0.084,0.341,0.020,0.038,0.000,0.001,0.005,0.005,0.028,0.268,0.059,0.065,0.105,0.045
2023,rural,0,India,99,All,National,0.276,0.025,0.719,0.335,0.008,0.316,0.233,0.100,0.384,0.022,0.044,0.000,0.001,0.006,0.007,0.032,0.323,0.068,0.078,0.127,0.055
2023,urban,1,India,99,All,National,0.230,0.011,0.414,0.147,0.006,0.302,0.229,0.047,0.239,0.017,0.023,0.001,0.001,0.003,0.002,0.016,0.137,0.038,0.035,0.053,0.021
2023,All,99,Jammu and Kashmir,1,quintile,State,0.257,0.000,0.734,0.469,0.000,0.302,0.008,0.077,0.915,0.104,0.026,0.000,0.000,0.000,0.000,0.026,0.454,0.015,0.018,0.107,0.000
2023,rural,0,Jammu and Kashmir,1,quintile,State,0.248,0.000,0.764,0.531,0.000,0.265,0.000,0.083,0.919,0.110,0.031,0.000,0.000,0.000,0.000,0.031,0.515,0.012,0.022,0.120,0.000
2023,urban,1,Jammu and Kashmir,1,quintile,State,0.233,0.000,0.545,0.208,0.000,0.479,0.006,0.020,0.886,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.208,0.018,0.000,0.043,0.006
2023,All,99,Jammu and Kashmir,2,quintile,State,0.416,0.000,0.577,0.288,0.000,0.445,0.009,0.067,0.934,0.099,0.011,0.000,0.000,0.000,0.000,0.011,0.280,0.014,0.006,0.073,0.001
2023,rural,0,Jammu and Kashmir,2,quintile,State,0.455,0.000,0.606,0.313,0.000,0.423,0.020,0.076,0.948,0.100,0.013,0.000,0.000,0.000,0.000,0.013,0.306,0.017,0.008,0.079,0.000
2023,urban,1,Jammu and Kashmir,2,quintile,State,0.308,0.000,0.427,0.084,0.000,0.599,0.000,0.016,0.867,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.007,0.000,0.033,0.000
2023,All,99,Jammu and Kashmir,3,quintile,State,0.362,0.000,0.536,0.196,0.000,0.466,0.004,0.049,0.886,0.063,0.010,0.000,0.000,0.000,0.000,0.010,0.192,0.006,0.000,0.028,0.000
2023,rural,0,Jammu and Kashmir,3,quintile,State,0.349,0.000,0.576,0.253,0.000,0.445,0.005,0.067,0.892,0.086,0.015,0.000,0.000,0.000,0.000,0.015,0.242,0.006,0.000,0.042,0.000
2023,urban,1,Jammu and Kashmir,3,quintile,State,0.327,0.000,0.397,0.025,0.000,0.528,0.004,0.005,0.881,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.002,0.000,0.010,0.004
2023,All,99,Jammu and Kashmir,4,quintile,State,0.375,0.000,0.481,0.103,0.000,0.532,0.004,0.024,0.733,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.103,0.001,0.000,0.004,0.001
2023,rural,0,Jammu and Kashmir,4,quintile,State,0.428,0.000,0.481,0.121,0.000,0.494,0.000,0.036,0.757,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.002,0.000,0.004,0.000
2023,urban,1,Jammu and Kashmir,4,quintile,State,0.247,0.000,0.355,0.031,0.000,0.451,0.022,0.013,0.827,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.012,0.000,0.000,0.000
2023,All,99,Jammu and Kashmir,5,quintile,State,0.285,0.000,0.440,0.075,0.000,0.617,0.023,0.027,0.519,0.055,0.001,0.000,0.000,0.000,0.000,0.001,0.075,0.001,0.000,0.003,0.000
2023,rural,0,Jammu and Kashmir,5,quintile,State,0.289,0.000,0.573,0.116,0.000,0.670,0.020,0.024,0.403,0.049,0.001,0.000,0.000,0.000,0.000,0.001,0.116,0.000,0.000,0.001,0.000
2023,urban,1,Jammu and Kashmir,5,quintile,State,0.304,0.000,0.182,0.028,0.000,0.545,0.030,0.029,0.773,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.007,0.000
2023,All,99,Jammu and Kashmir,99,All,State,0.339,0.000,0.554,0.227,0.000,0.472,0.010,0.049,0.797,0.079,0.010,0.000,0.000,0.000,0.000,0.010,0.221,0.008,0.005,0.043,0.001
2023,rural,0,Jammu and Kashmir,99,All,State,0.354,0.000,0.600,0.267,0.000,0.459,0.009,0.057,0.784,0.084,0.012,0.000,0.000,0.000,0.000,0.012,0.260,0.007,0.006,0.049,0.000
2023,urban,1,Jammu and Kashmir,99,All,State,0.284,0.000,0.382,0.075,0.000,0.520,0.012,0.017,0.847,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.075,0.008,0.000,0.019,0.002
2023,All,99,Jharkhand,1,quintile,State,0.438,0.070,0.524,0.462,0.021,0.041,0.505,0.104,0.011,0.011,0.036,0.000,0.000,0.000,0.004,0.032,0.456,0.312,0.290,0.176,0.080
2023,rural,0,Jharkhand,1,quintile,State,0.447,0.083,0.541,0.488,0.019,0.036,0.563,0.095,0.014,0.013,0.038,0.000,0.000,0.000,0.005,0.033,0.482,0.329,0.301,0.176,0.077
2023,urban,1,Jharkhand,1,quintile,State,0.332,0.008,0.369,0.182,0.031,0.101,0.242,0.050,0.007,0.005,0.012,0.000,0.000,0.000,0.000,0.012,0.169,0.122,0.139,0.093,0.028
2023,All,99,Jharkhand,2,quintile,State,0.264,0.037,0.611,0.472,0.017,0.086,0.506,0.109,0.013,0.004,0.059,0.000,0.000,0.000,0.003,0.057,0.449,0.350,0.337,0.230,0.116
2023,rural,0,Jharkhand,2,quintile,State,0.292,0.037,0.613,0.519,0.014,0.068,0.498,0.133,0.009,0.002,0.057,0.000,0.000,0.000,0.002,0.056,0.496,0.376,0.365,0.244,0.130
2023,urban,1,Jharkhand,2,quintile,State,0.165,0.016,0.475,0.224,0.004,0.229,0.303,0.031,0.018,0.006,0.008,0.000,0.000,0.000,0.000,0.008,0.195,0.123,0.137,0.098,0.043
2023,All,99,Jharkhand,3,quintile,State,0.199,0.040,0.670,0.450,0.020,0.135,0.467,0.105,0.031,0.007,0.042,0.000,0.000,0.000,0.000,0.042,0.427,0.330,0.325,0.244,0.109
2023,rural,0,Jharkhand,3,quintile,State,0.209,0.047,0.701,0.499,0.023,0.111,0.517,0.113,0.025,0.007,0.055,0.000,0.000,0.000,0.002,0.055,0.472,0.374,0.358,0.279,0.120
2023,urban,1,Jharkhand,3,quintile,State,0.132,0.012,0.439,0.133,0.003,0.312,0.309,0.036,0.006,0.000,0.003,0.000,0.000,0.000,0.000,0.003,0.118,0.071,0.083,0.068,0.039
2023,All,99,Jharkhand,4,quintile,State,0.156,0.038,0.666,0.369,0.018,0.185,0.501,0.086,0.038,0.005,0.040,0.000,0.000,0.000,0.001,0.039,0.348,0.282,0.276,0.183,0.098
2023,rural,0,Jharkhand,4,quintile,State,0.175,0.036,0.710,0.431,0.022,0.149,0.534,0.117,0.050,0.008,0.052,0.000,0.000,0.000,0.001,0.050,0.412,0.331,0.317,0.225,0.120
2023,urban,1,Jharkhand,4,quintile,State,0.127,0.005,0.321,0.054,0.002,0.344,0.190,0.017,0.014,0.008,0.001,0.000,0.000,0.000,0.000,0.001,0.041,0.037,0.035,0.024,0.006
2023,All,99,Jharkhand,5,quintile,State,0.117,0.022,0.456,0.172,0.013,0.257,0.339,0.056,0.022,0.011,0.025,0.000,0.001,0.000,0.000,0.024,0.150,0.110,0.104,0.101,0.045
2023,rural,0,Jharkhand,5,quintile,State,0.144,0.045,0.663,0.318,0.023,0.192,0.496,0.081,0.034,0.012,0.044,0.000,0.001,0.000,0.000,0.043,0.290,0.228,0.221,0.171,0.081
2023,urban,1,Jharkhand,5,quintile,State,0.049,0.000,0.117,0.010,0.001,0.315,0.114,0.005,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.010,0.010,0.008
2023,All,99,Jharkhand,99,All,State,0.235,0.041,0.586,0.385,0.018,0.141,0.464,0.092,0.023,0.007,0.040,0.000,0.000,0.000,0.002,0.039,0.366,0.277,0.266,0.187,0.090
2023,rural,0,Jharkhand,99,All,State,0.253,0.050,0.646,0.451,0.020,0.111,0.522,0.108,0.026,0.008,0.049,0.000,0.000,0.000,0.002,0.047,0.430,0.328,0.312,0.219,0.106
2023,urban,1,Jharkhand,99,All,State,0.161,0.008,0.344,0.121,0.008,0.260,0.231,0.028,0.009,0.004,0.005,0.000,0.000,0.000,0.000,0.005,0.107,0.073,0.081,0.058,0.025
2023,All,99,Karnataka,1,quintile,State,0.033,0.008,0.907,0.447,0.010,0.212,0.899,0.055,0.102,0.006,0.035,0.000,0.000,0.000,0.001,0.034,0.442,0.020,0.018,0.191,0.128
2023,rural,0,Karnataka,1,quintile,State,0.035,0.009,0.935,0.464,0.014,0.211,0.919,0.046,0.102,0.006,0.028,0.000,0.000,0.000,0.001,0.027,0.457,0.014,0.018,0.187,0.122
2023,urban,1,Karnataka,1,quintile,State,0.022,0.000,0.789,0.382,0.003,0.211,0.843,0.062,0.104,0.000,0.031,0.000,0.000,0.000,0.001,0.030,0.371,0.028,0.014,0.176,0.120
2023,All,99,Karnataka,2,quintile,State,0.071,0.005,0.851,0.418,0.002,0.159,0.927,0.107,0.221,0.005,0.043,0.000,0.000,0.000,0.000,0.043,0.408,0.013,0.019,0.222,0.181
2023,rural,0,Karnataka,2,quintile,State,0.073,0.009,0.886,0.442,0.002,0.173,0.938,0.108,0.198,0.008,0.047,0.000,0.000,0.000,0.000,0.047,0.433,0.015,0.021,0.244,0.196
2023,urban,1,Karnataka,2,quintile,State,0.056,0.000,0.681,0.238,0.000,0.092,0.811,0.076,0.209,0.006,0.012,0.000,0.000,0.000,0.000,0.012,0.226,0.007,0.011,0.124,0.099
2023,All,99,Karnataka,3,quintile,State,0.087,0.014,0.790,0.317,0.001,0.105,0.916,0.086,0.313,0.004,0.037,0.000,0.000,0.000,0.000,0.037,0.311,0.018,0.016,0.162,0.128
2023,rural,0,Karnataka,3,quintile,State,0.087,0.009,0.869,0.397,0.001,0.124,0.960,0.108,0.295,0.002,0.048,0.000,0.000,0.000,0.000,0.048,0.396,0.020,0.020,0.199,0.165
2023,urban,1,Karnataka,3,quintile,State,0.092,0.000,0.513,0.113,0.002,0.048,0.769,0.059,0.171,0.000,0.020,0.000,0.003,0.000,0.000,0.017,0.107,0.009,0.020,0.037,0.025
2023,All,99,Karnataka,4,quintile,State,0.112,0.015,0.671,0.197,0.001,0.061,0.878,0.063,0.326,0.004,0.038,0.001,0.001,0.000,0.000,0.036,0.192,0.017,0.030,0.103,0.082
2023,rural,0,Karnataka,4,quintile,State,0.112,0.025,0.814,0.315,0.001,0.100,0.959,0.079,0.394,0.007,0.051,0.001,0.000,0.000,0.000,0.051,0.311,0.023,0.023,0.164,0.130
2023,urban,1,Karnataka,4,quintile,State,0.109,0.000,0.334,0.031,0.000,0.025,0.717,0.026,0.138,0.005,0.003,0.000,0.001,0.000,0.000,0.002,0.030,0.003,0.003,0.013,0.008
2023,All,99,Karnataka,5,quintile,State,0.095,0.012,0.312,0.053,0.000,0.028,0.669,0.018,0.194,0.009,0.006,0.000,0.000,0.000,0.000,0.006,0.051,0.004,0.007,0.021,0.016
2023,rural,0,Karnataka,5,quintile,State,0.119,0.032,0.673,0.201,0.002,0.062,0.878,0.045,0.416,0.009,0.038,0.001,0.000,0.000,0.000,0.037,0.197,0.016,0.033,0.107,0.087
2023,urban,1,Karnataka,5,quintile,State,0.071,0.000,0.107,0.005,0.000,0.011,0.527,0.010,0.111,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.002,0.000,0.001,0.001
2023,All,99,Karnataka,99,All,State,0.080,0.011,0.706,0.286,0.003,0.113,0.858,0.066,0.231,0.006,0.032,0.000,0.000,0.000,0.000,0.031,0.281,0.015,0.018,0.140,0.107
2023,rural,0,Karnataka,99,All,State,0.085,0.017,0.835,0.364,0.004,0.134,0.931,0.077,0.281,0.006,0.043,0.000,0.000,0.000,0.000,0.042,0.359,0.017,0.023,0.180,0.140
2023,urban,1,Karnataka,99,All,State,0.070,0.000,0.485,0.154,0.001,0.078,0.733,0.047,0.147,0.005,0.013,0.000,0.001,0.000,0.000,0.012,0.148,0.010,0.010,0.070,0.051
2023,All,99,Kerala,1,quintile,State,0.880,0.104,0.235,0.459,0.001,0.003,0.004,0.019,0.394,0.038,0.010,0.000,0.000,0.000,0.000,0.010,0.426,0.018,0.016,0.290,0.003
2023,rural,0,Kerala,1,quintile,State,0.883,0.109,0.233,0.486,0.002,0.004,0.005,0.023,0.432,0.037,0.011,0.000,0.000,0.000,0.000,0.011,0.445,0.019,0.013,0.311,0.000
2023,urban,1,Kerala,1,quintile,State,0.874,0.085,0.211,0.450,0.000,0.000,0.003,0.015,0.312,0.041,0.008,0.000,0.000,0.000,0.000,0.008,0.427,0.019,0.023,0.266,0.007
2023,All,99,Kerala,2,quintile,State,0.845,0.083,0.162,0.387,0.000,0.001,0.000,0.025,0.352,0.035,0.006,0.001,0.001,0.000,0.000,0.004,0.365,0.014,0.019,0.201,0.002
2023,rural,0,Kerala,2,quintile,State,0.838,0.084,0.190,0.410,0.000,0.001,0.000,0.035,0.405,0.026,0.011,0.002,0.002,0.000,0.000,0.007,0.384,0.013,0.015,0.246,0.001
2023,urban,1,Kerala,2,quintile,State,0.865,0.104,0.179,0.346,0.000,0.000,0.001,0.017,0.300,0.043,0.002,0.001,0.000,0.000,0.000,0.001,0.329,0.017,0.021,0.172,0.000
2023,All,99,Kerala,3,quintile,State,0.793,0.076,0.154,0.276,0.000,0.002,0.002,0.010,0.313,0.036,0.003,0.000,0.000,0.000,0.000,0.003,0.264,0.005,0.011,0.142,0.001
2023,rural,0,Kerala,3,quintile,State,0.794,0.072,0.159,0.278,0.000,0.004,0.001,0.006,0.362,0.037,0.002,0.000,0.000,0.000,0.000,0.002,0.263,0.005,0.015,0.135,0.003
2023,urban,1,Kerala,3,quintile,State,0.792,0.075,0.122,0.250,0.000,0.002,0.004,0.004,0.280,0.035,0.002,0.000,0.000,0.000,0.000,0.002,0.240,0.003,0.008,0.126,0.000
2023,All,99,Kerala,4,quintile,State,0.757,0.075,0.125,0.150,0.000,0.002,0.005,0.005,0.275,0.044,0.004,0.000,0.000,0.000,0.000,0.004,0.137,0.004,0.005,0.063,0.001
2023,rural,0,Kerala,4,quintile,State,0.775,0.086,0.136,0.182,0.000,0.002,0.005,0.010,0.326,0.043,0.004,0.000,0.000,0.000,0.000,0.004,0.170,0.005,0.003,0.072,0.000
2023,urban,1,Kerala,4,quintile,State,0.736,0.073,0.113,0.149,0.000,0.001,0.003,0.015,0.253,0.029,0.006,0.000,0.000,0.000,0.000,0.006,0.124,0.004,0.002,0.070,0.002
2023,All,99,Kerala,5,quintile,State,0.604,0.053,0.084,0.078,0.000,0.001,0.002,0.008,0.214,0.031,0.002,0.001,0.000,0.000,0.000,0.001,0.069,0.003,0.003,0.035,0.000
2023,rural,0,Kerala,5,quintile,State,0.671,0.046,0.100,0.084,0.001,0.000,0.002,0.003,0.250,0.052,0.001,0.000,0.000,0.000,0.000,0.001,0.075,0.001,0.002,0.037,0.000
2023,urban,1,Kerala,5,quintile,State,0.526,0.049,0.074,0.062,0.000,0.002,0.001,0.008,0.169,0.023,0.003,0.002,0.000,0.000,0.000,0.001,0.062,0.002,0.006,0.023,0.000
2023,All,99,Kerala,99,All,State,0.776,0.078,0.152,0.270,0.000,0.002,0.003,0.014,0.310,0.037,0.005,0.000,0.000,0.000,0.000,0.004,0.252,0.009,0.011,0.146,0.001
2023,rural,0,Kerala,99,All,State,0.792,0.079,0.164,0.288,0.001,0.002,0.003,0.015,0.355,0.039,0.006,0.000,0.000,0.000,0.000,0.005,0.268,0.009,0.010,0.160,0.001
2023,urban,1,Kerala,99,All,State,0.759,0.077,0.140,0.252,0.000,0.001,0.002,0.012,0.263,0.034,0.004,0.001,0.000,0.000,0.000,0.004,0.236,0.009,0.012,0.131,0.002
2023,All,99,Ladakh,1,quintile,State,0.522,0.000,0.506,0.212,0.000,0.593,0.000,0.087,0.829,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.212,0.092,0.000,0.000,0.000
2023,rural,0,Ladakh,1,quintile,State,0.470,0.000,0.564,0.219,0.000,0.599,0.000,0.078,0.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.219,0.094,0.000,0.000,0.000
2023,urban,1,Ladakh,1,quintile,State,0.861,0.000,0.094,0.111,0.000,0.418,0.000,0.103,0.903,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.079,0.000,0.000,0.000
2023,All,99,Ladakh,2,quintile,State,0.764,0.000,0.229,0.060,0.000,0.685,0.000,0.033,0.724,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.010,0.000,0.000,0.000
2023,rural,0,Ladakh,2,quintile,State,0.757,0.000,0.241,0.082,0.000,0.731,0.000,0.044,0.707,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.012,0.000,0.000,0.000
2023,urban,1,Ladakh,2,quintile,State,0.789,0.000,0.103,0.065,0.000,0.522,0.000,0.000,0.841,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.000
2023,All,99,Ladakh,3,quintile,State,0.770,0.000,0.204,0.094,0.000,0.737,0.002,0.039,0.795,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.058,0.008,0.000,0.000
2023,rural,0,Ladakh,3,quintile,State,0.747,0.000,0.252,0.099,0.000,0.739,0.000,0.046,0.780,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.069,0.010,0.000,0.000
2023,urban,1,Ladakh,3,quintile,State,0.673,0.007,0.192,0.014,0.000,0.707,0.014,0.000,0.889,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.007,0.000,0.000
2023,All,99,Ladakh,4,quintile,State,0.759,0.192,0.236,0.073,0.000,0.901,0.000,0.019,0.943,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.010,0.001,0.000,0.000
2023,rural,0,Ladakh,4,quintile,State,0.776,0.146,0.235,0.060,0.000,0.902,0.000,0.022,0.899,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000
2023,urban,1,Ladakh,4,quintile,State,0.689,0.022,0.190,0.028,0.000,0.948,0.000,0.000,0.952,0.202,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000
2023,All,99,Ladakh,5,quintile,State,0.825,0.119,0.228,0.041,0.000,0.967,0.010,0.048,0.974,0.213,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.009,0.000,0.000,0.000
2023,rural,0,Ladakh,5,quintile,State,0.882,0.219,0.221,0.064,0.000,0.995,0.007,0.052,0.990,0.208,0.000,0.000,0.000,0.000,0.000,0.000,0.064,0.020,0.000,0.000,0.000
2023,urban,1,Ladakh,5,quintile,State,0.685,0.000,0.218,0.015,0.000,0.851,0.030,0.027,0.930,0.208,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.015,0.000,0.000,0.000
2023,All,99,Ladakh,99,All,State,0.728,0.062,0.281,0.096,0.000,0.776,0.002,0.045,0.853,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.096,0.036,0.002,0.000,0.000
2023,rural,0,Ladakh,99,All,State,0.726,0.073,0.303,0.105,0.000,0.793,0.001,0.048,0.843,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.105,0.039,0.002,0.000,0.000
2023,urban,1,Ladakh,99,All,State,0.740,0.006,0.159,0.047,0.000,0.688,0.009,0.026,0.903,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.019,0.001,0.000,0.000
2023,All,99,Lakshadweep,1,quintile,State,0.548,0.025,0.459,0.770,0.000,0.000,0.000,0.018,0.310,0.000,0.076,0.000,0.007,0.000,0.016,0.053,0.770,0.496,0.685,0.637,0.622
2023,rural,0,Lakshadweep,1,quintile,State,0.633,0.093,0.404,0.647,0.000,0.000,0.000,0.000,0.344,0.000,0.218,0.000,0.000,0.000,0.038,0.180,0.647,0.387,0.609,0.478,0.489
2023,urban,1,Lakshadweep,1,quintile,State,0.523,0.000,0.472,0.811,0.000,0.000,0.000,0.024,0.300,0.000,0.028,0.000,0.009,0.000,0.008,0.011,0.811,0.537,0.711,0.693,0.669
2023,All,99,Lakshadweep,2,quintile,State,0.660,0.059,0.325,0.780,0.000,0.015,0.000,0.007,0.272,0.000,0.049,0.000,0.000,0.000,0.000,0.049,0.768,0.422,0.629,0.682,0.691
2023,rural,0,Lakshadweep,2,quintile,State,0.746,0.179,0.234,0.828,0.000,0.000,0.000,0.000,0.147,0.000,0.135,0.000,0.000,0.000,0.000,0.135,0.786,0.231,0.606,0.718,0.750
2023,urban,1,Lakshadweep,2,quintile,State,0.631,0.000,0.355,0.803,0.000,0.021,0.000,0.010,0.342,0.025,0.010,0.000,0.000,0.000,0.000,0.010,0.803,0.519,0.686,0.708,0.708
2023,All,99,Lakshadweep,3,quintile,State,0.724,0.027,0.266,0.677,0.000,0.000,0.032,0.039,0.354,0.061,0.073,0.000,0.000,0.000,0.015,0.064,0.663,0.348,0.489,0.599,0.603
2023,rural,0,Lakshadweep,3,quintile,State,0.656,0.093,0.332,0.651,0.000,0.000,0.000,0.026,0.121,0.000,0.034,0.000,0.000,0.000,0.000,0.034,0.617,0.147,0.403,0.575,0.575
2023,urban,1,Lakshadweep,3,quintile,State,0.755,0.000,0.237,0.647,0.000,0.000,0.043,0.043,0.401,0.058,0.063,0.000,0.000,0.000,0.016,0.056,0.641,0.435,0.486,0.577,0.582
