poor_420,sector,sectorname,state,year,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,other_items2,books,stationary,schoolbag,clothing,footwear
0,1,Urban,Andaman and Nicobar Islands,2011,0.93036753,0.465276607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Andaman and Nicobar Islands,2011,1,0.871410155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,Rural,Andaman and Nicobar Islands,2011,0.86673921,0.176931268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Rural,Andaman and Nicobar Islands,2011,0.70755857,0.707558561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Andaman and Nicobar Islands,2011,0.90710533,0.359858932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Andaman and Nicobar Islands,2011,0.97533596,0.857591157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Andaman and Nicobar Islands,2022,0.806,0,0.004,0.357,0,0.108,0,0.086,0.004,0,0.003,0,0,0,0,0.003,0.357,0.004,0,0,0
1,0,Rural,Andaman and Nicobar Islands,2022,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,Urban,Andaman and Nicobar Islands,2022,0.529,0,0,0.099,0,0.156,0.01,0.024,0.005,0.005,0,0,0,0,0,0,0.099,0.005,0,0,0
1,1,Urban,Andaman and Nicobar Islands,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99,All,Andaman and Nicobar Islands,2022,0.697,0,0.002,0.255,0,0.127,0.004,0.062,0.004,0.002,0.002,0,0,0,0,0.002,0.255,0.004,0,0,0
1,99,All,Andaman and Nicobar Islands,2022,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,Rural,Andhra Pradesh,2022,0.863,0,0.549,0.269,0.005,0.424,0.195,0.134,0.708,0.041,0.072,0,0.007,0,0,0.068,0.261,0.073,0.256,0.134,0.129
1,0,Rural,Andhra Pradesh,2022,0.933,0,0.569,0.419,0.007,0.414,0.354,0.152,0.531,0.031,0.098,0,0.01,0,0,0.092,0.402,0.061,0.406,0.225,0.222
0,1,Urban,Andhra Pradesh,2022,0.671,0,0.42,0.13,0.001,0.531,0.039,0.157,0.573,0.04,0.036,0,0.004,0,0,0.035,0.123,0.039,0.117,0.056,0.055
1,1,Urban,Andhra Pradesh,2022,0.855,0,0.694,0.34,0.014,0.718,0.047,0.23,0.516,0.054,0.077,0,0.018,0,0,0.073,0.327,0.021,0.327,0.22,0.186
0,99,All,Andhra Pradesh,2022,0.802,0,0.508,0.225,0.004,0.458,0.145,0.141,0.665,0.041,0.061,0,0.006,0,0,0.058,0.217,0.062,0.212,0.11,0.106
1,99,All,Andhra Pradesh,2022,0.913,0,0.601,0.399,0.009,0.492,0.275,0.172,0.527,0.037,0.093,0,0.012,0,0,0.087,0.383,0.05,0.385,0.223,0.212
0,1,Urban,Andhra Pradesh,2011,0.87349099,0.80442086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Andhra Pradesh,2011,0.9695766,0.917680193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Andhra Pradesh,2011,0.51017827,0.319766037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Andhra Pradesh,2011,0.82558578,0.682558654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Andhra Pradesh,2011,0.76549548,0.660356148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Andhra Pradesh,2011,0.93736517,0.865082443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Arunachal Pradesh,2022,0.655,0.017,0.124,0.355,0,0.169,0.021,0.07,0.08,0.02,0.004,0,0,0,0,0.004,0.353,0.001,0.003,0.002,0
1,0,Rural,Arunachal Pradesh,2022,0.392,0,0.362,0.496,0,0.014,0.029,0.102,0.037,0.002,0.003,0,0,0,0,0.003,0.496,0.011,0.015,0,0
0,1,Urban,Arunachal Pradesh,2022,0.369,0.003,0.082,0.249,0,0.031,0.004,0.015,0.011,0.004,0,0,0,0,0,0,0.245,0.002,0,0.005,0
1,1,Urban,Arunachal Pradesh,2022,0.414,0,0.258,0.441,0,0.008,0,0.05,0.02,0,0,0,0,0,0,0,0.441,0,0,0,0
0,99,All,Arunachal Pradesh,2022,0.591,0.014,0.115,0.331,0,0.138,0.017,0.057,0.065,0.017,0.003,0,0,0,0,0.003,0.329,0.001,0.002,0.003,0
1,99,All,Arunachal Pradesh,2022,0.394,0,0.354,0.492,0,0.013,0.027,0.098,0.036,0.002,0.003,0,0,0,0,0.003,0.492,0.011,0.014,0,0
0,1,Urban,Arunachal Pradesh,2011,0.62131155,0.277921327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Arunachal Pradesh,2011,0.57996178,0.249276756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Arunachal Pradesh,2011,0.59425884,0.177428057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Arunachal Pradesh,2011,0.63085026,0.119342392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Arunachal Pradesh,2011,0.61421359,0.251554392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Arunachal Pradesh,2011,0.58678216,0.231862207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Assam,2022,0.052,0.031,0.743,0.493,0.002,0.15,0.016,0.128,0.275,0.007,0.093,0.001,0,0,0,0.092,0.487,0.059,0.104,0.18,0.025
1,0,Rural,Assam,2022,0.083,0.064,0.814,0.621,0.006,0.068,0.011,0.119,0.219,0.007,0.102,0,0.001,0,0.002,0.099,0.618,0.101,0.202,0.208,0.078
0,1,Urban,Assam,2022,0.015,0.011,0.383,0.208,0.002,0.276,0.017,0.047,0.116,0.008,0.029,0.002,0,0,0,0.027,0.205,0.021,0.048,0.045,0.01
1,1,Urban,Assam,2022,0.054,0.014,0.601,0.476,0.001,0.257,0.011,0.126,0.129,0.009,0.062,0,0,0,0,0.062,0.465,0.029,0.064,0.135,0.037
0,99,All,Assam,2022,0.047,0.028,0.693,0.453,0.002,0.168,0.016,0.116,0.252,0.007,0.084,0.001,0,0,0,0.083,0.447,0.054,0.096,0.161,0.023
1,99,All,Assam,2022,0.081,0.061,0.804,0.614,0.006,0.077,0.011,0.119,0.215,0.007,0.1,0,0.001,0,0.002,0.097,0.61,0.098,0.195,0.205,0.076
0,1,Urban,Assam,2011,0.75697798,0.744386468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Assam,2011,0.77571589,0.809422465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Assam,2011,0.44363627,0.381558766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Assam,2011,0.57642013,0.61942225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Assam,2011,0.69077051,0.667722887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Assam,2011,0.76148868,0.795858832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Bihar,2022,0.408,0.145,0.595,0.082,0.002,0.307,0.042,0.047,0.026,0.003,0.005,0,0,0,0.003,0.002,0.069,0.004,0.002,0.017,0
1,0,Rural,Bihar,2022,0.503,0.089,0.565,0.124,0.003,0.186,0.051,0.038,0.023,0.003,0.003,0,0,0,0.002,0.002,0.106,0.008,0.003,0.031,0.003
0,1,Urban,Bihar,2022,0.269,0.067,0.318,0.053,0,0.486,0.034,0.022,0.042,0.004,0.004,0,0,0,0.004,0,0.041,0.003,0.001,0.015,0
1,1,Urban,Bihar,2022,0.39,0.058,0.4,0.13,0,0.29,0.126,0.072,0.037,0.005,0.001,0,0,0,0.001,0,0.108,0,0,0.016,0
0,99,All,Bihar,2022,0.395,0.138,0.569,0.08,0.002,0.324,0.042,0.045,0.027,0.003,0.005,0,0,0,0.003,0.002,0.067,0.004,0.002,0.016,0
1,99,All,Bihar,2022,0.497,0.087,0.556,0.125,0.003,0.191,0.055,0.04,0.023,0.003,0.003,0,0,0,0.002,0.002,0.106,0.007,0.003,0.03,0.002
0,1,Urban,Bihar,2011,0.28644302,0.873756332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Bihar,2011,0.49983999,0.901497316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Bihar,2011,0.14409961,0.447055854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Bihar,2011,0.28220126,0.611275017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Bihar,2011,0.26508102,0.809719786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Bihar,2011,0.48142576,0.876941873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Chandigarh,2022,0.004,0,0,0.063,0,0.097,0,0.042,0.049,0.004,0,0,0,0,0,0,0.054,0.006,0,0.009,0
1,0,Rural,Chandigarh,2022,,,,,,,,,,,,,,,,,,,,,
0,1,Urban,Chandigarh,2022,0.008,0,0.006,0.012,0,0.02,0.01,0.011,0.022,0.003,0,0,0,0,0,0,0.012,0,0,0,0
1,1,Urban,Chandigarh,2022,,,,,,,,,,,,,,,,,,,,,
0,99,All,Chandigarh,2022,0.008,0,0.006,0.014,0,0.022,0.01,0.012,0.023,0.003,0,0,0,0,0,0,0.013,0,0,0,0
1,99,All,Chandigarh,2022,,,,,,,,,,,,,,,,,,,,,
0,1,Urban,Chandigarh,2011,0.10761604,0.103493481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Chandigarh,2011,0.023883628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Chandigarh,2011,0.13164726,0.059888757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Chandigarh,2011,0.41128063,0.208539064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Chandigarh,2011,0.12971163,0.063400974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Chandigarh,2011,0.38054118,0.191991765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Chattisgarh,2022,0.925,0.097,0.788,0.297,0.004,0.373,0.045,0.153,0.69,0.081,0.039,0,0,0,0.004,0.035,0.289,0.007,0.01,0.084,0.009
1,0,Rural,Chattisgarh,2022,0.922,0.071,0.822,0.419,0.008,0.108,0.077,0.168,0.547,0.033,0.073,0,0,0.001,0.01,0.066,0.409,0.004,0.004,0.165,0.004
0,1,Urban,Chattisgarh,2022,0.692,0.025,0.451,0.134,0.003,0.523,0.037,0.058,0.462,0.028,0.015,0.001,0.001,0.002,0.001,0.011,0.13,0.003,0.003,0.038,0.004
1,1,Urban,Chattisgarh,2022,0.874,0.015,0.737,0.403,0.006,0.305,0.031,0.049,0.439,0.007,0.074,0,0,0,0.004,0.07,0.387,0.001,0.004,0.106,0.015
0,99,All,Chattisgarh,2022,0.862,0.078,0.697,0.253,0.003,0.414,0.043,0.127,0.628,0.067,0.032,0,0,0.001,0.003,0.029,0.246,0.006,0.008,0.072,0.007
1,99,All,Chattisgarh,2022,0.917,0.065,0.813,0.417,0.008,0.128,0.072,0.155,0.535,0.03,0.073,0,0,0.001,0.009,0.067,0.407,0.004,0.004,0.158,0.005
0,1,Urban,Chhattisgarh,2011,0.53336269,0.853955862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Chhattisgarh,2011,0.74143255,0.871331679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Chhattisgarh,2011,0.26700804,0.280874029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Chhattisgarh,2011,0.68057042,0.71469033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Chhattisgarh,2011,0.43167815,0.635174011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Chhattisgarh,2011,0.73091274,0.844256719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Dadra Nagar Haveli & Diu Daman,2022,0.206,0,0.223,0.246,0.003,0.005,0,0.035,0.239,0.017,0.008,0,0,0,0.008,0,0.24,0.084,0.066,0.025,0.009
1,0,Rural,Dadra Nagar Haveli & Diu Daman,2022,0.578,0,0.372,0.479,0.023,0.011,0.015,0.177,0.199,0.013,0.043,0,0,0,0.043,0,0.479,0.16,0.185,0.042,0
0,1,Urban,Dadra Nagar Haveli & Diu Daman,2022,0.074,0,0.058,0.169,0,0.03,0.019,0.007,0.108,0.028,0.041,0,0,0,0,0.041,0.165,0.094,0.069,0.025,0.017
1,1,Urban,Dadra Nagar Haveli & Diu Daman,2022,0,0,0,0.468,0,0.066,0,0.034,0.153,0,0,0,0,0,0,0,0.468,0,0.118,0,0
0,99,All,Dadra Nagar Haveli & Diu Daman,2022,0.117,0,0.113,0.194,0.001,0.022,0.013,0.016,0.151,0.024,0.03,0,0,0,0.003,0.028,0.19,0.091,0.068,0.025,0.014
1,99,All,Dadra Nagar Haveli & Diu Daman,2022,0.441,0,0.283,0.477,0.018,0.024,0.011,0.143,0.188,0.01,0.033,0,0,0,0.033,0,0.477,0.122,0.169,0.032,0
0,1,Urban,Daman & Diu & D & N Haveli,2011,0.060873061,0.271870882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Daman & Diu & D & N Haveli,2011,0.61759192,0.713161716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Daman & Diu & D & N Haveli,2011,0.19366738,0.093743433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Daman & Diu & D & N Haveli,2011,0.26111573,0.16408525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Daman & Diu & D & N Haveli,2011,0.14395656,0.160424458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Daman & Diu & D & N Haveli,2011,0.52715784,0.573867115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Delhi,2022,0.044,0,0.125,0.316,0,0,0.488,0.025,0.005,0.002,0.094,0,0,0,0,0.094,0.25,0.149,0,0.002,0
1,0,Rural,Delhi,2022,0.282,0,0.03,0.397,0,0,0.416,0.037,0,0,0,0,0,0,0,0,0.367,0.149,0,0,0
0,1,Urban,Delhi,2022,0.052,0,0.15,0.172,0.009,0.001,0.409,0.095,0.006,0.002,0.055,0,0.001,0.001,0.005,0.048,0.135,0.037,0.008,0.022,0.006
1,1,Urban,Delhi,2022,0.213,0,0.151,0.4,0,0,0.431,0.157,0,0,0.018,0,0,0.018,0,0,0.4,0.102,0,0.024,0
0,99,All,Delhi,2022,0.052,0,0.15,0.174,0.009,0.001,0.411,0.094,0.006,0.002,0.055,0,0.001,0.001,0.004,0.049,0.137,0.039,0.008,0.022,0.005
1,99,All,Delhi,2022,0.214,0,0.149,0.4,0,0,0.431,0.155,0,0,0.018,0,0,0.018,0,0,0.4,0.102,0,0.024,0
0,1,Urban,Delhi,2011,0.089813918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Delhi,2011,0.34172508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Delhi,2011,0.11421314,0.021909117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Delhi,2011,0.19981964,0.041977529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Delhi,2011,0.11220919,0.020109683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Delhi,2011,0.21295464,0.038092023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Goa,2022,0.75,0,0.129,0.269,0,0,0.003,0,0.104,0.012,0,0,0,0,0,0,0.257,0.07,0,0.001,0
1,0,Rural,Goa,2022,0.264,0,0.144,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0.505,0.235,0,0.034,0
0,1,Urban,Goa,2022,0.536,0,0.13,0.187,0,0,0.003,0.003,0.149,0.012,0,0,0,0,0,0,0.183,0.021,0.003,0,0
1,1,Urban,Goa,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99,All,Goa,2022,0.628,0,0.13,0.222,0,0,0.003,0.002,0.13,0.012,0,0,0,0,0,0,0.215,0.042,0.002,0,0
1,99,All,Goa,2022,0.163,0,0.089,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.145,0,0.021,0
0,1,Urban,Goa,2011,0.69074911,0.543213661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Goa,2011,0.85919976,0.508909894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Goa,2011,0.4558683,0.265667231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Goa,2011,0.79897094,0.518872812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Goa,2011,0.5655365,0.395256414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Goa,2011,0.83711624,0.512562907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Gujarat,2022,0.636,0.002,0.146,0.405,0.002,0.041,0.006,0.123,0.248,0.015,0.014,0,0.003,0,0.01,0.002,0.403,0.029,0.014,0.019,0.001
1,0,Rural,Gujarat,2022,0.728,0,0.217,0.555,0.001,0.022,0.01,0.172,0.201,0.022,0.014,0,0.001,0,0.013,0.002,0.555,0.037,0.022,0.016,0.001
0,1,Urban,Gujarat,2022,0.184,0,0.056,0.12,0.001,0.021,0.01,0.057,0.14,0.019,0.005,0,0.001,0,0.001,0.002,0.117,0.011,0.012,0.012,0.003
1,1,Urban,Gujarat,2022,0.541,0,0.068,0.341,0,0.034,0.01,0.099,0.176,0.033,0.012,0,0,0,0.005,0.007,0.329,0.083,0.012,0.011,0.002
0,99,All,Gujarat,2022,0.431,0.001,0.105,0.276,0.002,0.032,0.008,0.093,0.2,0.017,0.01,0,0.002,0,0.006,0.002,0.273,0.021,0.013,0.016,0.002
1,99,All,Gujarat,2022,0.687,0,0.184,0.508,0.001,0.025,0.01,0.156,0.195,0.025,0.013,0,0.001,0,0.011,0.003,0.505,0.047,0.02,0.015,0.001
0,1,Urban,Gujarat,2011,0.18137637,0.515622722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Gujarat,2011,0.4636184,0.743243638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Gujarat,2011,0.030217692,0.042784201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Gujarat,2011,0.16044044,0.257236628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Gujarat,2011,0.094270855,0.243148504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Gujarat,2011,0.38215515,0.612654629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Haryana,2022,0.429,0.001,0.246,0.111,0,0.267,0.012,0.06,0.122,0.014,0.02,0,0.015,0,0.002,0.003,0.104,0.016,0.006,0.01,0.005
1,0,Rural,Haryana,2022,0.513,0,0.308,0.29,0.01,0.116,0.002,0.128,0.21,0.023,0.027,0,0.014,0,0.005,0.008,0.273,0.076,0.029,0.016,0.013
0,1,Urban,Haryana,2022,0.188,0,0.125,0.052,0,0.275,0.012,0.023,0.105,0.004,0.001,0,0.001,0,0,0,0.052,0.01,0.005,0.001,0
1,1,Urban,Haryana,2022,0.332,0,0.212,0.218,0,0.256,0.003,0.179,0.063,0,0,0,0,0,0,0,0.211,0.042,0,0,0
0,99,All,Haryana,2022,0.338,0.001,0.2,0.089,0,0.27,0.012,0.046,0.116,0.01,0.013,0,0.01,0,0.001,0.002,0.084,0.014,0.006,0.007,0.003
1,99,All,Haryana,2022,0.462,0,0.281,0.27,0.007,0.155,0.002,0.143,0.169,0.016,0.019,0,0.01,0,0.003,0.006,0.255,0.066,0.021,0.012,0.009
0,1,Urban,Haryana,2011,0.10161627,0.095132667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Haryana,2011,0.38383207,0.327317779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Haryana,2011,0.051201209,0.029714417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Haryana,2011,0.27189532,0.11837479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Haryana,2011,0.084684961,0.073162717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Haryana,2011,0.35831854,0.279693772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,Himachal Pradesh,2022,0.884,0.002,0.062,0.249,0,0.615,0.724,0.015,0.404,0.041,0.013,0.005,0,0.001,0,0.008,0.234,0.008,0.031,0.06,0
1,0,Rural,Himachal Pradesh,2022,0.953,0,0.142,0.59,0.021,0.625,0.817,0.043,0.531,0.037,0.029,0,0,0,0,0.029,0.552,0.075,0.183,0.21,0
0,1,Urban,Himachal Pradesh,2022,0.53,0,0.009,0.094,0.002,0.536,0.512,0.024,0.275,0.022,0.005,0.002,0,0,0,0.002,0.081,0.005,0.014,0.013,0
1,1,Urban,Himachal Pradesh,2022,0.378,0,0.135,0.537,0.083,0.223,0.682,0.026,0.254,0.054,0,0,0,0,0,0,0.537,0.128,0.113,0.262,0.113
0,99,All,Himachal Pradesh,2022,0.847,0.002,0.057,0.233,0,0.607,0.702,0.016,0.391,0.039,0.013,0.004,0,0.001,0,0.007,0.218,0.007,0.03,0.055,0
1,99,All,Himachal Pradesh,2022,0.896,0,0.141,0.585,0.027,0.585,0.804,0.042,0.503,0.038,0.026,0,0,0,0,0.026,0.551,0.081,0.176,0.215,0.011
0,1,Urban,Himachal Pradesh,2011,0.92640865,0.319087478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Urban,Himachal Pradesh,2011,0.9871068,0.346133711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,FALSE,Himachal Pradesh,2011,0.59907001,0.070262248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,FALSE,Himachal Pradesh,2011,0.7880829,0.248829658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,99,All,Himachal Pradesh,2011,0.8843174,0.287091969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,All,Himachal Pradesh,2011,0.97465861,0.340047709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Rural,India,2022,0.446,0.065,0.547,0.283,0.004,0.243,0.176,0.089,0.282,0.022,0.034,0.001,0.002,0.001,0.006,0.025,0.27,0.045,0.072,0.081,0.038
1,0,Rural,India,2022,0.49,0.055,0.575,0.391,0.004,0.148,0.11,0.11,0.246,0.015,0.032,0,0.001,0.001,0.006,0.025,0.374,0.045,0.088,0.095,0.037
