,real_wage_23,nat_quint,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type
37718,22215.79,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,3,CWSType,NA,NA,2,NA
37719,18645.16,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,3,CWSType,NA,NA,3,NA
37720,32805.99,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,4,CWSType,NA,NA,2,NA
37721,31610.33,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,4,CWSType,NA,NA,3,NA
37722,123419.1,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,5,CWSType,NA,NA,2,NA
37723,77136.94,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,5,CWSType,NA,NA,3,NA
37724,6322.07,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,1,NA
37725,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,2,NA
37726,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,3,NA
37727,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Andaman and Nicobar Islands,NA,NA,CWSType,NA,NA,NA,NA
37728,5675.54,NA,2022,State,urban/rural,CWS Type,1,state_sec_quint,2022,0,NA,Telangana,NA,1,CWSType,NA,NA,1,NA
37729,2752.98,NA,2022,State,urban/rural,CWS Type,1,state_sec_quint,2022,0,NA,Telangana,NA,1,CWSType,NA,NA,2,NA
37730,7607.91,NA,2022,State,urban/rural,CWS Type,1,state_sec_quint,2022,0,NA,Telangana,NA,1,CWSType,NA,NA,3,NA
37731,7840.49,NA,2022,State,urban/rural,CWS Type,2,state_sec_quint,2022,0,NA,Telangana,NA,2,CWSType,NA,NA,1,NA
37732,6356.6,NA,2022,State,urban/rural,CWS Type,2,state_sec_quint,2022,0,NA,Telangana,NA,2,CWSType,NA,NA,2,NA
37733,12062.29,NA,2022,State,urban/rural,CWS Type,2,state_sec_quint,2022,0,NA,Telangana,NA,2,CWSType,NA,NA,3,NA
37734,11559.69,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,0,NA,Telangana,NA,3,CWSType,NA,NA,1,NA
37735,8881.17,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,0,NA,Telangana,NA,3,CWSType,NA,NA,2,NA
37736,16176.13,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,0,NA,Telangana,NA,3,CWSType,NA,NA,3,NA
37737,16642.46,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,0,NA,Telangana,NA,4,CWSType,NA,NA,1,NA
37738,13440.55,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,0,NA,Telangana,NA,4,CWSType,NA,NA,2,NA
37739,20722.73,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,0,NA,Telangana,NA,4,CWSType,NA,NA,3,NA
37740,26352.52,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,0,NA,Telangana,NA,5,CWSType,NA,NA,1,NA
37741,21188.67,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,0,NA,Telangana,NA,5,CWSType,NA,NA,2,NA
37742,31147.34,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,0,NA,Telangana,NA,5,CWSType,NA,NA,3,NA
37743,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,0,NA,Telangana,NA,NA,CWSType,NA,NA,1,NA
37744,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,0,NA,Telangana,NA,NA,CWSType,NA,NA,2,NA
37745,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,0,NA,Telangana,NA,NA,CWSType,NA,NA,3,NA
37746,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,0,NA,Telangana,NA,NA,CWSType,NA,NA,NA,NA
37747,2248.92,NA,2022,State,urban/rural,CWS Type,1,state_sec_quint,2022,1,NA,Telangana,NA,1,CWSType,NA,NA,1,NA
37748,4171.95,NA,2022,State,urban/rural,CWS Type,1,state_sec_quint,2022,1,NA,Telangana,NA,1,CWSType,NA,NA,2,NA
37749,10177.44,NA,2022,State,urban/rural,CWS Type,1,state_sec_quint,2022,1,NA,Telangana,NA,1,CWSType,NA,NA,3,NA
37750,5587.43,NA,2022,State,urban/rural,CWS Type,2,state_sec_quint,2022,1,NA,Telangana,NA,2,CWSType,NA,NA,1,NA
37751,12341.91,NA,2022,State,urban/rural,CWS Type,2,state_sec_quint,2022,1,NA,Telangana,NA,2,CWSType,NA,NA,2,NA
37752,18101.47,NA,2022,State,urban/rural,CWS Type,2,state_sec_quint,2022,1,NA,Telangana,NA,2,CWSType,NA,NA,3,NA
37753,10633.67,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,1,NA,Telangana,NA,3,CWSType,NA,NA,1,NA
37754,17464.96,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,1,NA,Telangana,NA,3,CWSType,NA,NA,2,NA
37755,25318.25,NA,2022,State,urban/rural,CWS Type,3,state_sec_quint,2022,1,NA,Telangana,NA,3,CWSType,NA,NA,3,NA
37756,16283.9,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,1,NA,Telangana,NA,4,CWSType,NA,NA,1,NA
37757,25240.04,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,1,NA,Telangana,NA,4,CWSType,NA,NA,2,NA
37758,35957.26,NA,2022,State,urban/rural,CWS Type,4,state_sec_quint,2022,1,NA,Telangana,NA,4,CWSType,NA,NA,3,NA
37759,28238.56,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,1,NA,Telangana,NA,5,CWSType,NA,NA,1,NA
37760,42534.67,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,1,NA,Telangana,NA,5,CWSType,NA,NA,2,NA
37761,53422.22,NA,2022,State,urban/rural,CWS Type,5,state_sec_quint,2022,1,NA,Telangana,NA,5,CWSType,NA,NA,3,NA
37762,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Telangana,NA,NA,CWSType,NA,NA,1,NA
37763,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Telangana,NA,NA,CWSType,NA,NA,2,NA
37764,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Telangana,NA,NA,CWSType,NA,NA,3,NA
37765,NA,NA,2022,State,urban/rural,CWS Type,Total,state_sec_quint,2022,1,NA,Telangana,NA,NA,CWSType,NA,NA,NA,NA
37766,13797.45,NA,2017,National,All,Emp Type,Total,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,1
37767,10793.03,NA,2017,National,All,Emp Type,Total,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,2
37768,7580.16,NA,2017,National,All,Emp Type,Total,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,3
37769,NA,NA,2017,National,All,Emp Type,Total,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,NA
37770,5675.64,1,2017,National,All,Emp Type,1,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,1
37771,4027.21,1,2017,National,All,Emp Type,1,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,2
37772,3403.41,1,2017,National,All,Emp Type,1,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,3
37773,10032.38,2,2017,National,All,Emp Type,2,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,1
37774,7735.84,2,2017,National,All,Emp Type,2,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,2
37775,5684.32,2,2017,National,All,Emp Type,2,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,3
37776,13807.9,3,2017,National,All,Emp Type,3,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,1
37777,10793.03,3,2017,National,All,Emp Type,3,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,2
37778,7580.16,3,2017,National,All,Emp Type,3,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,3
37779,21561.64,4,2017,National,All,Emp Type,4,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,1
37780,14314.42,4,2017,National,All,Emp Type,4,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,2
37781,10111.22,4,2017,National,All,Emp Type,4,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,3
37782,47815.61,5,2017,National,All,Emp Type,5,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,1
37783,26226.19,5,2017,National,All,Emp Type,5,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,2
37784,13847.01,5,2017,National,All,Emp Type,5,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,3
37785,NA,NA,2017,National,All,Emp Type,Total,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,1
37786,NA,NA,2017,National,All,Emp Type,Total,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,2
37787,NA,NA,2017,National,All,Emp Type,Total,nat_quint,2017,99,NA,India,NA,NA,EmpType,NA,NA,NA,NA
37788,11861.95,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,0,NA,India,NA,NA,EmpType,NA,NA,NA,1
37789,9882.49,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,0,NA,India,NA,NA,EmpType,NA,NA,NA,2
37790,7205.5,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,0,NA,India,NA,NA,EmpType,NA,NA,NA,3
37791,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,0,NA,India,NA,NA,EmpType,NA,NA,NA,NA
37792,16147.71,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,1,NA,India,NA,NA,EmpType,NA,NA,NA,1
37793,14642.33,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,1,NA,India,NA,NA,EmpType,NA,NA,NA,2
37794,9177.87,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,1,NA,India,NA,NA,EmpType,NA,NA,NA,3
37795,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,1,NA,India,NA,NA,EmpType,NA,NA,NA,NA
37796,4922.81,NA,2017,National,urban/rural,Emp Type,1,sec_quint,2017,0,1,India,NA,NA,EmpType,NA,NA,NA,1
37797,3967.86,NA,2017,National,urban/rural,Emp Type,1,sec_quint,2017,0,1,India,NA,NA,EmpType,NA,NA,NA,2
37798,3372.62,NA,2017,National,urban/rural,Emp Type,1,sec_quint,2017,0,1,India,NA,NA,EmpType,NA,NA,NA,3
37799,8496.16,NA,2017,National,urban/rural,Emp Type,2,sec_quint,2017,0,2,India,NA,NA,EmpType,NA,NA,NA,1
37800,6980.49,NA,2017,National,urban/rural,Emp Type,2,sec_quint,2017,0,2,India,NA,NA,EmpType,NA,NA,NA,2
37801,5394.36,NA,2017,National,urban/rural,Emp Type,2,sec_quint,2017,0,2,India,NA,NA,EmpType,NA,NA,NA,3
37802,11866.83,NA,2017,National,urban/rural,Emp Type,3,sec_quint,2017,0,3,India,NA,NA,EmpType,NA,NA,NA,1
37803,9882.49,NA,2017,National,urban/rural,Emp Type,3,sec_quint,2017,0,3,India,NA,NA,EmpType,NA,NA,NA,2
37804,7205.5,NA,2017,National,urban/rural,Emp Type,3,sec_quint,2017,0,3,India,NA,NA,EmpType,NA,NA,NA,3
37805,17357.2,NA,2017,National,urban/rural,Emp Type,4,sec_quint,2017,0,4,India,NA,NA,EmpType,NA,NA,NA,1
37806,13319.66,NA,2017,National,urban/rural,Emp Type,4,sec_quint,2017,0,4,India,NA,NA,EmpType,NA,NA,NA,2
37807,9869.14,NA,2017,National,urban/rural,Emp Type,4,sec_quint,2017,0,4,India,NA,NA,EmpType,NA,NA,NA,3
37808,39292.54,NA,2017,National,urban/rural,Emp Type,5,sec_quint,2017,0,5,India,NA,NA,EmpType,NA,NA,NA,1
37809,20515.95,NA,2017,National,urban/rural,Emp Type,5,sec_quint,2017,0,5,India,NA,NA,EmpType,NA,NA,NA,2
37810,12860.19,NA,2017,National,urban/rural,Emp Type,5,sec_quint,2017,0,5,India,NA,NA,EmpType,NA,NA,NA,3
37811,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,0,NA,India,NA,NA,EmpType,NA,NA,NA,1
37812,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,0,NA,India,NA,NA,EmpType,NA,NA,NA,2
37813,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,0,NA,India,NA,NA,EmpType,NA,NA,NA,NA
37814,6777.5,NA,2017,National,urban/rural,Emp Type,1,sec_quint,2017,1,1,India,NA,NA,EmpType,NA,NA,NA,1
37815,5016.19,NA,2017,National,urban/rural,Emp Type,1,sec_quint,2017,1,1,India,NA,NA,EmpType,NA,NA,NA,2
37816,4179.63,NA,2017,National,urban/rural,Emp Type,1,sec_quint,2017,1,1,India,NA,NA,EmpType,NA,NA,NA,3
37817,11222.19,NA,2017,National,urban/rural,Emp Type,2,sec_quint,2017,1,2,India,NA,NA,EmpType,NA,NA,NA,1
37818,10780.82,NA,2017,National,urban/rural,Emp Type,2,sec_quint,2017,1,2,India,NA,NA,EmpType,NA,NA,NA,2
37819,6966.04,NA,2017,National,urban/rural,Emp Type,2,sec_quint,2017,1,2,India,NA,NA,EmpType,NA,NA,NA,3
37820,16147.71,NA,2017,National,urban/rural,Emp Type,3,sec_quint,2017,1,3,India,NA,NA,EmpType,NA,NA,NA,1
37821,14684.59,NA,2017,National,urban/rural,Emp Type,3,sec_quint,2017,1,3,India,NA,NA,EmpType,NA,NA,NA,2
37822,9193.83,NA,2017,National,urban/rural,Emp Type,3,sec_quint,2017,1,3,India,NA,NA,EmpType,NA,NA,NA,3
37823,26699.25,NA,2017,National,urban/rural,Emp Type,4,sec_quint,2017,1,4,India,NA,NA,EmpType,NA,NA,NA,1
37824,21523.96,NA,2017,National,urban/rural,Emp Type,4,sec_quint,2017,1,4,India,NA,NA,EmpType,NA,NA,NA,2
37825,12190.57,NA,2017,National,urban/rural,Emp Type,4,sec_quint,2017,1,4,India,NA,NA,EmpType,NA,NA,NA,3
37826,53630.67,NA,2017,National,urban/rural,Emp Type,5,sec_quint,2017,1,5,India,NA,NA,EmpType,NA,NA,NA,1
37827,41025.68,NA,2017,National,urban/rural,Emp Type,5,sec_quint,2017,1,5,India,NA,NA,EmpType,NA,NA,NA,2
37828,15996.47,NA,2017,National,urban/rural,Emp Type,5,sec_quint,2017,1,5,India,NA,NA,EmpType,NA,NA,NA,3
37829,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,1,NA,India,NA,NA,EmpType,NA,NA,NA,1
37830,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,1,NA,India,NA,NA,EmpType,NA,NA,NA,2
37831,NA,NA,2017,National,urban/rural,Emp Type,Total,sec_quint,2017,1,NA,India,NA,NA,EmpType,NA,NA,NA,NA
37832,24725.05,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,EmpType,NA,NA,NA,1
37833,13452.76,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,EmpType,NA,NA,NA,2
37834,11652.72,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,EmpType,NA,NA,NA,3
37835,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jammu and Kashmir,NA,NA,EmpType,NA,NA,NA,NA
37836,15426.63,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,EmpType,NA,NA,NA,1
37837,7341.38,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,EmpType,NA,NA,NA,2
37838,10206.13,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,EmpType,NA,NA,NA,3
37839,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Himachal Pradesh,NA,NA,EmpType,NA,NA,NA,NA
37840,13858.32,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,EmpType,NA,NA,NA,1
37841,16961.88,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,EmpType,NA,NA,NA,2
37842,10501.85,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,EmpType,NA,NA,NA,3
37843,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Punjab,NA,NA,EmpType,NA,NA,NA,NA
37844,17026.91,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Chandigarh,NA,NA,EmpType,NA,NA,NA,1
37845,27760.81,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Chandigarh,NA,NA,EmpType,NA,NA,NA,2
37846,15524.97,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Chandigarh,NA,NA,EmpType,NA,NA,NA,3
37847,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Chandigarh,NA,NA,EmpType,NA,NA,NA,NA
37848,16626.58,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,EmpType,NA,NA,NA,1
37849,14409.27,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,EmpType,NA,NA,NA,2
37850,8645.56,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,EmpType,NA,NA,NA,3
37851,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttarakhand,NA,NA,EmpType,NA,NA,NA,NA
37852,16807.79,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,EmpType,NA,NA,NA,1
37853,16728.39,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,EmpType,NA,NA,NA,2
37854,10447.52,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,EmpType,NA,NA,NA,3
37855,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Haryana,NA,NA,EmpType,NA,NA,NA,NA
37856,16266,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Delhi,NA,NA,EmpType,NA,NA,NA,1
37857,20362.34,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Delhi,NA,NA,EmpType,NA,NA,NA,2
37858,14375.78,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Delhi,NA,NA,EmpType,NA,NA,NA,3
37859,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Delhi,NA,NA,EmpType,NA,NA,NA,NA
37860,13594.84,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,1
37861,10925.98,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,2
37862,10151.38,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,3
37863,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,NA
37864,11364.88,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,1
37865,9779.93,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,2
37866,7484.64,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,3
37867,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,NA
37868,14560.16,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Bihar,NA,NA,EmpType,NA,NA,NA,1
37869,10793.03,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Bihar,NA,NA,EmpType,NA,NA,NA,2
37870,10125.71,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Bihar,NA,NA,EmpType,NA,NA,NA,3
37871,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Bihar,NA,NA,EmpType,NA,NA,NA,NA
37872,15640.93,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,1
37873,10965.24,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,2
37874,13545.3,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,3
37875,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,NA
37876,35067.75,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Arunachal Pradesh,NA,NA,EmpType,NA,NA,NA,1
37877,12998.15,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Arunachal Pradesh,NA,NA,EmpType,NA,NA,NA,2
37878,12473.65,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Arunachal Pradesh,NA,NA,EmpType,NA,NA,NA,3
37879,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Arunachal Pradesh,NA,NA,EmpType,NA,NA,NA,NA
37880,24815.43,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Nagaland,NA,NA,EmpType,NA,NA,NA,1
37881,10384.2,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Nagaland,NA,NA,EmpType,NA,NA,NA,2
37882,9741.89,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Nagaland,NA,NA,EmpType,NA,NA,NA,3
37883,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Nagaland,NA,NA,EmpType,NA,NA,NA,NA
37884,22867.12,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Manipur,NA,NA,EmpType,NA,NA,NA,1
37885,11422.62,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Manipur,NA,NA,EmpType,NA,NA,NA,2
37886,10831.79,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Manipur,NA,NA,EmpType,NA,NA,NA,3
37887,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Manipur,NA,NA,EmpType,NA,NA,NA,NA
37888,29276.23,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Mizoram,NA,NA,EmpType,NA,NA,NA,1
37889,13677.3,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Mizoram,NA,NA,EmpType,NA,NA,NA,2
37890,10482.6,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Mizoram,NA,NA,EmpType,NA,NA,NA,3
37891,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Mizoram,NA,NA,EmpType,NA,NA,NA,NA
37892,16040.27,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Tripura,NA,NA,EmpType,NA,NA,NA,1
37893,10420.08,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Tripura,NA,NA,EmpType,NA,NA,NA,2
37894,8593,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Tripura,NA,NA,EmpType,NA,NA,NA,3
37895,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Tripura,NA,NA,EmpType,NA,NA,NA,NA
37896,21615.16,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Meghalaya,NA,NA,EmpType,NA,NA,NA,1
37897,10754.53,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Meghalaya,NA,NA,EmpType,NA,NA,NA,2
37898,11555.68,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Meghalaya,NA,NA,EmpType,NA,NA,NA,3
37899,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Meghalaya,NA,NA,EmpType,NA,NA,NA,NA
37900,9909.57,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Assam,NA,NA,EmpType,NA,NA,NA,1
37901,12238.52,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Assam,NA,NA,EmpType,NA,NA,NA,2
37902,10310.35,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Assam,NA,NA,EmpType,NA,NA,NA,3
37903,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Assam,NA,NA,EmpType,NA,NA,NA,NA
37904,9076.74,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,West Bengal,NA,NA,EmpType,NA,NA,NA,1
37905,8118.01,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,West Bengal,NA,NA,EmpType,NA,NA,NA,2
37906,6023.65,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,West Bengal,NA,NA,EmpType,NA,NA,NA,3
37907,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,West Bengal,NA,NA,EmpType,NA,NA,NA,NA
37908,13025.1,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jharkhand,NA,NA,EmpType,NA,NA,NA,1
37909,7913.5,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jharkhand,NA,NA,EmpType,NA,NA,NA,2
37910,7591.77,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jharkhand,NA,NA,EmpType,NA,NA,NA,3
37911,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Jharkhand,NA,NA,EmpType,NA,NA,NA,NA
37912,11337.74,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Odisha,NA,NA,EmpType,NA,NA,NA,1
37913,7279.51,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Odisha,NA,NA,EmpType,NA,NA,NA,2
37914,5744.97,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Odisha,NA,NA,EmpType,NA,NA,NA,3
37915,NA,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Odisha,NA,NA,EmpType,NA,NA,NA,NA
37916,10294.46,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Chhattisgarh,NA,NA,EmpType,NA,NA,NA,1
37917,7360.18,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Chhattisgarh,NA,NA,EmpType,NA,NA,NA,2
37918,5010.12,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Chhattisgarh,NA,NA,EmpType,NA,NA,NA,3
