,urban,sector,sector_type,year,state,dem,working_age,age_cohort,edu_cat_1,edu_cat_2,edu_cat_3,edu_cat_4,edu_cat_female_1,edu_cat_female_2,edu_cat_female_3,edu_cat_female_4,edu_cat_male_1,edu_cat_male_2,edu_cat_male_3,edu_cat_male_4,vocat1,vocat1_female,vocat1_male
3548,.,99,All,2019,Meghalaya,Age,NA,NA,0.814517915,0.185482085,0,0,0.421058983,0.094318472,0,0,0.393458933,0.091163613,0,0,0,0,0
3799,0,0,Rural,2019,Meghalaya,Age,NA,15 to 29,0.165743843,0.586446643,0.210971847,0.036837686,0.064894788,0.314362675,0.105152696,0.016140988,0.100849062,0.272083938,0.105819158,0.0206967,0.00939244,0.005072561,0.004319879
3800,0,0,Rural,2019,Meghalaya,Age,NA,30 to 44,0.269411176,0.548567057,0.135306269,0.046715505,0.124308079,0.319879413,0.053612854,0.020846136,0.145103112,0.228687614,0.081693411,0.02586937,0.016375637,0.004787703,0.011587933
3801,0,0,Rural,2019,Meghalaya,Age,NA,45 to 64,0.499610841,0.425353199,0.059030753,0.016005218,0.298427194,0.169817209,0.016371854,0.008618875,0.201183647,0.25553599,0.042658899,0.007386342,0.001615855,0,0.001615855
3802,0,0,Rural,2019,Meghalaya,Age,NA,65 and above,0.981732428,0.01037993,0.007887647,0,0.663258016,0.005424145,0,0,0.318474412,0.004955785,0.007887647,0,0,0,0
3803,0,0,Rural,2019,Meghalaya,Age,NA,NA,0.825113893,0.174886093,0,0,0.427943856,0.089632444,0,0,0.397170037,0.085253656,0,0,0,0,0
3804,1,1,Urban,2019,Meghalaya,Age,NA,15 to 29,0.040584721,0.359853178,0.44118461,0.158377469,0.011451066,0.19421123,0.219360396,0.091640472,0.029133655,0.165641963,0.221824214,0.066736996,0.087146096,0.061872244,0.025273852
3805,1,1,Urban,2019,Meghalaya,Age,NA,30 to 44,0.093790397,0.384645641,0.271170974,0.250393003,0.054811157,0.225055158,0.130068153,0.122592948,0.038979236,0.159590483,0.141102821,0.127800047,0.080754474,0.046732511,0.034021959
3806,1,1,Urban,2019,Meghalaya,Age,NA,45 to 64,0.191878363,0.346558511,0.275493383,0.186069727,0.106859155,0.18809022,0.119920179,0.075314038,0.085019216,0.158468291,0.155573204,0.110755697,0.019917658,0.014264435,0.005653223
3807,1,1,Urban,2019,Meghalaya,Age,NA,65 and above,0.388961196,0.202679932,0.200086504,0.208272383,0.29940775,0.141931549,0.146619573,0.102717645,0.089553423,0.060748383,0.05346692,0.105554737,0,0,0
3808,1,1,Urban,2019,Meghalaya,Age,NA,NA,0.736452639,0.263547361,0,0,0.370335162,0.128842533,0,0,0.366117477,0.134704828,0,0,0,0,0
4224,.,99,All,2019,Meghalaya,All,NA,NA,0.461281896,0.379214138,0.117747255,0.041756731,0.238334954,0.200726733,0.054348614,0.020129142,0.222946942,0.17848739,0.063398637,0.021627588,0.013391564,0.007447197,0.005944367
4275,0,0,Rural,2019,Meghalaya,All,NA,NA,0.500035524,0.388364077,0.090256363,0.021344047,0.258426726,0.204571426,0.040321674,0.009637963,0.241608799,0.183792636,0.049934685,0.011706084,0.006068757,0.002308754,0.003760002
4276,1,1,Urban,2019,Meghalaya,All,NA,NA,0.268341482,0.333659917,0.254614502,0.143384129,0.138305232,0.181585401,0.124183699,0.07236094,0.130036235,0.152074501,0.130430803,0.071023181,0.049849182,0.033029649,0.016819535
4408,.,99,All,2018,Meghalaya,Age,NA,15 to 29,0.102047622,0.559688509,0.275422901,0.062840998,0.037378483,0.287751228,0.137135372,0.036794994,0.064669132,0.271937251,0.138287514,0.026046006,0.005327372,0.003022823,0.002304549
4409,.,99,All,2018,Meghalaya,Age,NA,30 to 44,0.232002854,0.518735766,0.169565484,0.079695903,0.105253071,0.299940199,0.067621373,0.035610694,0.126749769,0.218795553,0.101944119,0.044085208,0.008918919,0.003975005,0.004943914
4410,.,99,All,2018,Meghalaya,Age,NA,45 to 64,0.495148003,0.376041591,0.090675227,0.038135163,0.305145442,0.1653855,0.028093588,0.016999394,0.190002576,0.210656092,0.062581643,0.021135768,0.005688648,0.002221553,0.003467095
4411,.,99,All,2018,Meghalaya,Age,NA,65 and above,0.764882326,0.167636082,0.023054553,0.044427034,0.467533469,0.048959997,0.004033193,0.022143697,0.297348857,0.118676081,0.019021358,0.022283338,0,0,0
4412,.,99,All,2018,Meghalaya,Age,NA,NA,0.766562939,0.233437046,0,0,0.39922598,0.103227153,0,0,0.367336959,0.130209893,0,0,0,0,0
4663,0,0,Rural,2018,Meghalaya,Age,NA,15 to 29,0.114550762,0.607627153,0.237756208,0.040065877,0.040965986,0.305791378,0.118798397,0.021463059,0.07358478,0.301835775,0.11895781,0.01860282,0.001682415,0.001551896,0.000130519
4664,0,0,Rural,2018,Meghalaya,Age,NA,30 to 44,0.260661423,0.546745598,0.144787654,0.047805302,0.118656456,0.318948686,0.050822265,0.02400269,0.142004967,0.227796942,0.093965389,0.023802612,0.005563417,0.003023706,0.002539711
4665,0,0,Rural,2018,Meghalaya,Age,NA,45 to 64,0.552759469,0.367093205,0.060330734,0.019816587,0.339089334,0.149203703,0.014750981,0.010295998,0.213670164,0.217889488,0.04557975,0.009520588,0.002472146,0.000701739,0.001770408
4666,0,0,Rural,2018,Meghalaya,Age,NA,65 and above,0.852370083,0.12769495,0.009271116,0.010663884,0.496072054,0.018133547,0,0,0.356298,0.109561399,0.009271116,0.010663884,0,0,0
4667,0,0,Rural,2018,Meghalaya,Age,NA,NA,0.769567072,0.230432928,0,0,0.398070723,0.099649876,0,0,0.37149635,0.130783051,0,0,0,0,0
4668,1,1,Urban,2018,Meghalaya,Age,NA,15 to 29,0.049379177,0.357750952,0.434090614,0.158779278,0.022266433,0.211758703,0.214378342,0.101379476,0.027112747,0.145992234,0.219712257,0.057399794,0.020681446,0.009218979,0.011462468
4669,1,1,Urban,2018,Meghalaya,Age,NA,30 to 44,0.079263963,0.369454265,0.301621586,0.249660194,0.033818342,0.198632568,0.157153979,0.097476773,0.045445621,0.170821697,0.144467592,0.152183428,0.026802417,0.009045053,0.017757364
4670,1,1,Urban,2018,Meghalaya,Age,NA,45 to 64,0.187559977,0.423817158,0.252684712,0.135938168,0.123918831,0.251780272,0.099329859,0.052788872,0.063641146,0.172036886,0.153354853,0.083149292,0.022861574,0.010335852,0.012525721
4671,1,1,Urban,2018,Meghalaya,Age,NA,65 and above,0.454420209,0.309372663,0.071966961,0.164240181,0.36626038,0.158351868,0.018345529,0.100723624,0.088159814,0.151020795,0.05362143,0.063516557,0,0,0
4672,1,1,Urban,2018,Meghalaya,Age,NA,NA,0.741882682,0.258117318,0,0,0.408717036,0.132616252,0,0,0.333165646,0.125501081,0,0,0,0,0
5088,.,99,All,2018,Meghalaya,All,NA,NA,0.42805928,0.403896183,0.126946539,0.041098006,0.223928317,0.203874931,0.057049029,0.020887818,0.204130962,0.200021237,0.06989751,0.02021019,0.004183756,0.002003058,0.002180698
5139,0,0,Rural,2018,Meghalaya,All,NA,NA,0.458561271,0.414630741,0.102995664,0.023812326,0.237909034,0.205695599,0.044690456,0.012232746,0.220652238,0.208935142,0.058305211,0.011579579,0.001959062,0.001145115,0.000813947
5140,1,1,Urban,2018,Meghalaya,All,NA,NA,0.258621335,0.344265878,0.259993166,0.137119636,0.14626576,0.19376117,0.125700668,0.068966582,0.11235556,0.150504693,0.134292513,0.068153061,0.016541887,0.006768914,0.009772972
5272,.,99,All,2017,Meghalaya,Age,NA,15 to 29,0.089612946,0.567248285,0.289760947,0.053377815,0.033421289,0.324471772,0.14505814,0.031679712,0.056191657,0.242776513,0.144702807,0.021698104,0.011186639,0.006146653,0.005039986
5273,.,99,All,2017,Meghalaya,Age,NA,30 to 44,0.202205315,0.543411791,0.173362717,0.081020162,0.099726759,0.308782548,0.058621299,0.036827888,0.102478564,0.234629259,0.114741415,0.044192277,0.003898148,0.001525598,0.002372551
5274,.,99,All,2017,Meghalaya,Age,NA,45 to 64,0.474123508,0.407187849,0.074672304,0.044016328,0.303252816,0.167397633,0.021910764,0.020731689,0.170870721,0.239790216,0.052761536,0.023284638,0,0,0
5275,.,99,All,2017,Meghalaya,Age,NA,65 and above,0.787232101,0.09065263,0.056633286,0.065481998,0.527946651,0.059047554,0.027505293,0.02110778,0.25928545,0.03160508,0.029127991,0.044374216,0,0,0
5276,.,99,All,2017,Meghalaya,Age,NA,NA,0.805334449,0.194665521,0,0,0.398914754,0.08457721,0,0,0.406419724,0.110088311,0,0,0,0,0
5527,0,0,Rural,2017,Meghalaya,Age,NA,15 to 29,0.104324982,0.618670106,0.252481371,0.024523554,0.038821176,0.360879838,0.129426464,0.014219361,0.065503806,0.257790267,0.123054892,0.010304194,0.00077778,0.000521852,0.000255928
5528,0,0,Rural,2017,Meghalaya,Age,NA,30 to 44,0.225253806,0.586282253,0.156669274,0.031794656,0.107742168,0.328835934,0.048638679,0.014685878,0.117511645,0.257446319,0.108030587,0.017108778,0.001163297,0,0.001163297
5529,0,0,Rural,2017,Meghalaya,Age,NA,45 to 64,0.524884105,0.408927709,0.053872894,0.012315282,0.336035371,0.16309832,0.010387019,0.004225435,0.188848749,0.245829388,0.043485876,0.008089846,0,0,0
5530,0,0,Rural,2017,Meghalaya,Age,NA,65 and above,0.924637556,0.06754081,0.007821653,0,0.607631683,0.02822656,0.003340292,0,0.317005873,0.039314251,0.004481361,0,0,0,0
5531,0,0,Rural,2017,Meghalaya,Age,NA,NA,0.819534004,0.180465981,0,0,0.399725229,0.076026075,0,0,0.419808775,0.104439914,0,0,0,0,0
5532,1,1,Urban,2017,Meghalaya,Age,NA,15 to 29,0.035546798,0.378275245,0.426761895,0.15941605,0.01357692,0.19067362,0.20250392,0.095845789,0.021969877,0.187601611,0.224257991,0.063570261,0.049438775,0.026817568,0.022621205
5533,1,1,Urban,2017,Meghalaya,Age,NA,30 to 44,0.102401026,0.357774615,0.245648474,0.294175893,0.06501855,0.221947566,0.101847924,0.13270697,0.037382483,0.135827035,0.143800557,0.161468923,0.015740572,0.008131722,0.007608849
5534,1,1,Urban,2017,Meghalaya,Age,NA,45 to 64,0.268030345,0.400123835,0.159120008,0.172725797,0.170152277,0.184853256,0.068698339,0.087748758,0.097878061,0.215270594,0.090421677,0.084977038,0,0,0
5535,1,1,Urban,2017,Meghalaya,Age,NA,65 and above,0.320684671,0.169126675,0.222368643,0.287820011,0.257383585,0.163697362,0.109555312,0.092777289,0.063301094,0.005429306,0.112813331,0.195042744,0,0,0
5536,1,1,Urban,2017,Meghalaya,Age,NA,NA,0.723500371,0.276499629,0,0,0.394243747,0.13385874,0,0,0.329256594,0.142640889,0,0,0,0,0
5952,.,99,All,2017,Meghalaya,All,NA,NA,0.419833213,0.40639478,0.133100554,0.040671449,0.216423184,0.214425147,0.05819495,0.020542966,0.203410029,0.191969633,0.074905604,0.020128483,0.004082502,0.002103947,0.001978555
6003,0,0,Rural,2017,Meghalaya,All,NA,NA,0.45207116,0.420386761,0.112020932,0.015521135,0.229953006,0.221939698,0.04803649,0.00777518,0.222118154,0.198447064,0.063984439,0.007745956,0.000476037,0.000143864,0.000332173
6004,1,1,Urban,2017,Meghalaya,All,NA,NA,0.27673614,0.344287455,0.226668298,0.152308106,0.156367332,0.181069687,0.103286095,0.077216335,0.120368809,0.163217768,0.123382211,0.075091772,0.020090796,0.010804317,0.009286478
86,.,99,All,2023,Mizoram,Age,NA,15 to 29,0.005076839,0.3502931,0.532275379,0.112354703,0.002718374,0.180046394,0.21210207,0.056060784,0.002358464,0.170246691,0.320173293,0.056293923,0.257153362,0.112202942,0.14495042
87,.,99,All,2023,Mizoram,Age,NA,30 to 44,0.029290464,0.511713207,0.236609161,0.222387165,0.024464151,0.290719151,0.119209573,0.065718748,0.004826313,0.220994055,0.117399596,0.15666841,0.46352312,0.177481681,0.286041439
88,.,99,All,2023,Mizoram,Age,NA,45 to 64,0.09481784,0.583232045,0.166340396,0.155609742,0.060559105,0.344069839,0.065585703,0.029824885,0.034258731,0.239162192,0.100754701,0.125784844,0.341187596,0.131818637,0.209368944
89,.,99,All,2023,Mizoram,Age,NA,65 and above,0.376810133,0.541012764,0.066282444,0.015894672,0.267178953,0.209629759,0.023865383,0.004877055,0.109631166,0.33138299,0.042417057,0.011017618,0,0,0
90,.,99,All,2023,Mizoram,Age,NA,NA,0.697226226,0.302773774,0,0,0.377052158,0.150576606,0,0,0.320174098,0.152197152,0,0,0.016294321,0.009119103,0.007175218
326,0,0,Rural,2023,Mizoram,Age,NA,15 to 29,0.002874928,0.394954234,0.539852917,0.062317897,0.000541856,0.194146648,0.208519801,0.026309658,0.002333072,0.200807586,0.331333131,0.036008239,0.239282265,0.091324911,0.14795737
327,0,0,Rural,2023,Mizoram,Age,NA,30 to 44,0.032788567,0.622467101,0.195093676,0.149650678,0.029313195,0.345397651,0.091098346,0.030930914,0.003475373,0.27706942,0.103995331,0.118719764,0.447606802,0.170947418,0.276659369
328,0,0,Rural,2023,Mizoram,Age,NA,45 to 64,0.137191698,0.610148609,0.167405397,0.085254304,0.081878394,0.331323355,0.066090181,0.004390966,0.055313308,0.278825253,0.101315215,0.080863334,0.302751273,0.116720371,0.18603088
329,0,0,Rural,2023,Mizoram,Age,NA,65 and above,0.483780414,0.479849517,0.029004937,0.007365136,0.333110034,0.148558632,0.004622766,0,0.150670364,0.331290871,0.02438217,0.007365136,0,0,0
330,0,0,Rural,2023,Mizoram,Age,NA,NA,0.731842697,0.268157274,0,0,0.394031793,0.133656576,0,0,0.337810904,0.134500697,0,0,0.015589034,0.008765901,0.006823133
331,1,1,Urban,2023,Mizoram,Age,NA,15 to 29,0.007648883,0.298124552,0.523424029,0.170802519,0.005260758,0.163575947,0.21628651,0.090812966,0.002388125,0.134548619,0.307137519,0.07998956,0.278028518,0.136590496,0.141438007
332,1,1,Urban,2023,Mizoram,Age,NA,30 to 44,0.025231216,0.383192927,0.284784287,0.306791574,0.018837254,0.227269486,0.151830211,0.106087022,0.006393962,0.155923426,0.132954076,0.200704545,0.481992602,0.185064137,0.296928495
333,1,1,Urban,2023,Mizoram,Age,NA,45 to 64,0.045346603,0.551807106,0.165097013,0.237749279,0.035668962,0.3589513,0.064996719,0.059518833,0.009677641,0.192855805,0.100100301,0.17823045,0.386061758,0.149445772,0.236616001
334,1,1,Urban,2023,Mizoram,Age,NA,65 and above,0.228941485,0.62556076,0.117812388,0.027685337,0.176040187,0.294050455,0.050465103,0.011618772,0.052901298,0.331510335,0.067347288,0.016066566,0,0,0
335,1,1,Urban,2023,Mizoram,Age,NA,NA,0.652410567,0.347589403,0,0,0.355069727,0.17248185,0,0,0.29734087,0.175107569,0,0,0.017207408,0.009576368,0.00763104
767,.,99,All,2023,Mizoram,All,NA,NA,0.233161509,0.437820256,0.216768861,0.112249389,0.134759814,0.234153271,0.092257746,0.035222217,0.098401681,0.203666985,0.124511108,0.077027172,0.244139045,0.097558409,0.146580651
815,0,0,Rural,2023,Mizoram,All,NA,NA,0.265647024,0.46492219,0.202155471,0.067275308,0.152910069,0.237753242,0.081678852,0.014248356,0.112736963,0.227168947,0.120476626,0.053026948,0.224494725,0.086673781,0.137820944
816,1,1,Urban,2023,Mizoram,All,NA,NA,0.193788484,0.404972255,0.234480515,0.166758746,0.112761408,0.229790032,0.105079554,0.060642891,0.081027076,0.175182208,0.129400969,0.106115855,0.2679483,0.110750757,0.15719755
942,.,99,All,2022,Mizoram,Age,NA,15 to 29,0.000994537,0.383978397,0.500078142,0.114948936,0.000425845,0.181001127,0.204109713,0.062353801,0.000568692,0.20297727,0.295968413,0.052595135,0.131444618,0.054717049,0.076727562
943,.,99,All,2022,Mizoram,Age,NA,30 to 44,0.013865727,0.553067207,0.233079597,0.199987456,0.010521261,0.323281467,0.109124079,0.076750092,0.003344466,0.22978574,0.123955518,0.123237364,0.276110023,0.079769224,0.196340784
944,.,99,All,2022,Mizoram,Age,NA,45 to 64,0.063682474,0.622740209,0.156134114,0.157443225,0.037091788,0.359177053,0.062872872,0.0307025,0.026590686,0.263563126,0.093261234,0.126740724,0.23652868,0.06982553,0.16670315
945,.,99,All,2022,Mizoram,Age,NA,65 and above,0.295438796,0.614750504,0.083229326,0.006581365,0.185752109,0.2922903,0.017581861,0.002903262,0.109686702,0.322460204,0.065647461,0.003678103,0,0,0
946,.,99,All,2022,Mizoram,Age,NA,NA,0.629534721,0.370465279,0,0,0.32214576,0.202869609,0,0,0.307388932,0.16759567,0,0,0.000983573,0.000983573,0
1187,0,0,Rural,2022,Mizoram,Age,NA,15 to 29,0,0.450466275,0.481918067,0.067615651,0,0.201755315,0.175786078,0.034081265,0,0.24871096,0.306131989,0.033534389,0.093822159,0.039442912,0.054379247
1188,0,0,Rural,2022,Mizoram,Age,NA,30 to 44,0.017708695,0.663804531,0.197008416,0.121478364,0.013526381,0.381473333,0.078784339,0.043377958,0.004182314,0.282331198,0.118224069,0.078100406,0.228885308,0.065109618,0.163775682
1189,0,0,Rural,2022,Mizoram,Age,NA,45 to 64,0.105292521,0.655180335,0.122657321,0.116869815,0.058132652,0.368947268,0.044114169,0.013184325,0.047159865,0.286233068,0.078543149,0.103685491,0.201905459,0.051618233,0.150287226
1190,0,0,Rural,2022,Mizoram,Age,NA,65 and above,0.356510103,0.597189486,0.046300419,0,0.215416744,0.275010049,0.015779745,0,0.141093373,0.322179437,0.030520672,0,0,0,0
1191,0,0,Rural,2022,Mizoram,Age,NA,NA,0.619585156,0.380414844,0,0,0.309599817,0.211542621,0,0,0.30998534,0.168872222,0,0,0.001188935,0.001188935,0
1192,1,1,Urban,2022,Mizoram,Age,NA,15 to 29,0.002123679,0.308491737,0.520696044,0.168688521,0.000909326,0.157437965,0.236266777,0.094452873,0.001214353,0.151053786,0.284429282,0.074235648,0.17415905,0.072058462,0.102100596
1193,1,1,Urban,2022,Mizoram,Age,NA,30 to 44,0.009638305,0.431251645,0.272759378,0.286350667,0.007215505,0.259268045,0.142499045,0.113460816,0.0024228,0.171983585,0.130260348,0.172889858,0.328059137,0.095895395,0.232163742
1194,1,1,Urban,2022,Mizoram,Age,NA,45 to 64,0.014404073,0.584321618,0.195780367,0.205493942,0.012173283,0.347606301,0.08508864,0.05144912,0.00223079,0.236715332,0.110691734,0.154044822,0.277532667,0.091388278,0.186144397
1195,1,1,Urban,2022,Mizoram,Age,NA,65 and above,0.224021614,0.63528651,0.126414239,0.014277659,0.151062071,0.312497973,0.019689269,0.006298357,0.072959535,0.322788537,0.10672497,0.007979303,0,0,0
1196,1,1,Urban,2022,Mizoram,Age,NA,NA,0.641607821,0.358392209,0,0,0.337369412,0.19234553,0,0,0.304238379,0.166046664,0,0,0.000734381,0.000734381,0
1630,.,99,All,2022,Mizoram,All,NA,NA,0.20251441,0.486097962,0.205493182,0.105894454,0.107813001,0.265001923,0.085805975,0.03859577,0.094701409,0.221096039,0.119687214,0.067298688,0.143658623,0.045763642,0.097894982
1679,0,0,Rural,2022,Mizoram,All,NA,NA,0.217224732,0.533953607,0.181466922,0.067354769,0.113437749,0.285767883,0.067564018,0.020275706,0.103786975,0.248185694,0.113902904,0.047079064,0.115904063,0.034819521,0.081084542
1680,1,1,Urban,2022,Mizoram,All,NA,NA,0.185461536,0.430621535,0.233345523,0.150571406,0.101292536,0.240929067,0.106952876,0.059833221,0.084169,0.189692467,0.126392648,0.090738192,0.175832972,0.058450565,0.117382415
1806,.,99,All,2021,Mizoram,Age,NA,15 to 29,0.003525604,0.44221431,0.440088987,0.11417111,0.002789521,0.228372604,0.17351982,0.049826656,0.000736083,0.213841692,0.266569167,0.064344451,0.01990922,0.008882106,0.011027114
1807,.,99,All,2021,Mizoram,Age,NA,30 to 44,0.019635184,0.552926481,0.233621314,0.193817034,0.01447655,0.322040081,0.104185447,0.063342296,0.005158633,0.230886385,0.129435867,0.130474731,0.054177407,0.01313775,0.041039657
1808,.,99,All,2021,Mizoram,Age,NA,45 to 64,0.080021061,0.66711694,0.127249986,0.125612035,0.06074439,0.372946411,0.044298854,0.024249364,0.019276675,0.294170499,0.082951128,0.101362675,0.065555647,0.017633643,0.047922004
1809,.,99,All,2021,Mizoram,Age,NA,65 and above,0.36918509,0.561360657,0.039819133,0.029635109,0.215558156,0.221199274,0.008302008,0.001651323,0.153626934,0.340161383,0.031517122,0.027983785,0,0,0
1810,.,99,All,2021,Mizoram,Age,NA,NA,0.636335969,0.363664031,0,0,0.351494104,0.19975701,0,0,0.284841865,0.163907021,0,0,0.001724545,0.001724545,0
2051,0,0,Rural,2021,Mizoram,Age,NA,15 to 29,0.004517054,0.531728327,0.39763239,0.066122264,0.004517054,0.262826443,0.14721407,0.023222439,0,0.268901855,0.250418305,0.042899825,0.022192571,0.008804743,0.013387828
2052,0,0,Rural,2021,Mizoram,Age,NA,30 to 44,0.032063276,0.640193105,0.20216386,0.125579759,0.026077781,0.372891873,0.07886225,0.033555586,0.005985494,0.267301232,0.12330161,0.092024177,0.048283361,0.017909653,0.030373709
2053,0,0,Rural,2021,Mizoram,Age,NA,45 to 64,0.119380526,0.699222088,0.104166687,0.077230707,0.089798413,0.366243303,0.032499477,0.008725446,0.029582109,0.332978785,0.071667209,0.068505265,0.072544217,0.024558472,0.047985747
2054,0,0,Rural,2021,Mizoram,Age,NA,65 and above,0.458103865,0.478170604,0.031099264,0.032626279,0.245189652,0.183208331,0,0,0.212914214,0.294962257,0.031099264,0.032626279,0,0,0
2055,0,0,Rural,2021,Mizoram,Age,NA,NA,0.635824323,0.364175647,0,0,0.337149829,0.202912495,0,0,0.298674524,0.161263153,0,0,0.003003462,0.003003462,0
2056,1,1,Urban,2021,Mizoram,Age,NA,15 to 29,0.002356289,0.336641639,0.490162224,0.170839831,0.000752072,0.187737808,0.204544768,0.081203617,0.001604217,0.148903847,0.285617471,0.089636207,0.017216241,0.008973349,0.008242892
2057,1,1,Urban,2021,Mizoram,Age,NA,30 to 44,0.006753166,0.462472498,0.266227722,0.264546603,0.002451593,0.269330978,0.130433559,0.094216943,0.004301573,0.19314152,0.135794178,0.17032966,0.060286731,0.008191558,0.052095171
2058,1,1,Urban,2021,Mizoram,Age,NA,45 to 64,0.036210902,0.631381333,0.152943507,0.179464251,0.028404985,0.380407482,0.057432488,0.041528698,0.007805918,0.25097388,0.095511012,0.137935549,0.05777682,0.009925768,0.047851052
2059,1,1,Urban,2021,Mizoram,Age,NA,65 and above,0.261398226,0.662203252,0.050389308,0.026009228,0.179639027,0.2672517,0.018365659,0.003653049,0.0817592,0.394951552,0.03202365,0.022356179,0,0,0
2060,1,1,Urban,2021,Mizoram,Age,NA,NA,0.637025893,0.362974137,0,0,0.370836526,0.195502028,0,0,0.266189367,0.167472109,0,0,0,0,0
2494,.,99,All,2021,Mizoram,All,NA,NA,0.202933595,0.501531541,0.194876701,0.100658156,0.117279284,0.27151978,0.077852249,0.032159522,0.085654311,0.230011761,0.117024451,0.068498634,0.031178584,0.009289283,0.021889301
2543,0,0,Rural,2021,Mizoram,All,NA,NA,0.229241744,0.540652394,0.168793574,0.061312288,0.129490212,0.28582257,0.061365068,0.014860321,0.099751532,0.254829824,0.107428513,0.046451967,0.031298544,0.011783404,0.019515138
2544,1,1,Urban,2021,Mizoram,All,NA,NA,0.17210041,0.455681831,0.225446165,0.14677158,0.102968059,0.254756868,0.097175255,0.052434217,0.069132343,0.200924963,0.128270909,0.094337367,0.031037994,0.006366168,0.024671825
2670,.,99,All,2020,Mizoram,Age,NA,15 to 29,0.017463049,0.351660609,0.4905653,0.140311047,0.008554421,0.181042224,0.216292962,0.062136661,0.008908627,0.170618385,0.274272352,0.078174382,0.019410297,0.008576977,0.010833321
2671,.,99,All,2020,Mizoram,Age,NA,30 to 44,0.048614636,0.531733215,0.260986269,0.158665925,0.031493623,0.297100544,0.11988955,0.06412521,0.017121011,0.234632656,0.141096711,0.094540708,0.053467765,0.019452654,0.034015112
2672,.,99,All,2020,Mizoram,Age,NA,45 to 64,0.09796758,0.583357573,0.166329294,0.152345583,0.048843507,0.331251889,0.074956879,0.034715164,0.049124073,0.252105653,0.091372423,0.117630407,0.039645035,0.007761953,0.031883083
2673,.,99,All,2020,Mizoram,Age,NA,65 and above,0.361530334,0.511699378,0.087167054,0.039603222,0.157102197,0.211588606,0.030189235,0.00151616,0.204428121,0.300110787,0.056977823,0.038087063,0,0,0
2674,.,99,All,2020,Mizoram,Age,NA,NA,0.577967644,0.422032326,0,0,0.270505309,0.204066306,0,0,0.307462364,0.217966035,0,0,0.000484534,0,0.000484534
2915,0,0,Rural,2020,Mizoram,Age,NA,15 to 29,0.033781275,0.417485327,0.470011413,0.078722,0.016336555,0.216432393,0.200752735,0.032919839,0.017444719,0.201052919,0.269258678,0.045802157,0.023963572,0.009530768,0.014432804
2916,0,0,Rural,2020,Mizoram,Age,NA,30 to 44,0.089429803,0.611839056,0.222782746,0.075948425,0.059854031,0.31496954,0.08127331,0.02297619,0.029575769,0.296869487,0.141509429,0.052972235,0.064563036,0.029932076,0.034630958
2917,0,0,Rural,2020,Mizoram,Age,NA,45 to 64,0.165650621,0.585179687,0.136919469,0.112250209,0.078286521,0.321511656,0.060848564,0.022324616,0.0873641,0.26366806,0.076070905,0.089925595,0.043583121,0.008049496,0.035533626
2918,0,0,Rural,2020,Mizoram,Age,NA,65 and above,0.515050113,0.384573996,0.051440571,0.048935305,0.216520086,0.136256725,0.011385574,0,0.298530012,0.248317286,0.040054996,0.048935305,0,0,0
2919,0,0,Rural,2020,Mizoram,Age,NA,NA,0.597638369,0.402361631,0,0,0.278831124,0.182641834,0,0,0.318807244,0.219719797,0,0,0,0,0
2920,1,1,Urban,2020,Mizoram,Age,NA,15 to 29,0.001337104,0.286611557,0.510876954,0.201174363,0.000863986,0.146069065,0.231650054,0.091009215,0.000473118,0.140542492,0.279226929,0.110165149,0.014910676,0.007634425,0.007276251
2921,1,1,Urban,2020,Mizoram,Age,NA,30 to 44,0.006151916,0.448393762,0.300731897,0.244722396,0.001988412,0.278510243,0.160064578,0.106935255,0.004163504,0.169883534,0.140667334,0.137787148,0.041924622,0.008550218,0.033374403
2922,1,1,Urban,2020,Mizoram,Age,NA,45 to 64,0.022294719,0.581320286,0.199210897,0.197174102,0.015924815,0.342141986,0.090730637,0.048568387,0.006369903,0.239178315,0.108480252,0.148605719,0.035242066,0.007440466,0.027801601
2923,1,1,Urban,2020,Mizoram,Age,NA,65 and above,0.213310018,0.634436429,0.12166027,0.030593282,0.099735409,0.284320027,0.048343796,0.002979983,0.113574602,0.350116402,0.073316477,0.027613299,0,0,0
2924,1,1,Urban,2020,Mizoram,Age,NA,NA,0.555113435,0.444886565,0,0,0.260832012,0.22895813,0,0,0.294281423,0.215928435,0,0,0.001047484,0,0.001047484
3358,.,99,All,2020,Mizoram,All,NA,NA,0.173912987,0.470137984,0.241779566,0.114169456,0.083701648,0.249679327,0.107734695,0.040702708,0.090211332,0.220458657,0.134044871,0.073466748,0.027417121,0.008803958,0.018613163
3407,0,0,Rural,2020,Mizoram,All,NA,NA,0.219616637,0.498375773,0.213954613,0.068052977,0.106036112,0.253883332,0.088243037,0.019599512,0.113580532,0.244492441,0.125711575,0.048453461,0.03198519,0.01148819,0.020497
3408,1,1,Urban,2020,Mizoram,All,NA,NA,0.125334173,0.440123796,0.271354944,0.163187057,0.059962161,0.245210841,0.128452539,0.063133478,0.065372013,0.194912955,0.142902419,0.100053579,0.022561682,0.005950864,0.016610818
3534,.,99,All,2019,Mizoram,Age,NA,15 to 29,0.006130758,0.40915674,0.432426393,0.152286083,0.003537843,0.217022821,0.19560878,0.065126471,0.002591417,0.192042127,0.236734867,0.087132066,0.055188846,0.031515073,0.023673773
