,X,real_wage_23,nat_quint,year,level,area,dem,quint_label,SourceSheet,Year,urban,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type
50521,50521,10494.93945,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Delhi,NA,1,EmpType,NA,NA,NA,2
50522,50522,3161.032959,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Delhi,NA,1,EmpType,NA,NA,NA,3
50523,50523,14536.25781,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Delhi,NA,2,EmpType,NA,NA,NA,1
50524,50524,16800.16406,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Delhi,NA,2,EmpType,NA,NA,NA,2
50525,50525,11289.40332,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Delhi,NA,2,EmpType,NA,NA,NA,3
50526,50526,16810.33789,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Delhi,NA,3,EmpType,NA,NA,NA,1
50527,50527,20766.08398,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Delhi,NA,3,EmpType,NA,NA,NA,2
50528,50528,15941.33691,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Delhi,NA,3,EmpType,NA,NA,NA,3
50529,50529,22400.21875,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Delhi,NA,4,EmpType,NA,NA,NA,1
50530,50530,28000.27148,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Delhi,NA,4,EmpType,NA,NA,NA,2
50531,50531,18966.19727,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Delhi,NA,4,EmpType,NA,NA,NA,3
50532,50532,44800.4375,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Delhi,NA,5,EmpType,NA,NA,NA,1
50533,50533,73757.4375,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Delhi,NA,5,EmpType,NA,NA,NA,2
50534,50534,20160.19531,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Delhi,NA,5,EmpType,NA,NA,NA,3
50535,50535,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Delhi,NA,NA,EmpType,NA,NA,NA,2
50536,50536,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Delhi,NA,NA,EmpType,NA,NA,NA,NA
50537,50537,6385.314453,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Rajasthan,NA,1,EmpType,NA,NA,NA,1
50538,50538,3804.24585,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Rajasthan,NA,1,EmpType,NA,NA,NA,2
50539,50539,4743.453125,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Rajasthan,NA,1,EmpType,NA,NA,NA,3
50540,50540,9534.900391,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Rajasthan,NA,2,EmpType,NA,NA,NA,1
50541,50541,7416.033691,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Rajasthan,NA,2,EmpType,NA,NA,NA,2
50542,50542,6356.600586,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Rajasthan,NA,2,EmpType,NA,NA,NA,3
50543,50543,12706.05859,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Rajasthan,NA,3,EmpType,NA,NA,NA,1
50544,50544,10642.19043,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Rajasthan,NA,3,EmpType,NA,NA,NA,2
50545,50545,8251.891602,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Rajasthan,NA,3,EmpType,NA,NA,NA,3
50546,50546,15891.50098,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Rajasthan,NA,4,EmpType,NA,NA,NA,1
50547,50547,15723.57031,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Rajasthan,NA,4,EmpType,NA,NA,NA,2
50548,50548,12649.20801,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Rajasthan,NA,4,EmpType,NA,NA,NA,3
50549,50549,36688.32813,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Rajasthan,NA,5,EmpType,NA,NA,NA,1
50550,50550,21188.66797,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Rajasthan,NA,5,EmpType,NA,NA,NA,2
50551,50551,14294.31543,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Rajasthan,NA,5,EmpType,NA,NA,NA,3
50552,50552,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,2
50553,50553,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,NA
50554,50554,6852.807617,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Rajasthan,NA,1,EmpType,NA,NA,NA,1
50555,50555,4760.526855,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Rajasthan,NA,1,EmpType,NA,NA,NA,2
50556,50556,4722.723145,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Rajasthan,NA,1,EmpType,NA,NA,NA,3
50557,50557,10845.5918,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Rajasthan,NA,2,EmpType,NA,NA,NA,1
50558,50558,11107.89551,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Rajasthan,NA,2,EmpType,NA,NA,NA,2
50559,50559,8899.75,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Rajasthan,NA,2,EmpType,NA,NA,NA,3
50560,50560,15427.3877,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Rajasthan,NA,3,EmpType,NA,NA,NA,1
50561,50561,15941.33691,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Rajasthan,NA,3,EmpType,NA,NA,NA,2
50562,50562,12341.91016,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Rajasthan,NA,3,EmpType,NA,NA,NA,3
50563,50563,22039.375,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Rajasthan,NA,4,EmpType,NA,NA,NA,1
50564,50564,21552.21875,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Rajasthan,NA,4,EmpType,NA,NA,NA,2
50565,50565,13122.39746,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Rajasthan,NA,4,EmpType,NA,NA,NA,3
50566,50566,54235.29688,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Rajasthan,NA,5,EmpType,NA,NA,NA,1
50567,50567,37716.38672,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Rajasthan,NA,5,EmpType,NA,NA,NA,2
50568,50568,15941.33691,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Rajasthan,NA,5,EmpType,NA,NA,NA,3
50569,50569,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,2
50570,50570,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Rajasthan,NA,NA,EmpType,NA,NA,NA,NA
50571,50571,4268.928711,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,1,EmpType,NA,NA,NA,1
50572,50572,2620.595215,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,1,EmpType,NA,NA,NA,2
50573,50573,4802.544922,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,1,EmpType,NA,NA,NA,3
50574,50574,8036.095215,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,2,EmpType,NA,NA,NA,1
50575,50575,5409.678711,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,2,EmpType,NA,NA,NA,2
50576,50576,6888.081055,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,2,EmpType,NA,NA,NA,3
50577,50577,10361.36426,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,3,EmpType,NA,NA,NA,1
50578,50578,8289.09082,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,3,EmpType,NA,NA,NA,2
50579,50579,8172.772461,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,3,EmpType,NA,NA,NA,3
50580,50580,13102.97559,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,4,EmpType,NA,NA,NA,1
50581,50581,11006.49902,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,4,EmpType,NA,NA,NA,2
50582,50582,10657.40234,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,4,EmpType,NA,NA,NA,3
50583,50583,44496.20313,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,5,EmpType,NA,NA,NA,1
50584,50584,17027.50391,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,5,EmpType,NA,NA,NA,2
50585,50585,12944.58691,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,5,EmpType,NA,NA,NA,3
50586,50586,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,2
50587,50587,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,NA
50588,50588,6296.964355,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,1,EmpType,NA,NA,NA,1
50589,50589,5845.156738,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,1,EmpType,NA,NA,NA,2
50590,50590,5339.850098,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,1,EmpType,NA,NA,NA,3
50591,50591,9256.432617,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,2,EmpType,NA,NA,NA,1
50592,50592,9564.802734,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,2,EmpType,NA,NA,NA,2
50593,50593,7208.797363,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,2,EmpType,NA,NA,NA,3
50594,50594,13170.9707,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,3,EmpType,NA,NA,NA,1
50595,50595,13752.63281,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,3,EmpType,NA,NA,NA,2
50596,50596,9010.99707,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,3,EmpType,NA,NA,NA,3
50597,50597,22842.69336,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,4,EmpType,NA,NA,NA,1
50598,50598,18890.89258,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,4,EmpType,NA,NA,NA,2
50599,50599,10813.19629,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,4,EmpType,NA,NA,NA,3
50600,50600,55010.53125,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,5,EmpType,NA,NA,NA,1
50601,50601,31149.125,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,5,EmpType,NA,NA,NA,2
50602,50602,12834.15918,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,5,EmpType,NA,NA,NA,3
50603,50603,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,1
50604,50604,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,2
50605,50605,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Uttar Pradesh,NA,NA,EmpType,NA,NA,NA,NA
50606,50606,6787.75,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Bihar,NA,1,EmpType,NA,NA,NA,1
50607,50607,4235.352539,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Bihar,NA,1,EmpType,NA,NA,NA,2
50608,50608,5421.088867,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Bihar,NA,1,EmpType,NA,NA,NA,3
50609,50609,10881.8252,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Bihar,NA,2,EmpType,NA,NA,NA,1
50610,50610,8475.467773,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Bihar,NA,2,EmpType,NA,NA,NA,2
50611,50611,9529.543945,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Bihar,NA,2,EmpType,NA,NA,NA,3
50612,50612,15891.50098,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Bihar,NA,3,EmpType,NA,NA,NA,1
50613,50613,11145.66504,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Bihar,NA,3,EmpType,NA,NA,NA,2
50614,50614,12578.85645,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Bihar,NA,3,EmpType,NA,NA,NA,3
50615,50615,29011.81836,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Bihar,NA,4,EmpType,NA,NA,NA,1
50616,50616,14840.40918,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Bihar,NA,4,EmpType,NA,NA,NA,2
50617,50617,13058.19043,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Bihar,NA,4,EmpType,NA,NA,NA,3
50618,50618,39001.72266,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Bihar,NA,5,EmpType,NA,NA,NA,1
50619,50619,18868.2832,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Bihar,NA,5,EmpType,NA,NA,NA,2
50620,50620,13575.5,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Bihar,NA,5,EmpType,NA,NA,NA,3
50621,50621,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Bihar,NA,NA,EmpType,NA,NA,NA,2
50622,50622,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Bihar,NA,NA,EmpType,NA,NA,NA,NA
50623,50623,7375.743652,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Bihar,NA,1,EmpType,NA,NA,NA,1
50624,50624,6783.235352,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Bihar,NA,1,EmpType,NA,NA,NA,2
50625,50625,8939.884766,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Bihar,NA,1,EmpType,NA,NA,NA,3
50626,50626,10627.55859,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Bihar,NA,2,EmpType,NA,NA,NA,1
50627,50627,12117.29297,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Bihar,NA,2,EmpType,NA,NA,NA,2
50628,50628,11181.1582,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Bihar,NA,2,EmpType,NA,NA,NA,3
50629,50629,17841.39844,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Bihar,NA,3,EmpType,NA,NA,NA,1
50630,50630,15574.5625,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Bihar,NA,3,EmpType,NA,NA,NA,2
50631,50631,12417.83887,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Bihar,NA,3,EmpType,NA,NA,NA,3
50632,50632,34968.74609,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Bihar,NA,4,EmpType,NA,NA,NA,1
50633,50633,18890.89258,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Bihar,NA,4,EmpType,NA,NA,NA,2
50634,50634,12644.13184,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Bihar,NA,4,EmpType,NA,NA,NA,3
50635,50635,52178.73438,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Bihar,NA,5,EmpType,NA,NA,NA,1
50636,50636,26341.94141,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Bihar,NA,5,EmpType,NA,NA,NA,2
50637,50637,14128.10156,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Bihar,NA,5,EmpType,NA,NA,NA,3
50638,50638,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Bihar,NA,NA,EmpType,NA,NA,NA,2
50639,50639,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Bihar,NA,NA,EmpType,NA,NA,NA,NA
50640,50640,10012.63867,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Sikkim,NA,1,EmpType,NA,NA,NA,1
50641,50641,2558.905273,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Sikkim,NA,1,EmpType,NA,NA,NA,2
50642,50642,10028.87402,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Sikkim,NA,1,EmpType,NA,NA,NA,3
50643,50643,11841.24805,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Sikkim,NA,2,EmpType,NA,NA,NA,1
50644,50644,4417.34082,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Sikkim,NA,2,EmpType,NA,NA,NA,2
50645,50645,13613.63379,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Sikkim,NA,2,EmpType,NA,NA,NA,3
50646,50646,19059.08789,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Sikkim,NA,3,EmpType,NA,NA,NA,1
50647,50647,7312.721191,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Sikkim,NA,3,EmpType,NA,NA,NA,2
50648,50648,16172.81543,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Sikkim,NA,3,EmpType,NA,NA,NA,3
50649,50649,30822.76953,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Sikkim,NA,4,EmpType,NA,NA,NA,1
50650,50650,9841.942383,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Sikkim,NA,4,EmpType,NA,NA,NA,2
50651,50651,18973.8125,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Sikkim,NA,4,EmpType,NA,NA,NA,3
50652,50652,47170.71094,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Sikkim,NA,5,EmpType,NA,NA,NA,1
50653,50653,21200.58398,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Sikkim,NA,5,EmpType,NA,NA,NA,2
50654,50654,22348.59961,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Sikkim,NA,5,EmpType,NA,NA,NA,3
50655,50655,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,2
50656,50656,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,NA
50657,50657,8890.442383,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Sikkim,NA,1,EmpType,NA,NA,NA,1
50658,50658,15868.42285,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Sikkim,NA,1,EmpType,NA,NA,NA,2
50659,50659,11206.44043,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Sikkim,NA,1,EmpType,NA,NA,NA,3
50660,50660,11994.34473,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Sikkim,NA,2,EmpType,NA,NA,NA,1
50661,50661,18689.47656,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Sikkim,NA,2,EmpType,NA,NA,NA,2
50662,50662,13289.96094,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Sikkim,NA,2,EmpType,NA,NA,NA,3
50663,50663,15548.38672,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Sikkim,NA,3,EmpType,NA,NA,NA,1
50664,50664,20731.18164,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Sikkim,NA,3,EmpType,NA,NA,NA,2
50665,50665,16019.5498,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Sikkim,NA,3,EmpType,NA,NA,NA,3
50666,50666,26447.37109,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Sikkim,NA,4,EmpType,NA,NA,NA,1
50667,50667,24683.82031,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Sikkim,NA,4,EmpType,NA,NA,NA,2
50668,50668,16396.80469,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,1,NA,Sikkim,NA,4,EmpType,NA,NA,NA,3
50669,50669,43929.25,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Sikkim,NA,5,EmpType,NA,NA,NA,1
50670,50670,36279.57031,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Sikkim,NA,5,EmpType,NA,NA,NA,2
50671,50671,19042.10742,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,1,NA,Sikkim,NA,5,EmpType,NA,NA,NA,3
50672,50672,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,2
50673,50673,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,1,NA,Sikkim,NA,NA,EmpType,NA,NA,NA,NA
50674,50674,7193.633789,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,1,EmpType,NA,NA,NA,1
50675,50675,2171.838379,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,1,EmpType,NA,NA,NA,2
50676,50676,10781.87598,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,1,EmpType,NA,NA,NA,3
50677,50677,23313.06836,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,2,EmpType,NA,NA,NA,1
50678,50678,6385.314453,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,2,EmpType,NA,NA,NA,2
50679,50679,13321.75293,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,2,EmpType,NA,NA,NA,3
50680,50680,32842.4375,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,3,EmpType,NA,NA,NA,1
50681,50681,9000.124023,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,3,EmpType,NA,NA,NA,2
50682,50682,13621.28711,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,3,EmpType,NA,NA,NA,3
50683,50683,39564.98828,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,4,EmpType,NA,NA,NA,1
50684,50684,12713.20117,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,4,EmpType,NA,NA,NA,2
50685,50685,14991.8418,NA,2022,State,urban/rural,Emp Type,4,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,4,EmpType,NA,NA,NA,3
50686,50686,50250.91797,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,5,EmpType,NA,NA,NA,1
50687,50687,21600.29883,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,5,EmpType,NA,NA,NA,2
50688,50688,17480.65234,NA,2022,State,urban/rural,Emp Type,5,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,5,EmpType,NA,NA,NA,3
50689,50689,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,NA,EmpType,NA,NA,NA,2
50690,50690,NA,NA,2022,State,urban/rural,Emp Type,Total,state_sec_quint,2022,0,NA,Arunachal Pradesh,NA,NA,EmpType,NA,NA,NA,NA
50691,50691,12341.91016,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Arunachal Pradesh,NA,1,EmpType,NA,NA,NA,1
50692,50692,5247.469727,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Arunachal Pradesh,NA,1,EmpType,NA,NA,NA,2
50693,50693,10727.86133,NA,2022,State,urban/rural,Emp Type,1,state_sec_quint,2022,1,NA,Arunachal Pradesh,NA,1,EmpType,NA,NA,NA,3
50694,50694,22626.83594,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Arunachal Pradesh,NA,2,EmpType,NA,NA,NA,1
50695,50695,11902.86523,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Arunachal Pradesh,NA,2,EmpType,NA,NA,NA,2
50696,50696,12980.80371,NA,2022,State,urban/rural,Emp Type,2,state_sec_quint,2022,1,NA,Arunachal Pradesh,NA,2,EmpType,NA,NA,NA,3
50697,50697,34361.93359,NA,2022,State,urban/rural,Emp Type,3,state_sec_quint,2022,1,NA,Arunachal Pradesh,NA,3,EmpType,NA,NA,NA,1
