"","poor_420","inc_selfemp","inc_salaried","inc_casual","year","level","area","dem","SourceSheet","sector2","state","age_cat1","age_cat2","age_cat3","age_cat4","edu_cat1","edu_cat2","edu_cat3","edu_cat4","edu_cat5","edu_cat6","gender_cat1","gender_cat2","hhsize_cat1","hhsize_cat2","hhsize_cat3","hhsize_cat4","owns_dwelling","owns_land","inc_selfemp_agri","inc_selfemp_nonagri","inc_casual_agri","inc_casual_nonagri","inc_selfemp_urban","inc_casual_urban","inc_others"
"8509",0,0.0299302078783512,0.744706153869629,0.0948606133460999,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.0299302078783512,0,0.0948606133460999,0,0,0.130503043532372
"8510",1,0.0240232665091753,0.650327920913696,0.308930784463882,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00984038971364498,0.0141828767955303,0.203883528709412,0.105047270655632,0,0,0.0167180318385363
"8511",0,0.655145049095154,0.174349397420883,0.0982248783111572,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.371490031480789,0.283655017614365,0.0234466716647148,0.0747782066464424,0,0,0.0699153691530228
"8512",1,0.771328270435333,0.0594379417598248,0.154687628149986,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.521098434925079,0.250229865312576,0.0834246501326561,0.0712629780173302,0,0,0.0145461475476623
"8513",0,0.476831793785095,0.166453540325165,0.240033835172653,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.136638134717941,0.340193659067154,0.0701288357377052,0.169905006885529,0,0,0.116680823266506
"8514",1,0.403439730405807,0.0452635064721107,0.538510680198669,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0796503871679306,0.323789328336716,0.323298364877701,0.21521233022213,0,0,0.0127860866487026
"8515",0,0.579943239688873,0.14485876262188,0.220637947320938,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.277011781930923,0.302931427955627,0.12790010869503,0.0927378311753273,0,0,0.053436066955328
"8516",1,0.39377224445343,0.0482440479099751,0.532152891159058,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.179339960217476,0.214432284235954,0.426297545433044,0.105855353176594,0,0,0.0258307959884405
"8517",0,0.423198461532593,0.420908987522125,0.0116000398993492,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Jharkhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.183325052261353,0.23987340927124,0,0.0116000398993492,0,0,0.144292518496513
"8518",1,0.242072194814682,0.310972303152084,0.360762923955917,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Jharkhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.242072194814682,0,0.359338819980621,0.00142409407999367,0,0,0.0861925855278969
"8519",0,0.531445443630219,0.116187408566475,0.251739293336868,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Jharkhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.28521066904068,0.246234774589539,0.0738889575004578,0.177850320935249,0,0,0.100627869367599
"8520",1,0.622702181339264,0.0305093079805374,0.293642550706863,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Jharkhand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.465447604656219,0.157254546880722,0.0294450558722019,0.264197498559952,0,0,0.0510730296373367
"8521",0,0.489907056093216,0.353743076324463,0.0723219960927963,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Odisha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0324985198676586,0.457408547401428,0.00981048122048378,0.0625115111470222,0,0,0.0840278565883636
"8522",1,0.388897269964218,0.066156804561615,0.416567325592041,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Odisha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.19687357544899,0.192023694515228,0.259014189243317,0.157553151249886,0,0,0.128378584980965
"8523",0,0.616346597671509,0.184438869357109,0.132508754730225,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Odisha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.340028911828995,0.276317685842514,0.0726381987333298,0.0598705448210239,0,0,0.0667057856917381
"8524",1,0.543327987194061,0.0386451333761215,0.39673388004303,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Odisha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.379339277744293,0.16398873925209,0.249902918934822,0.146830946207047,0,0,0.0212929882109165
"8525",0,0.0395253673195839,0.596189141273499,0.281250089406967,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Chhattisgarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.0395253673195839,0.281250089406967,0,0,0,0.0830353796482086
"8526",1,0.2248415350914,0.0287210866808891,0.660887122154236,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Chhattisgarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.2248415350914,0.58206969499588,0.0788174122571945,0,0,0.0855502635240555
"8527",0,0.739040493965149,0.148657083511353,0.0986563339829445,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Chhattisgarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.628873825073242,0.110166653990746,0.0751127451658249,0.0235435906797647,0,0,0.0136460922658443
"8528",1,0.569383680820465,0.034894771873951,0.388890713453293,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Chhattisgarh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.507771134376526,0.0616125352680683,0.33256059885025,0.0563301295042038,0,0,0.00683081429451704
"8529",0,0.144879013299942,0.393408507108688,0.146443292498589,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Madhya Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0775319337844849,0.0673470869660378,0.0524239093065262,0.0940193831920624,0,0,0.31526917219162
"8530",1,0.244896247982979,0.12934111058712,0.551344573497772,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Madhya Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.130223676562309,0.11467257142067,0.351166367530823,0.200178205966949,0,0,0.0744180455803871
"8531",0,0.747492671012878,0.108888506889343,0.125171557068825,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Madhya Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.590292632579803,0.157200038433075,0.0803694203495979,0.0448021367192268,0,0,0.0184472538530827
"8532",1,0.526352226734161,0.0477964989840984,0.422532826662064,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Madhya Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.42115381360054,0.105198428034782,0.256042093038559,0.166490748524666,0,0,0.00331841316074133
"8533",0,0.361314922571182,0.611276745796204,0.0129344658926129,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000445753248641267,0.360869169235229,0,0.0129344658926129,0,0,0.0144738424569368
"8534",1,0.314472109079361,0.0266712922602892,0.53218549489975,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.314472109079361,0.170688584446907,0.361496925354004,0,0,0.126671075820923
"8535",0,0.691266298294067,0.140605822205544,0.148129492998123,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.515088796615601,0.176177501678467,0.116006411612034,0.0321230851113796,0,0,0.0199983678758144
"8536",1,0.532024562358856,0.0538032241165638,0.406845927238464,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Gujarat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.44643896818161,0.0855855718255043,0.330864161252975,0.0759817808866501,0,0,0.00732629047706723
"8537",0,0,0.905646026134491,0.094353973865509,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Daman & Diu & D & N Haveli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0.094353973865509,0,0,0
"8538",1,0.462711334228516,0.264516711235046,0,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Daman & Diu & D & N Haveli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.462711334228516,0,0,0,0,0.272771954536438
"8539",0,0.45647856593132,0.515541136264801,0.000142501216032542,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Daman & Diu & D & N Haveli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.16623555123806,0.290242999792099,0.000142501216032542,0,0,0,0.027837822213769
"8540",1,0.454413831233978,0.32770100235939,0.205861613154411,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Daman & Diu & D & N Haveli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.416765183210373,0.0376486368477345,0.0684439316391945,0.137417688965797,0,0,0.0120235597714782
"8541",0,0.113513059914112,0.556722283363342,0.20214056968689,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Maharashtra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0217143762856722,0.0917986854910851,0.167937532067299,0.0342030413448811,0,0,0.127624079585075
"8542",1,0.19398894906044,0.185144856572151,0.522775411605835,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Maharashtra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.114485621452332,0.0795033276081085,0.393547773361206,0.129227638244629,0,0,0.0980907902121544
"8543",0,0.611756205558777,0.154676869511604,0.214600801467896,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Maharashtra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.46066352725029,0.151092663407326,0.16815559566021,0.0464451983571053,0,0,0.0189661327749491
"8544",1,0.482218682765961,0.068390391767025,0.439824432134628,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Maharashtra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.391354948282242,0.0908637270331383,0.369616866111755,0.0702075734734535,0,0,0.00956650543957949
"8545",0,0.302308261394501,0.314068257808685,0.288835465908051,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Andhra Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0495617724955082,0.252746492624283,0.185630232095718,0.103205226361752,0,0,0.0947880074381828
"8546",1,0.437360972166061,0.223539441823959,0.275130897760391,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Andhra Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.083694688975811,0.35366627573967,0.165479391813278,0.109651505947113,0,0,0.0639686957001686
"8547",0,0.452753275632858,0.0881493017077446,0.426650494337082,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Andhra Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.291652947664261,0.161100327968597,0.327786058187485,0.0988644361495972,0,0,0.0324469283223152
"8548",1,0.408168405294418,0.0513109937310219,0.5200155377388,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Andhra Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.269322276115417,0.13884611427784,0.420422166585922,0.099593348801136,0,0,0.0205050967633724
"8549",0,0.230399876832962,0.417914181947708,0.270990967750549,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Karnataka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0290866699069738,0.201313197612762,0.111921161413193,0.159069806337357,0,0,0.0806949734687805
"8550",1,0.206067994236946,0.187149882316589,0.572239816188812,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Karnataka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00757383974269032,0.198494151234627,0.419353991746902,0.15288582444191,0,0,0.0345423147082329
"8551",0,0.624005734920502,0.0937690660357475,0.268929362297058,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Karnataka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.453551888465881,0.170453861355782,0.189287275075912,0.0796420872211456,0,0,0.0132958311587572
"8552",1,0.512829124927521,0.0421102829277515,0.435090512037277,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Karnataka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.407396376132965,0.105432778596878,0.368789434432983,0.0663010776042938,0,0,0.00997006520628929
"8553",0,0.598383784294128,0.393170386552811,0,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Goa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.598383784294128,0,0,0,0,0.00844582635909319
"8554",1,0.993392109870911,0,0.00660786824300885,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Goa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.993392109870911,0.00660786824300885,0,0,0,0
"8555",0,0.417884021997452,0.320459008216858,0.176273852586746,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Goa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0556863695383072,0.362197667360306,0.0208397377282381,0.155434101819992,0,0,0.0853831246495247
"8556",1,0.476114153862,0.349936574697495,0.173949271440506,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Goa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.463556915521622,0.012557259760797,0.00814127270132303,0.165808007121086,0,0,0
"8557",0,0.619037747383118,0.233913540840149,0,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Lakshadweep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.619037747383118,0,0,0,0,0.147048681974411
"8558",0,0.218340918421745,0.418312668800354,0.237116321921349,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Lakshadweep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0936830118298531,0.124657906591892,0,0.237116321921349,0,0,0.126230090856552
"8559",1,0.15900431573391,0,0.840995669364929,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Lakshadweep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.15900431573391,0,0.840995669364929,0,0,0,0
"8560",0,0.233364894986153,0.226418852806091,0.3650221824646,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Kerala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.039658572524786,0.193706318736076,0.116218380630016,0.248803809285164,0,0,0.175194054841995
"8561",1,0.155080497264862,0.158062428236008,0.674439072608948,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Kerala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.155080497264862,0,0.204837337136269,0.469601720571518,0,0,0.0124180158600211
"8562",0,0.365136533975601,0.167537197470665,0.350659549236298,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Kerala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.16097266972065,0.204163864254951,0.0783730521798134,0.272286504507065,0,0,0.116666711866856
"8563",1,0.264774084091187,0.102218501269817,0.54428642988205,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Kerala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0886508226394653,0.176123261451721,0.166239872574806,0.378046542406082,0,0,0.0887209996581078
"8564",0,0.283571898937225,0.315760046243668,0.321518421173096,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Tamil Nadu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00942251551896334,0.274149388074875,0.0937165394425392,0.227801874279976,0,0,0.0791496261954308
"8565",1,0.368097066879272,0.211639553308487,0.412427306175232,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Tamil Nadu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.368097066879272,0.35023096203804,0.0621963329613209,0,0,0.00783606711775064
"8566",0,0.329812675714493,0.146030053496361,0.484481275081635,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Tamil Nadu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.170729175209999,0.159083500504494,0.320967972278595,0.16351330280304,0,0,0.039675984531641
"8567",1,0.226371750235558,0.0607647188007832,0.689703762531281,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Tamil Nadu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.121085479855537,0.105286277830601,0.551318109035492,0.138385683298111,0,0,0.0231597572565079
"8568",0,0.585503995418549,0.328774094581604,0.0857218876481056,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Puducherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.585503995418549,0,0.0857218876481056,0,0,0
"8569",1,0,0.124285310506821,0.875714719295502,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Puducherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.875714719295502,0,0,0,0
"8570",0,0.315426617860794,0.238411948084831,0.393925905227661,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Puducherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0940094813704491,0.221417129039764,0.16943570971489,0.224490195512772,0,0,0.0522355474531651
"8571",1,0.107556946575642,0.0251607485115528,0.684240281581879,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Puducherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0520860478281975,0.0554708950221539,0.370272397994995,0.313967853784561,0,0,0.183042034506798
"8572",0,0.317361831665039,0.527501046657562,0.152923107147217,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"A & N Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.234875872731209,0.0824859514832497,0.00922927260398865,0.143693834543228,0,0,0.00221403827890754
"8573",1,0.885328888893127,0.114671118557453,0,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"A & N Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.477246046066284,0.408082842826843,0,0,0,0,0
"8574",0,0.503900766372681,0.382807642221451,0.0953611731529236,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"A & N Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.316840022802353,0.187060728669167,0.00743669085204601,0.0879244804382324,0,0,0.0179304108023643
"8575",1,0.456653445959091,0,0.484256476163864,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"A & N Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.385779082775116,0.0708743631839752,0,0.484256476163864,0,0,0.0590900778770447
"8576",0,0.175126194953918,0.546055257320404,0.172840982675552,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Telangana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0187314972281456,0.156394690275192,0.0569993108510971,0.115841679275036,0,0,0.105977542698383
"8577",1,0.354545116424561,0.225413009524345,0.335705935955048,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Telangana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.074029766023159,0.280515342950821,0.311492949724197,0.024212995544076,0,0,0.0843359380960464
"8578",0,0.578184187412262,0.0919418334960938,0.302286952733994,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Telangana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.416650682687759,0.161533534526825,0.220540195703506,0.0817467570304871,0,0,0.0275870002806187
"8579",1,0.531896710395813,0.0482225641608238,0.407553285360336,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Telangana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.400035113096237,0.131861597299576,0.325387686491013,0.0821656212210655,0,0,0.0123274261131883
"8580",0,0.768295407295227,0,0.231704577803612,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Ladakh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.768295407295227,0,0.231704577803612,0,0,0
"8581",0,0.489861041307449,0.282629609107971,0.176753476262093,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Ladakh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.150141820311546,0.339719206094742,0.000345275737345219,0.17640820145607,0,0,0.0507558882236481
"8582",1,0.0804948136210442,0.0831292420625687,0.648746848106384,2011,"State","urban/rural","Owns Dwelling","sector_state",0,"Ladakh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.0684589818120003,0.0120358327403665,0.0664354637265205,0.582311391830444,0,0,0.187629088759422
"8583",0,0.216034024953842,0.541352927684784,0.0974515751004219,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.216034024953842,0.0974515751004219,0.145161479711533
"8584",1,0.354618936777115,0.2541743516922,0.291150331497192,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.354618936777115,0.291150331497192,0.100056357681751
"8585",0,0.453978896141052,0.426521420478821,0.0634904876351357,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0.453978896141052,0.0634904876351357,0.0560091994702816
"8586",1,0.421105653047562,0.201596349477768,0.345562547445297,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Jammu & Kashmir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0.421105653047562,0.345562547445297,0.031735435128212
"8587",0,0.13549630343914,0.661433100700378,0.0446761809289455,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.13549630343914,0.0446761809289455,0.158394396305084
"8588",1,0.271701991558075,0.407609820365906,0.289306819438934,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.271701991558075,0.289306819438934,0.0313813984394073
"8589",0,0.340287894010544,0.428170055150986,0.0781964212656021,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0.340287894010544,0.0781964212656021,0.153345629572868
"8590",1,0.31343612074852,0.10694033652544,0.453182339668274,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Himachal Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0.31343612074852,0.453182339668274,0.126441180706024
"8591",0,0.183841481804848,0.6368687748909,0.0916278660297394,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.183841481804848,0.0916278660297394,0.0876618847250938
"8592",1,0.336198955774307,0.46231734752655,0.18730203807354,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0.336198955774307,0.18730203807354,0.0141816847026348
"8593",0,0.543645918369293,0.33827155828476,0.0427448339760303,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0.543645918369293,0.0427448339760303,0.0753376483917236
"8594",1,0.437755286693573,0.340538322925568,0.202116847038269,2011,"State","urban/rural","Owns Dwelling","sector_state",1,"Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0.437755286693573,0.202116847038269,0.0195895507931709
