,2017ppp_poor_215,2017ppp_poor_365,2017ppp_poor_685,2021ppp_poor_300,2021ppp_poor_420,2021ppp_poor_830,year,level,area,dem,SourceSheet,sector2,state,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,age_cat1,age_cat2,age_cat3,age_cat4,owns_land
1808,0,0.04,0.82,0.02,0.04,0.82,2011,State,urban/rural,Age,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1809,0,0.09,0.79,0,0.03,0.79,2011,State,urban/rural,Age,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1810,0,0.1,0.63,0,0.07,0.63,2011,State,urban/rural,Age,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1811,0,0.07,0.53,0,0.07,0.53,2011,State,urban/rural,Age,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1812,0,0,1,0,0,1,2011,State,urban/rural,Age,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1813,0.03,0.38,0.93,0.05,0.35,0.93,2011,State,urban/rural,Age,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1814,0.03,0.53,0.95,0.08,0.46,0.95,2011,State,urban/rural,Age,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1815,0.03,0.53,0.97,0.09,0.48,0.97,2011,State,urban/rural,Age,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1816,0.02,0.45,0.94,0.15,0.37,0.94,2011,State,urban/rural,Age,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1817,0,0,1,0,0,1,2011,State,urban/rural,Age,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,0,0,0.87,0,0,0.87,2011,State,urban/rural,Age,sector_state,0,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1819,0,0.32,0.91,0,0.07,0.91,2011,State,urban/rural,Age,sector_state,0,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1820,0,0.4,0.94,0,0.36,0.94,2011,State,urban/rural,Age,sector_state,0,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1821,0,0,0.86,0,0,0.86,2011,State,urban/rural,Age,sector_state,0,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1822,0.02,0.19,0.83,0.06,0.15,0.83,2011,State,urban/rural,Age,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1823,0.01,0.26,0.74,0.04,0.24,0.74,2011,State,urban/rural,Age,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1824,0.02,0.29,0.81,0.07,0.25,0.81,2011,State,urban/rural,Age,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1825,0.19,0.43,0.79,0.22,0.41,0.8,2011,State,urban/rural,Age,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1826,0.46,0.81,0.9,0.7,0.81,0.9,2011,State,urban/rural,Age,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1827,0,0.1,0.64,0.08,0.1,0.64,2011,State,urban/rural,Age,sector_state,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1828,0.01,0.22,0.7,0.04,0.18,0.71,2011,State,urban/rural,Age,sector_state,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1829,0.03,0.19,0.75,0.04,0.15,0.75,2011,State,urban/rural,Age,sector_state,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1830,0.02,0.21,0.54,0.02,0.18,0.54,2011,State,urban/rural,Age,sector_state,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1831,0.04,0.3,0.79,0.08,0.27,0.79,2011,State,urban/rural,Age,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1832,0.06,0.31,0.8,0.08,0.27,0.8,2011,State,urban/rural,Age,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1833,0.09,0.46,0.86,0.13,0.41,0.86,2011,State,urban/rural,Age,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1834,0.12,0.34,0.79,0.14,0.31,0.79,2011,State,urban/rural,Age,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1835,0,1,1,0,1,1,2011,State,urban/rural,Age,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,0.03,0.35,0.89,0.2,0.33,0.89,2011,State,urban/rural,Age,sector_state,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1837,0.04,0.31,0.78,0.07,0.3,0.78,2011,State,urban/rural,Age,sector_state,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1838,0.17,0.41,0.81,0.26,0.41,0.81,2011,State,urban/rural,Age,sector_state,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1839,0,0.55,0.82,0.07,0.55,0.82,2011,State,urban/rural,Age,sector_state,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1840,0.06,0.43,0.89,0.07,0.42,0.89,2011,State,urban/rural,Age,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1841,0.06,0.38,0.86,0.11,0.29,0.87,2011,State,urban/rural,Age,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1842,0.08,0.49,0.87,0.17,0.45,0.87,2011,State,urban/rural,Age,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1843,0.18,0.51,0.72,0.26,0.49,0.72,2011,State,urban/rural,Age,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1844,0,0.73,1,0,0.73,1,2011,State,urban/rural,Age,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,0.06,0.26,0.78,0.06,0.22,0.78,2011,State,urban/rural,Age,sector_state,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1846,0.05,0.2,0.76,0.07,0.17,0.76,2011,State,urban/rural,Age,sector_state,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1847,0.08,0.34,0.73,0.13,0.3,0.73,2011,State,urban/rural,Age,sector_state,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1848,0.03,0.4,0.67,0.06,0.34,0.67,2011,State,urban/rural,Age,sector_state,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1849,0.02,0.13,0.56,0.07,0.13,0.56,2011,State,urban/rural,Age,sector_state,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1850,0.02,0.34,0.76,0.08,0.27,0.76,2011,State,urban/rural,Age,sector_state,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1851,0.06,0.35,0.78,0.13,0.32,0.79,2011,State,urban/rural,Age,sector_state,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1852,0.08,0.4,0.88,0.14,0.36,0.88,2011,State,urban/rural,Age,sector_state,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1853,0.04,0.32,0.92,0.06,0.26,0.92,2011,State,urban/rural,Age,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1854,0.08,0.48,0.85,0.13,0.44,0.85,2011,State,urban/rural,Age,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1855,0.09,0.45,0.86,0.17,0.41,0.86,2011,State,urban/rural,Age,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1856,0.1,0.37,0.74,0.17,0.34,0.74,2011,State,urban/rural,Age,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1857,0,0.04,0.37,0,0.04,0.37,2011,State,urban/rural,Age,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1858,0.21,0.5,0.85,0.29,0.45,0.85,2011,State,urban/rural,Age,sector_state,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1859,0.2,0.59,0.88,0.32,0.56,0.88,2011,State,urban/rural,Age,sector_state,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1860,0.25,0.68,0.9,0.38,0.64,0.9,2011,State,urban/rural,Age,sector_state,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1861,0.13,0.58,0.85,0.23,0.55,0.85,2011,State,urban/rural,Age,sector_state,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1862,0.33,0.67,0.97,0.5,0.65,0.97,2011,State,urban/rural,Age,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1863,0.26,0.71,0.95,0.33,0.69,0.95,2011,State,urban/rural,Age,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1864,0.23,0.71,0.97,0.38,0.68,0.97,2011,State,urban/rural,Age,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1865,0.14,0.54,0.9,0.23,0.51,0.9,2011,State,urban/rural,Age,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1866,0,0.04,0.96,0.01,0.04,0.96,2011,State,urban/rural,Age,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,0,0.28,1,0,0.28,1,2011,State,urban/rural,Age,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1868,0.05,0.37,0.93,0.06,0.24,0.93,2011,State,urban/rural,Age,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1869,0.05,0.4,0.92,0.12,0.36,0.92,2011,State,urban/rural,Age,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1870,0.06,0.64,0.96,0.1,0.59,0.96,2011,State,urban/rural,Age,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1871,0.04,0.04,1,0.04,0.04,1,2011,State,urban/rural,Age,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,0,0.82,0.82,0,0.82,0.82,2011,State,urban/rural,Age,sector_state,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1873,0.19,0.38,0.72,0.23,0.36,0.72,2011,State,urban/rural,Age,sector_state,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1874,0.17,0.43,0.8,0.23,0.41,0.8,2011,State,urban/rural,Age,sector_state,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1875,0.21,0.51,0.81,0.27,0.48,0.82,2011,State,urban/rural,Age,sector_state,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1876,0.11,0.77,0.94,0.47,0.77,0.94,2011,State,urban/rural,Age,sector_state,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1877,0.1,0.47,0.93,0.22,0.44,0.93,2011,State,urban/rural,Age,sector_state,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1878,0.2,0.41,0.95,0.23,0.38,0.95,2011,State,urban/rural,Age,sector_state,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1879,0,0,1,0,0,1,2011,State,urban/rural,Age,sector_state,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1880,0.45,0.89,1,0.64,0.86,1,2011,State,urban/rural,Age,sector_state,1,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1881,0.34,0.85,0.99,0.53,0.81,0.99,2011,State,urban/rural,Age,sector_state,1,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1882,0.38,0.88,0.99,0.61,0.85,0.99,2011,State,urban/rural,Age,sector_state,1,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1883,0.52,0.84,0.95,0.61,0.84,0.95,2011,State,urban/rural,Age,sector_state,1,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1884,0.1,0.42,0.91,0.18,0.38,0.91,2011,State,urban/rural,Age,sector_state,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1885,0.01,0.29,0.84,0.07,0.25,0.84,2011,State,urban/rural,Age,sector_state,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1886,0.04,0.28,0.84,0.09,0.25,0.84,2011,State,urban/rural,Age,sector_state,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1887,0.05,0.5,0.94,0.15,0.41,0.94,2011,State,urban/rural,Age,sector_state,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1888,0.06,0.63,0.93,0.15,0.57,0.93,2011,State,urban/rural,Age,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1889,0.04,0.38,0.81,0.08,0.37,0.81,2011,State,urban/rural,Age,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1890,0.03,0.43,0.87,0.12,0.41,0.87,2011,State,urban/rural,Age,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1891,0,0.59,0.93,0.07,0.52,0.93,2011,State,urban/rural,Age,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1892,0,1,1,1,1,1,2011,State,urban/rural,Age,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,0.06,0.14,0.91,0.06,0.14,0.91,2011,State,urban/rural,Age,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1894,0.09,0.32,0.92,0.14,0.29,0.92,2011,State,urban/rural,Age,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1895,0.08,0.41,0.9,0.12,0.35,0.9,2011,State,urban/rural,Age,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1896,0.05,0.41,0.79,0.05,0.4,0.79,2011,State,urban/rural,Age,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1897,0,0,1,0,0,1,2011,State,urban/rural,Age,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,0.06,0.51,0.95,0.19,0.5,0.95,2011,State,urban/rural,Age,sector_state,1,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1899,0.2,0.46,0.83,0.26,0.45,0.83,2011,State,urban/rural,Age,sector_state,1,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1900,0.15,0.5,0.89,0.25,0.47,0.89,2011,State,urban/rural,Age,sector_state,1,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1901,0.16,0.37,0.91,0.26,0.37,0.91,2011,State,urban/rural,Age,sector_state,1,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1902,0.35,0.7,0.98,0.35,0.7,0.98,2011,State,urban/rural,Age,sector_state,1,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,0.11,0.4,0.77,0.19,0.38,0.77,2011,State,urban/rural,Age,sector_state,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1904,0.12,0.42,0.78,0.18,0.4,0.78,2011,State,urban/rural,Age,sector_state,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1905,0.18,0.46,0.83,0.25,0.43,0.83,2011,State,urban/rural,Age,sector_state,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1906,0.06,0.44,0.71,0.17,0.42,0.71,2011,State,urban/rural,Age,sector_state,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1907,0,0.01,0.07,0,0,0.07,2011,State,urban/rural,Age,sector_state,1,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,0.16,0.48,0.96,0.32,0.48,0.96,2011,State,urban/rural,Age,sector_state,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1909,0.18,0.51,0.91,0.26,0.46,0.91,2011,State,urban/rural,Age,sector_state,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1910,0.18,0.51,0.91,0.27,0.47,0.91,2011,State,urban/rural,Age,sector_state,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1911,0.19,0.49,0.91,0.26,0.43,0.91,2011,State,urban/rural,Age,sector_state,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1912,0.28,0.5,0.87,0.5,0.5,0.87,2011,State,urban/rural,Age,sector_state,1,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,0.06,0.6,0.83,0.16,0.52,0.83,2011,State,urban/rural,Age,sector_state,1,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1914,0.22,0.61,0.9,0.28,0.54,0.9,2011,State,urban/rural,Age,sector_state,1,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1915,0.2,0.59,0.86,0.26,0.56,0.86,2011,State,urban/rural,Age,sector_state,1,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1916,0.09,0.57,0.84,0.16,0.54,0.84,2011,State,urban/rural,Age,sector_state,1,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1917,0.28,0.28,1,0.28,0.28,1,2011,State,urban/rural,Age,sector_state,1,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,0.07,0.35,0.84,0.07,0.33,0.84,2011,State,urban/rural,Age,sector_state,1,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1919,0.15,0.61,0.83,0.3,0.59,0.83,2011,State,urban/rural,Age,sector_state,1,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1920,0.27,0.6,0.93,0.36,0.58,0.93,2011,State,urban/rural,Age,sector_state,1,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1921,0.2,0.65,0.86,0.35,0.64,0.86,2011,State,urban/rural,Age,sector_state,1,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1922,0.26,0.68,1,0.26,0.68,1,2011,State,urban/rural,Age,sector_state,1,Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,0.26,0.67,0.93,0.32,0.62,0.93,2011,State,urban/rural,Age,sector_state,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1924,0.17,0.49,0.85,0.24,0.46,0.85,2011,State,urban/rural,Age,sector_state,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1925,0.23,0.62,0.89,0.31,0.58,0.89,2011,State,urban/rural,Age,sector_state,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1926,0.17,0.53,0.82,0.3,0.5,0.82,2011,State,urban/rural,Age,sector_state,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1927,0.36,0.61,0.89,0.43,0.61,0.89,2011,State,urban/rural,Age,sector_state,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,0.11,0.51,0.89,0.19,0.48,0.89,2011,State,urban/rural,Age,sector_state,1,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1929,0.07,0.4,0.88,0.13,0.35,0.88,2011,State,urban/rural,Age,sector_state,1,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1930,0.11,0.46,0.92,0.21,0.41,0.92,2011,State,urban/rural,Age,sector_state,1,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1931,0.12,0.38,0.92,0.19,0.31,0.92,2011,State,urban/rural,Age,sector_state,1,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1932,0.66,0.83,1,0.66,0.66,1,2011,State,urban/rural,Age,sector_state,1,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,0.06,0.27,1,0.27,0.27,1,2011,State,urban/rural,Age,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1934,0.09,0.47,0.87,0.09,0.34,0.87,2011,State,urban/rural,Age,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1935,0.09,0.35,0.89,0.1,0.27,0.89,2011,State,urban/rural,Age,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1936,0.1,0.58,0.78,0.1,0.55,0.78,2011,State,urban/rural,Age,sector_state,1,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1937,0.12,0.41,0.83,0.15,0.36,0.83,2011,State,urban/rural,Age,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1938,0.05,0.34,0.81,0.1,0.31,0.81,2011,State,urban/rural,Age,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
1939,0.06,0.42,0.84,0.11,0.37,0.84,2011,State,urban/rural,Age,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
1940,0.04,0.31,0.74,0.08,0.28,0.74,2011,State,urban/rural,Age,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA
1941,0.05,0.84,0.97,0.05,0.84,0.97,2011,State,urban/rural,Age,sector_state,1,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,0.05,0.38,0.79,0.06,0.27,0.79,2011,State,urban/rural,Age,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
1943,0.03,0.34,0.8,0.1,0.32,0.8,2011,State,urban/rural,Age,sector_state,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA
