,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
5691,0,0.07,0.01,0.01,0.27,0.02,0.36,0.11,0.22,0.6,0.1,4,State,urban/rural,All Households,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
5692,1,0.44,0.16,0.05,0.68,0.16,0.9,0.26,0.72,0.97,0.53,4,State,urban/rural,All Households,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
5693,NA,0.15,0.09,0.01,0.5,0.1,0.47,0.14,0.35,0.67,0.28,4,State,urban/rural,All Households,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
5694,0,0.05,0.02,0,0.22,0.01,0.12,0.08,0.04,0.08,0.06,4,State,urban/rural,All Households,statesector,1,gujarat,Gujarat,NA,NA,NA,NA,NA
5695,1,0.58,0.31,0.11,0.72,0.14,0.65,0.17,0.3,0.65,0.41,4,State,urban/rural,All Households,statesector,1,gujarat,Gujarat,NA,NA,NA,NA,NA
5696,NA,0.05,0.03,0.01,0.23,0.01,0.11,0.07,0.03,0.07,0.06,4,State,urban/rural,All Households,statesector,1,gujarat,Gujarat,NA,NA,NA,NA,NA
5697,0,0.04,0.01,0.01,0.24,0.01,0.16,0.09,0.27,0.68,0.03,4,State,urban/rural,All Households,statesector,0,haryana,Haryana,NA,NA,NA,NA,NA
5698,1,0.48,0.19,0.11,0.71,0.09,0.64,0.3,0.77,0.94,0.32,4,State,urban/rural,All Households,statesector,0,haryana,Haryana,NA,NA,NA,NA,NA
5699,NA,0.14,0.1,0.04,0.27,0.08,0.41,0.19,0.4,0.78,0.18,4,State,urban/rural,All Households,statesector,0,haryana,Haryana,NA,NA,NA,NA,NA
5700,0,0.05,0.01,0.01,0.19,0,0.15,0.12,0.08,0.12,0.03,4,State,urban/rural,All Households,statesector,1,haryana,Haryana,NA,NA,NA,NA,NA
5701,1,0.67,0.24,0.14,0.75,0.03,0.62,0.21,0.46,0.51,0.22,4,State,urban/rural,All Households,statesector,1,haryana,Haryana,NA,NA,NA,NA,NA
5702,NA,0.05,0.03,0.01,0.49,0,0.23,0.34,0.12,0.06,0.03,4,State,urban/rural,All Households,statesector,1,haryana,Haryana,NA,NA,NA,NA,NA
5703,0,0.04,0,0.01,0.18,0,0.25,0.06,0.26,0.67,0.06,4,State,urban/rural,All Households,statesector,0,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5704,1,0.42,0.03,0.08,0.64,0.03,0.78,0.18,0.78,0.94,0.46,4,State,urban/rural,All Households,statesector,0,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5705,NA,0.07,0.01,0,0.22,0,0.32,0.08,0.28,0.63,0.08,4,State,urban/rural,All Households,statesector,0,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5706,0,0.04,0,0,0.14,0.01,0.2,0.06,0.06,0.07,0.05,4,State,urban/rural,All Households,statesector,1,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5707,1,0.52,0.17,0.24,0.73,0.08,0.79,0.51,0.54,0.28,0.47,4,State,urban/rural,All Households,statesector,1,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5708,NA,0.03,0,0,0,0,0.13,0.05,0.1,0.04,0,4,State,urban/rural,All Households,statesector,1,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5709,0,0.03,0.01,0.01,0.16,0.02,0.46,0.14,0.28,0.5,0.14,4,State,urban/rural,All Households,statesector,0,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5710,1,0.38,0.14,0.07,0.68,0.13,0.89,0.4,0.8,0.92,0.53,4,State,urban/rural,All Households,statesector,0,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5711,NA,0.08,0.05,0.03,0.25,0.02,0.48,0.14,0.28,0.47,0.22,4,State,urban/rural,All Households,statesector,0,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5712,0,0.05,0.01,0.01,0.12,0,0.31,0.02,0.09,0.06,0.04,4,State,urban/rural,All Households,statesector,1,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5713,1,0.6,0.16,0.13,0.68,0.05,0.79,0.16,0.53,0.49,0.38,4,State,urban/rural,All Households,statesector,1,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5714,NA,0.11,0.01,0.05,0.29,0,0.34,0,0.06,0.04,0.01,4,State,urban/rural,All Households,statesector,1,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5715,0,0.02,0.01,0,0.14,0.14,0.77,0.28,0.59,0.87,0.15,4,State,urban/rural,All Households,statesector,0,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5716,1,0.48,0.13,0.06,0.69,0.35,0.96,0.4,0.92,0.99,0.43,4,State,urban/rural,All Households,statesector,0,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5717,NA,0.26,0.09,0.02,0.54,0.28,0.86,0.32,0.77,0.93,0.32,4,State,urban/rural,All Households,statesector,0,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5718,0,0.03,0.01,0.01,0.21,0.01,0.32,0.15,0.1,0.35,0.06,4,State,urban/rural,All Households,statesector,1,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5719,1,0.47,0.13,0.06,0.71,0.13,0.87,0.43,0.59,0.92,0.38,4,State,urban/rural,All Households,statesector,1,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5720,NA,0.08,0.01,0.01,0.22,0.03,0.31,0.16,0.13,0.32,0.07,4,State,urban/rural,All Households,statesector,1,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5721,0,0.06,0.01,0,0.2,0.01,0.46,0.14,0.41,0.57,0.1,4,State,urban/rural,All Households,statesector,0,karnataka,Karnataka,NA,NA,NA,NA,NA
5722,1,0.53,0.1,0.04,0.58,0.08,0.89,0.24,0.8,0.94,0.45,4,State,urban/rural,All Households,statesector,0,karnataka,Karnataka,NA,NA,NA,NA,NA
5723,NA,0.17,0.04,0,0.3,0.04,0.51,0.17,0.52,0.68,0.22,4,State,urban/rural,All Households,statesector,0,karnataka,Karnataka,NA,NA,NA,NA,NA
5724,0,0.03,0.01,0,0.2,0,0.19,0.11,0.15,0.1,0.03,4,State,urban/rural,All Households,statesector,1,karnataka,Karnataka,NA,NA,NA,NA,NA
5725,1,0.53,0.17,0.07,0.64,0.1,0.79,0.19,0.64,0.7,0.4,4,State,urban/rural,All Households,statesector,1,karnataka,Karnataka,NA,NA,NA,NA,NA
5726,NA,0.03,0.02,0.03,0.09,0.01,0.15,0.11,0.18,0.12,0.04,4,State,urban/rural,All Households,statesector,1,karnataka,Karnataka,NA,NA,NA,NA,NA
5727,0,0.04,0,0,0.12,0.01,0.02,0.07,0.12,0.48,0.04,4,State,urban/rural,All Households,statesector,0,kerala,Kerala,NA,NA,NA,NA,NA
5728,1,0.51,0.08,0.02,0.51,0.3,0.37,0.32,0.71,0.94,0.7,4,State,urban/rural,All Households,statesector,0,kerala,Kerala,NA,NA,NA,NA,NA
5729,NA,0.05,0.03,0,0.08,0.01,0.01,0.08,0.18,0.45,0.06,4,State,urban/rural,All Households,statesector,0,kerala,Kerala,NA,NA,NA,NA,NA
5730,0,0.03,0,0,0.11,0,0.01,0.04,0.08,0.34,0.03,4,State,urban/rural,All Households,statesector,1,kerala,Kerala,NA,NA,NA,NA,NA
5731,1,0.56,0.17,0.02,0.53,0.16,0.14,0.38,0.51,0.86,0.52,4,State,urban/rural,All Households,statesector,1,kerala,Kerala,NA,NA,NA,NA,NA
5732,NA,0.01,0,0,0,0,0,0.1,0.17,0.35,0.06,4,State,urban/rural,All Households,statesector,1,kerala,Kerala,NA,NA,NA,NA,NA
5733,0,0.05,0.01,0.01,0.24,0,0.01,0.06,0.04,0.69,0.04,4,State,urban/rural,All Households,statesector,0,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5734,1,0,0.5,0.5,1,0,0,0.5,0,1,0,4,State,urban/rural,All Households,statesector,0,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5735,0,0.02,0,0.01,0.22,0,0,0.09,0.02,0.5,0.02,4,State,urban/rural,All Households,statesector,1,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5736,1,0,0.33,0.33,1,0,0.16,0.33,0.33,0.49,0.16,4,State,urban/rural,All Households,statesector,1,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5737,NA,0,0,0,0,0,0,0.13,0.13,0.38,0,4,State,urban/rural,All Households,statesector,1,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5738,0,0.03,0.01,0,0.16,0.06,0.64,0.27,0.65,0.8,0.15,4,State,urban/rural,All Households,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5739,1,0.46,0.14,0.06,0.66,0.2,0.95,0.48,0.94,0.99,0.44,4,State,urban/rural,All Households,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5740,NA,0.22,0.1,0.01,0.49,0.19,0.84,0.41,0.85,0.93,0.36,4,State,urban/rural,All Households,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5741,0,0.04,0.01,0.01,0.24,0.01,0.26,0.07,0.21,0.15,0.04,4,State,urban/rural,All Households,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5742,1,0.55,0.19,0.11,0.68,0.11,0.81,0.3,0.7,0.75,0.34,4,State,urban/rural,All Households,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5743,NA,0.09,0.03,0,0.25,0.05,0.32,0.13,0.36,0.29,0.11,4,State,urban/rural,All Households,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5744,0,0.04,0.01,0,0.23,0.04,0.44,0.16,0.34,0.54,0.13,4,State,urban/rural,All Households,statesector,0,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5745,1,0.42,0.11,0.03,0.63,0.24,0.87,0.38,0.79,0.94,0.57,4,State,urban/rural,All Households,statesector,0,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5746,NA,0.09,0.04,0.01,0.38,0.12,0.54,0.2,0.45,0.59,0.24,4,State,urban/rural,All Households,statesector,0,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5747,0,0.04,0.01,0,0.2,0.04,0.38,0.03,0.06,0.05,0.07,4,State,urban/rural,All Households,statesector,1,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5748,1,0.54,0.19,0.12,0.74,0.19,0.84,0.16,0.42,0.43,0.44,4,State,urban/rural,All Households,statesector,1,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5749,NA,0.03,0.02,0.01,0.16,0.03,0.39,0.02,0.04,0.03,0.07,4,State,urban/rural,All Households,statesector,1,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5750,0,0.01,0,0.01,0.07,0.06,0.43,0.6,0.86,0.65,0.13,4,State,urban/rural,All Households,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
5751,1,0.34,0.08,0.06,0.64,0.21,0.64,0.78,0.98,0.92,0.44,4,State,urban/rural,All Households,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
5752,NA,0.08,0.01,0.01,0.27,0.07,0.44,0.56,0.87,0.66,0.16,4,State,urban/rural,All Households,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
5753,0,0.01,0,0,0.08,0.03,0.48,0.52,0.66,0.3,0.06,4,State,urban/rural,All Households,statesector,1,manipur,Manipur,NA,NA,NA,NA,NA
5754,1,0.27,0.06,0.06,0.71,0.14,0.8,0.74,0.94,0.78,0.27,4,State,urban/rural,All Households,statesector,1,manipur,Manipur,NA,NA,NA,NA,NA
5755,NA,0.01,0.01,0,0.41,0.03,0.46,0.57,0.63,0.23,0.07,4,State,urban/rural,All Households,statesector,1,manipur,Manipur,NA,NA,NA,NA,NA
5756,0,0.06,0.01,0.01,0.17,0.03,0.3,0.33,0.45,0.84,0.19,4,State,urban/rural,All Households,statesector,0,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5757,1,0.6,0.14,0.07,0.61,0.23,0.61,0.48,0.77,0.99,0.65,4,State,urban/rural,All Households,statesector,0,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5758,NA,0.31,0.09,0,0.48,0.15,0.48,0.4,0.71,0.91,0.42,4,State,urban/rural,All Households,statesector,0,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5759,0,0.02,0,0.01,0.18,0,0.3,0.14,0.22,0.18,0.08,4,State,urban/rural,All Households,statesector,1,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5760,1,0.47,0.13,0.06,0.67,0.09,0.6,0.34,0.7,0.82,0.42,4,State,urban/rural,All Households,statesector,1,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5761,NA,0.04,0.03,0.05,0,0,0.17,0.12,0.18,0.07,0.07,4,State,urban/rural,All Households,statesector,1,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5762,0,0.07,0.01,0.01,0.15,0.03,0.17,0.09,0.29,0.58,0.17,4,State,urban/rural,All Households,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
5763,1,0.66,0.19,0.08,0.48,0.33,0.64,0.31,0.84,0.92,0.78,4,State,urban/rural,All Households,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
5764,NA,0.14,0.03,0.01,0.62,0,0.25,0.09,0.22,0.64,0.26,4,State,urban/rural,All Households,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
5765,0,0.03,0.01,0.01,0.14,0,0.09,0.06,0.12,0.05,0.05,4,State,urban/rural,All Households,statesector,1,mizoram,Mizoram,NA,NA,NA,NA,NA
5766,1,0.65,0.17,0.15,0.59,0.1,0.46,0.15,0.57,0.49,0.48,4,State,urban/rural,All Households,statesector,1,mizoram,Mizoram,NA,NA,NA,NA,NA
5767,NA,0,0,0,0.71,0,0.08,0.1,0.07,0.02,0.02,4,State,urban/rural,All Households,statesector,1,mizoram,Mizoram,NA,NA,NA,NA,NA
5768,0,0.05,0.01,0.01,0.09,0.02,0.15,0.18,0.75,0.8,0.31,4,State,urban/rural,All Households,statesector,0,nagaland,Nagaland,NA,NA,NA,NA,NA
5769,1,0.64,0.1,0.06,0.47,0.1,0.35,0.27,0.97,0.99,0.81,4,State,urban/rural,All Households,statesector,0,nagaland,Nagaland,NA,NA,NA,NA,NA
5770,NA,0.18,0.06,0.02,0.19,0.06,0.23,0.19,0.76,0.79,0.41,4,State,urban/rural,All Households,statesector,0,nagaland,Nagaland,NA,NA,NA,NA,NA
5771,0,0.02,0.01,0.01,0.11,0,0.28,0.18,0.44,0.26,0.1,4,State,urban/rural,All Households,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
5772,1,0.46,0.13,0.05,0.64,0.03,0.62,0.45,0.95,0.77,0.45,4,State,urban/rural,All Households,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
5773,NA,0.07,0.03,0,0.21,0,0.37,0.17,0.46,0.33,0.09,4,State,urban/rural,All Households,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
5774,0,0.04,0,0.01,0.13,0.08,0.65,0.17,0.45,0.82,0.11,4,State,urban/rural,All Households,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
5775,1,0.52,0.09,0.05,0.65,0.28,0.94,0.3,0.87,0.99,0.46,4,State,urban/rural,All Households,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
5776,NA,0.19,0.05,0.01,0.26,0.18,0.77,0.21,0.62,0.85,0.27,4,State,urban/rural,All Households,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
5777,0,0.04,0.01,0,0.14,0.02,0.32,0.08,0.15,0.26,0.04,4,State,urban/rural,All Households,statesector,1,odisha,Odisha,NA,NA,NA,NA,NA
5778,1,0.55,0.16,0.05,0.62,0.3,0.91,0.29,0.75,0.9,0.44,4,State,urban/rural,All Households,statesector,1,odisha,Odisha,NA,NA,NA,NA,NA
5779,NA,0.08,0.02,0,0.24,0.04,0.28,0.08,0.19,0.24,0.06,4,State,urban/rural,All Households,statesector,1,odisha,Odisha,NA,NA,NA,NA,NA
5780,0,0.04,0.01,0.01,0.16,0.01,0.5,0.02,0.29,0.23,0.03,4,State,urban/rural,All Households,statesector,0,puducherry,Puducherry,NA,NA,NA,NA,NA
5781,1,0.49,0.03,0.03,0.49,0.03,1,0.02,0.88,0.89,0.42,4,State,urban/rural,All Households,statesector,0,puducherry,Puducherry,NA,NA,NA,NA,NA
5782,NA,0,0,0,0,0,0.1,0,0,0.1,0,4,State,urban/rural,All Households,statesector,0,puducherry,Puducherry,NA,NA,NA,NA,NA
5783,0,0.04,0.01,0,0.17,0,0.25,0.07,0.1,0.06,0.01,4,State,urban/rural,All Households,statesector,1,puducherry,Puducherry,NA,NA,NA,NA,NA
5784,1,0.69,0.01,0.11,0.56,0.09,0.85,0.22,0.62,0.59,0.46,4,State,urban/rural,All Households,statesector,1,puducherry,Puducherry,NA,NA,NA,NA,NA
5785,NA,0,0,0,0.39,0,0.81,0,0.5,0.43,0,4,State,urban/rural,All Households,statesector,1,puducherry,Puducherry,NA,NA,NA,NA,NA
5786,0,0.06,0.01,0.01,0.17,0,0.17,0.02,0.23,0.47,0.01,4,State,urban/rural,All Households,statesector,0,punjab,Punjab,NA,NA,NA,NA,NA
5787,1,0.65,0.16,0.08,0.61,0.03,0.69,0.08,0.8,0.88,0.17,4,State,urban/rural,All Households,statesector,0,punjab,Punjab,NA,NA,NA,NA,NA
5788,NA,0.06,0.02,0.01,0.1,0,0.15,0,0.17,0.43,0.02,4,State,urban/rural,All Households,statesector,0,punjab,Punjab,NA,NA,NA,NA,NA
5789,0,0.05,0.01,0.01,0.14,0,0.13,0.01,0.06,0.07,0.02,4,State,urban/rural,All Households,statesector,1,punjab,Punjab,NA,NA,NA,NA,NA
5790,1,0.77,0.34,0.13,0.64,0.09,0.56,0.06,0.45,0.56,0.25,4,State,urban/rural,All Households,statesector,1,punjab,Punjab,NA,NA,NA,NA,NA
5791,NA,0.09,0.02,0,0,0,0.2,0,0.05,0.05,0.01,4,State,urban/rural,All Households,statesector,1,punjab,Punjab,NA,NA,NA,NA,NA
5792,0,0.07,0.01,0.01,0.22,0.03,0.48,0.22,0.28,0.76,0.13,4,State,urban/rural,All Households,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5793,1,0.54,0.17,0.06,0.63,0.24,0.9,0.47,0.71,0.98,0.53,4,State,urban/rural,All Households,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5794,NA,0.28,0.1,0.01,0.51,0.17,0.67,0.33,0.43,0.87,0.32,4,State,urban/rural,All Households,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5795,0,0.06,0.01,0.01,0.22,0,0.22,0.09,0.07,0.13,0.05,4,State,urban/rural,All Households,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5796,1,0.64,0.27,0.1,0.69,0.1,0.72,0.31,0.37,0.66,0.36,4,State,urban/rural,All Households,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5797,NA,0.1,0.05,0.01,0.53,0.01,0.25,0.13,0.1,0.13,0.09,4,State,urban/rural,All Households,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5798,0,0.08,0.01,0.01,0.1,0,0.05,0.03,0.31,0.55,0.09,4,State,urban/rural,All Households,statesector,0,sikkim,Sikkim,NA,NA,NA,NA,NA
5799,1,0.72,0.04,0.08,0.51,0.01,0.22,0.11,0.78,0.94,0.71,4,State,urban/rural,All Households,statesector,0,sikkim,Sikkim,NA,NA,NA,NA,NA
5800,NA,0.14,0.04,0,0,0,0.03,0,0.36,0.36,0.17,4,State,urban/rural,All Households,statesector,0,sikkim,Sikkim,NA,NA,NA,NA,NA
5801,0,0.06,0.01,0,0.09,0.01,0.23,0.01,0.09,0.02,0.06,4,State,urban/rural,All Households,statesector,1,sikkim,Sikkim,NA,NA,NA,NA,NA
5802,1,0.87,0.09,0.04,0.65,0.12,0.61,0,0.48,0.24,0.28,4,State,urban/rural,All Households,statesector,1,sikkim,Sikkim,NA,NA,NA,NA,NA
5803,NA,0.05,0.11,0,0,0,0.23,0.07,0.12,0,0.05,4,State,urban/rural,All Households,statesector,1,sikkim,Sikkim,NA,NA,NA,NA,NA
5804,0,0.08,0.01,0.01,0.2,0.01,0.61,0.08,0.21,0.32,0.03,4,State,urban/rural,All Households,statesector,0,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5805,1,0.6,0.04,0.04,0.49,0.09,0.97,0.2,0.66,0.87,0.41,4,State,urban/rural,All Households,statesector,0,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5806,NA,0.17,0.01,0,0.37,0,0.67,0.12,0.28,0.47,0.1,4,State,urban/rural,All Households,statesector,0,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5807,0,0.06,0,0,0.16,0.01,0.28,0.15,0.13,0.08,0.02,4,State,urban/rural,All Households,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5808,1,0.59,0.07,0.1,0.55,0.09,0.87,0.25,0.6,0.63,0.37,4,State,urban/rural,All Households,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5809,NA,0.07,0.01,0.01,0.23,0.01,0.36,0.14,0.17,0.18,0.06,4,State,urban/rural,All Households,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5810,0,0.13,0,0,0.21,0.01,0.49,0.33,0.28,0.37,0.12,4,State,urban/rural,All Households,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
5811,1,0.7,0.04,0.04,0.5,0.08,0.9,0.34,0.67,0.84,0.57,4,State,urban/rural,All Households,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
5812,NA,0.19,0.03,0.01,0.21,0.01,0.56,0.35,0.39,0.48,0.19,4,State,urban/rural,All Households,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
5813,0,0.08,0.01,0,0.18,0,0.32,0.21,0.07,0.04,0.05,4,State,urban/rural,All Households,statesector,1,telangana,Telangana,NA,NA,NA,NA,NA
5814,1,0.76,0.11,0.09,0.53,0.09,0.87,0.32,0.41,0.56,0.46,4,State,urban/rural,All Households,statesector,1,telangana,Telangana,NA,NA,NA,NA,NA
5815,NA,0.05,0.02,0,0,0,0.33,0.19,0.03,0.05,0.05,4,State,urban/rural,All Households,statesector,1,telangana,Telangana,NA,NA,NA,NA,NA
5816,0,0.03,0.01,0,0.15,0.04,0.3,0.12,0.82,0.72,0.13,4,State,urban/rural,All Households,statesector,0,tripura,Tripura,NA,NA,NA,NA,NA
5817,1,0.56,0.07,0.04,0.57,0.27,0.7,0.42,0.98,0.94,0.64,4,State,urban/rural,All Households,statesector,0,tripura,Tripura,NA,NA,NA,NA,NA
5818,NA,0.17,0.02,0.01,0.42,0.11,0.43,0.19,0.78,0.71,0.25,4,State,urban/rural,All Households,statesector,0,tripura,Tripura,NA,NA,NA,NA,NA
5819,0,0.03,0.01,0,0.15,0,0.32,0.03,0.39,0.22,0.06,4,State,urban/rural,All Households,statesector,1,tripura,Tripura,NA,NA,NA,NA,NA
5820,1,0.53,0.01,0.02,0.69,0.07,0.69,0.12,0.93,0.8,0.52,4,State,urban/rural,All Households,statesector,1,tripura,Tripura,NA,NA,NA,NA,NA
5821,NA,0.05,0,0,0.22,0,0.25,0.04,0.35,0.11,0.09,4,State,urban/rural,All Households,statesector,1,tripura,Tripura,NA,NA,NA,NA,NA
5822,0,0.03,0.01,0.01,0.16,0.23,0.63,0.03,0.68,0.72,0.09,4,State,urban/rural,All Households,statesector,0,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5823,1,0.48,0.19,0.09,0.67,0.54,0.92,0.06,0.95,0.96,0.3,4,State,urban/rural,All Households,statesector,0,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5824,NA,0.24,0.1,0.02,0.52,0.38,0.8,0.05,0.79,0.81,0.17,4,State,urban/rural,All Households,statesector,0,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5825,0,0.06,0.02,0.01,0.2,0.02,0.25,0.08,0.2,0.12,0.06,4,State,urban/rural,All Households,statesector,1,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5826,1,0.65,0.36,0.12,0.64,0.22,0.67,0.1,0.66,0.64,0.34,4,State,urban/rural,All Households,statesector,1,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5827,NA,0.14,0.06,0.02,0.32,0.03,0.27,0.07,0.21,0.19,0.09,4,State,urban/rural,All Households,statesector,1,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5828,0,0.06,0.01,0.01,0.18,0.01,0.3,0.11,0.39,0.61,0.14,4,State,urban/rural,All Households,statesector,0,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5829,1,0.48,0.1,0.07,0.63,0.12,0.76,0.23,0.85,0.96,0.53,4,State,urban/rural,All Households,statesector,0,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5830,NA,0.13,0.03,0.01,0.43,0.05,0.39,0.12,0.45,0.54,0.17,4,State,urban/rural,All Households,statesector,0,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5831,0,0.05,0.01,0.01,0.19,0,0.24,0.01,0.08,0.08,0.05,4,State,urban/rural,All Households,statesector,1,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5832,1,0.76,0.3,0.17,0.71,0.05,0.63,0.05,0.39,0.65,0.32,4,State,urban/rural,All Households,statesector,1,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5833,NA,0.13,0.05,0.02,0.21,0,0.22,0.01,0.07,0.1,0.12,4,State,urban/rural,All Households,statesector,1,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5834,0,0.05,0.01,0,0.17,0.04,0.39,0.09,0.56,0.83,0.09,4,State,urban/rural,All Households,statesector,0,west bengal,West Bengal,NA,NA,NA,NA,NA
5835,1,0.59,0.08,0.04,0.61,0.17,0.85,0.16,0.92,0.99,0.44,4,State,urban/rural,All Households,statesector,0,west bengal,West Bengal,NA,NA,NA,NA,NA
5836,NA,0.19,0.04,0,0.38,0.07,0.47,0.12,0.57,0.81,0.13,4,State,urban/rural,All Households,statesector,0,west bengal,West Bengal,NA,NA,NA,NA,NA
5837,0,0.05,0.01,0,0.14,0.01,0.33,0.1,0.16,0.25,0.05,4,State,urban/rural,All Households,statesector,1,west bengal,West Bengal,NA,NA,NA,NA,NA
5838,1,0.61,0.14,0.03,0.64,0.15,0.8,0.25,0.78,0.88,0.44,4,State,urban/rural,All Households,statesector,1,west bengal,West Bengal,NA,NA,NA,NA,NA
5839,NA,0.05,0.02,0.01,0,0.03,0.24,0.12,0.13,0.15,0.05,4,State,urban/rural,All Households,statesector,1,west bengal,West Bengal,NA,NA,NA,NA,NA
5840,0,0.04,0,0.01,0.28,0.06,0.51,0.13,0.3,0.4,0.13,4,National,All,Age,allindia,99,india,India,15 to 29,NA,NA,NA,NA
5841,1,0.54,0.07,0.1,0.82,0.31,0.91,0.22,0.85,0.92,0.4,4,National,All,Age,allindia,99,india,India,15 to 29,NA,NA,NA,NA
5842,NA,0.23,0.03,0.02,0.69,0.17,0.65,0.17,0.47,0.55,0.22,4,National,All,Age,allindia,99,india,India,15 to 29,NA,NA,NA,NA
