,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
2252,0.24,0.1,0.18,0.15,0.22,0.31,0.14,4,State,urban/rural,Age,statesector,1,bihar,Bihar,30 to 45,NA,NA,NA,NA
2253,0.16,0.04,0.12,0.14,0.19,0.3,0.25,4,State,urban/rural,Age,statesector,1,bihar,Bihar,46 to 64,NA,NA,NA,NA
2254,0.19,0.04,0.13,0.13,0.18,0.34,0.23,4,State,urban/rural,Age,statesector,1,bihar,Bihar,65+,NA,NA,NA,NA
2255,0.5,0,0,0,1,0,0,4,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,15 to 29,NA,NA,NA,NA
2256,0.4,0.1,0.1,0.2,0.2,0.1,0.4,4,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,30 to 45,NA,NA,NA,NA
2257,0.14,0,0,0,0,0.13,0.88,4,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,46 to 64,NA,NA,NA,NA
2258,0,0,0,0,0,0,1,4,State,urban/rural,Age,statesector,0,chandigarh,Chandigarh,65+,NA,NA,NA,NA
2259,0.16,0.05,0.03,0.04,0.11,0.36,0.45,4,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,15 to 29,NA,NA,NA,NA
2260,0.04,0.01,0.01,0.04,0.06,0.18,0.7,4,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,30 to 45,NA,NA,NA,NA
2261,0.02,0,0,0.02,0.04,0.05,0.9,4,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,46 to 64,NA,NA,NA,NA
2262,0,0,0,0,0.01,0.05,0.94,4,State,urban/rural,Age,statesector,1,chandigarh,Chandigarh,65+,NA,NA,NA,NA
2263,0.64,0.22,0.51,0.3,0.13,0.05,0.01,4,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,15 to 29,NA,NA,NA,NA
2264,0.42,0.13,0.43,0.3,0.15,0.08,0.04,4,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,30 to 45,NA,NA,NA,NA
2265,0.45,0.08,0.41,0.29,0.16,0.09,0.05,4,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,46 to 64,NA,NA,NA,NA
2266,0.52,0.06,0.49,0.25,0.13,0.08,0.06,4,State,urban/rural,Age,statesector,0,chhattisgarh,Chhattisgarh,65+,NA,NA,NA,NA
2267,0.21,0.06,0.09,0.16,0.25,0.31,0.19,4,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,15 to 29,NA,NA,NA,NA
2268,0.13,0.03,0.05,0.11,0.19,0.27,0.38,4,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,30 to 45,NA,NA,NA,NA
2269,0.09,0.01,0.05,0.08,0.13,0.23,0.51,4,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,46 to 64,NA,NA,NA,NA
2270,0.15,0.01,0.07,0.13,0.13,0.17,0.51,4,State,urban/rural,Age,statesector,1,chhattisgarh,Chhattisgarh,65+,NA,NA,NA,NA
2271,0.52,0.11,0.35,0.34,0.26,0.05,0,4,State,urban/rural,Age,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,15 to 29,NA,NA,NA,NA
2272,0.47,0.12,0.28,0.37,0.22,0.1,0.02,4,State,urban/rural,Age,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,30 to 45,NA,NA,NA,NA
2273,0.55,0.13,0.45,0.3,0.12,0.06,0.06,4,State,urban/rural,Age,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,46 to 64,NA,NA,NA,NA
2274,0.77,0.22,0.49,0.28,0.19,0.03,0,4,State,urban/rural,Age,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,65+,NA,NA,NA,NA
2275,0.02,0,0.02,0.17,0.37,0.35,0.1,4,State,urban/rural,Age,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,15 to 29,NA,NA,NA,NA
2276,0.04,0.01,0,0.07,0.23,0.41,0.29,4,State,urban/rural,Age,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,30 to 45,NA,NA,NA,NA
2277,0.05,0,0.01,0.05,0.06,0.35,0.53,4,State,urban/rural,Age,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,46 to 64,NA,NA,NA,NA
2278,0.11,0,0.1,0,0,0.17,0.73,4,State,urban/rural,Age,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,65+,NA,NA,NA,NA
2279,0.02,0,0,0.49,0.43,0.07,0,4,State,urban/rural,Age,statesector,0,daman and diu,Daman And Diu,15 to 29,NA,NA,NA,NA
2280,0.06,0.02,0.01,0.07,0.32,0.47,0.13,4,State,urban/rural,Age,statesector,0,daman and diu,Daman And Diu,30 to 45,NA,NA,NA,NA
2281,0.02,0,0,0.04,0.18,0.58,0.2,4,State,urban/rural,Age,statesector,0,daman and diu,Daman And Diu,46 to 64,NA,NA,NA,NA
2282,0.12,0.01,0,0.1,0.25,0.41,0.24,4,State,urban/rural,Age,statesector,0,daman and diu,Daman And Diu,65+,NA,NA,NA,NA
2283,0.04,0,0,0.37,0.39,0.19,0.05,4,State,urban/rural,Age,statesector,1,daman and diu,Daman And Diu,15 to 29,NA,NA,NA,NA
2284,0.09,0.02,0,0.16,0.24,0.34,0.25,4,State,urban/rural,Age,statesector,1,daman and diu,Daman And Diu,30 to 45,NA,NA,NA,NA
2285,0.01,0,0,0.06,0.09,0.28,0.58,4,State,urban/rural,Age,statesector,1,daman and diu,Daman And Diu,46 to 64,NA,NA,NA,NA
2286,0.06,0,0.01,0.04,0.04,0.27,0.64,4,State,urban/rural,Age,statesector,1,daman and diu,Daman And Diu,65+,NA,NA,NA,NA
2287,0.79,0,0,0.79,0,0.21,0,4,State,urban/rural,Age,statesector,0,delhi,Delhi,15 to 29,NA,NA,NA,NA
2288,0,0,0,0.05,0.01,0.29,0.65,4,State,urban/rural,Age,statesector,0,delhi,Delhi,30 to 45,NA,NA,NA,NA
2289,0.02,0,0,0.05,0,0.15,0.8,4,State,urban/rural,Age,statesector,0,delhi,Delhi,46 to 64,NA,NA,NA,NA
2290,0.01,0,0,0.01,0,0.43,0.56,4,State,urban/rural,Age,statesector,0,delhi,Delhi,65+,NA,NA,NA,NA
2291,0.09,0.03,0,0.04,0.32,0.32,0.31,4,State,urban/rural,Age,statesector,1,delhi,Delhi,15 to 29,NA,NA,NA,NA
2292,0.05,0.01,0,0.03,0.17,0.28,0.52,4,State,urban/rural,Age,statesector,1,delhi,Delhi,30 to 45,NA,NA,NA,NA
2293,0.02,0,0,0.01,0.11,0.16,0.72,4,State,urban/rural,Age,statesector,1,delhi,Delhi,46 to 64,NA,NA,NA,NA
2294,0.02,0,0,0,0.05,0.1,0.84,4,State,urban/rural,Age,statesector,1,delhi,Delhi,65+,NA,NA,NA,NA
2295,0.03,0,0,0.43,0.26,0.13,0.18,4,State,urban/rural,Age,statesector,0,goa,Goa,15 to 29,NA,NA,NA,NA
2296,0.11,0.03,0,0.11,0.17,0.39,0.34,4,State,urban/rural,Age,statesector,0,goa,Goa,30 to 45,NA,NA,NA,NA
2297,0.07,0,0.01,0.07,0.14,0.31,0.47,4,State,urban/rural,Age,statesector,0,goa,Goa,46 to 64,NA,NA,NA,NA
2298,0.07,0.01,0.01,0.04,0.11,0.28,0.56,4,State,urban/rural,Age,statesector,0,goa,Goa,65+,NA,NA,NA,NA
2299,0.15,0.03,0,0.16,0.32,0.32,0.2,4,State,urban/rural,Age,statesector,1,goa,Goa,15 to 29,NA,NA,NA,NA
2300,0.04,0.01,0,0.05,0.15,0.33,0.47,4,State,urban/rural,Age,statesector,1,goa,Goa,30 to 45,NA,NA,NA,NA
2301,0.02,0,0,0.01,0.08,0.23,0.68,4,State,urban/rural,Age,statesector,1,goa,Goa,46 to 64,NA,NA,NA,NA
2302,0.04,0,0,0.03,0.05,0.17,0.75,4,State,urban/rural,Age,statesector,1,goa,Goa,65+,NA,NA,NA,NA
2303,0.48,0.14,0.18,0.35,0.3,0.14,0.03,4,State,urban/rural,Age,statesector,0,gujarat,Gujarat,15 to 29,NA,NA,NA,NA
2304,0.33,0.09,0.15,0.29,0.29,0.21,0.06,4,State,urban/rural,Age,statesector,0,gujarat,Gujarat,30 to 45,NA,NA,NA,NA
2305,0.29,0.05,0.14,0.24,0.27,0.25,0.1,4,State,urban/rural,Age,statesector,0,gujarat,Gujarat,46 to 64,NA,NA,NA,NA
2306,0.31,0.04,0.17,0.22,0.25,0.26,0.1,4,State,urban/rural,Age,statesector,0,gujarat,Gujarat,65+,NA,NA,NA,NA
2307,1,0.33,0.64,0,0.36,0,0,4,State,urban/rural,Age,statesector,0,gujarat,Gujarat,NA,NA,NA,NA,NA
2308,0.15,0.04,0.02,0.11,0.31,0.25,0.31,4,State,urban/rural,Age,statesector,1,gujarat,Gujarat,15 to 29,NA,NA,NA,NA
2309,0.07,0.02,0.02,0.05,0.14,0.3,0.5,4,State,urban/rural,Age,statesector,1,gujarat,Gujarat,30 to 45,NA,NA,NA,NA
2310,0.04,0.01,0.01,0.03,0.07,0.26,0.63,4,State,urban/rural,Age,statesector,1,gujarat,Gujarat,46 to 64,NA,NA,NA,NA
2311,0.05,0.01,0.01,0.04,0.08,0.22,0.66,4,State,urban/rural,Age,statesector,1,gujarat,Gujarat,65+,NA,NA,NA,NA
2312,0.21,0.06,0.03,0.14,0.28,0.3,0.26,4,State,urban/rural,Age,statesector,0,haryana,Haryana,15 to 29,NA,NA,NA,NA
2313,0.14,0.04,0.03,0.12,0.25,0.29,0.31,4,State,urban/rural,Age,statesector,0,haryana,Haryana,30 to 45,NA,NA,NA,NA
2314,0.09,0.01,0.02,0.09,0.2,0.28,0.42,4,State,urban/rural,Age,statesector,0,haryana,Haryana,46 to 64,NA,NA,NA,NA
2315,0.12,0.01,0.04,0.11,0.18,0.29,0.39,4,State,urban/rural,Age,statesector,0,haryana,Haryana,65+,NA,NA,NA,NA
2316,0.17,0.04,0.02,0.08,0.21,0.34,0.34,4,State,urban/rural,Age,statesector,1,haryana,Haryana,15 to 29,NA,NA,NA,NA
2317,0.07,0.02,0.01,0.04,0.14,0.27,0.54,4,State,urban/rural,Age,statesector,1,haryana,Haryana,30 to 45,NA,NA,NA,NA
2318,0.04,0.01,0,0.02,0.09,0.17,0.72,4,State,urban/rural,Age,statesector,1,haryana,Haryana,46 to 64,NA,NA,NA,NA
2319,0.04,0,0.01,0.05,0.07,0.17,0.7,4,State,urban/rural,Age,statesector,1,haryana,Haryana,65+,NA,NA,NA,NA
2320,0.15,0.03,0.02,0.16,0.37,0.28,0.17,4,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,15 to 29,NA,NA,NA,NA
2321,0.09,0.01,0.03,0.13,0.3,0.35,0.2,4,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,30 to 45,NA,NA,NA,NA
2322,0.09,0.01,0.02,0.09,0.25,0.34,0.3,4,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,46 to 64,NA,NA,NA,NA
2323,0.09,0,0.02,0.1,0.2,0.33,0.34,4,State,urban/rural,Age,statesector,0,himachal pradesh,Himachal Pradesh,65+,NA,NA,NA,NA
2324,0.02,0.01,0.03,0.05,0.18,0.47,0.27,4,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,15 to 29,NA,NA,NA,NA
2325,0.03,0.01,0,0.04,0.09,0.31,0.55,4,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,30 to 45,NA,NA,NA,NA
2326,0.02,0,0,0.03,0.06,0.23,0.69,4,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,46 to 64,NA,NA,NA,NA
2327,0,0,0,0.03,0.08,0.17,0.72,4,State,urban/rural,Age,statesector,1,himachal pradesh,Himachal Pradesh,65+,NA,NA,NA,NA
2328,0.31,0.07,0.16,0.35,0.27,0.13,0.09,4,State,urban/rural,Age,statesector,0,jammu and kashmir,Jammu And Kashmir,15 to 29,NA,NA,NA,NA
2329,0.22,0.05,0.11,0.29,0.29,0.19,0.12,4,State,urban/rural,Age,statesector,0,jammu and kashmir,Jammu And Kashmir,30 to 45,NA,NA,NA,NA
2330,0.14,0.02,0.08,0.22,0.26,0.23,0.21,4,State,urban/rural,Age,statesector,0,jammu and kashmir,Jammu And Kashmir,46 to 64,NA,NA,NA,NA
2331,0.18,0.02,0.09,0.22,0.25,0.22,0.21,4,State,urban/rural,Age,statesector,0,jammu and kashmir,Jammu And Kashmir,65+,NA,NA,NA,NA
2332,0,0,0,1,0,0,0,4,State,urban/rural,Age,statesector,0,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
2333,0.12,0.02,0.06,0.11,0.31,0.31,0.21,4,State,urban/rural,Age,statesector,1,jammu and kashmir,Jammu And Kashmir,15 to 29,NA,NA,NA,NA
2334,0.06,0.01,0.01,0.07,0.21,0.34,0.37,4,State,urban/rural,Age,statesector,1,jammu and kashmir,Jammu And Kashmir,30 to 45,NA,NA,NA,NA
2335,0.02,0,0.01,0.04,0.14,0.3,0.51,4,State,urban/rural,Age,statesector,1,jammu and kashmir,Jammu And Kashmir,46 to 64,NA,NA,NA,NA
2336,0.04,0.01,0.01,0.04,0.12,0.21,0.61,4,State,urban/rural,Age,statesector,1,jammu and kashmir,Jammu And Kashmir,65+,NA,NA,NA,NA
2337,0.71,0.31,0.69,0.21,0.07,0.02,0,4,State,urban/rural,Age,statesector,0,jharkhand,Jharkhand,15 to 29,NA,NA,NA,NA
2338,0.56,0.22,0.61,0.23,0.11,0.04,0.01,4,State,urban/rural,Age,statesector,0,jharkhand,Jharkhand,30 to 45,NA,NA,NA,NA
2339,0.5,0.13,0.59,0.23,0.12,0.05,0.02,4,State,urban/rural,Age,statesector,0,jharkhand,Jharkhand,46 to 64,NA,NA,NA,NA
2340,0.58,0.14,0.63,0.19,0.11,0.05,0.02,4,State,urban/rural,Age,statesector,0,jharkhand,Jharkhand,65+,NA,NA,NA,NA
2341,0.49,0,1,0,0,0,0,4,State,urban/rural,Age,statesector,0,jharkhand,Jharkhand,NA,NA,NA,NA,NA
2342,0.3,0.09,0.11,0.22,0.3,0.27,0.1,4,State,urban/rural,Age,statesector,1,jharkhand,Jharkhand,15 to 29,NA,NA,NA,NA
2343,0.19,0.05,0.09,0.16,0.23,0.28,0.24,4,State,urban/rural,Age,statesector,1,jharkhand,Jharkhand,30 to 45,NA,NA,NA,NA
2344,0.13,0.02,0.07,0.12,0.18,0.24,0.39,4,State,urban/rural,Age,statesector,1,jharkhand,Jharkhand,46 to 64,NA,NA,NA,NA
2345,0.14,0.02,0.09,0.12,0.14,0.21,0.45,4,State,urban/rural,Age,statesector,1,jharkhand,Jharkhand,65+,NA,NA,NA,NA
2346,0.35,0.07,0.14,0.33,0.34,0.18,0.01,4,State,urban/rural,Age,statesector,0,karnataka,Karnataka,15 to 29,NA,NA,NA,NA
2347,0.27,0.06,0.12,0.34,0.35,0.17,0.03,4,State,urban/rural,Age,statesector,0,karnataka,Karnataka,30 to 45,NA,NA,NA,NA
2348,0.22,0.03,0.09,0.29,0.35,0.21,0.05,4,State,urban/rural,Age,statesector,0,karnataka,Karnataka,46 to 64,NA,NA,NA,NA
2349,0.31,0.03,0.17,0.29,0.31,0.17,0.05,4,State,urban/rural,Age,statesector,0,karnataka,Karnataka,65+,NA,NA,NA,NA
2350,0.1,0.01,0.02,0.11,0.15,0.42,0.29,4,State,urban/rural,Age,statesector,1,karnataka,Karnataka,15 to 29,NA,NA,NA,NA
2351,0.06,0.01,0.02,0.06,0.15,0.41,0.37,4,State,urban/rural,Age,statesector,1,karnataka,Karnataka,30 to 45,NA,NA,NA,NA
2352,0.04,0,0.02,0.04,0.13,0.32,0.49,4,State,urban/rural,Age,statesector,1,karnataka,Karnataka,46 to 64,NA,NA,NA,NA
2353,0.08,0.01,0.03,0.07,0.13,0.29,0.48,4,State,urban/rural,Age,statesector,1,karnataka,Karnataka,65+,NA,NA,NA,NA
2354,0.02,0,0.02,0.05,0.19,0.38,0.36,4,State,urban/rural,Age,statesector,0,kerala,Kerala,15 to 29,NA,NA,NA,NA
2355,0.02,0,0.01,0.03,0.18,0.38,0.4,4,State,urban/rural,Age,statesector,0,kerala,Kerala,30 to 45,NA,NA,NA,NA
2356,0.01,0,0,0.03,0.18,0.39,0.39,4,State,urban/rural,Age,statesector,0,kerala,Kerala,46 to 64,NA,NA,NA,NA
2357,0.02,0,0.01,0.05,0.2,0.38,0.37,4,State,urban/rural,Age,statesector,0,kerala,Kerala,65+,NA,NA,NA,NA
2358,0.01,0,0,0.02,0.09,0.32,0.58,4,State,urban/rural,Age,statesector,1,kerala,Kerala,15 to 29,NA,NA,NA,NA
2359,0.01,0,0,0.01,0.08,0.33,0.58,4,State,urban/rural,Age,statesector,1,kerala,Kerala,30 to 45,NA,NA,NA,NA
2360,0.01,0,0,0.01,0.08,0.3,0.61,4,State,urban/rural,Age,statesector,1,kerala,Kerala,46 to 64,NA,NA,NA,NA
2361,0.01,0,0,0.03,0.1,0.33,0.55,4,State,urban/rural,Age,statesector,1,kerala,Kerala,65+,NA,NA,NA,NA
2362,0,0,0,0,0.33,0,0.67,4,State,urban/rural,Age,statesector,0,lakshadweep,Lakshadweep,15 to 29,NA,NA,NA,NA
2363,0,0,0,0,0.13,0.74,0.13,4,State,urban/rural,Age,statesector,0,lakshadweep,Lakshadweep,30 to 45,NA,NA,NA,NA
2364,0.01,0,0,0,0.11,0.63,0.26,4,State,urban/rural,Age,statesector,0,lakshadweep,Lakshadweep,46 to 64,NA,NA,NA,NA
2365,0.03,0,0,0.06,0.03,0.74,0.17,4,State,urban/rural,Age,statesector,0,lakshadweep,Lakshadweep,65+,NA,NA,NA,NA
2366,0,0,0,0.06,0.06,0.4,0.49,4,State,urban/rural,Age,statesector,1,lakshadweep,Lakshadweep,15 to 29,NA,NA,NA,NA
2367,0.01,0,0,0.02,0.19,0.52,0.28,4,State,urban/rural,Age,statesector,1,lakshadweep,Lakshadweep,30 to 45,NA,NA,NA,NA
2368,0.01,0,0,0.01,0.09,0.46,0.44,4,State,urban/rural,Age,statesector,1,lakshadweep,Lakshadweep,46 to 64,NA,NA,NA,NA
2369,0.01,0,0,0.01,0.1,0.45,0.45,4,State,urban/rural,Age,statesector,1,lakshadweep,Lakshadweep,65+,NA,NA,NA,NA
2370,0.68,0.27,0.51,0.3,0.12,0.06,0.01,4,State,urban/rural,Age,statesector,0,madhya pradesh,Madhya Pradesh,15 to 29,NA,NA,NA,NA
2371,0.5,0.18,0.45,0.28,0.15,0.08,0.03,4,State,urban/rural,Age,statesector,0,madhya pradesh,Madhya Pradesh,30 to 45,NA,NA,NA,NA
2372,0.48,0.11,0.4,0.27,0.17,0.1,0.06,4,State,urban/rural,Age,statesector,0,madhya pradesh,Madhya Pradesh,46 to 64,NA,NA,NA,NA
2373,0.57,0.12,0.5,0.23,0.13,0.08,0.06,4,State,urban/rural,Age,statesector,0,madhya pradesh,Madhya Pradesh,65+,NA,NA,NA,NA
2374,0.65,0,1,0,0,0,0,4,State,urban/rural,Age,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
2375,0.2,0.05,0.07,0.14,0.22,0.36,0.2,4,State,urban/rural,Age,statesector,1,madhya pradesh,Madhya Pradesh,15 to 29,NA,NA,NA,NA
2376,0.15,0.04,0.06,0.1,0.18,0.31,0.35,4,State,urban/rural,Age,statesector,1,madhya pradesh,Madhya Pradesh,30 to 45,NA,NA,NA,NA
2377,0.11,0.02,0.05,0.07,0.12,0.23,0.52,4,State,urban/rural,Age,statesector,1,madhya pradesh,Madhya Pradesh,46 to 64,NA,NA,NA,NA
2378,0.13,0.02,0.07,0.08,0.12,0.23,0.5,4,State,urban/rural,Age,statesector,1,madhya pradesh,Madhya Pradesh,65+,NA,NA,NA,NA
2379,0,0,0,0,0,1,0,4,State,urban/rural,Age,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
2380,0.38,0.11,0.22,0.3,0.27,0.17,0.04,4,State,urban/rural,Age,statesector,0,maharashtra,Maharashtra,15 to 29,NA,NA,NA,NA
2381,0.26,0.06,0.17,0.28,0.29,0.2,0.07,4,State,urban/rural,Age,statesector,0,maharashtra,Maharashtra,30 to 45,NA,NA,NA,NA
2382,0.24,0.04,0.16,0.24,0.27,0.22,0.11,4,State,urban/rural,Age,statesector,0,maharashtra,Maharashtra,46 to 64,NA,NA,NA,NA
2383,0.35,0.04,0.23,0.25,0.26,0.19,0.08,4,State,urban/rural,Age,statesector,0,maharashtra,Maharashtra,65+,NA,NA,NA,NA
2384,0.1,0.02,0.05,0.18,0.27,0.28,0.21,4,State,urban/rural,Age,statesector,1,maharashtra,Maharashtra,15 to 29,NA,NA,NA,NA
2385,0.05,0.01,0.01,0.08,0.2,0.33,0.37,4,State,urban/rural,Age,statesector,1,maharashtra,Maharashtra,30 to 45,NA,NA,NA,NA
2386,0.04,0,0.01,0.04,0.14,0.29,0.52,4,State,urban/rural,Age,statesector,1,maharashtra,Maharashtra,46 to 64,NA,NA,NA,NA
2387,0.07,0.01,0.04,0.04,0.11,0.29,0.52,4,State,urban/rural,Age,statesector,1,maharashtra,Maharashtra,65+,NA,NA,NA,NA
2388,0.38,0.07,0.17,0.47,0.3,0.05,0,4,State,urban/rural,Age,statesector,0,manipur,Manipur,15 to 29,NA,NA,NA,NA
2389,0.31,0.06,0.14,0.42,0.29,0.11,0.04,4,State,urban/rural,Age,statesector,0,manipur,Manipur,30 to 45,NA,NA,NA,NA
2390,0.21,0.03,0.11,0.39,0.3,0.14,0.06,4,State,urban/rural,Age,statesector,0,manipur,Manipur,46 to 64,NA,NA,NA,NA
2391,0.22,0.03,0.1,0.35,0.31,0.16,0.08,4,State,urban/rural,Age,statesector,0,manipur,Manipur,65+,NA,NA,NA,NA
2392,1,0,0,1,0,0,0,4,State,urban/rural,Age,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
2393,0.28,0.05,0.17,0.27,0.33,0.2,0.03,4,State,urban/rural,Age,statesector,1,manipur,Manipur,15 to 29,NA,NA,NA,NA
2394,0.16,0.02,0.07,0.21,0.34,0.26,0.12,4,State,urban/rural,Age,statesector,1,manipur,Manipur,30 to 45,NA,NA,NA,NA
2395,0.1,0.01,0.05,0.18,0.27,0.32,0.19,4,State,urban/rural,Age,statesector,1,manipur,Manipur,46 to 64,NA,NA,NA,NA
2396,0.11,0.01,0.05,0.14,0.31,0.31,0.2,4,State,urban/rural,Age,statesector,1,manipur,Manipur,65+,NA,NA,NA,NA
2397,0.56,0.24,0.23,0.5,0.23,0.04,0,4,State,urban/rural,Age,statesector,0,meghalaya,Meghalaya,15 to 29,NA,NA,NA,NA
2398,0.43,0.16,0.15,0.45,0.3,0.08,0.02,4,State,urban/rural,Age,statesector,0,meghalaya,Meghalaya,30 to 45,NA,NA,NA,NA
2399,0.29,0.08,0.13,0.38,0.35,0.11,0.03,4,State,urban/rural,Age,statesector,0,meghalaya,Meghalaya,46 to 64,NA,NA,NA,NA
2400,0.34,0.07,0.14,0.37,0.34,0.12,0.03,4,State,urban/rural,Age,statesector,0,meghalaya,Meghalaya,65+,NA,NA,NA,NA
2401,0.11,0.01,0.02,0.18,0.48,0.3,0.03,4,State,urban/rural,Age,statesector,1,meghalaya,Meghalaya,15 to 29,NA,NA,NA,NA
2402,0.11,0.02,0.02,0.1,0.33,0.4,0.14,4,State,urban/rural,Age,statesector,1,meghalaya,Meghalaya,30 to 45,NA,NA,NA,NA
2403,0.06,0.01,0.01,0.06,0.24,0.39,0.29,4,State,urban/rural,Age,statesector,1,meghalaya,Meghalaya,46 to 64,NA,NA,NA,NA
2404,0.06,0,0.02,0.07,0.17,0.34,0.4,4,State,urban/rural,Age,statesector,1,meghalaya,Meghalaya,65+,NA,NA,NA,NA
2405,0.43,0.17,0.3,0.32,0.25,0.12,0.01,4,State,urban/rural,Age,statesector,0,mizoram,Mizoram,15 to 29,NA,NA,NA,NA
2406,0.26,0.1,0.17,0.24,0.34,0.19,0.05,4,State,urban/rural,Age,statesector,0,mizoram,Mizoram,30 to 45,NA,NA,NA,NA
2407,0.15,0.04,0.12,0.19,0.34,0.26,0.09,4,State,urban/rural,Age,statesector,0,mizoram,Mizoram,46 to 64,NA,NA,NA,NA
2408,0.13,0.03,0.07,0.16,0.33,0.32,0.12,4,State,urban/rural,Age,statesector,0,mizoram,Mizoram,65+,NA,NA,NA,NA
2409,0,0,1,0,0,0,0,4,State,urban/rural,Age,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
2410,0.06,0.01,0.01,0.07,0.29,0.37,0.26,4,State,urban/rural,Age,statesector,1,mizoram,Mizoram,15 to 29,NA,NA,NA,NA
2411,0.02,0,0.01,0.03,0.15,0.38,0.44,4,State,urban/rural,Age,statesector,1,mizoram,Mizoram,30 to 45,NA,NA,NA,NA
2412,0.02,0,0,0.02,0.09,0.31,0.57,4,State,urban/rural,Age,statesector,1,mizoram,Mizoram,46 to 64,NA,NA,NA,NA
2413,0.01,0,0,0.02,0.07,0.32,0.59,4,State,urban/rural,Age,statesector,1,mizoram,Mizoram,65+,NA,NA,NA,NA
2414,0.4,0.1,0.21,0.42,0.22,0.14,0.01,4,State,urban/rural,Age,statesector,0,nagaland,Nagaland,15 to 29,NA,NA,NA,NA
2415,0.32,0.1,0.17,0.41,0.26,0.12,0.05,4,State,urban/rural,Age,statesector,0,nagaland,Nagaland,30 to 45,NA,NA,NA,NA
2416,0.25,0.05,0.16,0.39,0.27,0.12,0.06,4,State,urban/rural,Age,statesector,0,nagaland,Nagaland,46 to 64,NA,NA,NA,NA
2417,0.34,0.03,0.17,0.43,0.26,0.09,0.04,4,State,urban/rural,Age,statesector,0,nagaland,Nagaland,65+,NA,NA,NA,NA
2418,0.15,0.03,0.06,0.19,0.35,0.33,0.08,4,State,urban/rural,Age,statesector,1,nagaland,Nagaland,15 to 29,NA,NA,NA,NA
2419,0.11,0.02,0.03,0.13,0.3,0.36,0.18,4,State,urban/rural,Age,statesector,1,nagaland,Nagaland,30 to 45,NA,NA,NA,NA
2420,0.08,0.02,0.02,0.11,0.24,0.37,0.27,4,State,urban/rural,Age,statesector,1,nagaland,Nagaland,46 to 64,NA,NA,NA,NA
2421,0.09,0.01,0.03,0.1,0.21,0.36,0.31,4,State,urban/rural,Age,statesector,1,nagaland,Nagaland,65+,NA,NA,NA,NA
2422,0.52,0,1,0,0,0,0,4,State,urban/rural,Age,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
2423,0.58,0.22,0.52,0.29,0.14,0.04,0.01,4,State,urban/rural,Age,statesector,0,odisha,Odisha,15 to 29,NA,NA,NA,NA
2424,0.43,0.15,0.46,0.28,0.17,0.07,0.01,4,State,urban/rural,Age,statesector,0,odisha,Odisha,30 to 45,NA,NA,NA,NA
2425,0.35,0.08,0.41,0.29,0.19,0.09,0.03,4,State,urban/rural,Age,statesector,0,odisha,Odisha,46 to 64,NA,NA,NA,NA
2426,0.42,0.06,0.41,0.26,0.18,0.11,0.04,4,State,urban/rural,Age,statesector,0,odisha,Odisha,65+,NA,NA,NA,NA
2427,1,1,1,0,0,0,0,4,State,urban/rural,Age,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
2428,0.32,0.11,0.23,0.25,0.26,0.18,0.08,4,State,urban/rural,Age,statesector,1,odisha,Odisha,15 to 29,NA,NA,NA,NA
