,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
2429,0.16,0.05,0.12,0.15,0.24,0.27,0.22,4,State,urban/rural,Age,statesector,1,odisha,Odisha,30 to 45,NA,NA,NA,NA
2430,0.1,0.02,0.09,0.12,0.16,0.24,0.39,4,State,urban/rural,Age,statesector,1,odisha,Odisha,46 to 64,NA,NA,NA,NA
2431,0.1,0.02,0.1,0.12,0.15,0.22,0.42,4,State,urban/rural,Age,statesector,1,odisha,Odisha,65+,NA,NA,NA,NA
2432,0.2,0.1,0.02,0.44,0.15,0.26,0.13,4,State,urban/rural,Age,statesector,0,puducherry,Puducherry,15 to 29,NA,NA,NA,NA
2433,0.07,0,0.08,0.17,0.3,0.33,0.12,4,State,urban/rural,Age,statesector,0,puducherry,Puducherry,30 to 45,NA,NA,NA,NA
2434,0.06,0,0.04,0.18,0.27,0.35,0.16,4,State,urban/rural,Age,statesector,0,puducherry,Puducherry,46 to 64,NA,NA,NA,NA
2435,0.17,0,0.14,0.19,0.26,0.25,0.15,4,State,urban/rural,Age,statesector,0,puducherry,Puducherry,65+,NA,NA,NA,NA
2436,0.01,0,0,0.07,0.16,0.34,0.43,4,State,urban/rural,Age,statesector,1,puducherry,Puducherry,15 to 29,NA,NA,NA,NA
2437,0.03,0.01,0.01,0.07,0.23,0.3,0.39,4,State,urban/rural,Age,statesector,1,puducherry,Puducherry,30 to 45,NA,NA,NA,NA
2438,0.02,0,0.01,0.05,0.14,0.3,0.49,4,State,urban/rural,Age,statesector,1,puducherry,Puducherry,46 to 64,NA,NA,NA,NA
2439,0.04,0,0.06,0.02,0.13,0.34,0.45,4,State,urban/rural,Age,statesector,1,puducherry,Puducherry,65+,NA,NA,NA,NA
2440,0.21,0.04,0.01,0.11,0.27,0.29,0.33,4,State,urban/rural,Age,statesector,0,punjab,Punjab,15 to 29,NA,NA,NA,NA
2441,0.09,0.02,0.01,0.07,0.21,0.31,0.39,4,State,urban/rural,Age,statesector,0,punjab,Punjab,30 to 45,NA,NA,NA,NA
2442,0.05,0.01,0.01,0.05,0.13,0.24,0.57,4,State,urban/rural,Age,statesector,0,punjab,Punjab,46 to 64,NA,NA,NA,NA
2443,0.07,0.01,0.01,0.06,0.14,0.27,0.52,4,State,urban/rural,Age,statesector,0,punjab,Punjab,65+,NA,NA,NA,NA
2444,0.12,0.02,0.02,0.08,0.22,0.25,0.43,4,State,urban/rural,Age,statesector,1,punjab,Punjab,15 to 29,NA,NA,NA,NA
2445,0.06,0.02,0.01,0.03,0.1,0.19,0.67,4,State,urban/rural,Age,statesector,1,punjab,Punjab,30 to 45,NA,NA,NA,NA
2446,0.02,0.01,0,0.01,0.03,0.1,0.86,4,State,urban/rural,Age,statesector,1,punjab,Punjab,46 to 64,NA,NA,NA,NA
2447,0.02,0,0,0.02,0.03,0.1,0.86,4,State,urban/rural,Age,statesector,1,punjab,Punjab,65+,NA,NA,NA,NA
2448,0.52,0.2,0.29,0.31,0.22,0.14,0.04,4,State,urban/rural,Age,statesector,0,rajasthan,Rajasthan,15 to 29,NA,NA,NA,NA
2449,0.4,0.16,0.25,0.31,0.23,0.14,0.07,4,State,urban/rural,Age,statesector,0,rajasthan,Rajasthan,30 to 45,NA,NA,NA,NA
2450,0.34,0.09,0.21,0.28,0.24,0.17,0.1,4,State,urban/rural,Age,statesector,0,rajasthan,Rajasthan,46 to 64,NA,NA,NA,NA
2451,0.4,0.09,0.26,0.27,0.22,0.16,0.09,4,State,urban/rural,Age,statesector,0,rajasthan,Rajasthan,65+,NA,NA,NA,NA
2452,1,0,0,1,0,0,0,4,State,urban/rural,Age,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
2453,0.17,0.05,0.04,0.1,0.23,0.36,0.27,4,State,urban/rural,Age,statesector,1,rajasthan,Rajasthan,15 to 29,NA,NA,NA,NA
2454,0.13,0.04,0.02,0.09,0.18,0.28,0.44,4,State,urban/rural,Age,statesector,1,rajasthan,Rajasthan,30 to 45,NA,NA,NA,NA
2455,0.06,0.01,0.01,0.05,0.1,0.22,0.62,4,State,urban/rural,Age,statesector,1,rajasthan,Rajasthan,46 to 64,NA,NA,NA,NA
2456,0.1,0.01,0.03,0.07,0.12,0.19,0.59,4,State,urban/rural,Age,statesector,1,rajasthan,Rajasthan,65+,NA,NA,NA,NA
2457,0,0,0,0,1,0,0,4,State,urban/rural,Age,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
2458,0.13,0.03,0.01,0.12,0.65,0.2,0.02,4,State,urban/rural,Age,statesector,0,sikkim,Sikkim,15 to 29,NA,NA,NA,NA
2459,0.06,0.01,0.01,0.09,0.54,0.31,0.05,4,State,urban/rural,Age,statesector,0,sikkim,Sikkim,30 to 45,NA,NA,NA,NA
2460,0.04,0,0.01,0.08,0.53,0.32,0.06,4,State,urban/rural,Age,statesector,0,sikkim,Sikkim,46 to 64,NA,NA,NA,NA
2461,0.08,0,0.01,0.13,0.59,0.25,0.04,4,State,urban/rural,Age,statesector,0,sikkim,Sikkim,65+,NA,NA,NA,NA
2462,0.02,0,0,0.02,0.2,0.67,0.1,4,State,urban/rural,Age,statesector,1,sikkim,Sikkim,15 to 29,NA,NA,NA,NA
2463,0.03,0,0,0.01,0.11,0.65,0.23,4,State,urban/rural,Age,statesector,1,sikkim,Sikkim,30 to 45,NA,NA,NA,NA
2464,0.03,0,0.01,0.01,0.12,0.53,0.33,4,State,urban/rural,Age,statesector,1,sikkim,Sikkim,46 to 64,NA,NA,NA,NA
2465,0.03,0,0,0.05,0.13,0.48,0.34,4,State,urban/rural,Age,statesector,1,sikkim,Sikkim,65+,NA,NA,NA,NA
2466,0.17,0.02,0.06,0.23,0.43,0.21,0.07,4,State,urban/rural,Age,statesector,0,tamil nadu,Tamil Nadu,15 to 29,NA,NA,NA,NA
2467,0.11,0.01,0.06,0.24,0.39,0.26,0.06,4,State,urban/rural,Age,statesector,0,tamil nadu,Tamil Nadu,30 to 45,NA,NA,NA,NA
2468,0.12,0.01,0.06,0.24,0.36,0.26,0.08,4,State,urban/rural,Age,statesector,0,tamil nadu,Tamil Nadu,46 to 64,NA,NA,NA,NA
2469,0.25,0.01,0.15,0.27,0.29,0.21,0.08,4,State,urban/rural,Age,statesector,0,tamil nadu,Tamil Nadu,65+,NA,NA,NA,NA
2470,0.05,0.01,0.01,0.08,0.23,0.34,0.34,4,State,urban/rural,Age,statesector,1,tamil nadu,Tamil Nadu,15 to 29,NA,NA,NA,NA
2471,0.03,0,0.02,0.06,0.19,0.4,0.33,4,State,urban/rural,Age,statesector,1,tamil nadu,Tamil Nadu,30 to 45,NA,NA,NA,NA
2472,0.03,0,0.02,0.06,0.17,0.35,0.41,4,State,urban/rural,Age,statesector,1,tamil nadu,Tamil Nadu,46 to 64,NA,NA,NA,NA
2473,0.07,0,0.05,0.11,0.18,0.32,0.34,4,State,urban/rural,Age,statesector,1,tamil nadu,Tamil Nadu,65+,NA,NA,NA,NA
2474,0,0,0,0,1,0,0,4,State,urban/rural,Age,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
2475,0.34,0.1,0.1,0.31,0.36,0.2,0.02,4,State,urban/rural,Age,statesector,0,telangana,Telangana,15 to 29,NA,NA,NA,NA
2476,0.25,0.07,0.11,0.28,0.36,0.21,0.04,4,State,urban/rural,Age,statesector,0,telangana,Telangana,30 to 45,NA,NA,NA,NA
2477,0.25,0.03,0.11,0.29,0.34,0.22,0.04,4,State,urban/rural,Age,statesector,0,telangana,Telangana,46 to 64,NA,NA,NA,NA
2478,0.44,0.02,0.23,0.32,0.31,0.11,0.03,4,State,urban/rural,Age,statesector,0,telangana,Telangana,65+,NA,NA,NA,NA
2479,1,0,1,0,0,0,0,4,State,urban/rural,Age,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
2480,0.12,0.03,0.02,0.06,0.29,0.38,0.26,4,State,urban/rural,Age,statesector,1,telangana,Telangana,15 to 29,NA,NA,NA,NA
2481,0.07,0.01,0.01,0.05,0.16,0.34,0.44,4,State,urban/rural,Age,statesector,1,telangana,Telangana,30 to 45,NA,NA,NA,NA
2482,0.04,0,0.01,0.04,0.12,0.33,0.5,4,State,urban/rural,Age,statesector,1,telangana,Telangana,46 to 64,NA,NA,NA,NA
2483,0.08,0,0.03,0.07,0.14,0.31,0.46,4,State,urban/rural,Age,statesector,1,telangana,Telangana,65+,NA,NA,NA,NA
2484,0.43,0.15,0.28,0.55,0.12,0.04,0,4,State,urban/rural,Age,statesector,0,tripura,Tripura,15 to 29,NA,NA,NA,NA
2485,0.24,0.07,0.16,0.54,0.23,0.06,0.01,4,State,urban/rural,Age,statesector,0,tripura,Tripura,30 to 45,NA,NA,NA,NA
2486,0.23,0.04,0.16,0.52,0.22,0.08,0.02,4,State,urban/rural,Age,statesector,0,tripura,Tripura,46 to 64,NA,NA,NA,NA
2487,0.34,0.05,0.21,0.49,0.22,0.08,0.02,4,State,urban/rural,Age,statesector,0,tripura,Tripura,65+,NA,NA,NA,NA
2488,0.14,0.03,0.06,0.29,0.35,0.25,0.05,4,State,urban/rural,Age,statesector,1,tripura,Tripura,15 to 29,NA,NA,NA,NA
2489,0.11,0.02,0.03,0.23,0.31,0.32,0.12,4,State,urban/rural,Age,statesector,1,tripura,Tripura,30 to 45,NA,NA,NA,NA
2490,0.08,0.01,0.02,0.14,0.25,0.35,0.24,4,State,urban/rural,Age,statesector,1,tripura,Tripura,46 to 64,NA,NA,NA,NA
2491,0.09,0,0.04,0.11,0.22,0.37,0.25,4,State,urban/rural,Age,statesector,1,tripura,Tripura,65+,NA,NA,NA,NA
2492,0.63,0.24,0.44,0.3,0.16,0.07,0.03,4,State,urban/rural,Age,statesector,0,uttar pradesh,Uttar Pradesh,15 to 29,NA,NA,NA,NA
2493,0.51,0.21,0.46,0.28,0.15,0.08,0.03,4,State,urban/rural,Age,statesector,0,uttar pradesh,Uttar Pradesh,30 to 45,NA,NA,NA,NA
2494,0.41,0.09,0.36,0.28,0.18,0.11,0.07,4,State,urban/rural,Age,statesector,0,uttar pradesh,Uttar Pradesh,46 to 64,NA,NA,NA,NA
2495,0.49,0.08,0.41,0.24,0.17,0.11,0.07,4,State,urban/rural,Age,statesector,0,uttar pradesh,Uttar Pradesh,65+,NA,NA,NA,NA
2496,1,0.35,1,0,0,0,0,4,State,urban/rural,Age,statesector,0,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
2497,0.23,0.07,0.05,0.11,0.25,0.36,0.24,4,State,urban/rural,Age,statesector,1,uttar pradesh,Uttar Pradesh,15 to 29,NA,NA,NA,NA
2498,0.19,0.07,0.05,0.09,0.18,0.3,0.38,4,State,urban/rural,Age,statesector,1,uttar pradesh,Uttar Pradesh,30 to 45,NA,NA,NA,NA
2499,0.12,0.03,0.04,0.07,0.12,0.24,0.53,4,State,urban/rural,Age,statesector,1,uttar pradesh,Uttar Pradesh,46 to 64,NA,NA,NA,NA
2500,0.14,0.02,0.06,0.07,0.1,0.22,0.55,4,State,urban/rural,Age,statesector,1,uttar pradesh,Uttar Pradesh,65+,NA,NA,NA,NA
2501,0.37,0.1,0.07,0.31,0.34,0.2,0.07,4,State,urban/rural,Age,statesector,0,uttarakhand,Uttarakhand,15 to 29,NA,NA,NA,NA
2502,0.2,0.05,0.08,0.27,0.31,0.21,0.13,4,State,urban/rural,Age,statesector,0,uttarakhand,Uttarakhand,30 to 45,NA,NA,NA,NA
2503,0.19,0.02,0.07,0.23,0.32,0.21,0.18,4,State,urban/rural,Age,statesector,0,uttarakhand,Uttarakhand,46 to 64,NA,NA,NA,NA
2504,0.25,0.02,0.09,0.27,0.31,0.19,0.14,4,State,urban/rural,Age,statesector,0,uttarakhand,Uttarakhand,65+,NA,NA,NA,NA
2505,0.12,0.03,0.02,0.05,0.27,0.46,0.2,4,State,urban/rural,Age,statesector,1,uttarakhand,Uttarakhand,15 to 29,NA,NA,NA,NA
2506,0.1,0.03,0.01,0.04,0.16,0.32,0.46,4,State,urban/rural,Age,statesector,1,uttarakhand,Uttarakhand,30 to 45,NA,NA,NA,NA
2507,0.04,0.01,0.01,0.03,0.07,0.23,0.67,4,State,urban/rural,Age,statesector,1,uttarakhand,Uttarakhand,46 to 64,NA,NA,NA,NA
2508,0.04,0,0.02,0.02,0.06,0.17,0.74,4,State,urban/rural,Age,statesector,1,uttarakhand,Uttarakhand,65+,NA,NA,NA,NA
2509,0.5,0.19,0.37,0.43,0.16,0.04,0.01,4,State,urban/rural,Age,statesector,0,west bengal,West Bengal,15 to 29,NA,NA,NA,NA
2510,0.33,0.1,0.34,0.37,0.21,0.07,0.01,4,State,urban/rural,Age,statesector,0,west bengal,West Bengal,30 to 45,NA,NA,NA,NA
2511,0.3,0.06,0.3,0.36,0.2,0.11,0.03,4,State,urban/rural,Age,statesector,0,west bengal,West Bengal,46 to 64,NA,NA,NA,NA
2512,0.35,0.04,0.33,0.32,0.19,0.13,0.03,4,State,urban/rural,Age,statesector,0,west bengal,West Bengal,65+,NA,NA,NA,NA
2513,0.31,0.09,0.18,0.26,0.26,0.24,0.06,4,State,urban/rural,Age,statesector,1,west bengal,West Bengal,15 to 29,NA,NA,NA,NA
2514,0.18,0.05,0.1,0.16,0.24,0.35,0.15,4,State,urban/rural,Age,statesector,1,west bengal,West Bengal,30 to 45,NA,NA,NA,NA
2515,0.08,0.02,0.05,0.12,0.21,0.35,0.27,4,State,urban/rural,Age,statesector,1,west bengal,West Bengal,46 to 64,NA,NA,NA,NA
2516,0.07,0.02,0.05,0.12,0.12,0.34,0.38,4,State,urban/rural,Age,statesector,1,west bengal,West Bengal,65+,NA,NA,NA,NA
2517,0.48,0.16,0.38,0.26,0.19,0.12,0.05,4,National,All,Education,allindia,99,india,India,NA,No education / Preschool,NA,NA,NA
2518,0.34,0.1,0.23,0.25,0.23,0.19,0.1,4,National,All,Education,allindia,99,india,India,NA,Primary,NA,NA,NA
2519,0.13,0.01,0.11,0.17,0.21,0.26,0.25,4,National,All,Education,allindia,99,india,India,NA,Secondary,NA,NA,NA
2520,0.03,0,0.02,0.05,0.09,0.21,0.63,4,National,All,Education,allindia,99,india,India,NA,Higher,NA,NA,NA
2521,0.27,0.09,0.22,0.22,0.2,0.21,0.15,4,National,All,Education,allindia,99,india,India,NA,NA,NA,NA,NA
2522,0.54,0.19,0.45,0.28,0.18,0.07,0.02,4,National,urban/rural,Education,indiasector,0,india,India,NA,No education / Preschool,NA,NA,NA
2523,0.41,0.13,0.3,0.3,0.23,0.12,0.04,4,National,urban/rural,Education,indiasector,0,india,India,NA,Primary,NA,NA,NA
2524,0.2,0.02,0.17,0.25,0.26,0.21,0.11,4,National,urban/rural,Education,indiasector,0,india,India,NA,Secondary,NA,NA,NA
2525,0.09,0.01,0.05,0.13,0.21,0.3,0.3,4,National,urban/rural,Education,indiasector,0,india,India,NA,Higher,NA,NA,NA
2526,0.37,0.12,0.31,0.29,0.2,0.15,0.05,4,National,urban/rural,Education,indiasector,0,india,India,NA,NA,NA,NA,NA
2527,0.25,0.07,0.11,0.17,0.27,0.3,0.16,4,National,urban/rural,Education,indiasector,1,india,India,NA,No education / Preschool,NA,NA,NA
2528,0.14,0.03,0.04,0.12,0.23,0.36,0.24,4,National,urban/rural,Education,indiasector,1,india,India,NA,Primary,NA,NA,NA
2529,0.03,0,0.01,0.05,0.15,0.34,0.46,4,National,urban/rural,Education,indiasector,1,india,India,NA,Secondary,NA,NA,NA
2530,0.01,0,0,0.01,0.04,0.17,0.79,4,National,urban/rural,Education,indiasector,1,india,India,NA,Higher,NA,NA,NA
2531,0.05,0.01,0.05,0.08,0.2,0.32,0.35,4,National,urban/rural,Education,indiasector,1,india,India,NA,NA,NA,NA,NA
2532,0.33,0.14,NA,NA,NA,NA,NA,4,State,All,Education,state,99,india,India,NA,NA,NA,NA,NA
2533,0.14,0.02,0.1,0.13,0.33,0.3,0.15,4,State,All,Education,state,99,andaman and nicobar islands,Andaman And Nicobar Islands,NA,No education / Preschool,NA,NA,NA
2534,0.14,0.02,0.06,0.2,0.29,0.3,0.15,4,State,All,Education,state,99,andaman and nicobar islands,Andaman And Nicobar Islands,NA,Primary,NA,NA,NA
2535,0.04,0,0.03,0.09,0.17,0.35,0.36,4,State,All,Education,state,99,andaman and nicobar islands,Andaman And Nicobar Islands,NA,Secondary,NA,NA,NA
2536,0,0,0,0.01,0.04,0.3,0.65,4,State,All,Education,state,99,andaman and nicobar islands,Andaman And Nicobar Islands,NA,Higher,NA,NA,NA
2537,0.09,0,0.11,0.15,0.12,0.17,0.45,4,State,All,Education,state,99,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,NA,NA
2538,0.3,0.05,0.11,0.26,0.37,0.22,0.04,4,State,All,Education,state,99,andhra pradesh,Andhra Pradesh,NA,No education / Preschool,NA,NA,NA
2539,0.19,0.04,0.04,0.16,0.4,0.3,0.1,4,State,All,Education,state,99,andhra pradesh,Andhra Pradesh,NA,Primary,NA,NA,NA
2540,0.05,0,0.02,0.08,0.27,0.38,0.24,4,State,All,Education,state,99,andhra pradesh,Andhra Pradesh,NA,Secondary,NA,NA,NA
2541,0.02,0,0,0.02,0.09,0.26,0.63,4,State,All,Education,state,99,andhra pradesh,Andhra Pradesh,NA,Higher,NA,NA,NA
2542,0,0,0,0.1,0.2,0.67,0.03,4,State,All,Education,state,99,andhra pradesh,Andhra Pradesh,NA,NA,NA,NA,NA
2543,0.43,0.12,0.35,0.3,0.23,0.1,0.02,4,State,All,Education,state,99,arunachal pradesh,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA
2544,0.35,0.11,0.24,0.33,0.26,0.13,0.03,4,State,All,Education,state,99,arunachal pradesh,Arunachal Pradesh,NA,Primary,NA,NA,NA
2545,0.09,0.01,0.09,0.21,0.29,0.3,0.11,4,State,All,Education,state,99,arunachal pradesh,Arunachal Pradesh,NA,Secondary,NA,NA,NA
2546,0.02,0,0,0.03,0.17,0.43,0.36,4,State,All,Education,state,99,arunachal pradesh,Arunachal Pradesh,NA,Higher,NA,NA,NA
2547,0.25,0,0.02,0.3,0.22,0.3,0.16,4,State,All,Education,state,99,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
2548,0.6,0.24,0.46,0.42,0.09,0.03,0,4,State,All,Education,state,99,assam,Assam,NA,No education / Preschool,NA,NA,NA
2549,0.46,0.16,0.28,0.46,0.17,0.07,0.02,4,State,All,Education,state,99,assam,Assam,NA,Primary,NA,NA,NA
2550,0.17,0.02,0.11,0.35,0.26,0.2,0.07,4,State,All,Education,state,99,assam,Assam,NA,Secondary,NA,NA,NA
2551,0.05,0,0.01,0.09,0.15,0.31,0.43,4,State,All,Education,state,99,assam,Assam,NA,Higher,NA,NA,NA
2552,0.25,0.14,0.38,0.23,0.26,0.07,0.06,4,State,All,Education,state,99,assam,Assam,NA,NA,NA,NA,NA
2553,0.71,0.34,0.72,0.19,0.07,0.02,0,4,State,All,Education,state,99,bihar,Bihar,NA,No education / Preschool,NA,NA,NA
2554,0.6,0.29,0.59,0.25,0.1,0.05,0.01,4,State,All,Education,state,99,bihar,Bihar,NA,Primary,NA,NA,NA
2555,0.28,0.03,0.32,0.28,0.21,0.15,0.05,4,State,All,Education,state,99,bihar,Bihar,NA,Secondary,NA,NA,NA
2556,0.09,0,0.08,0.16,0.24,0.3,0.23,4,State,All,Education,state,99,bihar,Bihar,NA,Higher,NA,NA,NA
2557,0.3,0.12,0.5,0.22,0.14,0.14,0,4,State,All,Education,state,99,bihar,Bihar,NA,NA,NA,NA,NA
2558,0.16,0.02,0.03,0.08,0.14,0.19,0.56,4,State,All,Education,state,99,chandigarh,Chandigarh,NA,No education / Preschool,NA,NA,NA
2559,0.13,0.06,0.03,0.08,0.06,0.21,0.62,4,State,All,Education,state,99,chandigarh,Chandigarh,NA,Primary,NA,NA,NA
2560,0.02,0,0,0.02,0.06,0.17,0.75,4,State,All,Education,state,99,chandigarh,Chandigarh,NA,Secondary,NA,NA,NA
2561,0,0,0,0,0.01,0.01,0.98,4,State,All,Education,state,99,chandigarh,Chandigarh,NA,Higher,NA,NA,NA
2562,0.58,0.16,0.59,0.24,0.1,0.05,0.02,4,State,All,Education,state,99,chhattisgarh,Chhattisgarh,NA,No education / Preschool,NA,NA,NA
2563,0.46,0.12,0.37,0.3,0.18,0.1,0.05,4,State,All,Education,state,99,chhattisgarh,Chhattisgarh,NA,Primary,NA,NA,NA
2564,0.23,0.02,0.19,0.25,0.2,0.18,0.18,4,State,All,Education,state,99,chhattisgarh,Chhattisgarh,NA,Secondary,NA,NA,NA
2565,0.05,0.01,0.02,0.07,0.1,0.21,0.61,4,State,All,Education,state,99,chhattisgarh,Chhattisgarh,NA,Higher,NA,NA,NA
2566,0.31,0.01,0.33,0.37,0.14,0.09,0.07,4,State,All,Education,state,99,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
2567,0.62,0.16,0.47,0.3,0.15,0.06,0.02,4,State,All,Education,state,99,dadra and nagar haveli,Dadra And Nagar Haveli,NA,No education / Preschool,NA,NA,NA
2568,0.4,0.11,0.26,0.27,0.17,0.22,0.08,4,State,All,Education,state,99,dadra and nagar haveli,Dadra And Nagar Haveli,NA,Primary,NA,NA,NA
2569,0.14,0.02,0.06,0.18,0.24,0.32,0.19,4,State,All,Education,state,99,dadra and nagar haveli,Dadra And Nagar Haveli,NA,Secondary,NA,NA,NA
2570,0.03,0.01,0,0.02,0.12,0.25,0.61,4,State,All,Education,state,99,dadra and nagar haveli,Dadra And Nagar Haveli,NA,Higher,NA,NA,NA
2571,0.49,0.16,0.25,0.63,0.12,0,0,4,State,All,Education,state,99,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
2572,0.18,0.03,0.01,0.2,0.29,0.38,0.12,4,State,All,Education,state,99,daman and diu,Daman And Diu,NA,No education / Preschool,NA,NA,NA
2573,0.08,0.02,0,0.14,0.19,0.38,0.29,4,State,All,Education,state,99,daman and diu,Daman And Diu,NA,Primary,NA,NA,NA
2574,0.02,0,0,0.17,0.25,0.29,0.28,4,State,All,Education,state,99,daman and diu,Daman And Diu,NA,Secondary,NA,NA,NA
2575,0.02,0,0,0.04,0.09,0.31,0.56,4,State,All,Education,state,99,daman and diu,Daman And Diu,NA,Higher,NA,NA,NA
2576,0,0,0,0.16,0.23,0.4,0.2,4,State,All,Education,state,99,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
2577,0.13,0.04,0.01,0.05,0.26,0.3,0.38,4,State,All,Education,state,99,delhi,Delhi,NA,No education / Preschool,NA,NA,NA
2578,0.08,0.02,0,0.05,0.21,0.26,0.48,4,State,All,Education,state,99,delhi,Delhi,NA,Primary,NA,NA,NA
2579,0.01,0,0,0.01,0.15,0.24,0.6,4,State,All,Education,state,99,delhi,Delhi,NA,Secondary,NA,NA,NA
2580,0,0,0,0,0.02,0.09,0.89,4,State,All,Education,state,99,delhi,Delhi,NA,Higher,NA,NA,NA
2581,0.01,0,0,0.01,0.12,0.16,0.71,4,State,All,Education,state,99,delhi,Delhi,NA,NA,NA,NA,NA
2582,0.15,0.02,0,0.14,0.19,0.35,0.31,4,State,All,Education,state,99,goa,Goa,NA,No education / Preschool,NA,NA,NA
2583,0.1,0.01,0,0.07,0.16,0.34,0.43,4,State,All,Education,state,99,goa,Goa,NA,Primary,NA,NA,NA
2584,0.01,0,0,0.03,0.11,0.29,0.57,4,State,All,Education,state,99,goa,Goa,NA,Secondary,NA,NA,NA
2585,0.01,0,0,0.01,0.01,0.06,0.92,4,State,All,Education,state,99,goa,Goa,NA,Higher,NA,NA,NA
2586,0,0,0.2,0.26,0,0,0.54,4,State,All,Education,state,99,goa,Goa,NA,NA,NA,NA,NA
2587,0.42,0.12,0.21,0.28,0.26,0.17,0.07,4,State,All,Education,state,99,gujarat,Gujarat,NA,No education / Preschool,NA,NA,NA
2588,0.27,0.07,0.1,0.2,0.26,0.26,0.18,4,State,All,Education,state,99,gujarat,Gujarat,NA,Primary,NA,NA,NA
2589,0.1,0.01,0.04,0.11,0.18,0.3,0.37,4,State,All,Education,state,99,gujarat,Gujarat,NA,Secondary,NA,NA,NA
2590,0.02,0,0.01,0.02,0.05,0.18,0.75,4,State,All,Education,state,99,gujarat,Gujarat,NA,Higher,NA,NA,NA
2591,0.17,0.01,0.09,0.2,0.17,0.31,0.23,4,State,All,Education,state,99,gujarat,Gujarat,NA,NA,NA,NA,NA
2592,0.21,0.06,0.05,0.15,0.28,0.28,0.24,4,State,All,Education,state,99,haryana,Haryana,NA,No education / Preschool,NA,NA,NA
2593,0.19,0.05,0.03,0.12,0.23,0.3,0.32,4,State,All,Education,state,99,haryana,Haryana,NA,Primary,NA,NA,NA
2594,0.04,0,0.01,0.05,0.16,0.28,0.51,4,State,All,Education,state,99,haryana,Haryana,NA,Secondary,NA,NA,NA
2595,0.01,0,0,0.01,0.04,0.12,0.83,4,State,All,Education,state,99,haryana,Haryana,NA,Higher,NA,NA,NA
2596,0.01,0,0,0.11,0.18,0.31,0.39,4,State,All,Education,state,99,haryana,Haryana,NA,NA,NA,NA,NA
2597,0.17,0.01,0.05,0.17,0.29,0.32,0.17,4,State,All,Education,state,99,himachal pradesh,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA
2598,0.13,0.01,0.03,0.14,0.3,0.33,0.2,4,State,All,Education,state,99,himachal pradesh,Himachal Pradesh,NA,Primary,NA,NA,NA
2599,0.05,0,0.01,0.07,0.22,0.36,0.35,4,State,All,Education,state,99,himachal pradesh,Himachal Pradesh,NA,Secondary,NA,NA,NA
2600,0,0,0,0,0.06,0.23,0.71,4,State,All,Education,state,99,himachal pradesh,Himachal Pradesh,NA,Higher,NA,NA,NA
2601,0.09,0.04,0,0.11,0.2,0.44,0.25,4,State,All,Education,state,99,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
2602,0.25,0.06,0.14,0.28,0.27,0.21,0.1,4,State,All,Education,state,99,jammu and kashmir,Jammu And Kashmir,NA,No education / Preschool,NA,NA,NA
2603,0.24,0.06,0.08,0.29,0.25,0.2,0.17,4,State,All,Education,state,99,jammu and kashmir,Jammu And Kashmir,NA,Primary,NA,NA,NA
2604,0.09,0.01,0.04,0.15,0.25,0.27,0.29,4,State,All,Education,state,99,jammu and kashmir,Jammu And Kashmir,NA,Secondary,NA,NA,NA
2605,0.01,0,0,0.04,0.1,0.2,0.66,4,State,All,Education,state,99,jammu and kashmir,Jammu And Kashmir,NA,Higher,NA,NA,NA
2606,0.09,0.03,0.05,0.21,0.36,0.15,0.23,4,State,All,Education,state,99,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
2607,0.66,0.27,0.69,0.18,0.09,0.03,0.01,4,State,All,Education,state,99,jharkhand,Jharkhand,NA,No education / Preschool,NA,NA,NA
2608,0.58,0.23,0.55,0.23,0.13,0.06,0.03,4,State,All,Education,state,99,jharkhand,Jharkhand,NA,Primary,NA,NA,NA
2609,0.29,0.03,0.33,0.23,0.18,0.15,0.11,4,State,All,Education,state,99,jharkhand,Jharkhand,NA,Secondary,NA,NA,NA
2610,0.08,0,0.07,0.1,0.13,0.2,0.5,4,State,All,Education,state,99,jharkhand,Jharkhand,NA,Higher,NA,NA,NA
2611,0.54,0.14,0.42,0.22,0.2,0.14,0.03,4,State,All,Education,state,99,jharkhand,Jharkhand,NA,NA,NA,NA,NA
2612,0.33,0.06,0.16,0.33,0.29,0.17,0.05,4,State,All,Education,state,99,karnataka,Karnataka,NA,No education / Preschool,NA,NA,NA
