,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector2,quintile_overall,state,age_cat,edu_cat,gen_cat,hhsize_cat,owns_land,nat_quint,sec_quint,state_sec_quint,state_quint,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint
9902,3526.18,2022,State,All,Owns Land,state_quint,99,2,Arunachal Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9903,4506.23,2022,State,All,Owns Land,state_quint,99,3,Arunachal Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9904,6060.07,2022,State,All,Owns Land,state_quint,99,4,Arunachal Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9905,9235.82,2022,State,All,Owns Land,state_quint,99,5,Arunachal Pradesh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9906,1770.16,2022,State,All,Owns Land,state_quint,99,1,Arunachal Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9907,2626.42,2022,State,All,Owns Land,state_quint,99,2,Arunachal Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9908,3438.64,2022,State,All,Owns Land,state_quint,99,3,Arunachal Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9909,4389.82,2022,State,All,Owns Land,state_quint,99,4,Arunachal Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9910,6307.37,2022,State,All,Owns Land,state_quint,99,5,Arunachal Pradesh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9911,2241.34,2022,State,All,Owns Land,state_quint,99,1,Nagaland,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9912,2725.2,2022,State,All,Owns Land,state_quint,99,2,Nagaland,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9913,3615.76,2022,State,All,Owns Land,state_quint,99,3,Nagaland,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9914,4578.25,2022,State,All,Owns Land,state_quint,99,4,Nagaland,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9915,7968.87,2022,State,All,Owns Land,state_quint,99,5,Nagaland,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9916,1988.28,2022,State,All,Owns Land,state_quint,99,1,Nagaland,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9917,2658.73,2022,State,All,Owns Land,state_quint,99,2,Nagaland,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9918,3300,2022,State,All,Owns Land,state_quint,99,3,Nagaland,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9919,4092.23,2022,State,All,Owns Land,state_quint,99,4,Nagaland,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9920,5539.01,2022,State,All,Owns Land,state_quint,99,5,Nagaland,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9921,2253.28,2022,State,All,Owns Land,state_quint,99,1,Manipur,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9922,2870.66,2022,State,All,Owns Land,state_quint,99,2,Manipur,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9923,3514.1,2022,State,All,Owns Land,state_quint,99,3,Manipur,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9924,4144.47,2022,State,All,Owns Land,state_quint,99,4,Manipur,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9925,5373.61,2022,State,All,Owns Land,state_quint,99,5,Manipur,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9926,1861.63,2022,State,All,Owns Land,state_quint,99,1,Manipur,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9927,2393.82,2022,State,All,Owns Land,state_quint,99,2,Manipur,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9928,2908.61,2022,State,All,Owns Land,state_quint,99,3,Manipur,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9929,3503.16,2022,State,All,Owns Land,state_quint,99,4,Manipur,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9930,4665.32,2022,State,All,Owns Land,state_quint,99,5,Manipur,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9931,NA,2022,State,All,Owns Land,state_quint,99,NA,Manipur,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9932,2455.33,2022,State,All,Owns Land,state_quint,99,1,Mizoram,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9933,3398.35,2022,State,All,Owns Land,state_quint,99,2,Mizoram,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9934,4062.78,2022,State,All,Owns Land,state_quint,99,3,Mizoram,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9935,4838.31,2022,State,All,Owns Land,state_quint,99,4,Mizoram,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9936,6133.33,2022,State,All,Owns Land,state_quint,99,5,Mizoram,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9937,2404.09,2022,State,All,Owns Land,state_quint,99,1,Mizoram,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9938,3118.07,2022,State,All,Owns Land,state_quint,99,2,Mizoram,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9939,3825.06,2022,State,All,Owns Land,state_quint,99,3,Mizoram,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9940,4654.36,2022,State,All,Owns Land,state_quint,99,4,Mizoram,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9941,6336.89,2022,State,All,Owns Land,state_quint,99,5,Mizoram,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9942,3215.77,2022,State,All,Owns Land,state_quint,99,1,Tripura,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9943,3716.67,2022,State,All,Owns Land,state_quint,99,2,Tripura,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9944,4736.18,2022,State,All,Owns Land,state_quint,99,3,Tripura,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9945,6082.97,2022,State,All,Owns Land,state_quint,99,4,Tripura,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9946,8121.81,2022,State,All,Owns Land,state_quint,99,5,Tripura,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9947,2763.89,2022,State,All,Owns Land,state_quint,99,1,Tripura,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9948,3492.24,2022,State,All,Owns Land,state_quint,99,2,Tripura,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9949,4146.88,2022,State,All,Owns Land,state_quint,99,3,Tripura,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9950,4919.89,2022,State,All,Owns Land,state_quint,99,4,Tripura,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9951,6483.44,2022,State,All,Owns Land,state_quint,99,5,Tripura,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9952,2142.29,2022,State,All,Owns Land,state_quint,99,1,Meghalaya,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9953,2827.76,2022,State,All,Owns Land,state_quint,99,2,Meghalaya,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9954,3668.7,2022,State,All,Owns Land,state_quint,99,3,Meghalaya,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9955,4790.39,2022,State,All,Owns Land,state_quint,99,4,Meghalaya,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9956,6660.03,2022,State,All,Owns Land,state_quint,99,5,Meghalaya,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9957,1767.48,2022,State,All,Owns Land,state_quint,99,1,Meghalaya,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9958,2374.94,2022,State,All,Owns Land,state_quint,99,2,Meghalaya,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9959,2945.73,2022,State,All,Owns Land,state_quint,99,3,Meghalaya,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9960,3561.93,2022,State,All,Owns Land,state_quint,99,4,Meghalaya,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9961,4760.23,2022,State,All,Owns Land,state_quint,99,5,Meghalaya,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9962,1582.31,2022,State,All,Owns Land,state_quint,99,1,Assam,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9963,2049.34,2022,State,All,Owns Land,state_quint,99,2,Assam,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9964,2501.23,2022,State,All,Owns Land,state_quint,99,3,Assam,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9965,3257.19,2022,State,All,Owns Land,state_quint,99,4,Assam,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9966,5592.69,2022,State,All,Owns Land,state_quint,99,5,Assam,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9967,1824.88,2022,State,All,Owns Land,state_quint,99,1,Assam,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9968,2351.17,2022,State,All,Owns Land,state_quint,99,2,Assam,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9969,2797.02,2022,State,All,Owns Land,state_quint,99,3,Assam,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9970,3339.05,2022,State,All,Owns Land,state_quint,99,4,Assam,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9971,4476.24,2022,State,All,Owns Land,state_quint,99,5,Assam,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9972,NA,2022,State,All,Owns Land,state_quint,99,NA,Assam,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9973,1930.39,2022,State,All,Owns Land,state_quint,99,1,West Bengal,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9974,2593.67,2022,State,All,Owns Land,state_quint,99,2,West Bengal,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9975,3259.42,2022,State,All,Owns Land,state_quint,99,3,West Bengal,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9976,4127.59,2022,State,All,Owns Land,state_quint,99,4,West Bengal,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9977,6115.92,2022,State,All,Owns Land,state_quint,99,5,West Bengal,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9978,2089.35,2022,State,All,Owns Land,state_quint,99,1,West Bengal,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9979,2644.53,2022,State,All,Owns Land,state_quint,99,2,West Bengal,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9980,3159.56,2022,State,All,Owns Land,state_quint,99,3,West Bengal,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9981,3873.72,2022,State,All,Owns Land,state_quint,99,4,West Bengal,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9982,5467.39,2022,State,All,Owns Land,state_quint,99,5,West Bengal,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9983,NA,2022,State,All,Owns Land,state_quint,99,NA,West Bengal,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9984,1715.79,2022,State,All,Owns Land,state_quint,99,1,Jharkhand,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9985,2572.3,2022,State,All,Owns Land,state_quint,99,2,Jharkhand,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9986,3385.46,2022,State,All,Owns Land,state_quint,99,3,Jharkhand,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9987,4429.59,2022,State,All,Owns Land,state_quint,99,4,Jharkhand,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9988,6155.98,2022,State,All,Owns Land,state_quint,99,5,Jharkhand,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9989,1573.14,2022,State,All,Owns Land,state_quint,99,1,Jharkhand,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9990,2127.1,2022,State,All,Owns Land,state_quint,99,2,Jharkhand,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9991,2638.5,2022,State,All,Owns Land,state_quint,99,3,Jharkhand,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9992,3359.48,2022,State,All,Owns Land,state_quint,99,4,Jharkhand,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9993,4840.55,2022,State,All,Owns Land,state_quint,99,5,Jharkhand,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
9994,NA,2022,State,All,Owns Land,state_quint,99,NA,Jharkhand,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9995,1810.09,2022,State,All,Owns Land,state_quint,99,1,Odisha,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
9996,2639.08,2022,State,All,Owns Land,state_quint,99,2,Odisha,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
9997,3399.43,2022,State,All,Owns Land,state_quint,99,3,Odisha,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
9998,4278.28,2022,State,All,Owns Land,state_quint,99,4,Odisha,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
9999,6468.99,2022,State,All,Owns Land,state_quint,99,5,Odisha,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10000,1800.41,2022,State,All,Owns Land,state_quint,99,1,Odisha,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10001,2310.37,2022,State,All,Owns Land,state_quint,99,2,Odisha,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10002,2744.16,2022,State,All,Owns Land,state_quint,99,3,Odisha,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10003,3352.46,2022,State,All,Owns Land,state_quint,99,4,Odisha,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10004,4664.86,2022,State,All,Owns Land,state_quint,99,5,Odisha,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10005,NA,2022,State,All,Owns Land,state_quint,99,NA,Odisha,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006,1736.19,2022,State,All,Owns Land,state_quint,99,1,Chhattisgarh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10007,2732.26,2022,State,All,Owns Land,state_quint,99,2,Chhattisgarh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10008,3489.29,2022,State,All,Owns Land,state_quint,99,3,Chhattisgarh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
10009,4341.63,2022,State,All,Owns Land,state_quint,99,4,Chhattisgarh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
10010,8348.48,2022,State,All,Owns Land,state_quint,99,5,Chhattisgarh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
10011,NA,2022,State,All,Owns Land,state_quint,99,NA,Chhattisgarh,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012,1528.53,2022,State,All,Owns Land,state_quint,99,1,Chhattisgarh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
10013,2079.56,2022,State,All,Owns Land,state_quint,99,2,Chhattisgarh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
10014,2564.31,2022,State,All,Owns Land,state_quint,99,3,Chhattisgarh,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
