,quintile_overall,welfare_agg21_sp,year,level,area,dem,state,SourceSheet,sector,sector2,nat_quint,sec_quint,state_quint,state_sec_quint,age_cat,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,edu_cat,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,gen_cat,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,hhsize_cat,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,owns_land,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint,inc_cat,nat_inc_quint,sec_inc_quint,state_inc_quint,state_sec_inc_quint,owns_dwelling,nat_dwel_quint,sec_dwel_quint,state_dwel_quint,state_sec_dwel_quint
22453,3,2903.803068,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3
22454,4,3584.310389,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4
22455,5,4940.686941,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5
22456,1,2199.030902,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
22457,2,3069.574988,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2
22458,3,3808.666147,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3
22459,4,4698.300135,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,4
22460,5,6800.670266,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,5
22461,1,2081.453175,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
22462,2,2908.201297,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2
22463,3,3680.684415,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3
22464,4,4727.8424,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4
22465,5,7065.59934,2022,State,urban/rural,Owns Dwelling,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5
23081,1,1932.926043,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,1,NA,NA,NA,NA,NA,NA
23082,2,2570.149111,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,2,NA,NA,NA,NA,NA,NA
23083,3,3185.461978,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,3,NA,NA,NA,NA,NA,NA
23084,4,3949.083089,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,4,NA,NA,NA,NA,NA,NA
23085,5,5548.008265,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,5,NA,NA,NA,NA,NA,NA
23086,1,1648.819284,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,1,NA,NA,NA,NA,NA,NA
23087,2,2139.728766,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,2,NA,NA,NA,NA,NA,NA
23088,3,2532.934545,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,3,NA,NA,NA,NA,NA,NA
23089,4,3062.836448,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,4,NA,NA,NA,NA,NA,NA
23090,5,4097.338127,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,5,NA,NA,NA,NA,NA,NA
23091,1,2419.640773,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,1,NA,NA,NA,NA,NA,NA
23092,2,3229.205585,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,2,NA,NA,NA,NA,NA,NA
23093,3,3955.187827,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,3,NA,NA,NA,NA,NA,NA
23094,4,4883.101977,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,4,NA,NA,NA,NA,NA,NA
23095,5,7092.76976,2022,State,All,Income Type,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,5,NA,NA,NA,NA,NA,NA
23996,1,1885.90233,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,1,NA,NA,NA,NA,NA
23997,2,2463.043485,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,2,NA,NA,NA,NA,NA
23998,3,2986.345785,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,3,NA,NA,NA,NA,NA
23999,4,3648.448866,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,4,NA,NA,NA,NA,NA
24000,5,4952.318696,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,5,NA,NA,NA,NA,NA
24001,1,1642.69359,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,1,NA,NA,NA,NA,NA
24002,2,2149.588121,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,2,NA,NA,NA,NA,NA
24003,3,2557.992527,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,3,NA,NA,NA,NA,NA
24004,4,3072.046383,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,4,NA,NA,NA,NA,NA
24005,5,4078.413959,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,5,NA,NA,NA,NA,NA
24006,1,2373.726147,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,1,NA,NA,NA,NA,NA
24007,2,3169.167256,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,2,NA,NA,NA,NA,NA
24008,3,3885.400602,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,3,NA,NA,NA,NA,NA
24009,4,4646.944316,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,4,NA,NA,NA,NA,NA
24010,5,6929.184594,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,5,NA,NA,NA,NA,NA
24011,1,2081.667438,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,1,NA,NA,NA,NA,NA
24012,2,2906.539938,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,2,NA,NA,NA,NA,NA
24013,3,3632.621004,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,3,NA,NA,NA,NA,NA
24014,4,4622.767605,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,4,NA,NA,NA,NA,NA
24015,5,6850.019256,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Self-employed,NA,NA,NA,5,NA,NA,NA,NA,NA
24016,1,1669.414217,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,1,NA,NA,NA,NA,NA
24017,2,2101.343003,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,2,NA,NA,NA,NA,NA
24018,3,2470.411455,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,3,NA,NA,NA,NA,NA
24019,4,3026.862533,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,4,NA,NA,NA,NA,NA
24020,5,4229.504911,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casual,NA,NA,NA,5,NA,NA,NA,NA,NA
24021,1,2439.255909,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,1,NA,NA,NA,NA,NA
24022,2,3261.766094,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,2,NA,NA,NA,NA,NA
24023,3,3997.947804,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,3,NA,NA,NA,NA,NA
24024,4,5001.106621,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,4,NA,NA,NA,NA,NA
24025,5,7172.657332,2022,State,urban/rural,Income Type,Maharashtra,state_sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salaried,NA,NA,NA,5,NA,NA,NA,NA,NA
24591,1,1493.037049,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24592,2,1886.200201,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24593,3,2232.36634,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24594,4,2641.348388,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24595,5,3690.067078,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,0,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24596,1,1717.264701,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24597,2,2381.468255,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24598,3,2972.1853,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24599,4,3826.943817,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24600,5,6306.096036,2011,State,urban/rural,All Households,Maharashtra,state_sec_quint,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24826,1,1569.583399,2011,State,All,All Households,Maharashtra,state_quint,NA,99,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24827,2,2068.093053,2011,State,All,All Households,Maharashtra,state_quint,NA,99,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24828,3,2486.370274,2011,State,All,All Households,Maharashtra,state_quint,NA,99,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24829,4,3159.207199,2011,State,All,All Households,Maharashtra,state_quint,NA,99,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24830,5,4903.631485,2011,State,All,All Households,Maharashtra,state_quint,NA,99,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25440,1,1595.055559,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25441,2,2081.247851,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25442,3,2632.896547,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25443,4,3456.921836,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25444,5,7040.955406,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25445,1,1538.670676,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25446,2,2016.37416,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25447,3,2432.816342,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25448,4,3053.76737,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25449,5,4664.4171,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25450,1,1598.952967,2011,State,All,Age,Maharashtra,state_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
